timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),Дождь (незамерзающий) слабый непрерывный,Ливневый дождь со снегом,Ливневый дождь,Количество облаков уменьшилось,Дождь со снегом слабый,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,"Минимальная температура, °C",Направление ветра,Снег,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),Ливневой снег умеренный или сильный,"Осадки за 12 часов, мм","Высота снежного покрова, см","Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),Туман без изменений (небо не видно),Осадки (достигают поверхности земли вдали от станции (&gt; 5 км)),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Туман начался (усилился). Небо не видно,"Температура воздуха, °C","Гроза, дождь слабый",Снег слабый непрерывный,Количество облаков не изменилось,"Поземные туманы клочками, полосами(высота меньше 2 м от поверхности земли)",Туман без изменений (небо видно),Балл общей облачности,Ливневой снег слабый,Осадки (достигают поверхности земли)
1593536400,"Вторник, 30 июня
17:00 (UTC)",,,,,,,,,,50.6,,,юго-восточный,,,,3,,,,,,,,,,,746,,16.8,,,,,,,,
1593540000,"Вторник, 30 июня
18:00 (UTC)",,,,,,,,,,61.5,,,юго-восточный,,,,3,,,,,,,,,,10.0,746,,14.2,,,,,,4.0,,
1593543600,"Вторник, 30 июня
19:00 (UTC)",,,,,,,,,,68.7,,,юго-восточный,,,,3,,,,,,,,,,,746,,12.5,,,,,,,,
1593547200,"Вторник, 30 июня
20:00 (UTC)",,,,,,,,,,70.0,,,юго-восточный,,,,3,,,,,,,,,,,745,,12.2,,,,,,,,
1593550800,"Вторник, 30 июня
21:00 (UTC)",,,,,,,,,,67.8,,,юго-восточный,,,,4,,,,,,,,,,10.0,745,,12.8,,,,,,4.0,,
1593554400,"Вторник, 30 июня
22:00 (UTC)",,,,,,,,,,70.1,,,юго-восточный,,,,4,,,,,,,,,,,745,,12.5,,,,,,,,
1593558000,"Вторник, 30 июня
23:00 (UTC)",,,,,,,,,,71.1,,,юго-восточный,,,,4,,,,,,,,,,,745,,12.5,,,,,,,,
1593561600,"Среда, 1 июля
00:00 (UTC)",,,,,,,,,,73.9,,,юго-восточный,,,,4,,,,,,,,,,10.0,745,,12.0,,,,,,7.0,,
1593565200,"Среда, 1 июля
01:00 (UTC)",,,,,,,,,,71.1,,,юго-восточный,,,,4,,,,,,,,,,,744,,12.8,,,,,,,,
1593568800,"Среда, 1 июля
02:00 (UTC)",,,,,,,,,,69.4,,,южный,,,,4,,,,,,,,,,,744,,13.6,,,,,,,,
1593572400,"Среда, 1 июля
03:00 (UTC)",,,,,,,,,,82.5,,11.9,юго-восточный,,,,3,,,0.5,,0.5,True,,,,4.0,744,,12.5,,,,,,10.0,,
1593576000,"Среда, 1 июля
04:00 (UTC)",,,,,,,,,,91.7,,,юго-восточный,,,,4,,,,,,,,,,,744,,11.8,,,,,,,,
1593579600,"Среда, 1 июля
05:00 (UTC)",,,,,,,,,,92.4,,,юго-восточный,,,,3,,,,,,,,,,,744,,12.4,,,,,,,,
1593583200,"Среда, 1 июля
06:00 (UTC)",,,,,,,,,,93.0,,11.8,южный,,,,2,,,,,,True,,,,4.0,744,,12.8,,,,,,10.0,,
1593586800,"Среда, 1 июля
07:00 (UTC)",,,,,,,,,,93.1,,,южный,,,,2,,,,,,,,,,,744,,13.7,,,,,,,,
1593590400,"Среда, 1 июля
08:00 (UTC)",,,,,,,,,,91.3,,,юго-западный,,,,3,,,,,,,,,,,744,,15.0,,,,,,,,
1593594000,"Среда, 1 июля
09:00 (UTC)",,,,,,,,,,86.3,,,западный,,,,2,,,,,,,,,,10.0,744,,16.8,,,True,,,10.0,,
1593597600,"Среда, 1 июля
10:00 (UTC)",,,,,,,,,,74.8,,,западный,,,,3,,,,,,,,,,,744,,19.8,,,,,,,,
1593601200,"Среда, 1 июля
11:00 (UTC)",,,,,,,,,,58.2,,,западный,,,,4,,,,,,,,,,,744,,22.4,,,,,,,,
1593604800,"Среда, 1 июля
12:00 (UTC)",,,,,,,,,,56.1,,,западный,,,,3,,,,,,,,,,10.0,744,,22.8,,,True,,,7.0,,
1593608400,"Среда, 1 июля
13:00 (UTC)",,,,,,,,,,50.3,,,юго-западный,,,,3,,,,,,,,,,,744,,23.2,,,,,,,,
1593612000,"Среда, 1 июля
14:00 (UTC)",,,,,,,,,,46.7,,,западный,,,,3,,,,,,,,,,,744,,24.0,,,,,,,,
1593615600,"Среда, 1 июля
15:00 (UTC)",,,,,,,,,,51.3,,,юго-западный,,,24.1,3,,,3,,,,,,,10.0,744,,23.3,,,,,,7.0,,
1593619200,"Среда, 1 июля
16:00 (UTC)",,15.0,,,,,,,,88.5,,,западный,,,,3,,,,,,,,,,,745,,16.0,,,,,,,,
1593622800,"Среда, 1 июля
17:00 (UTC)",,15.0,,,,,,,,90.3,,,южный,,,,2,,,,,,,,,,,745,,16.7,,,,,,,,
1593626400,"Среда, 1 июля
18:00 (UTC)",,15.0,,,,,,,,92.0,,,южный,,,,2,,,,,,,,,,10.0,745,,15.4,,,True,,,4.0,,
1593630000,"Среда, 1 июля
19:00 (UTC)",,15.0,,,,,,,,92.5,,,южный,,,,1,,,,,,,,,,,745,,14.4,,,,,,,,
1593633600,"Среда, 1 июля
20:00 (UTC)",,15.0,,,,,,,,93.1,,,южный,,,,1,,,,,,,,,,,745,,13.9,,,,,,,,
1593637200,"Среда, 1 июля
21:00 (UTC)",,,,,,,,,,93.1,,,южный,,,,2,,,,,,,,,,10.0,745,,13.6,,,,,,4.0,,
1593640800,"Среда, 1 июля
22:00 (UTC)",,,,,,,,,,91.8,,,юго-западный,,,,2,,,,,,,,,,,745,,13.1,,,,,,,,
1593644400,"Среда, 1 июля
23:00 (UTC)",,,,,,,,,,91.9,,,юго-западный,,,,1,,,,,,,,,,,745,,13.6,,,,,,,,
1593648000,"Четверг, 2 июля
00:00 (UTC)",,,,,,,,,,92.4,,,юго-западный,,,,1,,,,,,,,,,10.0,746,,12.4,,,,,,4.0,,
1593651600,"Четверг, 2 июля
01:00 (UTC)",,,,,,,,,,94.2,,,юго-западный,,,,2,,,,,,,,,,,746,,11.7,,,,,,,,
1593655200,"Четверг, 2 июля
02:00 (UTC)",,,,,,,,,,94.2,,,западный,,,,1,,,,,,,,,,,746,,12.2,,,,,,,,
1593658800,"Четверг, 2 июля
03:00 (UTC)",,,,,,,,,,90.1,,11.5,юго-западный,,,,1,,,2,,5,,,,,10.0,746,,14.7,,,,,,2.0,,
1593662400,"Четверг, 2 июля
04:00 (UTC)",,,,,,,,,,83.0,,,юго-западный,,,,2,,,,,,,,,,,747,,16.8,,,,,,,,
1593666000,"Четверг, 2 июля
05:00 (UTC)",,,,,,,,,,77.5,,,юго-западный,,,,2,,,,,,,,,,,747,,18.2,,,,,,,,
1593669600,"Четверг, 2 июля
06:00 (UTC)",,,,,,,,,,65.7,,,юго-западный,,,,2,,,,,,,,,,10.0,747,,19.9,,,,,,6.0,,
1593673200,"Четверг, 2 июля
07:00 (UTC)",,,,,,,,,,63.6,,,юго-западный,,,,3,,,,,,,,,,,747,,21.6,,,,,,,,
1593676800,"Четверг, 2 июля
08:00 (UTC)",,,,,,,,,,61.6,,,юго-западный,,,,4,,,,,,,,,,,747,,21.7,,,,,,,,
1593680400,"Четверг, 2 июля
09:00 (UTC)",,,,,,,,,,53.2,,,юго-западный,,,,5,,,,,,,,,,10.0,747,,24.0,,,,,,7.0,,
1593684000,"Четверг, 2 июля
10:00 (UTC)",,,,,,,,,,48.9,,,западный,,,,5,,,,,,,,,,,747,,24.1,,,,,,,,
1593691200,"Четверг, 2 июля
12:00 (UTC)",,10.0,,,,,,,,44.1,,,западный,,,,5,,,,,,,,,,10.0,747,,24.6,,,,,,7.0,,
1593694800,"Четверг, 2 июля
13:00 (UTC)",,,,,,,,,,49.4,,,западный,,,,4,,,,,,,,,,,747,,24.6,,,,,,,,
1593698400,"Четверг, 2 июля
14:00 (UTC)",,,,,,,,,,45.1,,,западный,,,,3,,,,,,,,,,,747,,24.8,,,,,,,,
1593702000,"Четверг, 2 июля
15:00 (UTC)",,,,,,,,,,47.4,,,западный,,,24.8,3,,,0,,,,,,,10.0,747,,23.4,,,,,,7.0,,
1593712800,"Четверг, 2 июля
18:00 (UTC)",,,,,,,,,,78.6,,,,,,,0,,,,,,True,,,,10.0,748,,18.8,,,,,,10.0,,
1593723600,"Четверг, 2 июля
21:00 (UTC)",,,,,,True,,,,90.3,,,южный,,,,1,,,,,,,,,,10.0,748,,17.4,,,,,,10.0,,
1593734400,"Пятница, 3 июля
00:00 (UTC)",,,,,,,,,,91.5,,,юго-западный,,,,1,,,,,,,,,,10.0,748,,16.8,,,True,,,10.0,,
1593745200,"Пятница, 3 июля
03:00 (UTC)",,,,,,,,,,92.1,,16.4,южный,,,,1,,,1,,1,,,,,10.0,748,,17.7,,,True,,,10.0,,
1593752400,"Пятница, 3 июля
05:00 (UTC)",,,,,,,,,,73.2,,,юго-восточный,,,,2,,,,,,,,,,,748,,21.5,,,,,,,,
1593756000,"Пятница, 3 июля
06:00 (UTC)",,,,,,,,,,66.0,,,южный,,,,1,,,,,,,,,,10.0,748,,23.0,,,True,,,6.0,,
1593759600,"Пятница, 3 июля
07:00 (UTC)",,,,,,,,,,65.7,,,южный,,,,2,,,,,,,,,,,748,,23.6,,,,,,,,
1593763200,"Пятница, 3 июля
08:00 (UTC)",,,,,,,,,,61.9,,,южный,,,,3,,,,,,,,,,,748,,25.0,,,,,,,,
1593766800,"Пятница, 3 июля
09:00 (UTC)",,,,,,,,,,60.0,,,западный,,,,3,,,,,,,,,,10.0,749,,25.1,,,,,,9.0,,
1593770400,"Пятница, 3 июля
10:00 (UTC)",,,,,,,,,,54.9,,,юго-западный,,,,3,,,,,,,,,,,749,,26.4,,,,,,,,
1593774000,"Пятница, 3 июля
11:00 (UTC)",,,,,,,,,,52.5,,,западный,,,,3,,,,,,,,,,,749,,26.4,,,,,,,,
1593777600,"Пятница, 3 июля
12:00 (UTC)",,,,,,,,,,51.3,,,западный,,,,3,,,,,,,,,,10.0,749,,26.9,,,,,,10.0,,
1593781200,"Пятница, 3 июля
13:00 (UTC)",,,,,,,,,,49.1,,,западный,,,,3,,,,,,,,,,,749,,27.2,,,,,,,,
1593784800,"Пятница, 3 июля
14:00 (UTC)",,,,,,,,,,47.2,,,западный,,,,3,,,,,,,,,,,749,,27.2,,,,,,,,
1593788400,"Пятница, 3 июля
15:00 (UTC)",,,,,,,,,,60.0,,,северо-западный,,,27.5,2,,,0,,,,,,,10.0,749,,25.0,,,,,,10.0,,
1593792000,"Пятница, 3 июля
16:00 (UTC)",,,,,,,,,,68.8,,,,,,,0,,,,,,,,,,,749,,24.5,,,,,,,,
1593795600,"Пятница, 3 июля
17:00 (UTC)",,,,,,,,,,78.6,,,,,,,0,,,,,,,,,,,749,,22.3,,,,,,,,
1593799200,"Пятница, 3 июля
18:00 (UTC)",,,,,,,,,,83.5,,,юго-восточный,,,,1,,,,,,,,,,10.0,749,,20.9,,,,,,10.0,,
1593802800,"Пятница, 3 июля
19:00 (UTC)",,,,,,,,,,87.7,,,юго-восточный,,,,1,,,,,,,,,,,749,,20.3,,,,,,,,
1593806400,"Пятница, 3 июля
20:00 (UTC)",,,,,,,,,,84.0,,,юго-восточный,,,,2,,,,,,,,,,,749,,20.5,,,,,,,,
1593810000,"Пятница, 3 июля
21:00 (UTC)",,,,,,,,,,79.4,,,южный,,,,2,,,,,,,,,,10.0,749,,21.0,,,,,,10.0,,
1593813600,"Пятница, 3 июля
22:00 (UTC)",,,,,,,,,,87.1,,,южный,,,,2,,,,,,,,,,,749,,19.8,,,,,,,,
1593817200,"Пятница, 3 июля
23:00 (UTC)",,,,,,,,,,92.2,,,южный,,,,2,,,,,,,,,,,749,,18.9,,,,,,,,
1593820800,"Суббота, 4 июля
00:00 (UTC)",,,,,,True,,,,92.7,,,южный,,,,1,,,,,,,,,,10.0,749,,18.5,,,,,,10.0,,
1593824400,"Суббота, 4 июля
01:00 (UTC)",,,,,,,,,,93.9,,,юго-западный,,,,1,,,,,,,,,,,748,,18.2,,,,,,,,
1593828000,"Суббота, 4 июля
02:00 (UTC)",,,,,,,,,,93.9,,,южный,,,,2,,,,,,,,,,,749,,18.2,,,,,,,,
1593831600,"Суббота, 4 июля
03:00 (UTC)",,,,,,,,,,92.1,,18.2,юго-западный,,,,2,,,0.8,,0.8,,,,,10.0,749,,18.5,,,,,,10.0,,
1593835200,"Суббота, 4 июля
04:00 (UTC)",,,,,,,,,,90.4,,,юго-западный,,,,2,,,,,,,,,,,749,,18.4,,,,,,,,
1593838800,"Суббота, 4 июля
05:00 (UTC)",,,,,,,,,,89.3,,,юго-западный,,,,2,,,,,,,,,,,749,,18.9,,,,,,,,
1593842400,"Суббота, 4 июля
06:00 (UTC)",,,,,,,,,,82.0,,,западный,,,,3,,,,,,,,,,10.0,749,,21.2,,,True,,,10.0,,
1593846000,"Суббота, 4 июля
07:00 (UTC)",,,,,,,,,,75.3,,,южный,,,,2,,,,,,,,,,,749,,22.6,,,,,,,,
1593849600,"Суббота, 4 июля
08:00 (UTC)",,,,,,,,,,64.2,,,южный,,,,2,,,,,,,,,,,749,,24.6,,,,,,,,
1593853200,"Суббота, 4 июля
09:00 (UTC)",,,,,,,,,,59.1,,,южный,,,,2,,,,,,,,,,10.0,749,,25.9,,,True,,,7.0,,
1593856800,"Суббота, 4 июля
10:00 (UTC)",,,,,,,,,,57.0,,,западный,,,,2,,,,,,,,,,,748,,26.6,,,,,,,,
1593860400,"Суббота, 4 июля
11:00 (UTC)",,,,,,,,,,53.8,,,юго-западный,,,,2,,,,,,,,,,,748,,27.7,,,,,,,,
1593864000,"Суббота, 4 июля
12:00 (UTC)",,,,,,,,,,50.7,,,юго-западный,,,,3,,,,,,,,,,10.0,748,,28.5,,,,,,7.0,,
1593867600,"Суббота, 4 июля
13:00 (UTC)",,,,,,,,,,56.3,,,западный,,,,2,,,,,,,,,,,748,,26.7,,,,,,,,
1593871200,"Суббота, 4 июля
14:00 (UTC)",,,,,,,,,,61.4,,,западный,,,,2,,,,,,,,,,,748,,26.0,,,,,,,,
1593874800,"Суббота, 4 июля
15:00 (UTC)",,,,,,,,,,66.4,,,западный,,,28.7,1,,,0.3,,,,,,,10.0,747,,25.2,,,,,,9.0,,
1593878400,"Суббота, 4 июля
16:00 (UTC)",,,,,,,,,,61.3,,,южный,,,,5,,,,,,,,,,,748,,22.4,,,,,,,,
1593882000,"Суббота, 4 июля
17:00 (UTC)",,,,,,,,,,73.5,,,юго-западный,,,,2,,,,,,,,,,,747,,20.4,,,,,,,,
1593885600,"Суббота, 4 июля
18:00 (UTC)",,11.0,,,,,,,,78.7,,,юго-западный,,,,1,,,,,,,,,,10.0,747,,19.6,,,,,,10.0,,
1593889200,"Суббота, 4 июля
19:00 (UTC)",,,,,,,,,,84.8,,,,,,,0,,,,,,,,,,,747,,18.5,,,,,,,,
1593892800,"Суббота, 4 июля
20:00 (UTC)",,,,,,,,,,89.8,,,юго-западный,,,,1,,,,,,,,,,,747,,17.8,,,,,,,,
1593896400,"Суббота, 4 июля
21:00 (UTC)",,,,,,,,,,91.5,,,,,,,0,,,,,,,,,,10.0,747,,17.3,,,,,,10.0,,
1593900000,"Суббота, 4 июля
22:00 (UTC)",,,,,,,,,,92.6,,,,,,,0,,,,,,,,,,,747,,16.6,,,,,,,,
1593903600,"Суббота, 4 июля
23:00 (UTC)",,,,,,,,,,,,,,,,,0,,,,,,,,,,,748,,,,,,,,,,
1593907200,"Воскресенье, 5 июля
00:00 (UTC)",,,,,,,,,,94.4,,,,,,,0,,,,,,,True,,,4.0,748,,15.1,,,,,,10.0,,
1593910800,"Воскресенье, 5 июля
01:00 (UTC)",,,,,,,,,,94.4,,,,,,,0,,,,,,,,,,,748,,15.6,,,,,,,,
1593914400,"Воскресенье, 5 июля
02:00 (UTC)",,,,,,,,,,94.4,,,южный,,,,1,,,,,,,,,,,748,,17.0,,,,,,,,
1593918000,"Воскресенье, 5 июля
03:00 (UTC)",,,,,,,,,,93.9,,14.6,,,,,0,,,0,,0.3,,True,,,4.0,747,,18.4,,,,,,10.0,,
1593921600,"Воскресенье, 5 июля
04:00 (UTC)",,,,,,,,,,88.2,,,северо-западный,,,,2,,,,,,,,,,,748,,19.4,,,,,,,,
1593925200,"Воскресенье, 5 июля
05:00 (UTC)",,,,,,,,,,84.5,,,западный,,,,1,,,,,,,,,,,748,,20.4,,,,,,,,
1593928800,"Воскресенье, 5 июля
06:00 (UTC)",,,,,,,,,,66.8,,,северо-западный,,,,1,,,,,,,,,,10.0,748,,23.0,,,,,,4.0,,
1593932400,"Воскресенье, 5 июля
07:00 (UTC)",,,,,,,,,,60.6,,,северо-западный,,,,1,,,,,,,,,,,748,,24.2,,,,,,,,
1593936000,"Воскресенье, 5 июля
08:00 (UTC)",,,,,,,,,,55.1,,,западный,,,,1,,,,,,,,,,,748,,24.4,,,,,,,,
1593939600,"Воскресенье, 5 июля
09:00 (UTC)",,,,,,,,,,52.1,,,юго-западный,,,,2,,,,,,,,,,10.0,748,,25.1,,,,,,7.0,,
1593943200,"Воскресенье, 5 июля
10:00 (UTC)",,,,,,,,,,50.6,,,юго-западный,,,,2,,,,,,,,,,,747,,26.7,,,,,,,,
1593946800,"Воскресенье, 5 июля
11:00 (UTC)",,,,,,,,,,60.9,,,южный,,,,3,,,,,,,,,,,747,,24.1,,,,,,,,
1593950400,"Воскресенье, 5 июля
12:00 (UTC)",,,,,,,,,,51.5,,,юго-западный,,,,2,,,,,,,,,,10.0,747,,26.6,,,,,,6.0,,
1593954000,"Воскресенье, 5 июля
13:00 (UTC)",,,,,,,,,,56.6,,,южный,,,,2,,,,,,,,,,,747,,24.9,,,,,,,,
1593957600,"Воскресенье, 5 июля
14:00 (UTC)",,,,,,,,,,62.5,,,южный,,,,2,,,,,,,,,,,747,,24.2,,,,,,,,
1593961200,"Воскресенье, 5 июля
15:00 (UTC)",,,,,,,,,,64.9,,,юго-западный,,,27.0,2,,,0,,,,,,,10.0,747,,23.9,,,,,,10.0,,
1593964800,"Воскресенье, 5 июля
16:00 (UTC)",,,,,,,,,,70.3,,,юго-западный,,,,1,,,,,,,,,,,747,,22.9,,,,,,,,
1593968400,"Воскресенье, 5 июля
17:00 (UTC)",,,,,,,,,,70.2,,,юго-западный,,,,1,,,,,,,,,,,746,,22.6,,,,,,,,
1593972000,"Воскресенье, 5 июля
18:00 (UTC)",,,,,,,,,,78.3,,,юго-западный,,,,1,,,,,,,,,,10.0,746,,20.3,,,,,,6.0,,
1593975600,"Воскресенье, 5 июля
19:00 (UTC)",,,,,,,,,,85.4,,,юго-западный,,,,1,,,,,,,,,,,746,,19.0,,,,,,,,
1593979200,"Воскресенье, 5 июля
20:00 (UTC)",,,,,,,,,,90.4,,,юго-западный,,,,1,,,,,,,,,,,746,,18.2,,,,,,,,
1593982800,"Воскресенье, 5 июля
21:00 (UTC)",,,,,,,,,,93.3,,,юго-западный,,,,1,,,,,,,,,,10.0,746,,17.2,,,,,,6.0,,
1593986400,"Воскресенье, 5 июля
22:00 (UTC)",,,,,,,,,,89.2,,,южный,,,,1,,,,,,,,,,,746,,17.1,,,,,,,,
1593990000,"Воскресенье, 5 июля
23:00 (UTC)",,,,,,,,,,89.2,,,южный,,,,1,,,,,,,,,,,746,,17.1,,,,,,,,
1593993600,"Понедельник, 6 июля
00:00 (UTC)",,,,,,,,,,89.1,,,южный,,,,1,,,,,,,,,,10.0,746,,16.9,,,,,,2.0,,
1593997200,"Понедельник, 6 июля
01:00 (UTC)",,,,,,,,,,92.0,,,южный,,,,1,,,,,,,,,,,746,,16.3,,,,,,,,
1594000800,"Понедельник, 6 июля
02:00 (UTC)",,,,,,,,,,89.7,,,южный,,,,1,,,,,,,,,,,747,,16.9,,,,,,,,
1594004400,"Понедельник, 6 июля
03:00 (UTC)",,,,,,,,,,83.7,,15.7,юго-западный,,,,1,,,0,,0,,,,,10.0,747,,18.5,,,,,,2.0,,
1594008000,"Понедельник, 6 июля
04:00 (UTC)",,,,,,,,,,76.9,,,юго-западный,,,,2,,,,,,,,,,,747,,20.6,,,,,,,,
1594011600,"Понедельник, 6 июля
05:00 (UTC)",,,,,,,,,,67.6,,,юго-западный,,,,1,,,,,,,,,,,747,,22.7,,,,,,,,
1594015200,"Понедельник, 6 июля
06:00 (UTC)",,,,,,,,,,59.5,,,юго-западный,,,,1,,,,,,,,,,10.0,746,,24.6,,,,,,0.0,,
1594018800,"Понедельник, 6 июля
07:00 (UTC)",,,,,,,,,,50.1,,,юго-западный,,,,2,,,,,,,,,,,746,,26.0,,,,,,,,
1594022400,"Понедельник, 6 июля
08:00 (UTC)",,,,,,,,,,45.1,,,юго-западный,,,,3,,,,,,,,,,,746,,26.9,,,,,,,,
1594026000,"Понедельник, 6 июля
09:00 (UTC)",,,,,,,,,,43.3,,,юго-западный,,,,3,,,,,,,,,,10.0,746,,27.7,,,,,,4.0,,
1594029600,"Понедельник, 6 июля
10:00 (UTC)",,,,,,,,,,41.5,,,юго-западный,,,,3,,,,,,,,,,,746,,28.3,,,,,,,,
1594033200,"Понедельник, 6 июля
11:00 (UTC)",,,,,,,,,,42.7,,,западный,,,,3,,,,,,,,,,,746,,27.5,,,,,,,,
1594036800,"Понедельник, 6 июля
12:00 (UTC)",,,,,,,,,,42.6,,,юго-западный,,,,1,,,,,,,,,,10.0,746,,27.1,,,,,,2.0,,
1594040400,"Понедельник, 6 июля
13:00 (UTC)",,,,,,,,,,38.3,,,юго-западный,,,,3,,,,,,,,,,,746,,28.8,,,,,,,,
1594044000,"Понедельник, 6 июля
14:00 (UTC)",,,,,,,,,,43.5,,,западный,,,,2,,,,,,,,,,,746,,27.3,,,,,,,,
1594047600,"Понедельник, 6 июля
15:00 (UTC)",,,,,,,,,,46.1,,,юго-западный,,,29.2,1,,,0,,,,,,,10.0,746,,27.3,,,,,,2.0,,
1594051200,"Понедельник, 6 июля
16:00 (UTC)",,,,,,,,,,45.7,,,юго-западный,,,,2,,,,,,,,,,,746,,27.2,,,,,,,,
1594054800,"Понедельник, 6 июля
17:00 (UTC)",,,,,,,,,,54.3,,,южный,,,,1,,,,,,,,,,,746,,25.4,,,,,,,,
1594058400,"Понедельник, 6 июля
18:00 (UTC)",,,,,,,,,,69.6,,,южный,,,,1,,,,,,,,,,10.0,746,,22.0,,,,,,0.0,,
1594062000,"Понедельник, 6 июля
19:00 (UTC)",,,,,,,,,,79.2,,,южный,,,,1,,,,,,,,,,,746,,19.4,,,,,,,,
1594065600,"Понедельник, 6 июля
20:00 (UTC)",,,,,,,,,,88.1,,,юго-восточный,,,,1,,,,,,,,,,,746,,17.9,,,,,,,,
1594069200,"Понедельник, 6 июля
21:00 (UTC)",,,,,,,,,,90.3,,,юго-восточный,,,,1,,,,,,,,,,10.0,746,,17.1,,,,,,0.0,,
1594072800,"Понедельник, 6 июля
22:00 (UTC)",,,,,,,,,,91.4,,,юго-восточный,,,,1,,,,,,,,,,,747,,16.2,,,,,,,,
1594076400,"Понедельник, 6 июля
23:00 (UTC)",,,,,,,,,,92.0,,,юго-восточный,,,,1,,,,,,,,,,,747,,16.0,,,,,,,,
1594080000,"Вторник, 7 июля
00:00 (UTC)",,,,,,,,,,92.5,,,юго-восточный,,,,1,,,,,,,,,,10.0,747,,15.0,,,,,,0.0,,
1594083600,"Вторник, 7 июля
01:00 (UTC)",,,,,,,,,,93.8,,,,,,,0,,,,,,,,,,,747,,15.3,,,,,,,,
1594087200,"Вторник, 7 июля
02:00 (UTC)",,,,,,,,,,94.4,,,юго-восточный,,,,1,,,,,,,,,,,747,,16.2,,,,,,,,
1594090800,"Вторник, 7 июля
03:00 (UTC)",,,,,,,,,,80.8,,14.3,юго-восточный,,,,1,,,0,,0,,,,,10.0,747,,20.2,,,,,,0.0,,
1594094400,"Вторник, 7 июля
04:00 (UTC)",,,,,,,,,,67.7,,,юго-восточный,,,,2,,,,,,,,,,,747,,23.4,,,,,,,,
1594098000,"Вторник, 7 июля
05:00 (UTC)",,,,,,,,,,58.6,,,южный,,,,3,,,,,,,,,,,747,,25.5,,,,,,,,
1594101600,"Вторник, 7 июля
06:00 (UTC)",,,,,,,,,,53.3,,,южный,,,,3,,,,,,,,,,10.0,746,,27.2,,,,,,2.0,,
1594105200,"Вторник, 7 июля
07:00 (UTC)",,,,,,,,,,48.1,,,юго-восточный,,,,4,,,,,,,,,,,746,,28.2,,,,,,,,
1594108800,"Вторник, 7 июля
08:00 (UTC)",,,,,,,,,,47.8,,,южный,,,,3,,,,,,,,,,,746,,28.1,,,,,,,,
1594112400,"Вторник, 7 июля
09:00 (UTC)",,,,,,,,,,50.1,,,юго-восточный,,,,3,,,,,,,,,,10.0,746,,28.7,,,,,,6.0,,
1594116000,"Вторник, 7 июля
10:00 (UTC)",,,,,,,,,,44.7,,,южный,,,,4,,,,,,,,,,,746,,29.8,,,,,,,,
1594119600,"Вторник, 7 июля
11:00 (UTC)",,,,,,,,,,40.4,,,юго-западный,,,,4,,,,,,,,,,,746,,30.8,,,,,,,,
1594123200,"Вторник, 7 июля
12:00 (UTC)",,,,,,,,,,38.7,,,юго-восточный,,,,4,,,,,,,,,,10.0,745,,31.0,,,,,,2.0,,
1594126800,"Вторник, 7 июля
13:00 (UTC)",,,,,,,,,,38.6,,,юго-восточный,,,,4,,,,,,,,,,,745,,30.9,,,,,,,,
1594130400,"Вторник, 7 июля
14:00 (UTC)",,,,,,,,,,39.8,,,южный,,,,3,,,,,,,,,,,745,,30.5,,,,,,,,
1594134000,"Вторник, 7 июля
15:00 (UTC)",,,,,,,,,,41.0,,,южный,,,31.3,4,,,0,,,,,,,10.0,745,,30.1,,,,,,1.0,,
1594137600,"Вторник, 7 июля
16:00 (UTC)",,,,,,,,,,44.6,,,южный,,,,2,,,,,,,,,,,745,,29.4,,,,,,,,
1594141200,"Вторник, 7 июля
17:00 (UTC)",,,,,,,,,,59.6,,,юго-восточный,,,,1,,,,,,,,,,,744,,26.5,,,,,,,,
1594144800,"Вторник, 7 июля
18:00 (UTC)",,,,,,,,,,77.6,,,,,,,0,,,,,,,,,,10.0,744,,22.5,,,,,,6.0,,
1594148400,"Вторник, 7 июля
19:00 (UTC)",,,,,,,,,,76.7,,,,,,,0,,,,,,,,,,,745,,22.5,,,,,,,,
1594152000,"Вторник, 7 июля
20:00 (UTC)",,,,,,,,,,70.8,,,северо-западный,,,,3,,,,,,,,,,,745,,21.0,,,,,,,,
1594155600,"Вторник, 7 июля
21:00 (UTC)",,,,,,,,,,62.7,,,северный,,,,3,,,,,,,,,,10.0,745,,21.5,,,,,,2.0,,
1594159200,"Вторник, 7 июля
22:00 (UTC)",,,,,,,,,,63.5,,,северо-восточный,,,,2,,,,,,,,,,,744,,21.2,,,,,,,,
1594162800,"Вторник, 7 июля
23:00 (UTC)",,,,,,,,,,68.4,,,северный,,,,2,,,,,,,,,,,744,,20.4,,,,,,,,
1594166400,"Среда, 8 июля
00:00 (UTC)",,10.0,,,,,,,,70.6,,,северо-западный,,,,5,,,,,,,,,,10.0,744,,19.8,,,,,,6.0,,
1594170000,"Среда, 8 июля
01:00 (UTC)",,,,,,,,,,63.0,,,северо-восточный,,,,2,,,,,,,,,,,744,,20.9,,,,,,,,
1594173600,"Среда, 8 июля
02:00 (UTC)",,,,,,,,,,71.2,,,северо-западный,,,,1,,,,,,,,,,,743,,20.6,,,,,,,,
