timestamp,date,Дождь (незамерзающий),Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,"Высота снежного покрова, см",Ливневый дождь,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Дымка (видимость больше 1 км),Ливневой дождь слабый,Дождь (незамерзающий) слабый с перерывами,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %","Минимальная температура, °C",Количество облаков не изменилось,Туман без изменений (небо видно),Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий) слабый непрерывный,Ливневой снег слабый,Снег слабый с перерывами,Дождь (незамерзающий) умеренный непрерывный
1596520800,"Вторник, 4 августа
06:00 (UTC)",,,,,,,,,,,,,,10,740,,,28.0,,43.1,,,,северный,0,,,3,,,,
1596531600,"Вторник, 4 августа
09:00 (UTC)",,,10.0,,,,,,,,,,,10,740,,,29.5,,36.1,,,,северный,2,,,3,,,,
1596542400,"Вторник, 4 августа
12:00 (UTC)",,,10.0,,0,,,,,,,,,10,740,,,27.9,,35.8,,,,северный,0,,29.5,3,,,,
1596553200,"Вторник, 4 августа
15:00 (UTC)",,,,,,,,,,,,,,10,740,,,22.9,,52.9,,,,северный,0,,,2,,,,
1596564000,"Вторник, 4 августа
18:00 (UTC)",,,,,,,,,,,,,,10,740,,,20.9,,60.2,,,,северный,0,,,2,,,,
1596574800,"Вторник, 4 августа
21:00 (UTC)",,,,,,,,,,,,,,10,740,,,18.2,,69.3,,,,северный,0,,,1,,,,
1596585600,"Среда, 5 августа
00:00 (UTC)",,,,,0,,,,0,,,,,10,741,,,16.1,,82.4,14.9,,,северо-западный,0,,,1,,,,
1596596400,"Среда, 5 августа
03:00 (UTC)",,,,,,,,,,,,,,10,741,,,22.2,,57.8,,,,северный,0,,,2,,,,
1596607200,"Среда, 5 августа
06:00 (UTC)",,,,,,,,,,,,,,10,741,,,26.1,,35.1,,,,северо-восточный,2,,,3,,,,
1596618000,"Среда, 5 августа
09:00 (UTC)",,,,,,,,,,,,,,10,742,,,27.4,,34.1,,,,северо-восточный,4,,,3,,,,
1596628800,"Среда, 5 августа
12:00 (UTC)",,,,,0,,,,,,,,,10,742,,,26.0,,38.3,,,,северный,6,,27.5,2,,,,
1596639600,"Среда, 5 августа
15:00 (UTC)",,,,,,,,,,,,,,10,743,,,21.0,,54.6,,,,северо-западный,0,,,1,,,,
1596650400,"Среда, 5 августа
18:00 (UTC)",,,,,,,,,,,,,,10,744,,,16.6,,75.2,,,,северо-западный,0,,,1,,,,
1596661200,"Среда, 5 августа
21:00 (UTC)",,,,,,,,,,,,,,10,743,,,14.1,,85.5,,,,западный,0,,,1,,,,
1596672000,"Четверг, 6 августа
00:00 (UTC)",,,,,0,,,,0,,,,,10,744,,,15.7,,79.2,13.0,,,западный,0,,,1,,,,
1596682800,"Четверг, 6 августа
03:00 (UTC)",,,,,,,,,,,,,,10,744,,,21.5,,63.5,,,,северо-западный,0,,,1,,,,
1596693600,"Четверг, 6 августа
06:00 (UTC)",,,,,,,,,,,,,,10,744,,,28.0,,35.9,,,,северо-западный,2,,,2,,,,
1596704400,"Четверг, 6 августа
09:00 (UTC)",,,,,,,,,,,,,,10,743,,,29.4,,28.2,,,,северо-западный,4,,,2,,,,
1596715200,"Четверг, 6 августа
12:00 (UTC)",,,,,0,,,,,,,,,10,743,,,28.1,,30.8,,,,северо-западный,2,,29.7,1,,,,
1596726000,"Четверг, 6 августа
15:00 (UTC)",,,,,,,,,,,,,,10,744,,,22.2,,50.7,,,,западный,2,,,1,,,,
1596736800,"Четверг, 6 августа
18:00 (UTC)",,,,,,,,,,,,,,10,743,,,17.5,,73.4,,,,,4,,,0,,,,
1596747600,"Четверг, 6 августа
21:00 (UTC)",,,,,,,,,,,,,,10,742,,,14.6,,89.5,,,,,0,,,0,,,,
1596758400,"Пятница, 7 августа
00:00 (UTC)",,,,,0,,,,0,,,,,10,742,,,16.7,,80.9,14.6,,,,9,,,0,,,,
1596769200,"Пятница, 7 августа
03:00 (UTC)",,,,,,,,True,,,,,,10,743,,,16.8,,95.0,,,,северный,9,,,1,,,,
1596780000,"Пятница, 7 августа
06:00 (UTC)",,,,,,,,,,,,,,10,743,,,24.5,,58.4,,True,,северный,7,,,1,,,,
1596790800,"Пятница, 7 августа
09:00 (UTC)",,,16.0,,,,,,,,,,,10,743,,True,18.1,,91.5,,,,,10,,,0,,,,
1596801600,"Пятница, 7 августа
12:00 (UTC)",,,,,18,,,True,,,,,,10,742,,,18.4,,91.6,,,,северо-западный,9,,25.5,1,,,,
1596812400,"Пятница, 7 августа
15:00 (UTC)",,,,,,,,,,,,,,10,742,,,16.1,,96.2,,,,,6,,,0,,,,
1596823200,"Пятница, 7 августа
18:00 (UTC)",,,,,,,,,,,,,,10,742,,,16.6,,97.5,,,,,6,,,0,,,,
1596834000,"Пятница, 7 августа
21:00 (UTC)",,,,,,,,,,,,,,10,742,,,15.7,,98.7,,,,западный,7,,,1,,,,
1596844800,"Суббота, 8 августа
00:00 (UTC)",,,,,0,,,,18,,,,,10,742,,,15.9,,98.7,15.2,,,северный,7,,,1,,,,
1596855600,"Суббота, 8 августа
03:00 (UTC)",,,,,,,,,,,,,,10,742,,,20.4,,81.9,,,,северо-восточный,0,,,1,,,,
1596866400,"Суббота, 8 августа
06:00 (UTC)",,,,,,,,,,,,,,10,741,,,24.9,,57.7,,,,северо-восточный,5,,,2,,,,
1596877200,"Суббота, 8 августа
09:00 (UTC)",,,,,,,,,,,,,,10,740,,,26.9,,46.6,,,,северный,5,,,1,,,,
1596888000,"Суббота, 8 августа
12:00 (UTC)",,,,,0,,,,,,,,,10,740,,,26.6,,45.6,,,,северо-западный,2,,27.1,1,,,,
1596898800,"Суббота, 8 августа
15:00 (UTC)",,,,,,,,,,,,,,10,740,,,19.3,,75.2,,,,,0,,,0,,,,
1596909600,"Суббота, 8 августа
18:00 (UTC)",,,,,,,,,,,,,,10,739,,,16.7,,91.4,,,,,0,,,0,,,,
1596920400,"Суббота, 8 августа
21:00 (UTC)",,,,,,,,,,,,,,10,738,,,14.3,,96.8,,,,,0,,,0,,,,
1596931200,"Воскресенье, 9 августа
00:00 (UTC)",,,,,0,,,,0,,True,,,4,738,,,14.3,,98.1,13.5,,,,0,,,0,,,,
1596942000,"Воскресенье, 9 августа
03:00 (UTC)",,,,,,,,,,,,,,10,738,,,22.1,,70.1,,,,северо-восточный,0,,,1,,,,
1596952800,"Воскресенье, 9 августа
06:00 (UTC)",,,,,,,,,,,,,,10,737,,,27.6,,46.7,,,,северо-восточный,1,,,2,,,,
1596963600,"Воскресенье, 9 августа
09:00 (UTC)",,,,,,,,,,,,,,10,736,,,28.8,,38.3,,,,восточный,0,,,2,,,,
1596974400,"Воскресенье, 9 августа
12:00 (UTC)",,,,,0,,,,,,,,,10,736,,,28.8,,38.8,,,,северный,0,,29.2,1,,,,
1596985200,"Воскресенье, 9 августа
15:00 (UTC)",,,,,,,,,,,,,,10,736,,,20.7,,70.3,,,,северный,0,,,1,,,,
1596996000,"Воскресенье, 9 августа
18:00 (UTC)",,,,,,,,,,,,,,10,735,,,17.6,,86.9,,,,северный,0,,,1,,,,
1597006800,"Воскресенье, 9 августа
21:00 (UTC)",,,,,,,,,,,,,,10,735,,,15.8,,92.6,,,,,0,,,0,,,,
1597017600,"Понедельник, 10 августа
00:00 (UTC)",,,,,0,,,,0,,True,,,4,735,,,15.0,,97.5,14.5,,,,0,,,0,,,,
1597028400,"Понедельник, 10 августа
03:00 (UTC)",,,,,,,,,,,,,,10,735,,,24.9,,56.3,,,,восточный,4,,,1,,,,
1597039200,"Понедельник, 10 августа
06:00 (UTC)",,,,,,,,,,,,,,10,735,,,28.3,,49.1,,,,северный,7,,,2,,,,
1597050000,"Понедельник, 10 августа
09:00 (UTC)",,,,,,,,,,,,,,10,734,,,29.4,,35.6,,,,северный,9,,,1,,,,
1597060800,"Понедельник, 10 августа
12:00 (UTC)",,,,,0,,,,,,,,,10,734,,,26.9,,47.2,,,,южный,9,,30.6,1,,,,
1597071600,"Понедельник, 10 августа
15:00 (UTC)",,,,,,,,,,,,,,10,735,,,21.4,,71.3,,,,,9,,,0,,,,
1597082400,"Понедельник, 10 августа
18:00 (UTC)",,,,,,,,,,,,,,10,735,,,20.6,,70.7,,,,южный,7,,,1,,,,
1597093200,"Понедельник, 10 августа
21:00 (UTC)",,,,,,,,,,,,,,10,734,,,18.7,,75.1,,,,южный,4,,,1,,,,
1597104000,"Вторник, 11 августа
00:00 (UTC)",,,,,0,,,,0,,,,,10,734,,,17.1,,84.7,15.6,,,южный,6,,,1,,,,
1597114800,"Вторник, 11 августа
03:00 (UTC)",,,,,,,,,,,,,,10,735,,,24.8,,54.5,,,,юго-восточный,4,,,2,,,,
1597125600,"Вторник, 11 августа
06:00 (UTC)",,,,,,,,,,,,,,10,734,,,29.0,,39.1,,,,юго-восточный,4,,,2,,,,
1597136400,"Вторник, 11 августа
09:00 (UTC)",,,,,,,,,,,,,,10,734,,,31.1,,33.5,,,,юго-восточный,7,,,2,,,,
1597147200,"Вторник, 11 августа
12:00 (UTC)",,,,,2,,,,,,,,,10,734,,,27.2,,49.7,,True,,южный,9,,31.1,1,,,,
1597158000,"Вторник, 11 августа
15:00 (UTC)",,,,,,,,,,,,,,10,734,,,22.8,,68.0,,,,юго-восточный,9,,,1,,,,
1597168800,"Вторник, 11 августа
18:00 (UTC)",,,,,,,,,,,,,,10,734,,,20.7,,74.5,,,,южный,2,,,1,,,,
1597179600,"Вторник, 11 августа
21:00 (UTC)",,,,,,,,,,,,,,10,733,,,17.8,,84.2,,,,,5,,,0,,,,
1597190400,"Среда, 12 августа
00:00 (UTC)",,,,,0,,,,2,,,,,10,734,,,18.3,,82.7,17.7,,,юго-восточный,10,,,1,,,,
1597201200,"Среда, 12 августа
03:00 (UTC)",,,,,,,,,,,,,,10,734,,,20.6,,74.4,,True,,юго-восточный,9,,,2,,,,
1597212000,"Среда, 12 августа
06:00 (UTC)",,,,,,,,,,,,,,10,734,,,26.2,,55.5,,True,,восточный,7,,,1,,,,
1597222800,"Среда, 12 августа
09:00 (UTC)",,True,11.0,,,,,,,,,,,10,734,,,19.0,,72.7,,,,юго-восточный,10,,,2,,,,
1597233600,"Среда, 12 августа
12:00 (UTC)",,,,,2,,,,,True,,,,10,734,,,27.3,,30.8,,,,южный,2,,28.6,2,,,,
1597244400,"Среда, 12 августа
15:00 (UTC)",,,,,,,,,,,,,,10,735,,,20.7,,59.0,,,,,6,,,0,,,,
1597255200,"Среда, 12 августа
18:00 (UTC)",,,,,,,,,,,,,,10,734,,,20.7,,56.3,,,,южный,10,,,1,,,,
1597266000,"Среда, 12 августа
21:00 (UTC)",,,,,,,,,,,,,,10,733,,,19.0,,63.4,,,,юго-восточный,4,,,1,,,,
1597276800,"Четверг, 13 августа
00:00 (UTC)",,,,,0.1,,,,3,,,,,10,734,,,16.8,,84.6,16.1,True,,южный,9,,,1,,,,
1597287600,"Четверг, 13 августа
03:00 (UTC)",,,,,,,,,,,,True,,4,735,,,18.4,,79.5,,,,южный,10,,,1,,,,
1597298400,"Четверг, 13 августа
06:00 (UTC)",,,,,,,,,,,,,,10,735,,,20.5,,74.9,,True,,южный,7,,,2,,,,
1597309200,"Четверг, 13 августа
09:00 (UTC)",,,11.0,,,,,,,,,,,10,735,,True,19.3,,65.2,,,,юго-западный,10,,,4,,,,
1597320000,"Четверг, 13 августа
12:00 (UTC)",,,,,1,,,True,,,,,,10,735,,,19.6,,78.2,,,,северо-западный,10,,25.2,1,,,,
1597330800,"Четверг, 13 августа
15:00 (UTC)",,,,,,,,,,,,,,10,736,,,16.6,,94.4,,True,,восточный,10,,,1,,,,
1597341600,"Четверг, 13 августа
18:00 (UTC)",,,,,,,,,,,,,,10,736,,,15.8,,87.3,,True,,южный,4,,,1,,,,
1597352400,"Четверг, 13 августа
21:00 (UTC)",,,,,,,,,,,,,,10,736,,,16.0,,88.5,,,,южный,6,,,1,,,,
1597363200,"Пятница, 14 августа
00:00 (UTC)",,,,,1,,,,2,,,,,10,736,,,15.6,,93.8,15.2,True,,южный,10,,,1,,,,
1597374000,"Пятница, 14 августа
03:00 (UTC)",,,,,,,,,,,,,,10,737,,,18.2,,88.7,,,,юго-западный,10,,,3,,,,
1597384800,"Пятница, 14 августа
06:00 (UTC)",,,,,,,,,,,,,,10,738,,,20.6,,67.2,,,,юго-западный,10,,,5,,,,
1597395600,"Пятница, 14 августа
09:00 (UTC)",,,10.0,,,,,,,,,,,10,738,,,22.3,,58.6,,,,юго-западный,10,,,3,,,,
1597406400,"Пятница, 14 августа
12:00 (UTC)",,,,,0.3,,,,,,,,,10,739,,,21.3,,61.5,,True,,западный,7,,23.2,3,,,,
1597417200,"Пятница, 14 августа
15:00 (UTC)",,,,,,,,,,,,,,10,740,,,17.0,,82.5,,,,западный,9,,,1,,,,
1597428000,"Пятница, 14 августа
18:00 (UTC)",,,,,,,,,,,,,,10,740,,,14.0,,95.6,,,,западный,7,,,1,,,,
1597438800,"Пятница, 14 августа
21:00 (UTC)",,,,,,,,,,,,,,10,740,,,14.6,,93.7,,,,южный,10,,,2,,,,
1597449600,"Суббота, 15 августа
00:00 (UTC)",,,,,менее 0.1,,,,0.3,,,,,10,741,,,14.8,,96.2,14.0,True,,южный,10,,,1,,,,
1597460400,"Суббота, 15 августа
03:00 (UTC)",,,,,,,,,,,,,,10,741,,,16.6,,84.1,,,,юго-западный,10,,,2,,,,
1597471200,"Суббота, 15 августа
06:00 (UTC)",,,,,,,,,,,,,,10,742,,,17.5,,78.9,,,,западный,10,,,2,,,,
1597482000,"Суббота, 15 августа
09:00 (UTC)",,,,,,,,,,,,,,10,742,,,18.0,,79.5,,True,,южный,10,,,1,,,,
1597492800,"Суббота, 15 августа
12:00 (UTC)",,,,,0.1,,,,,,,,,10,743,,,16.1,,93.8,,True,,южный,10,,18.6,1,,,,
1597503600,"Суббота, 15 августа
15:00 (UTC)",,,,,,,,,,,,,,10,743,,,15.7,,96.8,,True,,северо-западный,10,,,1,,,,
1597514400,"Суббота, 15 августа
18:00 (UTC)",,,,,,,,,,,,,,10,743,,,13.6,,97.4,,True,,северо-западный,4,,,1,,,,
1597525200,"Суббота, 15 августа
21:00 (UTC)",,,,,,,,,,,,,,10,743,,,14.4,,98.1,,,,северо-западный,10,,,1,,,,
1597536000,"Воскресенье, 16 августа
00:00 (UTC)",,,,,0.6,,,,0.7,,,,,10,743,,,13.5,,98.7,12.4,,,,7,,,0,,,,
1597546800,"Воскресенье, 16 августа
03:00 (UTC)",,,,,,,,,,,,,,10,743,,,17.8,,84.2,,True,,северный,6,,,1,,,,
1597557600,"Воскресенье, 16 августа
06:00 (UTC)",,,,,,,,,,,,,,10,743,,,21.0,,57.9,,True,,восточный,7,,,1,,,,
1597568400,"Воскресенье, 16 августа
09:00 (UTC)",,,,,,,,,,,,,,10,742,,,22.6,,57.5,,,,северный,7,,,2,,,,
1597579200,"Воскресенье, 16 августа
12:00 (UTC)",,,,,0,,,,,,,,,10,742,,,23.2,,51.3,,,,северный,4,,23.6,1,,,,
1597590000,"Воскресенье, 16 августа
15:00 (UTC)",,,,,,,,,,,,,,10,741,,,16.3,,81.9,,,,,2,,,0,,,,
1597600800,"Воскресенье, 16 августа
18:00 (UTC)",,,,,,,,,,,,,,10,741,,,13.5,,93.1,,,,,0,,,0,,,,
1597611600,"Воскресенье, 16 августа
21:00 (UTC)",,,,,,,,,,,,,,10,739,,,13.4,,95.5,,,,северо-восточный,0,,,1,,,,
1597622400,"Понедельник, 17 августа
00:00 (UTC)",,,,,0,,,,0,,,,,10,739,,,11.6,,98.0,10.7,,,северный,4,,,1,,,,
1597633200,"Понедельник, 17 августа
03:00 (UTC)",,,,,,,,,,,,,,10,738,,,20.1,,70.6,,,,восточный,2,,,2,,,,
1597644000,"Понедельник, 17 августа
06:00 (UTC)",,,,,,,,,,,,,,10,737,,,25.9,,49.4,,,,восточный,4,,,2,,,,
1597654800,"Понедельник, 17 августа
09:00 (UTC)",,,,,,,,,,,,,,10,737,,,27.0,,35.8,,,,южный,9,,,2,,,,
1597665600,"Понедельник, 17 августа
12:00 (UTC)",,,,,0,,,,,,,,,10,736,,,25.7,,39.5,,,,южный,7,,27.7,1,,,,
1597676400,"Понедельник, 17 августа
15:00 (UTC)",,,,,,,,,,,,,,10,737,,,17.5,,81.0,,,,,2,,,0,,,,
1597687200,"Понедельник, 17 августа
18:00 (UTC)",,,,,,,,,,,,,,10,736,,,13.9,,87.7,,,,,0,,,0,,,,
1597698000,"Понедельник, 17 августа
21:00 (UTC)",,,,,,,,,,,,,,10,736,,,16.1,,66.2,,,,юго-восточный,0,,,1,,,,
1597708800,"Вторник, 18 августа
00:00 (UTC)",,,,,0,,,,0,,,,,10,735,,,14.2,,81.1,12.2,,,восточный,4,,,1,,,,
1597719600,"Вторник, 18 августа
03:00 (UTC)",,,,,,,,,,,,,,10,733,,,21.5,,63.1,,,,северо-восточный,9,,,2,,,,
1597730400,"Вторник, 18 августа
06:00 (UTC)",,,,,,,,,,,,,,10,732,,,27.5,,42.7,,,,восточный,9,,,3,,,,
1597741200,"Вторник, 18 августа
09:00 (UTC)",,,13.0,,,,,,,,,,,10,732,,,25.4,,34.4,,,,южный,10,,,5,,,,
1597752000,"Вторник, 18 августа
12:00 (UTC)",,,11.0,,0,,,,,,,,,10,734,,,20.4,,54.4,,,,юго-западный,9,,28.6,2,,,,
1597762800,"Вторник, 18 августа
15:00 (UTC)",,,,,,,,,,,,,,10,736,,,16.3,,69.0,,,,южный,7,,,1,,,,
1597773600,"Вторник, 18 августа
18:00 (UTC)",,,12.0,,,,,,,,,,,10,736,,,16.7,,70.4,,,,западный,7,,,2,,,,
1597784400,"Вторник, 18 августа
21:00 (UTC)",,,,,,,,,,,,,,10,737,,,13.4,,84.3,,,,южный,4,,,2,,,,
1597795200,"Среда, 19 августа
00:00 (UTC)",,,,,0,,,,0,,,,,10,737,,,12.3,,92.4,11.9,,,южный,2,,,1,,,,
1597806000,"Среда, 19 августа
03:00 (UTC)",,,,,,,,,,,,,,10,737,,,19.3,,66.9,,,,юго-восточный,4,,,2,,,,
1597816800,"Среда, 19 августа
06:00 (UTC)",,,,,,,,,,,,,,10,737,,True,23.5,,39.6,,,,юго-восточный,7,,,3,,,,
1597827600,"Среда, 19 августа
09:00 (UTC)",,True,13.0,,,,,,,,,,,10,737,,,16.5,,78.8,,,,юго-западный,9,,,4,,,,
1597838400,"Среда, 19 августа
12:00 (UTC)",,,,,3,,,,,,,,,10,737,,True,16.4,,86.8,,,,восточный,10,,24.8,1,,,,
1597849200,"Среда, 19 августа
15:00 (UTC)",,,,,,,,,,,,,,10,737,,,14.9,,92.5,,True,,юго-восточный,6,,,1,,,,
1597860000,"Среда, 19 августа
18:00 (UTC)",,,10.0,,,,,,,,,True,,10,736,,,14.7,,90.1,,,,южный,10,,,2,,,,
1597870800,"Среда, 19 августа
21:00 (UTC)",,,,,,,,,,,,,,10,736,,,13.4,,91.8,,True,,южный,2,,,1,,,,
1597881600,"Четверг, 20 августа
00:00 (UTC)",,,,,0.6,,,,4,,,,,10,737,,,12.8,,89.4,12.5,True,,южный,0,,,2,,,,
1597892400,"Четверг, 20 августа
03:00 (UTC)",,,,,,,,,,,,,,10,738,,,17.3,,63.0,,,,юго-западный,4,,,4,,,,
1597903200,"Четверг, 20 августа
06:00 (UTC)",,,,,,,,,,,,,,10,738,,,20.9,,50.3,,,,южный,7,,,3,,,,
1597914000,"Четверг, 20 августа
09:00 (UTC)",,,11.0,,,,,,,,,,,10,738,,,23.5,,33.2,,,,юго-западный,7,,,5,,,,
1597924800,"Четверг, 20 августа
12:00 (UTC)",,,10.0,,0,,,,,,,,,10,738,,,22.8,,35.8,,,,западный,0,,24.0,2,,,,
1597935600,"Четверг, 20 августа
15:00 (UTC)",,,,,,,,,,,,,,10,739,,,13.8,,71.3,,,,,4,,,0,,,,
1597946400,"Четверг, 20 августа
18:00 (UTC)",,,,,,,,,,,,,,10,738,,,10.5,,88.0,,,,,0,,,0,,,,
1597957200,"Четверг, 20 августа
21:00 (UTC)",,,,,,,,,,,,,,10,738,,,8.9,,92.8,,,,,0,,,0,,,,
1597968000,"Пятница, 21 августа
00:00 (UTC)",,,,,0,,,,0,,,,,10,737,,,10.7,,91.7,8.9,,,северный,7,,,1,,,,
1597978800,"Пятница, 21 августа
03:00 (UTC)",,,,,,,,,,,,,,10,736,,,18.0,,66.2,,,,юго-восточный,4,,,1,,,,
1597989600,"Пятница, 21 августа
06:00 (UTC)",,,,,,,,,,,,,,10,737,,,23.8,,35.9,,,,западный,6,,,2,,,,
1598000400,"Пятница, 21 августа
09:00 (UTC)",,,,,,,,,,,,,,10,737,,,22.7,,46.3,,,,западный,9,,,2,,,,
1598011200,"Пятница, 21 августа
12:00 (UTC)",,,,,0,,,,,,,,,10,737,,,22.2,,43.8,,,,северо-западный,7,,24.9,1,,,,
1598022000,"Пятница, 21 августа
15:00 (UTC)",,,,,,,,,,,,,,10,738,,,15.0,,73.5,,,,,9,,,0,,,,
1598032800,"Пятница, 21 августа
18:00 (UTC)",,,,,,,,,,,,,,10,739,,,15.3,,69.7,,,,южный,10,,,2,,,,
1598043600,"Пятница, 21 августа
21:00 (UTC)",,,,,,,,True,,,,,,10,738,,,13.2,,84.2,,,,юго-восточный,9,,,1,,,,
1598054400,"Суббота, 22 августа
00:00 (UTC)",,,,,0.7,,,,0.7,,,,,10,738,,,13.6,,78.8,13.2,True,,южный,10,,,2,,,,
1598065200,"Суббота, 22 августа
03:00 (UTC)",,,,,,,,,,,,,,10,739,,,16.8,,65.9,,,,юго-западный,9,,,3,,,,
1598076000,"Суббота, 22 августа
06:00 (UTC)",,,,,,,,,,,,,,10,739,,,19.8,,50.4,,,,юго-западный,9,,,5,,,,
1598086800,"Суббота, 22 августа
09:00 (UTC)",,,,,,,,,,,,,,10,739,,,20.6,,48.9,,,,юго-западный,7,,,3,,,,
1598097600,"Суббота, 22 августа
12:00 (UTC)",,,,,0,,,,,,,,,10,739,,,21.4,,49.8,,,,северо-западный,5,,23.0,1,,,,
1598108400,"Суббота, 22 августа
15:00 (UTC)",,,,,,,,,,,,,,10,739,,,13.4,,81.0,,,,,2,,,0,,,,
1598119200,"Суббота, 22 августа
18:00 (UTC)",,,,,,,,,,,,,,10,738,,,11.7,,88.7,,,,,7,,,0,,,,
1598130000,"Суббота, 22 августа
21:00 (UTC)",,,,,,,,,,,,,,10,737,,,12.6,,81.9,,,,юго-восточный,6,,,1,,,,
1598140800,"Воскресенье, 23 августа
00:00 (UTC)",,,,,0,,,,0,,,,,10,736,,,12.5,,87.6,11.5,,,юго-восточный,10,,,1,,,,
1598151600,"Воскресенье, 23 августа
03:00 (UTC)",,,,,,,,True,,,,,,10,737,,,14.7,,87.8,,,,западный,10,,,2,,,,
1598162400,"Воскресенье, 23 августа
06:00 (UTC)",,,,,,,,,,,,,,10,737,,,16.9,,68.6,,True,,северо-западный,10,,,2,,,,
1598173200,"Воскресенье, 23 августа
09:00 (UTC)",,,,,,,,,,,,,,10,737,,,19.8,,55.0,,,,южный,7,,,2,,,,
1598184000,"Воскресенье, 23 августа
12:00 (UTC)",,,12.0,,0.8,,,,,,,,,10,738,,True,14.3,,87.2,,,,западный,10,,20.3,2,,,,
1598194800,"Воскресенье, 23 августа
15:00 (UTC)",,,,,,,,,,,,,,10,738,,,13.8,,88.3,,True,,южный,7,,,1,,,,
1598205600,"Воскресенье, 23 августа
18:00 (UTC)",,,,,,,,,,,,,,10,738,,,13.9,,83.2,,True,,южный,4,,,2,,,,
1598216400,"Воскресенье, 23 августа
21:00 (UTC)",,,,,,,,,,,,,,10,737,,,12.8,,85.3,,,,юго-западный,2,,,2,,,,
1598227200,"Понедельник, 24 августа
00:00 (UTC)",,,,,0.4,,,,1,,,,,10,738,,,11.0,,95.4,10.9,,,,9,,,0,,,,
1598238000,"Понедельник, 24 августа
03:00 (UTC)",,,,,,,,,,,,,,10,738,,,15.9,,80.8,,,,юго-восточный,6,,,1,,,,
1598248800,"Понедельник, 24 августа
06:00 (UTC)",,,,,,,,,,,,,,10,738,,,20.5,,57.0,,,,северный,7,,,1,,,,
1598259600,"Понедельник, 24 августа
09:00 (UTC)",,,,,,,,,,,,,,10,737,,,21.8,,51.3,,True,,южный,4,,,1,,,,
1598270400,"Понедельник, 24 августа
12:00 (UTC)",,,11.0,,15,,,,,,,,,10,738,,True,14.8,,92.5,,,,восточный,10,,22.6,1,,,,
1598281200,"Понедельник, 24 августа
15:00 (UTC)",,,,,,,,,,,,,,10,737,,,14.1,,88.9,,True,,южный,7,,,1,,,,
1598292000,"Понедельник, 24 августа
18:00 (UTC)",,,,,,,,,,,,,,10,737,,,11.2,,96.7,,True,,юго-восточный,0,,,1,,,,
1598302800,"Понедельник, 24 августа
21:00 (UTC)",,,,,,,,,,,,,,10,736,,,10.1,,98.0,,,,,0,,,0,,,,
1598313600,"Вторник, 25 августа
00:00 (UTC)",,,,,0.8,,,,15,,,,,1,736,,,9.1,,98.7,9.0,,True,,10,,,0,,,,
1598324400,"Вторник, 25 августа
03:00 (UTC)",,,,,,,,,,,,,,1,735,,,13.1,,98.7,,,True,северо-восточный,10,,,1,,,,
1598335200,"Вторник, 25 августа
06:00 (UTC)",,,,,,,,,,,,,,10,735,,,15.9,,86.2,,True,,северный,10,,,1,,,,
1598346000,"Вторник, 25 августа
09:00 (UTC)",,,,,,,,,,,,,,10,734,,,18.0,,75.5,,,,северо-западный,10,,,1,,,,
1598356800,"Вторник, 25 августа
12:00 (UTC)",,,,,0,,,,,,,,,10,735,,,16.3,,70.4,,,,северо-западный,10,,18.9,2,,,,
1598367600,"Вторник, 25 августа
15:00 (UTC)",,,,,,,,,,,,,,10,736,,,13.7,,86.6,,,,западный,9,,,3,,,,
1598378400,"Вторник, 25 августа
18:00 (UTC)",,,,,,,,,,,,,,10,738,,,13.5,,90.0,,,,западный,7,,,3,,,,
1598389200,"Вторник, 25 августа
21:00 (UTC)",,,,,,,,,,,,,,10,740,,,12.4,,88.2,,,,западный,0,,,2,,,,
1598400000,"Среда, 26 августа
00:00 (UTC)",,,,,0,,,,0,,,,,10,742,,,10.7,,92.3,10.7,,,юго-западный,0,,,2,,,,
