timestamp,date,Дождь (незамерзающий),Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,"Осадки за 12 часов, мм",Ливневой дождь со снегом слабый,"Высота снежного покрова, см",Ливневый дождь со снегом,Ливневый дождь,"Осадки за 24 часа, мм",Ливневой дождь слабый,Дождь (незамерзающий) слабый с перерывами,"Горизонтальная видимость, км",Дождь (незамерзающий) умеренный непрерывный,"Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %",Снег слабый непрерывный,"Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,Ливневой снег слабый,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1596531600,"Вторник, 4 августа
09:00 (UTC)",,,,,,,,,,,,,10.0,,753,,,22.1,,40.6,,,,северный,7.0,,,,3
1596542400,"Вторник, 4 августа
12:00 (UTC)",,,,,,,,,,,,,10.0,,753,,,23.1,,37.7,,,,северо-восточный,4.0,,,,3
1596553200,"Вторник, 4 августа
15:00 (UTC)",,,,,0,,,,,,,,10.0,,754,,,22.3,,40.1,,,,восточный,7.0,,,23.7,2
1596564000,"Вторник, 4 августа
18:00 (UTC)",,,,,,,,,,,,,10.0,,754,,,18.6,,56.9,,,,восточный,2.0,,,,1
1596574800,"Вторник, 4 августа
21:00 (UTC)",,,,,,,,,,,,,10.0,,754,,,17.6,,66.1,,,,северо-восточный,6.0,,,,2
1596585600,"Среда, 5 августа
00:00 (UTC)",,,,,,,,,,,,,10.0,,754,,,15.6,,78.6,,,,северный,5.0,,,,1
1596596400,"Среда, 5 августа
03:00 (UTC)",,,,,0,,,,,0,,,10.0,,754,,,16.2,,74.2,,15.4,,северный,7.0,,,,3
1596607200,"Среда, 5 августа
06:00 (UTC)",,,,,,,,,,,,,10.0,,754,,,20.6,,65.4,,,,северо-восточный,6.0,,,,2
1596618000,"Среда, 5 августа
09:00 (UTC)",,,,,,,,,,,,,10.0,,754,,,24.8,,55.9,,,,северный,2.0,,,,2
1596628800,"Среда, 5 августа
12:00 (UTC)",,,,,,,,,,,,,10.0,,754,,,26.7,,50.9,,,,северо-восточный,2.0,,,,3
1596639600,"Среда, 5 августа
15:00 (UTC)",,,,,0,,,,,,,,10.0,,753,,,26.3,,55.5,,,,северо-восточный,2.0,,,27.1,2
1596650400,"Среда, 5 августа
18:00 (UTC)",,,,,,,,,,,,,10.0,,754,,,22.7,,74.3,,,,северо-восточный,0.0,,,,1
1596661200,"Среда, 5 августа
21:00 (UTC)",,,,,,,,,,,,,10.0,,754,,,20.8,,86.1,,,,восточный,0.0,,,,2
1596672000,"Четверг, 6 августа
00:00 (UTC)",,,,,,,,,,,,,10.0,,754,,,19.4,,98.2,,,,,0.0,,,,0
1596682800,"Четверг, 6 августа
03:00 (UTC)",,,,,0,,,,,0,,,10.0,,754,,,19.5,,96.9,,18.1,,северный,2.0,,,,1
1596693600,"Четверг, 6 августа
06:00 (UTC)",,,,,,,,,,,,,10.0,,754,,,25.7,,69.5,,,,северный,2.0,,,,1
1596704400,"Четверг, 6 августа
09:00 (UTC)",,,,,,,,,,,,,10.0,,753,,,29.3,,54.5,,,,северо-восточный,0.0,,,,2
1596715200,"Четверг, 6 августа
12:00 (UTC)",,,,,,,,,,,,,10.0,,753,,,30.7,,43.8,,,,северный,5.0,,,,1
1596726000,"Четверг, 6 августа
15:00 (UTC)",,,,,0.3,,,,,,,,10.0,,752,,True,26.4,,57.7,,,,южный,9.0,,,31.5,1
1596736800,"Четверг, 6 августа
18:00 (UTC)",,,,,,,,,,,,,10.0,,752,,,25.0,,58.5,,,True,северо-западный,9.0,,,,1
1596747600,"Четверг, 6 августа
21:00 (UTC)",,,,,,,,,,,,,10.0,,752,,,22.3,,73.3,,,,северо-западный,9.0,,,,1
1596758400,"Пятница, 7 августа
00:00 (UTC)",,,,,,,,,,,,,10.0,,752,,,21.1,,90.0,,,,северо-западный,7.0,,,,2
1596769200,"Пятница, 7 августа
03:00 (UTC)",,,,,0,,,,,0.3,,,10.0,,752,,True,20.7,,85.1,,20.2,,северо-западный,9.0,,,,2
1596780000,"Пятница, 7 августа
06:00 (UTC)",,,,,,,,,,,,,10.0,,752,,,23.2,,69.9,,,True,северо-западный,9.0,,,,2
1596790800,"Пятница, 7 августа
09:00 (UTC)",,,10.0,,,,,,,,,,10.0,,752,,,25.6,,55.7,,,,северный,9.0,,,,3
1596801600,"Пятница, 7 августа
12:00 (UTC)",,,10.0,,,,,,,,,,10.0,,751,,,26.6,,48.3,,,,северный,5.0,,,,3
1596812400,"Пятница, 7 августа
15:00 (UTC)",,,,,0,,,,,,,,10.0,,752,,,24.0,,43.4,,,,северный,1.0,,,27.0,3
1596823200,"Пятница, 7 августа
18:00 (UTC)",,,,,,,,,,,,,10.0,,752,,,20.6,,59.7,,,,северный,2.0,,,,2
1596834000,"Пятница, 7 августа
21:00 (UTC)",,,,,,,,,,,,,10.0,,752,,,17.5,,71.5,,,,северный,0.0,,,,2
1596844800,"Суббота, 8 августа
00:00 (UTC)",,,,,,,,,,,,,10.0,,752,,,15.5,,74.1,,,,северный,0.0,,,,2
1596855600,"Суббота, 8 августа
03:00 (UTC)",,,,,0,,,,,0,,,10.0,,752,,,15.3,,75.0,,14.4,,северный,4.0,,,,1
1596866400,"Суббота, 8 августа
06:00 (UTC)",,,,,,,,,,,,,10.0,,751,,,19.5,,51.3,,,,северный,5.0,,,,4
1596877200,"Суббота, 8 августа
09:00 (UTC)",,,,,,,,,,,,,10.0,,750,,,22.5,,39.6,,,,северный,7.0,,,,3
1596888000,"Суббота, 8 августа
12:00 (UTC)",,,,,,,,,,,,,10.0,,749,,,22.0,,42.8,,,,северо-западный,10.0,,,,2
1596898800,"Суббота, 8 августа
15:00 (UTC)",,,,,0,,,,,,,,10.0,,748,,,20.8,,51.7,,,,северо-западный,9.0,,,23.1,2
1596909600,"Суббота, 8 августа
18:00 (UTC)",,,,,,,,,,,,,10.0,,748,,,18.2,,65.8,,,,северный,7.0,,,,2
1596920400,"Суббота, 8 августа
21:00 (UTC)",,,,,,,,,,,,,10.0,,747,,,15.7,,76.6,,,,северный,2.0,,,,2
1596931200,"Воскресенье, 9 августа
00:00 (UTC)",,,,,,,,,,,,,10.0,,747,,,13.9,,93.7,,,,северо-западный,1.0,,,,2
1596942000,"Воскресенье, 9 августа
03:00 (UTC)",,,,,0,,,,,0,,,10.0,,747,,,14.0,,90.7,,13.3,,северный,2.0,,,,2
1596952800,"Воскресенье, 9 августа
06:00 (UTC)",,,,,,,,,,,,,10.0,,746,,,19.1,,57.8,,,,северо-западный,2.0,,,,2
1596963600,"Воскресенье, 9 августа
09:00 (UTC)",,,11.0,,,,,,,,,,10.0,,746,,,21.4,,41.5,,,,северный,6.0,,,,4
1596974400,"Воскресенье, 9 августа
12:00 (UTC)",,,12.0,,,,,,,,,,10.0,,745,,,22.8,,38.6,,,,северо-западный,7.0,,,,3
1596985200,"Воскресенье, 9 августа
15:00 (UTC)",,,12.0,,0,,,,,,,,10.0,,745,,,21.1,,46.2,,,,северный,7.0,,,22.8,3
1596996000,"Воскресенье, 9 августа
18:00 (UTC)",,,,,,,,,,,,,10.0,,746,,,17.8,,61.1,,,,северный,4.0,,,,2
1597006800,"Воскресенье, 9 августа
21:00 (UTC)",,,,,,,,,,,,,10.0,,746,,,15.4,,73.5,,,,северный,0.0,,,,3
1597017600,"Понедельник, 10 августа
00:00 (UTC)",,,,,,,,,,,,,10.0,,746,,,13.1,,82.6,,,,северо-западный,0.0,,,,1
1597028400,"Понедельник, 10 августа
03:00 (UTC)",,,,,0,,,,,0,,,10.0,,746,,,12.4,,78.7,,11.6,,северо-западный,0.0,,,,1
1597039200,"Понедельник, 10 августа
06:00 (UTC)",,,,,,,,,,,,,10.0,,746,,,15.8,,57.4,,,,северо-западный,1.0,,,,2
1597050000,"Понедельник, 10 августа
09:00 (UTC)",,,10.0,,,,,,,,,,10.0,,746,,,18.7,,42.2,,,,северный,2.0,,,,3
1597060800,"Понедельник, 10 августа
12:00 (UTC)",,,10.0,,,,,,,,,,10.0,,747,,,18.6,,43.9,,,,северный,7.0,,,,2
1597071600,"Понедельник, 10 августа
15:00 (UTC)",,,,,0,,,,,,,,10.0,,747,,,18.5,,48.4,,,,северо-западный,1.0,,,19.8,3
1597082400,"Понедельник, 10 августа
18:00 (UTC)",,,,,,,,,,,,,10.0,,747,,,16.0,,60.6,,,,северо-западный,0.0,,,,2
1597093200,"Понедельник, 10 августа
21:00 (UTC)",,,,,,,,,,,,,10.0,,748,,,13.4,,75.7,,,,северо-западный,0.0,,,,1
1597104000,"Вторник, 11 августа
00:00 (UTC)",,,,,,,,,,,,,10.0,,748,,,11.7,,85.8,,,,северо-западный,0.0,,,,1
1597114800,"Вторник, 11 августа
03:00 (UTC)",,,,,0,,,,,0,,,10.0,,748,,,13.0,,78.8,,11.3,,северо-западный,0.0,,,,2
1597125600,"Вторник, 11 августа
06:00 (UTC)",,,,,,,,,,,,,10.0,,748,,,17.8,,61.5,,,,западный,0.0,,,,2
1597136400,"Вторник, 11 августа
09:00 (UTC)",,,,,,,,,,,,,10.0,,748,,,20.4,,40.1,,,,северо-западный,5.0,,,,1
1597147200,"Вторник, 11 августа
12:00 (UTC)",,,,,,,,,,,,,10.0,,748,,,22.0,,40.6,,,,западный,5.0,,,,1
1597158000,"Вторник, 11 августа
15:00 (UTC)",,,,,0,,,,,,,,10.0,,748,,,20.4,,43.0,,,,западный,4.0,,,22.6,2
1597168800,"Вторник, 11 августа
18:00 (UTC)",,,,,,,,,,,,,10.0,,748,,,16.3,,64.1,,,,северный,2.0,,,,1
1597179600,"Вторник, 11 августа
21:00 (UTC)",,,,,,,,,,,,,10.0,,747,,,15.9,,60.2,,,,восточный,7.0,,,,1
1597190400,"Среда, 12 августа
00:00 (UTC)",,,,,,,,,,,,,10.0,,748,,,15.1,,62.1,,,,восточный,7.0,,,,1
1597201200,"Среда, 12 августа
03:00 (UTC)",,,,,0,,,,,0,,,10.0,,748,,,14.7,,65.5,,14.4,,восточный,10.0,,,,2
1597212000,"Среда, 12 августа
06:00 (UTC)",,,,,,,,,,,,,10.0,,748,,,18.3,,62.0,,,,восточный,9.0,,,,1
1597222800,"Среда, 12 августа
09:00 (UTC)",,,,,,,,,,,,,10.0,,748,,,20.1,,46.5,,,,восточный,10.0,,,,2
1597233600,"Среда, 12 августа
12:00 (UTC)",,,,True,,,,,,,,,10.0,,748,,,18.0,,75.5,,,,юго-западный,10.0,,,,2
1597244400,"Среда, 12 августа
15:00 (UTC)",,,,,0,,,,,,,,10.0,,748,,,18.6,,58.5,,,True,восточный,10.0,,,20.3,1
1597255200,"Среда, 12 августа
18:00 (UTC)",,,,,,,,,,,,,10.0,,747,,,17.5,,62.6,,,True,восточный,10.0,,,,1
1597266000,"Среда, 12 августа
21:00 (UTC)",,,,,,,,,,,,,10.0,,747,,,16.5,,69.5,,,True,восточный,10.0,,,,2
1597276800,"Четверг, 13 августа
00:00 (UTC)",,,,,,,,,,,,,10.0,,747,,,15.6,,69.8,,,True,восточный,10.0,,,,2
1597287600,"Четверг, 13 августа
03:00 (UTC)",,,,,3,,,,,3,True,,10.0,,746,,,13.5,,98.1,,13.5,,восточный,10.0,,,,2
1597298400,"Четверг, 13 августа
06:00 (UTC)",,,,,,,,,,,,,4.0,,745,True,,13.0,,100.0,,12.9,,восточный,10.0,,,,5
1597309200,"Четверг, 13 августа
09:00 (UTC)",,,11.0,,,,,,True,,,,10.0,,745,,,14.0,,96.8,,,,восточный,10.0,,,,5
1597320000,"Четверг, 13 августа
12:00 (UTC)",,,11.0,,,,,,,,,True,10.0,,745,,,14.6,,82.7,,,,восточный,10.0,,,,5
1597330800,"Четверг, 13 августа
15:00 (UTC)",,,10.0,,16,,,,,,,,10.0,,744,,,14.9,,82.2,,,True,восточный,10.0,,,15.0,3
1597341600,"Четверг, 13 августа
18:00 (UTC)",,,,,,,,,True,,,,10.0,,744,,,13.8,,87.7,,,,восточный,10.0,,,,3
1597352400,"Четверг, 13 августа
21:00 (UTC)",,,10.0,,,,,,,,True,,10.0,,744,,,12.7,,98.7,,,,восточный,10.0,,,,4
1597363200,"Пятница, 14 августа
00:00 (UTC)",,,,True,,,,,,,,,10.0,,743,,,12.6,,100.0,,,,восточный,10.0,,,,3
1597374000,"Пятница, 14 августа
03:00 (UTC)",,,,,16,,,,,32,,,4.0,True,743,,,11.9,,100.0,,12.5,,восточный,10.0,,,,4
1597384800,"Пятница, 14 августа
06:00 (UTC)",,,,True,,,,,,,,,10.0,,743,,,12.0,,100.0,,,,восточный,10.0,,,,3
1597395600,"Пятница, 14 августа
09:00 (UTC)",,,,,,,,,,,,,10.0,,743,,,13.7,,91.3,,,True,восточный,10.0,,,,3
1597406400,"Пятница, 14 августа
12:00 (UTC)",,,,,,,,,,,,,10.0,,744,,,14.1,,82.7,,,True,северо-восточный,10.0,,,,4
1597417200,"Пятница, 14 августа
15:00 (UTC)",,,,,3,,,,,,,,10.0,,743,,,13.9,,87.7,,,,северный,10.0,,,15.2,1
1597428000,"Пятница, 14 августа
18:00 (UTC)",,,,,,,,,,,,,10.0,,743,,,13.4,,94.9,,,,северный,10.0,,,,3
1597438800,"Пятница, 14 августа
21:00 (UTC)",,,,,,,,,,,,,10.0,,743,,,12.3,,100.0,,,,северный,10.0,,,,2
1597449600,"Суббота, 15 августа
00:00 (UTC)",,,,True,,,,,,,,,10.0,,743,,,11.6,,100.0,,,,северный,10.0,,,,2
1597460400,"Суббота, 15 августа
03:00 (UTC)",True,,,,4,,,,,7,,,10.0,,743,,,11.8,,100.0,,11.4,,северный,10.0,,,,3
1597471200,"Суббота, 15 августа
06:00 (UTC)",,,,,,,,,,,,,10.0,,744,,,13.2,,98.1,,,True,северный,10.0,,,,2
1597482000,"Суббота, 15 августа
09:00 (UTC)",,,,True,,,,,,,,,10.0,,744,,,13.9,,93.1,,,,северный,10.0,,,,2
1597492800,"Суббота, 15 августа
12:00 (UTC)",,,,,,,,,,,,,10.0,,744,,,13.8,,96.2,,,True,северо-западный,10.0,,,,2
1597503600,"Суббота, 15 августа
15:00 (UTC)",True,,,,1,,,,,,,,10.0,,744,,,13.2,,100.0,,,,северный,10.0,,,14.0,2
1597514400,"Суббота, 15 августа
18:00 (UTC)",,,,True,,,,,,,,,10.0,,744,,,12.4,,100.0,,,,северный,10.0,,,,2
1597525200,"Суббота, 15 августа
21:00 (UTC)",,,,,,,,,,,,,10.0,,744,,,11.7,,100.0,,,True,северный,10.0,,,,2
1597536000,"Воскресенье, 16 августа
00:00 (UTC)",,,,,,,,,,,,,10.0,,744,,,11.7,,99.3,,,True,северный,10.0,,,,2
1597546800,"Воскресенье, 16 августа
03:00 (UTC)",,,,,2,,,,,3,,,10.0,,744,,,11.7,,96.7,,11.6,,северный,10.0,,,,2
1597557600,"Воскресенье, 16 августа
06:00 (UTC)",,,,,,,,,,,,,10.0,,744,,,12.4,,91.2,,,,северный,10.0,,,,2
1597568400,"Воскресенье, 16 августа
09:00 (UTC)",,,,,,,,,,,,,10.0,,745,,,13.2,,83.1,,,,северный,10.0,,,,2
1597579200,"Воскресенье, 16 августа
12:00 (UTC)",,,,,,,,,,,,,10.0,,745,,,15.6,,74.6,,,,северо-западный,10.0,,,,1
1597590000,"Воскресенье, 16 августа
15:00 (UTC)",,,,,0,,,,,,,,10.0,,744,,,17.0,,66.0,,,,северный,9.0,,,17.5,1
1597600800,"Воскресенье, 16 августа
18:00 (UTC)",,,,,,,,,,,,,10.0,,744,,,15.4,,69.7,,,,северо-западный,10.0,,,,1
1597611600,"Воскресенье, 16 августа
21:00 (UTC)",,,,,,,,,,,,,10.0,,744,,,13.6,,85.4,,,,западный,10.0,,,,1
1597622400,"Понедельник, 17 августа
00:00 (UTC)",,,,,,,,,,,,,10.0,,743,,,12.1,,92.4,,,,западный,10.0,,,,1
1597633200,"Понедельник, 17 августа
03:00 (UTC)",,,,,0,,,,,0,,,10.0,,742,,,13.1,,98.1,,11.2,,,9.0,,,,0
1597644000,"Понедельник, 17 августа
06:00 (UTC)",True,,,,,,,,,,,,10.0,,741,,,14.3,,74.8,,,,юго-западный,10.0,,,,2
1597654800,"Понедельник, 17 августа
09:00 (UTC)",,,,,,,,,,,True,,10.0,,740,,,13.2,,96.2,,,,южный,10.0,,,,1
1597665600,"Понедельник, 17 августа
12:00 (UTC)",,,,,,,,,,,,,10.0,,739,,,15.4,,96.8,,,True,северо-западный,10.0,,,,1
1597676400,"Понедельник, 17 августа
15:00 (UTC)",,,12.0,,9,,,,,,,,10.0,,741,,,13.4,,82.0,,,True,северо-западный,10.0,,,16.0,3
1597687200,"Понедельник, 17 августа
18:00 (UTC)",,,11.0,,,,,,,,,,10.0,,742,,,12.2,,80.8,,,True,северо-западный,10.0,,,,2
1597698000,"Понедельник, 17 августа
21:00 (UTC)",,,,,,,,,,,,,10.0,,742,,,10.9,,86.9,,,,северо-западный,0.0,,,,2
1597708800,"Вторник, 18 августа
00:00 (UTC)",,,,,,,,,,,,,10.0,,743,,,8.6,,91.5,,,,северо-западный,0.0,,,,2
1597719600,"Вторник, 18 августа
03:00 (UTC)",,,,,0.3,,,,,9,,,10.0,,744,,,8.5,,84.9,,7.8,,западный,0.0,,,,2
1597730400,"Вторник, 18 августа
06:00 (UTC)",,,,,,,,,,,,,10.0,,744,,,14.1,,57.3,,,,северо-западный,6.0,,,,3
1597741200,"Вторник, 18 августа
09:00 (UTC)",,,12.0,,,,,,,,,,10.0,,744,,,16.8,,45.6,,,,северо-западный,7.0,,,,2
1597752000,"Вторник, 18 августа
12:00 (UTC)",,,11.0,True,,,,,,,,,10.0,,744,,,14.6,,63.3,,,,северо-западный,9.0,,,,3
1597762800,"Вторник, 18 августа
15:00 (UTC)",,,,,0.3,,,,,,,,10.0,,744,,,15.3,,58.8,,,True,западный,9.0,,,17.7,2
1597773600,"Вторник, 18 августа
18:00 (UTC)",,,,,,,,,,,,,10.0,,745,,,12.9,,67.3,,,,северо-западный,2.0,,,,2
1597784400,"Вторник, 18 августа
21:00 (UTC)",,,,,,,,,,,,,10.0,,745,,,11.3,,76.9,,,,западный,0.0,,,,2
1597795200,"Среда, 19 августа
00:00 (UTC)",,,,,,,,,,,,,10.0,,746,,,9.0,,84.9,,,,западный,0.0,,,,1
1597806000,"Среда, 19 августа
03:00 (UTC)",,,,,0,,,,,0.3,,,10.0,,746,,,8.6,,86.6,,8.3,,северо-западный,0.0,,,,2
1597816800,"Среда, 19 августа
06:00 (UTC)",,,,,,,,,,,,,10.0,,746,,,13.4,,65.2,,,,западный,2.0,,,,2
1597827600,"Среда, 19 августа
09:00 (UTC)",,,,,,,,,,,,,10.0,,746,,,16.2,,44.2,,,,северо-западный,7.0,,,,4
1597838400,"Среда, 19 августа
12:00 (UTC)",,,,,,,,,,,,,10.0,,746,,,17.2,,36.2,,,,северо-западный,7.0,,,,4
1597849200,"Среда, 19 августа
15:00 (UTC)",,,,,0,,,,,,,,10.0,,747,,,15.6,,48.2,,,,северо-западный,9.0,,,17.6,3
1597860000,"Среда, 19 августа
18:00 (UTC)",,,,,,,,,,,,,10.0,,747,,,13.7,,59.7,,,,северо-западный,9.0,,,,1
1597870800,"Среда, 19 августа
21:00 (UTC)",,,,,,,,,,,,,10.0,,747,,,13.1,,64.2,,,,северо-западный,10.0,,,,1
1597881600,"Четверг, 20 августа
00:00 (UTC)",,,,,,,,,,,,,10.0,,748,,,11.7,,74.9,,,,западный,10.0,,,,2
1597892400,"Четверг, 20 августа
03:00 (UTC)",,,,,0,,,,,0,,,10.0,,748,,,10.5,,81.7,,9.7,,северо-западный,2.0,,,,2
1597903200,"Четверг, 20 августа
06:00 (UTC)",,,,,,,,,,,,,10.0,,748,,,14.8,,59.9,,,,западный,1.0,,,,3
1597914000,"Четверг, 20 августа
09:00 (UTC)",,,,,,,,,,,,,10.0,,748,,,17.8,,43.4,,,,северо-западный,0.0,,,,3
1597924800,"Четверг, 20 августа
12:00 (UTC)",,,,,,,,,,,,,10.0,,748,,,19.1,,39.7,,,,северо-западный,2.0,,,,3
1597935600,"Четверг, 20 августа
15:00 (UTC)",,,,,0,,,,,,,,10.0,,748,,,17.2,,44.2,,,,северо-западный,1.0,,,19.3,2
1597946400,"Четверг, 20 августа
18:00 (UTC)",,,,,,,,,,,,,10.0,,748,,,14.4,,56.6,,,,северо-западный,2.0,,,,1
1597957200,"Четверг, 20 августа
21:00 (UTC)",,,,,,,,,,,,,10.0,,748,,,13.7,,63.5,,,,северо-западный,10.0,,,,2
1597968000,"Пятница, 21 августа
00:00 (UTC)",,,,,,,,,,,,,10.0,,749,,,12.5,,73.5,,,,северо-западный,10.0,,,,2
1597978800,"Пятница, 21 августа
03:00 (UTC)",,,,,0,,,,,0,,,10.0,,749,,,12.1,,79.7,,11.9,,северо-западный,10.0,,,,2
1597989600,"Пятница, 21 августа
06:00 (UTC)",,,,,,,,,,,,,10.0,,749,,,13.0,,80.9,,,,северный,10.0,,,,2
1598000400,"Пятница, 21 августа
09:00 (UTC)",,,,,,,,,,,,,10.0,,750,,,16.3,,63.6,,,,северный,10.0,,,,3
1598011200,"Пятница, 21 августа
12:00 (UTC)",,,11.0,,,,,,,,,,10.0,,750,,,18.7,,56.2,,,,северо-западный,6.0,,,,2
1598022000,"Пятница, 21 августа
15:00 (UTC)",,,,,0,,,,,,,,10.0,,750,,,18.5,,56.5,,,,северный,1.0,,,19.8,1
1598032800,"Пятница, 21 августа
18:00 (UTC)",,,,,,,,,,,,,10.0,,750,,,15.7,,68.8,,,,восточный,7.0,,,,1
1598043600,"Пятница, 21 августа
21:00 (UTC)",,,,,,,,,,,,,10.0,,750,,,13.9,,86.6,,,,,7.0,,,,0
1598054400,"Суббота, 22 августа
00:00 (UTC)",,,,,,,,,,,,,10.0,,751,,,13.4,,91.2,,,,северный,10.0,,,,1
1598065200,"Суббота, 22 августа
03:00 (UTC)",,,,,0,,,,,0,,,10.0,,751,,,13.5,,83.2,,11.8,,северный,7.0,,,,1
1598076000,"Суббота, 22 августа
06:00 (UTC)",,,,,,,,,,,,,10.0,,751,,,14.9,,73.5,,,,северо-западный,9.0,,,,1
1598086800,"Суббота, 22 августа
09:00 (UTC)",,,,,,,,,,,,,10.0,,751,,,16.9,,62.9,,,,северный,10.0,,,,2
1598097600,"Суббота, 22 августа
12:00 (UTC)",,,,,,,,,,,,,10.0,,751,,,18.7,,49.4,,,,северный,6.0,,,,1
1598108400,"Суббота, 22 августа
15:00 (UTC)",,,,,0,,,,,,,,10.0,,751,,,18.0,,58.3,,,,западный,6.0,,,19.1,1
1598119200,"Суббота, 22 августа
18:00 (UTC)",,,,,,,,,,,,,10.0,,751,,,14.8,,74.4,,,,,2.0,,,,0
1598130000,"Суббота, 22 августа
21:00 (UTC)",,,,,,,,,,,,,10.0,,751,,,13.0,,84.8,,,,северо-западный,2.0,,,,1
1598140800,"Воскресенье, 23 августа
00:00 (UTC)",,,,,,,,,,,,,10.0,,751,,,12.1,,94.9,,,,северо-западный,5.0,,,,1
1598151600,"Воскресенье, 23 августа
03:00 (UTC)",,,,,0,,,,,0,,,10.0,,751,,,12.5,,88.8,,11.6,,северо-западный,2.0,,,,1
1598162400,"Воскресенье, 23 августа
06:00 (UTC)",,,,,,,,,,,,,10.0,,751,,,17.8,,65.7,,,,западный,2.0,,,,2
1598173200,"Воскресенье, 23 августа
09:00 (UTC)",,,,,,,,,,,,,10.0,,750,,,21.0,,56.0,,,,северо-западный,7.0,,,,2
1598184000,"Воскресенье, 23 августа
12:00 (UTC)",,,,,,,,,,,,,10.0,,750,,,23.2,,51.3,,,,западный,6.0,,,,3
1598194800,"Воскресенье, 23 августа
15:00 (UTC)",,,,,2,,,,True,,,,10.0,,749,,,18.5,,82.7,,,,западный,6.0,,,24.0,1
1598205600,"Воскресенье, 23 августа
18:00 (UTC)",,,,,,,,,,,,,10.0,,750,,,16.9,,80.4,,,True,,2.0,,,,0
1598216400,"Воскресенье, 23 августа
21:00 (UTC)",,,,,,,,,,,,,10.0,,750,,,15.5,,95.0,,,,,0.0,,,,0
1598227200,"Понедельник, 24 августа
00:00 (UTC)",,,,,,,,,,,,,10.0,,750,,,15.7,,90.8,,,,западный,0.0,,,,1
1598238000,"Понедельник, 24 августа
03:00 (UTC)",,,,,0,,,,,2,,,10.0,,750,,,16.0,,89.1,,14.1,,северо-западный,6.0,,,,1
1598248800,"Понедельник, 24 августа
06:00 (UTC)",,,,,,,,,,,,,10.0,,750,,,20.0,,69.7,,,,западный,6.0,,,,1
1598259600,"Понедельник, 24 августа
09:00 (UTC)",,,,,,,,,,,,,10.0,,750,,,23.0,,46.7,,,,юго-западный,7.0,,,,3
1598270400,"Понедельник, 24 августа
12:00 (UTC)",,,,,,,,,,,,,10.0,,749,,,24.4,,39.4,,,,западный,10.0,,,,3
1598281200,"Понедельник, 24 августа
15:00 (UTC)",,,,,0,,,,,,,,10.0,,748,,,22.7,,49.8,,,,,7.0,,,24.4,0
1598292000,"Понедельник, 24 августа
18:00 (UTC)",,,,,,,,,,,,,10.0,,748,,,18.4,,67.1,,,,южный,5.0,,,,1
1598302800,"Понедельник, 24 августа
21:00 (UTC)",,,,,,,,,,,,,10.0,,748,,,17.0,,71.0,,,,южный,6.0,,,,1
1598313600,"Вторник, 25 августа
00:00 (UTC)",,,,,,,,,,,,,10.0,,747,,,15.7,,78.1,,,,,7.0,,,,0
1598324400,"Вторник, 25 августа
03:00 (UTC)",,,,,0,,,,,0,,,10.0,,747,,,17.6,,68.3,,15.0,,западный,10.0,,,,2
1598335200,"Вторник, 25 августа
06:00 (UTC)",True,,,,,,,,,,,,10.0,,748,,,18.3,,72.1,,,,западный,9.0,,,,3
1598346000,"Вторник, 25 августа
09:00 (UTC)",,,,,,,,,,,,,10.0,,748,,,22.5,,62.1,,,True,западный,4.0,,,,3
1598356800,"Вторник, 25 августа
12:00 (UTC)",,,,,,,,,,,,,10.0,,748,,,23.5,,53.4,,,True,западный,5.0,,,,3
