timestamp,date,Дождь (незамерзающий),Зарница,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),Дождь (незамерзающий) слабый непрерывный,"Осадки за 12 часов, мм",Количество облаков увеличилось,Ливневый дождь,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Ливневой дождь слабый,Дымка (видимость больше 1 км),Дождь (незамерзающий) слабый с перерывами,Туман без изменений (небо не видно),"Пыльная (песчаная) буря, слабая или умеренная","Горизонтальная видимость, км",Дождь (незамерзающий) умеренный непрерывный,"Атмосферное давление на уровне станции, мм рт.ст.",Туман начался (усилился). Небо не видно,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %",Поземные туманы сплошным слоем (высота меньше 2 м от поверхности земли),"Минимальная температура, °C",Град,Количество облаков не изменилось,"Поземные туманы клочками, полосами(высота меньше 2 м от поверхности земли)",Направление ветра,"Осадки за 6 часов, мм",Балл общей облачности,Туман без изменений (небо видно),Гроза,Ливневой снег слабый,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1601748000,"Суббота, 3 октября
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,760,,,9.5,,63.9,,,,,,,,6.0,,,,,0.0
1601758800,"Суббота, 3 октября
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,761,,,7.2,,61.1,,,,,,,,7.0,,,,,0.0
1601769600,"Воскресенье, 4 октября
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,761,,,3.2,,76.1,,,,,,северо-западный,,6.0,,,,,1.0
1601780400,"Воскресенье, 4 октября
03:00 (UTC)",,,,,,,0,,,0.0,,,,,,,10,,761,,,1.3,,90.4,,0.8,,,,,,5.0,,,,,0.0
1601791200,"Воскресенье, 4 октября
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,762,,,9.3,,68.5,,,,,,,,5.0,,,,,0.0
1601802000,"Воскресенье, 4 октября
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,762,,,20.5,,31.9,,,,,,восточный,,2.0,,,,,2.0
1601812800,"Воскресенье, 4 октября
12:00 (UTC)",,,,,,,,,,,,,,,,,10,,761,,,21.9,,28.8,,,,,,восточный,,2.0,,,,,3.0
1601823600,"Воскресенье, 4 октября
15:00 (UTC)",,,,,,,0,,,,,,,,,,10,,761,,,17.0,,42.9,,,,,,северо-восточный,,5.0,,,,21.9,1.0
1601834400,"Воскресенье, 4 октября
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,762,,,12.4,,56.5,,,,,,восточный,,5.0,,,,,2.0
1601845200,"Воскресенье, 4 октября
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,762,,,8.2,,63.6,,,,,,восточный,,5.0,,,,,1.0
1601856000,"Понедельник, 5 октября
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,763,,,6.6,,67.9,,,,,,,,4.0,,,,,0.0
1601866800,"Понедельник, 5 октября
03:00 (UTC)",,,,,,,0,,,0.0,,,,,,,10,,763,,,6.7,,73.5,,4.2,,,,юго-восточный,,4.0,,,,,2.0
1601877600,"Понедельник, 5 октября
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,764,,,10.7,,67.8,,,,,,юго-восточный,,4.0,,,,,3.0
1601888400,"Понедельник, 5 октября
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,764,,,17.8,,38.3,,,,,,южный,,5.0,,,,,3.0
1601899200,"Понедельник, 5 октября
12:00 (UTC)",,,,,,,,,,,,,,,,,10,,763,,,19.3,,30.4,,,,,,южный,,2.0,,,,,3.0
1601910000,"Понедельник, 5 октября
15:00 (UTC)",,,,,,,0,,,,,,,,,,10,,762,,,15.3,,43.3,,,,,,юго-восточный,,2.0,,,,19.4,2.0
1601920800,"Понедельник, 5 октября
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,762,,,10.2,,58.0,,,,,,юго-восточный,,4.0,,,,,2.0
1601931600,"Понедельник, 5 октября
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,762,,,8.7,,49.1,,,,,,юго-восточный,,4.0,,,,,3.0
1601942400,"Вторник, 6 октября
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,762,,,6.8,,51.5,,,,,,юго-восточный,,5.0,,,,,2.0
1601953200,"Вторник, 6 октября
03:00 (UTC)",,,,,,,0,,,0.0,,,,,,,10,,762,,,4.8,,59.1,,4.7,,,,юго-восточный,,5.0,,,,,2.0
1601964000,"Вторник, 6 октября
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,762,,,8.6,,54.7,,,,,,южный,,7.0,,,,,3.0
1601974800,"Вторник, 6 октября
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,761,,,15.8,,38.0,,,,,,южный,,7.0,,,,,3.0
1601985600,"Вторник, 6 октября
12:00 (UTC)",,,,,,,,,,,,,,,,,10,,760,,,19.7,,36.2,,,,,,южный,,7.0,,,,,5.0
1601996400,"Вторник, 6 октября
15:00 (UTC)",,,,,,,0,,,,,,,,,,10,,759,,,16.1,,40.6,,,,,,юго-восточный,,10.0,,,,19.7,3.0
1602007200,"Вторник, 6 октября
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,759,,,11.3,,47.7,,,,,,юго-восточный,,6.0,,,,,2.0
1602018000,"Вторник, 6 октября
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,759,,,8.2,,57.0,,,,,,южный,,6.0,,,,,1.0
1602028800,"Среда, 7 октября
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,759,,,16.8,,29.5,,,,,,юго-восточный,,6.0,,,,,2.0
1602039600,"Среда, 7 октября
03:00 (UTC)",,,,,,,0,,,0.0,,,,,,,10,,759,,,5.4,,58.9,,5.3,,,,юго-восточный,,5.0,,,,,2.0
1602050400,"Среда, 7 октября
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,759,,,11.1,,47.6,,5.0,,,,юго-восточный,,7.0,,,,,3.0
1602061200,"Среда, 7 октября
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,759,,,19.4,,29.8,,,,,,южный,,7.0,,,,,3.0
1602072000,"Среда, 7 октября
12:00 (UTC)",,,,,,,,,,,,,,,,,10,,758,,,20.7,,25.4,,,,,,южный,,7.0,,,,,5.0
1602082800,"Среда, 7 октября
15:00 (UTC)",,,,,,,0,,,,,,,,,,10,,758,,,16.3,,30.2,,,,,,юго-восточный,,7.0,,,,21.0,2.0
1602093600,"Среда, 7 октября
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,758,,,12.0,,44.2,,,,,,юго-восточный,,6.0,,,,,3.0
1602104400,"Среда, 7 октября
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,759,,,9.4,,50.0,,,,,,юго-восточный,,6.0,,,,,1.0
1602115200,"Четверг, 8 октября
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,760,,,8.3,,52.3,,,,,,юго-восточный,,6.0,,,,,3.0
1602126000,"Четверг, 8 октября
03:00 (UTC)",,,,,,,0,,,0.0,,,,,,,10,,761,,,6.2,,59.9,,6.1,,,,восточный,,4.0,,,,,2.0
1602136800,"Четверг, 8 октября
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,761,,,11.4,,46.0,,5.5,,,,юго-восточный,,2.0,,,,,3.0
1602147600,"Четверг, 8 октября
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,761,,,18.9,,24.7,,,,,,юго-восточный,,2.0,,,,,6.0
1602158400,"Четверг, 8 октября
12:00 (UTC)",,,,10.0,,,,,,,,,,,,,10,,761,,,20.2,,17.8,,,,,,юго-восточный,,2.0,,,,,6.0
1602169200,"Четверг, 8 октября
15:00 (UTC)",,,,,,,0,,,,,,,,,,10,,760,,,15.8,,20.7,,,,,,восточный,,2.0,,,,20.6,3.0
1602180000,"Четверг, 8 октября
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,760,,,13.6,,24.4,,,,,,юго-восточный,,4.0,,,,,4.0
1602190800,"Четверг, 8 октября
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,761,,,10.7,,32.8,,,,,,юго-восточный,,4.0,,,,,4.0
1602201600,"Пятница, 9 октября
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,761,,,9.5,,32.9,,,,,,юго-восточный,,4.0,,,,,3.0
1602212400,"Пятница, 9 октября
03:00 (UTC)",,,,,,,0,,,0.0,,,,,,,10,,761,,,6.2,,40.6,,6.1,,,,юго-восточный,,4.0,,,,,2.0
1602223200,"Пятница, 9 октября
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,761,,,10.0,,32.6,,,,,,юго-восточный,,5.0,,,,,4.0
1602234000,"Пятница, 9 октября
09:00 (UTC)",,,,11.0,,,,,,,,,,,,,10,,761,,,17.3,,20.3,,,,,,юго-восточный,,9.0,,,,,7.0
1602244800,"Пятница, 9 октября
12:00 (UTC)",,,,12.0,,,,,,,,,,,,,10,,760,,,19.8,,14.3,,,,,,южный,,9.0,,,,,7.0
1602255600,"Пятница, 9 октября
15:00 (UTC)",,,,11.0,,,0,,,,,,,,,,10,,759,,,15.9,,17.7,,,,,,юго-восточный,,7.0,,,,20.1,3.0
1602266400,"Пятница, 9 октября
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,759,,,12.8,,22.3,,,,,,юго-восточный,,6.0,,,,,4.0
1602277200,"Пятница, 9 октября
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,759,,,12.9,,24.9,,,,,,юго-восточный,,6.0,,,,,5.0
1602288000,"Суббота, 10 октября
00:00 (UTC)",,,,10.0,,,,,,,,,,,,,10,,759,,,10.5,,35.6,,,,,,юго-восточный,,6.0,,,,,4.0
1602298800,"Суббота, 10 октября
03:00 (UTC)",,,,,,,0,,,0.0,,,,,,,10,,759,,,8.2,,47.8,,8.1,,,,юго-восточный,,6.0,,,,,4.0
1602309600,"Суббота, 10 октября
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,760,,,10.9,,56.1,,8.0,,,,юго-восточный,,7.0,,,,,6.0
1602320400,"Суббота, 10 октября
09:00 (UTC)",,,,12.0,,,,,,,,,,,,,10,,759,,,16.4,,43.6,,,,,,юго-восточный,,7.0,,,,,5.0
1602331200,"Суббота, 10 октября
12:00 (UTC)",,,,10.0,,,,,,,,,,,,,10,,759,,,17.8,,39.4,,,,,,юго-восточный,,9.0,,,,,5.0
1602342000,"Суббота, 10 октября
15:00 (UTC)",,,,,,,0,,,,,,,,,,10,,758,,,15.3,,44.2,,,,,,юго-восточный,,9.0,,,,18.8,3.0
1602352800,"Суббота, 10 октября
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,758,,,13.0,,44.8,,,,,,юго-восточный,,9.0,,,,,4.0
1602363600,"Суббота, 10 октября
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,758,,,10.7,,44.5,,,,,,юго-восточный,,9.0,,,,,4.0
