timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),Дождь (незамерзающий) слабый непрерывный,Морось (незамерзающая). Снежные зерна,Ливневый дождь со снегом,Ливневый дождь,Дождь (незамерзающий) слабый с перерывами,"Пыльная (песчаная) буря, слабая или умеренная",Пыльная/песчаная буря,"Гроза, но без осадков","Относительная влажность, %","Минимальная температура, °C",Направление ветра,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Ливневой снег умеренный или сильный,Зарница,"Осадки за 12 часов, мм","Высота снежного покрова, см","Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),"Пыльная (песчаная) буря, слабая или умеренная началась (усилилась)",Туман без изменений (небо не видно),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.","Температура воздуха, °C","Гроза, дождь слабый",Количество облаков не изменилось,Балл общей облачности
1595872800,"Понедельник, 27 июля
18:00 (UTC)",,,,,,,,,,,,54.6,,восточный,,,2.0,,,,,,,,,,10.0,749,19.9,,,5.0
1595883600,"Понедельник, 27 июля
21:00 (UTC)",,,,,,,,,,,,59.5,,северо-восточный,,,1.0,,,,,,,,,,10.0,749,18.2,,,7.0
1595894400,"Вторник, 28 июля
00:00 (UTC)",,,,,,,,,,,,59.8,,,,,0.0,,,,,,,,,,10.0,749,17.4,,,9.0
1595905200,"Вторник, 28 июля
03:00 (UTC)",,,,,,,,,,,,67.6,16.2,,,,0.0,,,0,,0,,,,,10.0,749,18.3,,,7.0
1595916000,"Вторник, 28 июля
06:00 (UTC)",,,,,,,,,,,,44.5,,восточный,,,2.0,,,,,,,,,,10.0,749,23.9,,,6.0
1595926800,"Вторник, 28 июля
09:00 (UTC)",,,,,,,,,,,,32.0,,восточный,,,4.0,,,,,,,,,,10.0,749,27.2,,,4.0
1595937600,"Вторник, 28 июля
12:00 (UTC)",,,,,,,,,,,,31.5,,восточный,,,3.0,,,,,,,,,,10.0,748,29.0,,,4.0
1595948400,"Вторник, 28 июля
15:00 (UTC)",,,,,,,,,,,,28.4,,северо-восточный,,29.2,4.0,,,0,,,,,,,10.0,747,28.7,,,4.0
1595959200,"Вторник, 28 июля
18:00 (UTC)",,,,,,,,,,,,52.9,,северо-восточный,,,4.0,,,,,,,,,,10.0,747,21.6,,,4.0
1595970000,"Вторник, 28 июля
21:00 (UTC)",,,,,,,,,,,,61.0,,восточный,,,1.0,,,,,,,,,,10.0,748,17.4,,,1.0
1595980800,"Среда, 29 июля
00:00 (UTC)",,,,,,,,,,,,67.4,,восточный,,,1.0,,,,,,,,,,10.0,748,15.2,,,1.0
1595991600,"Среда, 29 июля
03:00 (UTC)",,,,,,,,,,,,77.2,13.5,восточный,,,1.0,,,0,,0,,,,,10.0,747,16.2,,,2.0
1596002400,"Среда, 29 июля
06:00 (UTC)",,,,,,,,,,,,44.5,,южный,,,3.0,,,,,,,,,,10.0,747,25.0,,,2.0
1596013200,"Среда, 29 июля
09:00 (UTC)",,,,,,,,,,,,27.8,,южный,,,3.0,,,,,,,,,,10.0,747,30.1,,,2.0
1596024000,"Среда, 29 июля
12:00 (UTC)",,,,,,,,,,,,23.6,,юго-западный,,,3.0,,,,,,,,,,10.0,746,32.3,,,4.0
1596034800,"Среда, 29 июля
15:00 (UTC)",,,,,,,,,,,,25.5,,юго-западный,,32.7,3.0,,,0,,,,,,,10.0,745,31.4,,,5.0
1596045600,"Среда, 29 июля
18:00 (UTC)",,,,,,,,,,,,42.1,,южный,,,3.0,,,,,,,,,,10.0,745,26.5,,,9.0
1596056400,"Среда, 29 июля
21:00 (UTC)",,,,,,,,,,,,45.8,,южный,,,3.0,,,,,,,,,,10.0,745,22.9,,,9.0
1596067200,"Четверг, 30 июля
00:00 (UTC)",,,,,,,,,,,,54.4,,юго-западный,,,3.0,,,,,,,,,,10.0,744,20.3,,,9.0
1596078000,"Четверг, 30 июля
03:00 (UTC)",,,,,,,True,,,,,77.2,19.2,северо-западный,,,3.0,,,менее 0.1,,менее 0.1,,,,,10.0,745,19.4,,,9.0
1596088800,"Четверг, 30 июля
06:00 (UTC)",,,,,,,True,,,,,90.4,18.8,южный,,,3.0,,,,,,,,,,10.0,746,18.9,,,9.0
1596099600,"Четверг, 30 июля
09:00 (UTC)",,,,,,,,,,,,57.6,,юго-западный,,,6.0,,,,,,,,,,10.0,745,24.4,,,7.0
1596153600,"Пятница, 31 июля
00:00 (UTC)",,11.0,,,,,,,,,,80.0,,юго-западный,,,3.0,,,,,,,,,,10.0,743,14.1,,,6.0
1596164400,"Пятница, 31 июля
03:00 (UTC)",,,,,,,,,,,,84.3,12.5,западный,,,3.0,,,0,,0.5,,,,,10.0,743,13.6,,,6.0
1596175200,"Пятница, 31 июля
06:00 (UTC)",,,,,,,,,,,,50.7,,западный,,,4.0,,,,,,,,,,10.0,743,19.8,,,7.0
1596186000,"Пятница, 31 июля
09:00 (UTC)",,,,,,,,,,,,37.6,,западный,,,2.0,,,,,,,,,,10.0,742,23.8,,,7.0
1596196800,"Пятница, 31 июля
12:00 (UTC)",,,,,,,,,,,,32.3,,юго-западный,,,2.0,,,,,,,,,,10.0,741,24.4,,,10.0
1596207600,"Пятница, 31 июля
15:00 (UTC)",,12.0,,,,,,,,,,50.5,,северный,,25.7,3.0,,,0,,,,,,,10.0,740,20.4,,,9.0
1596218400,"Пятница, 31 июля
18:00 (UTC)",,,,,,,,,,,,62.8,,восточный,,,2.0,,True,,,,,,,,10.0,740,18.0,,,10.0
1596229200,"Пятница, 31 июля
21:00 (UTC)",,,,,,,,,,,,73.0,,юго-западный,,,1.0,,,,,,,,,,10.0,739,15.2,,,7.0
1596240000,"Суббота, 1 августа
00:00 (UTC)",,,,,,,,,,,,74.9,,,,,0.0,,,,,,,,,,10.0,738,14.4,,,10.0
1596250800,"Суббота, 1 августа
03:00 (UTC)",,,,,,,,,,,,77.9,13.7,северо-западный,,,3.0,,,менее 0.1,,менее 0.1,,,,,10.0,738,14.4,,True,7.0
1596261600,"Суббота, 1 августа
06:00 (UTC)",,,,,,,,,,,,61.6,,северо-западный,,,2.0,,,,,,,,,,10.0,737,18.5,,True,7.0
1596272400,"Суббота, 1 августа
09:00 (UTC)",,,,,,,,,,,,49.9,,западный,,,1.0,,,,,,,,,,10.0,737,20.4,,True,9.0
1596283200,"Суббота, 1 августа
12:00 (UTC)",,,,,,,,,,,,43.2,,западный,,,2.0,,,,,,,,,,10.0,736,22.1,,True,7.0
1596294000,"Суббота, 1 августа
15:00 (UTC)",,,,,,,,,,,,44.3,,северный,,22.4,3.0,,,менее 0.1,,,,,,,10.0,736,20.8,,,7.0
1596304800,"Суббота, 1 августа
18:00 (UTC)",,,,,,,,,,,,64.4,,северо-западный,,,3.0,,,,,,,,,,10.0,737,16.0,,,7.0
1596315600,"Суббота, 1 августа
21:00 (UTC)",,,,,,,,,,,,75.6,,западный,,,2.0,,,,,,,,,,10.0,737,12.5,,,2.0
1596326400,"Воскресенье, 2 августа
00:00 (UTC)",,,,,,,,,,,,89.8,,западный,,,2.0,,,,,,,,,,10.0,738,10.6,,,0.0
1596337200,"Воскресенье, 2 августа
03:00 (UTC)",,,,,,,,,,,,92.3,8.6,западный,,,2.0,,,0,,менее 0.1,,,,,10.0,739,10.4,,,6.0
1596348000,"Воскресенье, 2 августа
06:00 (UTC)",,,,,,,,,,,,75.7,,северо-западный,,,2.0,,,,,,,,,,10.0,739,16.6,,,6.0
1596358800,"Воскресенье, 2 августа
09:00 (UTC)",,,,,,,,,,,,53.2,,северо-западный,,,3.0,,,,,,,,,,10.0,740,19.9,,,7.0
1596369600,"Воскресенье, 2 августа
12:00 (UTC)",,,,,,,,,,,,52.5,,северный,True,,2.0,,,,,,,,,,10.0,741,21.1,,,9.0
1596380400,"Воскресенье, 2 августа
15:00 (UTC)",,,,,,,,,,,,87.4,,южный,,21.7,1.0,,,2,,,True,,,,10.0,741,16.0,,,7.0
1596391200,"Воскресенье, 2 августа
18:00 (UTC)",,,,,,,,,,,,91.8,,северо-западный,,,3.0,,,,,,,,,,10.0,743,13.5,,True,7.0
1596402000,"Воскресенье, 2 августа
21:00 (UTC)",,,,,,,,,,,,94.2,,западный,,,2.0,,,,,,,,,,10.0,744,12.4,,,7.0
1596412800,"Понедельник, 3 августа
00:00 (UTC)",,,,,,,,,,,,93.6,,северо-западный,,,3.0,,,,,,,,,,10.0,744,12.0,,,7.0
1596423600,"Понедельник, 3 августа
03:00 (UTC)",,,,,,,,,,,,93.6,10.8,западный,,,3.0,,,1,,3,,,,,10.0,746,11.9,,,6.0
1596434400,"Понедельник, 3 августа
06:00 (UTC)",,,,,,,,,,,,79.9,,северо-западный,,,2.0,,,,,,,,,,10.0,747,17.2,,,2.0
1596445200,"Понедельник, 3 августа
09:00 (UTC)",,,,,,,,,,,,49.5,,северный,,,3.0,,,,,,,,,,10.0,747,20.2,,,7.0
1596456000,"Понедельник, 3 августа
12:00 (UTC)",,,,,,,,,,,,37.7,,северо-западный,,,3.0,,,,,,,,,,10.0,747,23.0,,,7.0
1596466800,"Понедельник, 3 августа
15:00 (UTC)",,,,,,,,,,,,46.2,,северо-западный,,23.4,1.0,,,0,,,,,,,10.0,747,22.2,,,6.0
1596477600,"Понедельник, 3 августа
18:00 (UTC)",,,,,,,,,,,,57.3,,,,,0.0,,,,,,,,,,10.0,747,17.2,,,2.0
1596488400,"Понедельник, 3 августа
21:00 (UTC)",,,,,,,,,,,,70.2,,,,,0.0,,,,,,,,,,10.0,748,12.8,,,0.0
1596499200,"Вторник, 4 августа
00:00 (UTC)",,,,,,,,,,,,79.4,,,,,0.0,,,,,,,,,,10.0,749,10.2,,,0.0
1596510000,"Вторник, 4 августа
03:00 (UTC)",,,,,,,,,,,,89.8,9.0,,,,0.0,,,0,,0,,,,,10.0,749,10.8,,,2.0
1596520800,"Вторник, 4 августа
06:00 (UTC)",,,,,,,,,,,,51.0,,,,,0.0,,,,,,,,,,10.0,750,20.8,,,0.0
1596531600,"Вторник, 4 августа
09:00 (UTC)",,,,,,,,,,,,38.1,,восточный,,,2.0,,,,,,,,,,10.0,749,24.6,,,2.0
1596542400,"Вторник, 4 августа
12:00 (UTC)",,,,,,,,,,,,31.4,,,,,0.0,,,,,,,,,,10.0,749,25.8,,,7.0
1596553200,"Вторник, 4 августа
15:00 (UTC)",,,,,,,,,,,,33.9,,восточный,,26.0,3.0,,,0,,,,,,,10.0,748,25.0,,,9.0
1596564000,"Вторник, 4 августа
18:00 (UTC)",,,,,,,,,,,,54.9,,восточный,,,2.0,,,,,,,,,,10.0,749,19.4,,,7.0
1596574800,"Вторник, 4 августа
21:00 (UTC)",,,,,,,,,,,,66.8,,северный,,,1.0,,,,,,,,,,10.0,749,14.6,,,7.0
1596585600,"Среда, 5 августа
00:00 (UTC)",,,,,,,,,,,,77.0,,северный,,,1.0,,,,,,,,,,10.0,749,11.9,,,7.0
1596596400,"Среда, 5 августа
03:00 (UTC)",,,,,,,,,,,,81.4,11.5,северный,,,1.0,,,0,,0,,,,,10.0,750,13.0,,,2.0
1596607200,"Среда, 5 августа
06:00 (UTC)",,,,,,,,,,,,54.3,,северо-восточный,,,1.0,,,,,,,,,,10.0,750,21.5,,,2.0
1596618000,"Среда, 5 августа
09:00 (UTC)",,11.0,,,,,,,,,,38.6,,северо-восточный,,,5.0,,,,,,,,,,10.0,749,25.3,,,2.0
1596628800,"Среда, 5 августа
12:00 (UTC)",,10.0,,,,,,,,,,30.0,,северный,,,6.0,,,,,,,,,,10.0,748,27.3,,,2.0
1596639600,"Среда, 5 августа
15:00 (UTC)",,10.0,,,,,,,,,,28.4,,северный,,27.8,5.0,,,0,,,,,,,10.0,748,27.4,,,2.0
1596650400,"Среда, 5 августа
18:00 (UTC)",,,,,,,,,,,,46.0,,северный,,,3.0,,,,,,,,,,10.0,749,21.4,,,4.0
1596661200,"Среда, 5 августа
21:00 (UTC)",,,,,,,,,,,,64.4,,северный,,,3.0,,,,,,,,,,10.0,749,17.9,,,4.0
1596672000,"Четверг, 6 августа
00:00 (UTC)",,,,,,,,,,,,76.5,,северный,,,2.0,,,,,,,,,,10.0,750,15.4,,,2.0
1596682800,"Четверг, 6 августа
03:00 (UTC)",,,,,,,,,,,,78.6,13.9,северный,,,4.0,,,0,,0,,,,,10.0,750,15.2,,,2.0
1596693600,"Четверг, 6 августа
06:00 (UTC)",,,,,,,,,,,,49.0,,северный,,,5.0,,,,,,,,,,10.0,750,23.2,,,2.0
1596704400,"Четверг, 6 августа
09:00 (UTC)",,,,,,,,,,,,34.2,,северный,,,5.0,,,,,,,,,,10.0,750,27.2,,,4.0
1596715200,"Четверг, 6 августа
12:00 (UTC)",,,,,,,,,,,,30.6,,северо-восточный,,,4.0,,,,,,,,,,10.0,750,29.5,,,4.0
1596726000,"Четверг, 6 августа
15:00 (UTC)",,,,,,,,,,,,33.4,,северный,,29.8,5.0,,,0,,,,,,,10.0,749,28.9,,,7.0
1596736800,"Четверг, 6 августа
18:00 (UTC)",,,,,,,,,,,,46.7,,северный,,,3.0,,,,,,,,,,10.0,750,23.9,,,7.0
1596747600,"Четверг, 6 августа
21:00 (UTC)",,,,,,,,,,,,66.6,,северный,,,3.0,,,,,,,,,,10.0,750,18.1,,,5.0
1596758400,"Пятница, 7 августа
00:00 (UTC)",,,,,,,,,,,,77.2,,северо-западный,,1.4,3.0,,,,,,,,,,10.0,750,16.2,,,5.0
1596769200,"Пятница, 7 августа
03:00 (UTC)",,,,,,,,,,,,79.7,14.6,западный,,,3.0,,,0,,0,,,,,10.0,751,15.8,,,4.0
1596780000,"Пятница, 7 августа
06:00 (UTC)",,,,,,,,,,,,60.7,,северо-западный,,,3.0,,,,,,,,,,10.0,751,23.1,,,4.0
1596790800,"Пятница, 7 августа
09:00 (UTC)",,13.0,,,,,,,,,,56.8,,северный,,,6.0,,,,,,,,,,10.0,750,25.6,,,6.0
1596801600,"Пятница, 7 августа
12:00 (UTC)",,13.0,,,,,,,,,,35.4,,северо-западный,,,7.0,,,,,,,,,,10.0,750,28.0,,,7.0
1596812400,"Пятница, 7 августа
15:00 (UTC)",,12.0,,,,,,,,,,38.9,,северный,,28.2,7.0,,,0,,,,,,,10.0,750,25.4,,,7.0
1596823200,"Пятница, 7 августа
18:00 (UTC)",,10.0,,,,,,,,,,51.2,,северный,,,3.0,,,,,,,,,,10.0,750,20.4,,,4.0
1596834000,"Пятница, 7 августа
21:00 (UTC)",,,,,,,,,,,,62.5,,северный,,,2.0,,,,,,,,,,10.0,750,17.0,,,7.0
1596844800,"Суббота, 8 августа
00:00 (UTC)",,,,,,,,,,,,72.2,,северный,,,4.0,,,,,,,,,,10.0,750,16.0,,,2.0
1596855600,"Суббота, 8 августа
03:00 (UTC)",,,,,,,,,,,,84.3,12.5,северный,,,3.0,,,0,,0,,,,,10.0,750,13.8,,,2.0
1596866400,"Суббота, 8 августа
06:00 (UTC)",,,,,,,,,,,,56.2,,северный,,,4.0,,,,,,,,,,10.0,750,20.4,,,2.0
1596877200,"Суббота, 8 августа
09:00 (UTC)",,11.0,,,,,,,,,,37.6,,северо-восточный,,,6.0,,,,,,,,,,10.0,749,24.7,,,7.0
1596888000,"Суббота, 8 августа
12:00 (UTC)",,11.0,,,,,,,,,,34.8,,северный,,,5.0,,,,,,,,,,10.0,748,26.0,,,5.0
1596898800,"Суббота, 8 августа
15:00 (UTC)",,12.0,,,,,,,,,,37.9,,северный,,26.5,6.0,,,0,,,,,,,10.0,747,24.8,,,5.0
1596909600,"Суббота, 8 августа
18:00 (UTC)",,,,,,,,,,,,57.3,,северный,,,2.0,,,,,,,,,,10.0,747,20.0,,,5.0
1596920400,"Суббота, 8 августа
21:00 (UTC)",,,,,,,,,,,,64.2,,северный,,,2.0,,,,,,,,,,10.0,747,16.8,,,2.0
1596931200,"Воскресенье, 9 августа
00:00 (UTC)",,,,,,,,,,,,70.1,,северо-западный,,,2.0,,,,,,,,,,10.0,746,14.9,,,5.0
1596942000,"Воскресенье, 9 августа
03:00 (UTC)",,,,,,,,,,,,83.3,13.9,северо-западный,,,2.0,,,0,,0,,,,,10.0,746,14.8,,,4.0
1596952800,"Воскресенье, 9 августа
06:00 (UTC)",,,,,,,,,,,,66.3,,северный,,,4.0,,,,,,,,,,10.0,746,20.8,,,2.0
1596963600,"Воскресенье, 9 августа
09:00 (UTC)",,,,,,,,,,,,44.7,,северный,,,5.0,,,,,,,,,,10.0,746,24.6,,,7.0
1596974400,"Воскресенье, 9 августа
12:00 (UTC)",,10.0,,,,,True,,,,,40.2,,северный,,,6.0,,,,,,,,,,10.0,745,24.6,,,7.0
1596985200,"Воскресенье, 9 августа
15:00 (UTC)",,11.0,,,,,,,,,,46.1,,северо-западный,,25.6,6.0,,,менее 0.1,,,,,,,10.0,745,24.2,,,7.0
1596996000,"Воскресенье, 9 августа
18:00 (UTC)",,,,,,,,,,,,65.8,,северо-западный,,,2.0,,,,,,,,,,10.0,745,20.2,,,7.0
1597006800,"Воскресенье, 9 августа
21:00 (UTC)",,,,,,,,,,,,79.3,,западный,,,2.0,,,,,,,,,,10.0,745,16.6,,,4.0
1597017600,"Понедельник, 10 августа
00:00 (UTC)",,,,,,,,,,,,89.0,,северо-западный,,,3.0,,,,,,,,,,10.0,745,15.2,,,4.0
1597028400,"Понедельник, 10 августа
03:00 (UTC)",,,,,,,,,,,,93.1,12.5,северо-западный,,,6.0,,,0,,менее 0.1,,,,,10.0,745,13.8,,,2.0
1597039200,"Понедельник, 10 августа
06:00 (UTC)",,,,,,,,,,,,64.0,,северо-восточный,,,2.0,,,,,,,,,,10.0,746,20.0,,,0.0
1597050000,"Понедельник, 10 августа
09:00 (UTC)",,,,,,,,,,,,45.0,,северо-восточный,,,3.0,,,,,,,,,,10.0,745,23.4,,,6.0
1597060800,"Понедельник, 10 августа
12:00 (UTC)",,,,,,,,,,,,36.2,,северо-восточный,,,5.0,,,,,,,,,,10.0,745,25.7,,,5.0
1597071600,"Понедельник, 10 августа
15:00 (UTC)",,,,,,,,,,,,33.7,,северо-восточный,,26.4,4.0,,,0,,,,,,,10.0,744,25.3,,,4.0
1597082400,"Понедельник, 10 августа
18:00 (UTC)",,,,,,,,,,,,53.9,,северный,,,2.0,,,,,,,,,,10.0,745,20.0,,,2.0
1597093200,"Понедельник, 10 августа
21:00 (UTC)",,,,,,,,,,,,71.9,,западный,,,2.0,,,,,,,,,,10.0,745,14.6,,,2.0
1597104000,"Вторник, 11 августа
00:00 (UTC)",,,,,,,,,,,,81.4,,западный,,,2.0,,,,,,,,,,10.0,745,12.6,,,2.0
1597114800,"Вторник, 11 августа
03:00 (UTC)",,,,,,,,,,,,85.2,10.4,западный,,,2.0,,,0,,0,,,,,10.0,745,11.4,,,2.0
1597125600,"Вторник, 11 августа
06:00 (UTC)",,,,,,,,,,,,52.1,,западный,,,2.0,,,,,,,,,,10.0,745,21.0,,,4.0
1597136400,"Вторник, 11 августа
09:00 (UTC)",,,,,,,,,,,,34.0,,западный,,,3.0,,,,,,,,,,10.0,744,26.2,,,6.0
1597147200,"Вторник, 11 августа
12:00 (UTC)",,12.0,,,,,,,,,,40.9,,западный,,,6.0,,,,,,,,,,10.0,743,26.0,,,6.0
1597158000,"Вторник, 11 августа
15:00 (UTC)",,10.0,,,,,,,,,,62.9,,западный,,26.6,3.0,,,менее 0.1,,,True,,,,10.0,743,20.6,,,7.0
1597168800,"Вторник, 11 августа
18:00 (UTC)",,,,,,,True,,,,,88.1,,северо-западный,,,1.0,,,,,,,,,,10.0,743,17.6,,,7.0
1597179600,"Вторник, 11 августа
21:00 (UTC)",,,,,,,,,,,,89.7,,западный,,,2.0,,,,,,,,,,10.0,743,16.6,,,7.0
1597190400,"Среда, 12 августа
00:00 (UTC)",,,,,,,,,,,,89.0,,северо-западный,,,2.0,,,,,,,,,,10.0,743,15.3,,,9.0
1597201200,"Среда, 12 августа
03:00 (UTC)",,,,,,,,,,,,85.0,14.5,северный,,,4.0,,,менее 0.1,,менее 0.1,True,,,,10.0,742,15.0,,,10.0
1597212000,"Среда, 12 августа
06:00 (UTC)",,,,,,,,,,,,93.1,13.5,северо-западный,,,3.0,,,,,,True,,,,8.0,743,14.0,,,10.0
1597222800,"Среда, 12 августа
09:00 (UTC)",,,,,,,,,,,,73.1,,северный,,,4.0,,,,,,,,,,10.0,743,18.2,,True,9.0
1597233600,"Среда, 12 августа
12:00 (UTC)",,,,,,,,,,,,47.0,,северный,,,3.0,,,,,,,,,,10.0,742,20.7,,True,7.0
1597244400,"Среда, 12 августа
15:00 (UTC)",,,,,,,,,,,,45.3,,северо-западный,,21.6,5.0,,,10,,,,,,,10.0,743,20.0,,,7.0
1597255200,"Среда, 12 августа
18:00 (UTC)",,,,,,,,,,,,74.2,,западный,,,1.0,,,,,,,,,,10.0,743,13.5,,,2.0
1597266000,"Среда, 12 августа
21:00 (UTC)",,,,,,,,,,,,82.9,,западный,,,2.0,,,,,,,,,,10.0,743,11.4,,,7.0
1597276800,"Четверг, 13 августа
00:00 (UTC)",,,,,,,,,,,,89.9,,северо-западный,,,2.0,,,,,,,,,,10.0,742,11.7,,,7.0
1597287600,"Четверг, 13 августа
03:00 (UTC)",,,,,,,,,,,,94.9,11.1,северо-западный,,,4.0,,,0,,10,,True,,,7.0,742,12.0,,,10.0
1597298400,"Четверг, 13 августа
06:00 (UTC)",,,,,,,,,,,,74.5,,северный,,,5.0,,,,,,,,,,10.0,742,15.4,,,9.0
1597309200,"Четверг, 13 августа
09:00 (UTC)",,,,,,,,,,,,52.1,,северо-западный,,,5.0,,,,,,,,,,10.0,741,18.4,,,9.0
1597320000,"Четверг, 13 августа
12:00 (UTC)",,11.0,,,,,True,,,,,75.7,,северо-западный,,,6.0,,,,,,,,,,10.0,741,16.6,,,9.0
1597330800,"Четверг, 13 августа
15:00 (UTC)",,13.0,,,,,,,,,,65.9,,северо-западный,,19.9,7.0,,,0.4,,,,,,,10.0,742,16.6,,,9.0
1597341600,"Четверг, 13 августа
18:00 (UTC)",,10.0,,,,,,,,,,79.0,,северо-западный,,,6.0,,,,,,,,,,10.0,742,14.7,,,9.0
1597352400,"Четверг, 13 августа
21:00 (UTC)",,,,,,,True,,,,,90.6,,северный,,,6.0,,,,,,,,,,10.0,742,13.4,,,10.0
1597363200,"Пятница, 14 августа
00:00 (UTC)",,,,,,,,,,,,82.9,,северо-западный,,,3.0,,,,,,,,,,10.0,743,11.6,,True,4.0
1597374000,"Пятница, 14 августа
03:00 (UTC)",,,,,,,,,,,,94.8,10.8,северо-западный,,,3.0,,,0.5,,0.7,,True,,,8.0,743,11.4,,,4.0
1597384800,"Пятница, 14 августа
06:00 (UTC)",,,,,,,,,,,,83.2,,северный,,,6.0,,,,,,,,,,10.0,743,14.2,,,9.0
1597395600,"Пятница, 14 августа
09:00 (UTC)",,11.0,,,,,,,,,,44.0,,северо-западный,,,8.0,,,,,,,,,,10.0,744,17.6,,,6.0
1597406400,"Пятница, 14 августа
12:00 (UTC)",,15.0,,,,,,,,,,35.6,,северо-западный,,,10.0,,,,,,,,,,10.0,744,18.4,,,6.0
1597417200,"Пятница, 14 августа
15:00 (UTC)",,15.0,,,,,,,,,,37.1,,северный,,18.9,7.0,,,0,,,,,,,10.0,744,17.5,,,7.0
1597428000,"Пятница, 14 августа
18:00 (UTC)",,13.0,,,,,,,,,,57.0,,северный,,,3.0,,,,,,,,,,10.0,745,14.2,,,7.0
1597438800,"Пятница, 14 августа
21:00 (UTC)",,,,,,,,,,,,65.1,,северный,,,2.0,,,,,,,,,,10.0,746,13.1,,,6.0
1597449600,"Суббота, 15 августа
00:00 (UTC)",,,,,,,,,,,,79.0,,северо-западный,,,3.0,,,,,,,,,,10.0,746,11.2,,,7.0
1597460400,"Суббота, 15 августа
03:00 (UTC)",,,,,,,,,,,,86.8,8.5,северо-западный,,,2.0,,,0,,0,,,,,10.0,746,10.2,,,9.0
1597471200,"Суббота, 15 августа
06:00 (UTC)",,,,,,,,,,,,70.7,,северный,,,4.0,,,,,,,,,,10.0,746,13.2,,,9.0
1597482000,"Суббота, 15 августа
09:00 (UTC)",,10.0,,,,,,,,,,42.0,,северный,,,6.0,,,,,,,,,,10.0,746,17.0,,,9.0
1597492800,"Суббота, 15 августа
12:00 (UTC)",,11.0,,,,,,,,,,38.9,,северный,,,7.0,,,,,,,,,,10.0,746,19.0,,,7.0
1597503600,"Суббота, 15 августа
15:00 (UTC)",,10.0,,,,,,,,,,46.0,,северо-западный,,20.6,6.0,,,0,,,,,,,10.0,746,18.3,,,9.0
1597514400,"Суббота, 15 августа
18:00 (UTC)",,,,,,,,,,,,64.8,,северо-западный,,,2.0,,,,,,,,,,10.0,746,15.5,,,9.0
1597525200,"Суббота, 15 августа
21:00 (UTC)",,,,,,,True,,,,,76.8,,северный,,,1.0,,,,,,,,,,10.0,746,14.1,,,9.0
1597536000,"Воскресенье, 16 августа
00:00 (UTC)",,,,,,,,,,,,84.1,,западный,,,2.0,,,,,,,,,,10.0,745,11.7,,True,5.0
1597546800,"Воскресенье, 16 августа
03:00 (UTC)",,,,,,,,,,,,92.3,9.8,западный,,,1.0,,,менее 0.1,,менее 0.1,,,,,10.0,745,10.2,,,7.0
1597557600,"Воскресенье, 16 августа
06:00 (UTC)",,,,,,,,,,,,73.5,,северо-западный,,,2.0,,,,,,,,,,10.0,745,15.4,,,9.0
1597568400,"Воскресенье, 16 августа
09:00 (UTC)",,,,,,,,,,,,51.8,,западный,,,3.0,,,,,,,,,,10.0,745,20.1,,,9.0
1597579200,"Воскресенье, 16 августа
12:00 (UTC)",,,,,,,,,,,,43.9,,западный,,,5.0,,,,,,,,,,10.0,744,21.5,,,9.0
1597590000,"Воскресенье, 16 августа
15:00 (UTC)",,,,,,,,,,,,45.0,,северо-западный,,22.5,4.0,,,0,,,,,,,10.0,744,21.4,,,9.0
1597600800,"Воскресенье, 16 августа
18:00 (UTC)",,,,,,,,,,,,65.3,,западный,,,3.0,,,,,,,,,,10.0,744,17.8,,,7.0
1597611600,"Воскресенье, 16 августа
21:00 (UTC)",,,,,,,,,,,,79.6,,западный,,,4.0,,,,,,,,,,10.0,743,15.5,,,7.0
1597622400,"Понедельник, 17 августа
00:00 (UTC)",,,,,,,,,,,,81.3,,западный,,,4.0,,,,,,,,,,10.0,743,16.0,,,7.0
1597633200,"Понедельник, 17 августа
03:00 (UTC)",,,,,,,,,,,,87.9,13.9,западный,,,4.0,,,0,,0,,,,,10.0,742,15.4,,,9.0
1597644000,"Понедельник, 17 августа
06:00 (UTC)",,,,,,,,,,,,65.1,,западный,,,6.0,,,,,,,,,,10.0,742,21.2,,,2.0
1597654800,"Понедельник, 17 августа
09:00 (UTC)",,12.0,,,,,,,,,,42.8,,северо-западный,,,8.0,,,,,,,,,,10.0,741,27.0,,,6.0
1597665600,"Понедельник, 17 августа
12:00 (UTC)",,14.0,,,,,,,,,,51.1,,западный,,,6.0,,,,,,,,,,10.0,741,25.0,,True,6.0
1597676400,"Понедельник, 17 августа
15:00 (UTC)",,12.0,,,,,,,,,,45.7,,северо-западный,,27.1,7.0,,,0.8,,,,,,,10.0,741,25.9,,,6.0
1597687200,"Понедельник, 17 августа
18:00 (UTC)",,19.0,,,,,,,,,,95.7,,западный,,,2.0,,,,,,,,,,10.0,742,17.4,True,,7.0
1597698000,"Понедельник, 17 августа
21:00 (UTC)",,,,,,,,,,,,95.6,,западный,,,3.0,,,,,,,,,,10.0,742,16.3,,True,5.0
1597708800,"Вторник, 18 августа
00:00 (UTC)",,,,,,,,,,,,95.6,,северный,,,1.0,,,,,,,,,,10.0,742,15.6,,True,4.0
