timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Туман (видимость менее 1 км),Ливневой дождь со снегом слабый,Ливневый дождь,Количество облаков уменьшилось,Дождь (незамерзающий) слабый с перерывами,Дождь (незамерзающий) умеренный непрерывный,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,Поземные туманы сплошным слоем (высота меньше 2 м от поверхности земли),"Минимальная температура, °C",Направление ветра,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),Ливневой дождь со снегом умеренный или сильный,"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,Туман ослабел (небо видно),Количество облаков увеличилось,Морось (незамерзающая) слабая с перерывами,"Осадки за 24 часа, мм",Дымка (видимость больше 1 км),Ливневой дождь слабый,Туман без изменений (небо не видно),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,"Температура воздуха, °C",Количество облаков не изменилось,"Поземные туманы клочками, полосами(высота меньше 2 м от поверхности земли)",Туман без изменений (небо видно),Балл общей облачности,Ливневой снег слабый
1594296000,"Четверг, 9 июля
12:00 (UTC)",,8.0,,,,,,,,,53.3,,,,западный,,,4,,,,,,,,,,,,10,759,,18.8,True,,,7.0,
1594306800,"Четверг, 9 июля
15:00 (UTC)",,5.0,,,,,,,,,52.5,,,,юго-западный,,,2,,,менее 0.1,,,,,,,,,10,760,,19.9,,,,7.0,
1594317600,"Четверг, 9 июля
18:00 (UTC)",,3.0,,,,,,,,,71.5,,,,северный,,20.5,1,,,менее 0.1,,,,,,,,,10,759,,17.5,,,,9.0,
1594328400,"Четверг, 9 июля
21:00 (UTC)",,2.0,,,,,,,,,87.3,,,,северо-западный,,,1,,,,,,,,,,True,,4,759,,15.4,,,,10.0,
1594339200,"Пятница, 10 июля
00:00 (UTC)",,4.0,,,,,,,,,94.3,,,,юго-восточный,,,2,,,,,,,,,,True,,4,758,,14.1,,,,10.0,
1594350000,"Пятница, 10 июля
03:00 (UTC)",,4.0,True,,,,,,,,95.6,,,14.0,юго-восточный,,,3,,,6,,,,,6,,,,4,755,,14.1,,,,10.0,
1594360800,"Пятница, 10 июля
06:00 (UTC)",,7.0,,,,,,,,,93.8,,,14.1,южный,,,4,True,,7,,,,,,,,,4,754,,17.0,,,,9.0,
1594371600,"Пятница, 10 июля
09:00 (UTC)",,7.0,,,,,,,,,84.3,,,,южный,,,4,,,,,,,,,True,,,4,757,,18.6,,,,10.0,
1594382400,"Пятница, 10 июля
12:00 (UTC)",,10.0,,,,,,,,,67.5,,,,юго-западный,,,6,,,,,,,,,,,,10,756,,20.2,,,,7.0,
1594393200,"Пятница, 10 июля
15:00 (UTC)",,8.0,,,,,,,,,79.6,,,,восточный,,,1,,,0.8,,,,,,,,,10,755,,19.1,,,,10.0,
1594404000,"Пятница, 10 июля
18:00 (UTC)",,4.0,,,,,,,,,96.3,,,,восточный,,20.4,3,,,5,,,,,,,,,4,755,True,17.0,,,,10.0,
1594414800,"Пятница, 10 июля
21:00 (UTC)",,6.0,,,,,,,,,96.3,,,,юго-восточный,,,2,,,,,,,,,True,,,4,753,,17.0,,,,7.0,
1594425600,"Суббота, 11 июля
00:00 (UTC)",,16.0,,,,,,,,,86.1,,,,западный,,,9,,,,,,,,,True,,,4,756,,14.9,,,,10.0,
1594436400,"Суббота, 11 июля
03:00 (UTC)",,13.0,,,,,,,,,81.5,,,13.4,западный,,,5,,,5,,,,,11,,,,10,759,,13.7,,,,9.0,
1594447200,"Суббота, 11 июля
06:00 (UTC)",,10.0,,,,,,,,,82.7,,,13.4,юго-западный,,,5,,,0,,,,,,,,,10,760,,14.4,,,,10.0,
1594458000,"Суббота, 11 июля
09:00 (UTC)",,9.0,,,,,,,,,71.7,,,,юго-западный,,,7,,,,,,,,,,,,10,762,,15.9,,,,9.0,
1594468800,"Суббота, 11 июля
12:00 (UTC)",,11.0,,,,,,,,,63.1,,,,западный,,,5,,,,,,,,,,,,10,763,,17.6,,,,9.0,
1594479600,"Суббота, 11 июля
15:00 (UTC)",,9.0,,,,,,,,,75.0,,,,,,,0,,,0,,,,,,,,,10,764,,15.5,,,,10.0,
1594490400,"Суббота, 11 июля
18:00 (UTC)",,8.0,,,,,,,,,73.0,,,,западный,,18.1,2,,,0,,,,,,,,,10,764,,15.2,,,,10.0,
1594501200,"Суббота, 11 июля
21:00 (UTC)",,4.0,,,,,,,,,87.5,,,,юго-западный,,,2,,,,,,,,,,,,4,765,,11.7,,,,1.0,
1594512000,"Воскресенье, 12 июля
00:00 (UTC)",,3.0,,,,,,,,,94.1,,,,южный,,,2,,,,,,,,,,,,4,765,,9.9,,,,2.0,
1594522800,"Воскресенье, 12 июля
03:00 (UTC)",,3.0,,,,,,,,,94.7,,,8.8,юго-западный,,,2,,,0,,,,,0,True,,,4,765,,9.1,,,,2.0,
1594533600,"Воскресенье, 12 июля
06:00 (UTC)",,6.0,,,,,,,,,81.3,,,8.8,юго-западный,,,4,,,0,,,,,,,,,10,765,,15.9,,,,6.0,
1594544400,"Воскресенье, 12 июля
09:00 (UTC)",,8.0,,,,,,,,,65.5,,,,западный,,,4,,,,,,True,,,,,,10,765,,16.9,,,,7.0,
1594555200,"Воскресенье, 12 июля
12:00 (UTC)",,11.0,,,,,,,,,68.1,,,,западный,,,5,,,,,,True,,,,,,10,766,,16.4,,,,9.0,
1594566000,"Воскресенье, 12 июля
15:00 (UTC)",,9.0,,,,,,,,,51.8,,,,западный,,,6,,,менее 0.1,,,,,,,,,10,766,,17.4,,,,6.0,
1594576800,"Воскресенье, 12 июля
18:00 (UTC)",,9.0,,,,,,,,,70.0,,,,западный,,18.2,3,,,менее 0.1,,,,,,,,,10,766,,14.5,,,,4.0,
1594587600,"Воскресенье, 12 июля
21:00 (UTC)",,7.0,,,,,,,,,88.7,,,,юго-западный,,,2,,,,,,,,,True,,,4,765,,11.6,,,,7.0,
1594598400,"Понедельник, 13 июля
00:00 (UTC)",,3.0,,,,,,,,,94.2,,,,южный,,,2,,,,,,,,,,True,,4,765,,11.3,,,,7.0,
1594609200,"Понедельник, 13 июля
03:00 (UTC)",,4.0,,,,,,,,,94.8,,,11.1,южный,,,2,,,менее 0.1,,,,,менее 0.1,True,,,4,764,,11.9,,,,6.0,
1594620000,"Понедельник, 13 июля
06:00 (UTC)",,6.0,,,,,,,,,79.2,,,11.1,западный,,,4,,,менее 0.1,,,,,,,,,10,764,,16.3,,,,7.0,
1594630800,"Понедельник, 13 июля
09:00 (UTC)",,7.0,,,,,,,,,65.2,,,,западный,,,3,,,,,,,,,,,,10,764,,17.3,,,,7.0,
1594641600,"Понедельник, 13 июля
12:00 (UTC)",,9.0,,,,,,,,,63.3,,,,западный,,,5,,,,,,,,,,,,10,764,,18.4,,,,7.0,
1594652400,"Понедельник, 13 июля
15:00 (UTC)",,8.0,,,,,,,,,68.5,,,,западный,,,5,,,0,,,,,,,,,10,764,,16.4,,,,9.0,
1594663200,"Понедельник, 13 июля
18:00 (UTC)",,7.0,,,,,,,,,76.5,,,,западный,,19.2,3,,,0,,,,,,,,,10,764,,15.1,,,,9.0,
1594674000,"Понедельник, 13 июля
21:00 (UTC)",,5.0,,,,,,,,,86.5,,,,западный,,,2,,,,,,,,,True,,,4,764,,13.5,,,,9.0,
1594684800,"Вторник, 14 июля
00:00 (UTC)",,4.0,,,,,,,,,93.6,,,,южный,,,2,,,,,,,,,True,,,4,763,,12.0,,,,7.0,
1594695600,"Вторник, 14 июля
03:00 (UTC)",,3.0,,,,,,,,,94.9,,,11.8,юго-западный,,,1,,,0,,,,,0,True,,,4,763,,12.7,,,,7.0,
1594706400,"Вторник, 14 июля
06:00 (UTC)",,3.0,,,,,,,,,86.1,,,11.8,юго-западный,,,2,,,0,,,,,,True,,,4,763,,14.6,,,,7.0,
1594717200,"Вторник, 14 июля
09:00 (UTC)",,5.0,,,,,,,,,64.5,,,,юго-западный,,,2,,,,,,,,,,,,10,763,,18.4,,,,7.0,
1594728000,"Вторник, 14 июля
12:00 (UTC)",,7.0,,,,,,,,,58.1,,,,северо-западный,,,3,,,,,,,,,,,,10,762,,20.4,,,,7.0,
1594738800,"Вторник, 14 июля
15:00 (UTC)",,6.0,,,,,,,,,64.9,,,,северо-западный,,,3,,,0,,,,,,,,,10,761,,20.2,,,,4.0,
1594749600,"Вторник, 14 июля
18:00 (UTC)",,4.0,,,,,,,,,74.0,,,,северо-восточный,,21.9,2,,,0,,,,,,,,,10,761,,18.2,,,,0.0,
1594760400,"Вторник, 14 июля
21:00 (UTC)",,3.0,,,,,,,,,94.9,,,,юго-восточный,,,1,,,,,,,,,True,,,4,760,,12.6,,,,0.0,
1594771200,"Среда, 15 июля
00:00 (UTC)",,1.0,,,,,,,,,96.7,,,,восточный,,,1,,,,,,,,,True,,,1,760,,10.0,,,,0.0,
1594782000,"Среда, 15 июля
03:00 (UTC)",,3.0,,,,,,,,,96.7,,,9.1,восточный,,,2,,,0,,,,,0,True,,,4,760,,10.0,,,,0.0,
1594792800,"Среда, 15 июля
06:00 (UTC)",,2.0,,,,,,,,,81.9,,,9.1,восточный,,,2,,,0,,,,,,,,,10,760,,16.6,,,,0.0,
1594803600,"Среда, 15 июля
09:00 (UTC)",,5.0,,,,,,,,,53.5,,,,восточный,,,3,,,,,,,,,,,,10,759,,22.5,,,,1.0,
1594814400,"Среда, 15 июля
12:00 (UTC)",,5.0,,,,,,,,,38.5,,,,восточный,,,1,,,,,,,,,,,,10,759,,25.0,,,,2.0,
1594825200,"Среда, 15 июля
15:00 (UTC)",,5.0,,,,,,,,,42.4,,,,восточный,,,3,,,0,,,,,,,,,10,758,,24.4,,,,2.0,
1594836000,"Среда, 15 июля
18:00 (UTC)",,5.0,,,,,,,,,62.3,,,,северо-восточный,,25.7,2,,,0,,,,,,,,,10,758,,21.5,,,,2.0,
1594846800,"Среда, 15 июля
21:00 (UTC)",,3.0,,,,,,,,,80.8,,,,северо-восточный,,,3,,,,,,,,,,,,10,758,,16.2,,,,4.0,
1594857600,"Четверг, 16 июля
00:00 (UTC)",,3.0,,,,,,,,,89.4,,,,восточный,,,1,,,,,,,,,True,,,4,757,,13.4,,,,2.0,
1594868400,"Четверг, 16 июля
03:00 (UTC)",,4.0,,,,,,,,,88.2,,,12.6,восточный,,,2,,,0,,,,,0,True,,,4,757,,12.9,,,,7.0,
1594879200,"Четверг, 16 июля
06:00 (UTC)",,4.0,,,,,,,,,80.9,,,12.6,восточный,,,2,,,0,,,,,,,,,10,757,,16.7,,,,7.0,
1594890000,"Четверг, 16 июля
09:00 (UTC)",,4.0,,,,,,,,,61.9,,,,восточный,,,1,,,,,,,,,,,,10,757,,23.0,,,,2.0,
1594900800,"Четверг, 16 июля
12:00 (UTC)",,7.0,,,,,,,,True,79.1,,,,юго-западный,,,3,,,,,,,,,,,,10,758,,19.2,,,,9.0,
1594911600,"Четверг, 16 июля
15:00 (UTC)",,4.0,,,,,,,,,76.5,,,,северо-западный,,,1,,,0.4,,,True,,,,,,10,758,,18.2,,,,10.0,
1594922400,"Четверг, 16 июля
18:00 (UTC)",,4.0,,,,,,,,,89.8,,,,,,23.2,0,,,0.4,,,,,,True,,,4,759,,18.0,,,,10.0,
1594933200,"Четверг, 16 июля
21:00 (UTC)",,3.0,,,,,,,,,91.4,,,,,,,0,,,,,,,,,True,,,4,759,,16.0,,,,7.0,
1594944000,"Пятница, 17 июля
00:00 (UTC)",,3.0,,,,,,,,,95.6,,,,северо-западный,,,1,,,,,,,,,True,,,4,760,,15.0,,,,10.0,
1594954800,"Пятница, 17 июля
03:00 (UTC)",,3.0,,,,,,,,,98.7,,,13.4,западный,,,1,,,0,,,,,0.4,True,,,4,760,,14.8,,,,10.0,
1594965600,"Пятница, 17 июля
06:00 (UTC)",,3.0,,,,,,,,,77.7,,,13.4,,,,0,,,0,,,,,,,,,10,762,,19.8,,,,2.0,
1594976400,"Пятница, 17 июля
09:00 (UTC)",,3.0,,,,,,,,,52.8,,,,,,,0,,,,,,,,,,,,10,761,,23.8,,,,1.0,
1594987200,"Пятница, 17 июля
12:00 (UTC)",,5.0,,,,,,,,,46.2,,,,северо-восточный,,,3,,,,,,,,,,,,10,762,,24.6,,,,6.0,
1594998000,"Пятница, 17 июля
15:00 (UTC)",,7.0,,,,,,,,,45.7,,,,северный,,,4,,,0,,,,,,,,,10,762,,24.8,,,,2.0,
1595008800,"Пятница, 17 июля
18:00 (UTC)",,8.0,,,,,,,,,65.1,,,,северный,,26.9,3,,,0,,,,,,,,,10,762,,21.1,,,,2.0,
1595019600,"Пятница, 17 июля
21:00 (UTC)",,4.0,,,,,,,,,85.2,,,,северо-западный,,,1,,,,,,,,,True,,,4,763,,16.6,,,,0.0,
1595030400,"Суббота, 18 июля
00:00 (UTC)",,2.0,,,,,,,,,94.9,,,,западный,,,1,,,,,,,,,True,,,4,763,,12.9,,,,0.0,
1595041200,"Суббота, 18 июля
03:00 (UTC)",,1.0,,,,,,,,,96.7,,,11.4,,,,0,,,0,,,,,0,True,,,4,764,,11.7,,,,0.0,
1595052000,"Суббота, 18 июля
06:00 (UTC)",,2.0,,,,,,,,,68.6,,,11.4,,,,0,,,0,,,True,,,,,,10,764,,21.3,,,,1.0,
1595062800,"Суббота, 18 июля
09:00 (UTC)",,4.0,,,,,,,,,44.7,,,,восточный,,,3,,,,,,,,,,,,10,764,,25.5,,,,1.0,
1595073600,"Суббота, 18 июля
12:00 (UTC)",,6.0,,,,,,,,,40.0,,,,северо-восточный,,,1,,,,,,,,,,,,10,764,,26.6,,,,2.0,
1595084400,"Суббота, 18 июля
15:00 (UTC)",,6.0,,,,,,,,,46.3,,,,северо-восточный,,,2,,,0,,,,,,,,,10,764,,25.9,,,,2.0,
1595095200,"Суббота, 18 июля
18:00 (UTC)",,7.0,,,,,,,,,60.2,,,,северный,,27.8,2,,,0,,,,,,,,,10,763,,22.4,,,,0.0,
1595106000,"Суббота, 18 июля
21:00 (UTC)",,4.0,,,,,,,,,88.0,,,,,,,0,,,,,,,,,True,,,4,764,,16.4,,,,1.0,
1595116800,"Воскресенье, 19 июля
00:00 (UTC)",,1.0,,,,,,,,,94.3,,,,,,,0,,,,,,,,,True,,,4,764,,13.6,,,,0.0,
1595127600,"Воскресенье, 19 июля
03:00 (UTC)",,2.0,,,,,,,,,96.8,,,12.0,,,,0,,,0,,,,,0,True,,,4,763,,12.2,,,,2.0,
1595138400,"Воскресенье, 19 июля
06:00 (UTC)",,2.0,,,,,,,,,76.3,,,11.9,восточный,,,1,,,0,,,,,,,,,10,763,,19.9,,,,4.0,
1595149200,"Воскресенье, 19 июля
09:00 (UTC)",,3.0,,,,,,,,,54.0,,,,восточный,,,2,,,,,,,,,,,,10,763,,25.6,,,,7.0,
1595160000,"Воскресенье, 19 июля
12:00 (UTC)",,5.0,,,,,,,,,40.0,,,,восточный,,,2,,,,,,,,,,,,10,762,,27.6,,,,6.0,
1595170800,"Воскресенье, 19 июля
15:00 (UTC)",,6.0,,,,,,,,,41.0,,,,восточный,,,3,,,0,,,,,,,,,10,761,,27.5,,,,7.0,
1595181600,"Воскресенье, 19 июля
18:00 (UTC)",,5.0,,,,,,,,,61.4,,,,северо-восточный,,28.6,2,,,0,,,,,,,,,10,760,,24.3,,,,6.0,
1595192400,"Воскресенье, 19 июля
21:00 (UTC)",,4.0,,,,,,,,,83.2,,,,восточный,,,1,,,,,,,,,,,,10,761,,18.5,,,,4.0,
1595203200,"Понедельник, 20 июля
00:00 (UTC)",,2.0,,,,,,,,,88.5,,,,восточный,,,2,,,,,,,,,True,,,4,760,,16.3,,,,2.0,
1595214000,"Понедельник, 20 июля
03:00 (UTC)",,2.0,,,,,,,,,95.5,,,13.0,восточный,,,1,,,0,,,,,0,True,,,4,759,,13.3,,,,4.0,
1595224800,"Понедельник, 20 июля
06:00 (UTC)",,3.0,,,,,,,,,71.4,,,13.0,юго-восточный,,,2,,,0,,,,,,,,,10,759,,21.7,,,,2.0,
1595235600,"Понедельник, 20 июля
09:00 (UTC)",,6.0,,,,,,,,,53.1,,,,юго-западный,,,3,,,,,,,,,,,,10,759,,27.4,,,,2.0,
1595246400,"Понедельник, 20 июля
12:00 (UTC)",,12.0,,,,,,,,True,75.4,,,,юго-восточный,,,5,,,,,,,,,,,,10,759,,17.8,,,,9.0,
1595257200,"Понедельник, 20 июля
15:00 (UTC)",,8.0,,,,,,,,,88.2,,,,западный,,,1,,,0.6,,,,,,,True,,4,759,,19.2,,,,10.0,
1595268000,"Понедельник, 20 июля
18:00 (UTC)",,9.0,,,,,,,,,92.1,,,,юго-западный,,28.6,4,,,2,,,,,,,True,,4,759,,17.5,,,,10.0,
1595278800,"Понедельник, 20 июля
21:00 (UTC)",,6.0,,,,,,True,,,96.3,,,,южный,,,1,,,,,,,,,,,,4,759,,16.9,,,,10.0,
1595289600,"Вторник, 21 июля
00:00 (UTC)",,5.0,,,,,,,,,93.2,,,,западный,,,3,,,,,,,,,True,,,4,760,,15.5,,,,2.0,
1595300400,"Вторник, 21 июля
03:00 (UTC)",,4.0,,,,,,,,,88.8,,,13.1,западный,,,3,,,2,,,,,2,,,,4,760,,13.3,,,,0.0,
1595311200,"Вторник, 21 июля
06:00 (UTC)",,8.0,,,,,,,,,69.6,,,13.1,западный,,,5,,,0.1,,,,,,,,,10,761,,16.9,,,,7.0,
1595322000,"Вторник, 21 июля
09:00 (UTC)",,11.0,,,,,,,,,56.5,,,,западный,,,7,,,,,,,,,,,,10,761,,18.3,,,,7.0,
1595332800,"Вторник, 21 июля
12:00 (UTC)",,11.0,,,,,,,,,54.0,,,,западный,,,7,,,,,,,,,,,,10,762,,18.9,,,,7.0,
1595343600,"Вторник, 21 июля
15:00 (UTC)",,11.0,,,,,,,,,54.5,,,,западный,,,7,,,0,,,,,,,,,10,762,,18.1,,,,7.0,
1595354400,"Вторник, 21 июля
18:00 (UTC)",,12.0,,,,,,,,,60.7,,,,западный,,20.4,5,,,0,,,,,,,,,10,762,,16.2,,,,4.0,
1595365200,"Вторник, 21 июля
21:00 (UTC)",,9.0,,,,,,,,,78.3,,,,западный,,,3,,,,,,,,,,,,10,761,,13.7,,,,6.0,
1595376000,"Среда, 22 июля
00:00 (UTC)",,8.0,,,,True,,,,,86.5,,,,южный,,,2,,,,,,,,,,,,4,761,,12.9,,,,7.0,
1595386800,"Среда, 22 июля
03:00 (UTC)",,9.0,,,,True,,,,,89.3,,,11.5,юго-западный,,,3,,,0.6,,,,,0.6,,,,4,760,,12.1,,,,6.0,
1595397600,"Среда, 22 июля
06:00 (UTC)",,10.0,,,,,True,,,,68.1,,,11.5,западный,,,6,,,0.6,,,,,,,,,10,761,,16.4,,,,5.0,
1595408400,"Среда, 22 июля
09:00 (UTC)",,13.0,,,,,,,,,59.9,,,,западный,,,8,,,,,,,,,,,,10,761,,18.0,,,,7.0,
1595419200,"Среда, 22 июля
12:00 (UTC)",,14.0,,,,,,,,,56.6,,,,западный,,,9,,,,,,,,,,,,10,762,,18.8,,,,7.0,
1595430000,"Среда, 22 июля
15:00 (UTC)",,13.0,,,,,,,,,60.4,,,,западный,,,6,,,0,,,,,,,,,10,762,,18.3,,,,7.0,
1595440800,"Среда, 22 июля
18:00 (UTC)",,11.0,,,,,,,,,70.2,,,,западный,,19.2,3,,,0,,,,,,,,,10,762,,15.6,,,,2.0,
1595451600,"Среда, 22 июля
21:00 (UTC)",,6.0,,,,,,,,,89.3,,,,западный,,,3,,,,,,,,,True,,,10,761,,11.3,,,,1.0,
1595462400,"Четверг, 23 июля
00:00 (UTC)",,4.0,,,,,,,,,92.2,,,,юго-западный,,,2,,,,,,,,,True,,,4,761,,9.9,,,,1.0,
1595473200,"Четверг, 23 июля
03:00 (UTC)",,5.0,,,,,,,,,92.3,,,9.7,юго-западный,,,3,,,0,,,,,0,True,,,4,760,,10.7,,,,4.0,
1595484000,"Четверг, 23 июля
06:00 (UTC)",,6.0,,,,True,,,,,89.4,,,9.7,юго-западный,,,2,,,3,,,,,,,,,4,760,,13.4,,,,4.0,
1595494800,"Четверг, 23 июля
09:00 (UTC)",,10.0,,,,True,,,,,77.1,,,,северо-западный,,,3,,,,,,,,,,,,10,760,,15.8,,,,7.0,
1595505600,"Четверг, 23 июля
12:00 (UTC)",,12.0,,,,,True,,,,50.4,,,,западный,,,5,,,,,,,,,,,,10,760,,18.6,,,,5.0,
1595516400,"Четверг, 23 июля
15:00 (UTC)",,9.0,,,,,,,,,48.3,,,,западный,,,5,,,3,,,,,,,,,10,759,,18.4,,,,2.0,
1595527200,"Четверг, 23 июля
18:00 (UTC)",,8.0,,,,,,,,,60.6,,,,западный,,20.1,2,,,0.1,,,,,,,,,10,759,,15.7,,,,2.0,
1595538000,"Четверг, 23 июля
21:00 (UTC)",,3.0,,,,,,,,,89.3,,,,южный,,,2,,,,,,,,,True,,,4,759,,11.2,,,,1.0,
1595548800,"Пятница, 24 июля
00:00 (UTC)",,3.0,,,,,,,,,94.1,,,,южный,,,2,,,,,,,,,True,,,4,759,,9.4,,,,0.0,
1595559600,"Пятница, 24 июля
03:00 (UTC)",,3.0,,,,,,,,,94.7,,,8.6,южный,,,1,,,0,,,,,3,True,,,4,758,,8.8,,,,2.0,
1595570400,"Пятница, 24 июля
06:00 (UTC)",,5.0,,,,,,,,,82.7,,,8.6,южный,,,2,,,0,,,,,,,,,10,758,,14.3,,,,7.0,
1595581200,"Пятница, 24 июля
09:00 (UTC)",,5.0,,,,,,,,,68.2,,,,южный,,,3,,,,,,,,,,,,10,758,,17.2,,,,10.0,
1595592000,"Пятница, 24 июля
12:00 (UTC)",,6.0,,,,,,,,,68.1,,,,юго-восточный,,2.5,3,,,,,,,,,,,,10,757,,18.8,,,,10.0,
1595602800,"Пятница, 24 июля
15:00 (UTC)",,9.0,,,,,,,,,52.4,,,,южный,,,4,,,0,,,,,,,,,10,755,,22.1,,,,9.0,
1595613600,"Пятница, 24 июля
18:00 (UTC)",,8.0,,,,,,True,,,90.8,,,,северный,,22.8,2,,,0.1,,,,,,,,,4,755,,15.9,,,,10.0,
1595624400,"Пятница, 24 июля
21:00 (UTC)",,4.0,,,,,,,,,96.2,,,,юго-восточный,,,3,,,,,,,,,,,,4,755,True,14.9,,,,10.0,
1595635200,"Суббота, 25 июля
00:00 (UTC)",,4.0,,,,,,,,,96.8,,,,юго-восточный,,,2,,,,,,,,,True,,,4,755,,13.5,,,,4.0,
1595646000,"Суббота, 25 июля
03:00 (UTC)",,3.0,,,,,,,,,98.7,,,12.2,южный,,,1,,,5,,,,,5,True,,,4,755,,12.5,,,,1.0,
1595656800,"Суббота, 25 июля
06:00 (UTC)",,6.0,,,,,,,,,89.1,,,12.2,юго-западный,,,3,,,5,,,,,,True,,,4,756,,16.8,,,,6.0,
1595667600,"Суббота, 25 июля
09:00 (UTC)",,10.0,,,,,,,,,74.2,,,,юго-западный,,,6,,,,,,,,,,,,10,757,,19.3,,,,6.0,
1595678400,"Суббота, 25 июля
12:00 (UTC)",,10.0,,,,,,,,,64.6,,,,юго-западный,,,6,,,,,,,,,,,,10,758,,20.7,,,,7.0,
1595689200,"Суббота, 25 июля
15:00 (UTC)",,10.0,,,,,,,,,61.8,,,,западный,,,4,,,0,,,,,,,,,10,759,,20.8,,,,6.0,
1595700000,"Суббота, 25 июля
18:00 (UTC)",,8.0,,,,,,,,,78.4,,,,северо-западный,,21.2,2,,,0,,,,,,,,,10,759,,17.5,,,,5.0,
1595710800,"Суббота, 25 июля
21:00 (UTC)",,2.0,,,,,,,,,94.3,,,,восточный,,,1,,,,,,,,,True,,,4,760,,12.7,,,,7.0,
1595721600,"Воскресенье, 26 июля
00:00 (UTC)",,2.0,,,,,,,,,97.4,,,,юго-восточный,,,1,,,,,True,,,,,,,1,760,,11.1,,,,7.0,
1595732400,"Воскресенье, 26 июля
03:00 (UTC)",,3.0,,True,,,,,,,98.0,,,10.7,восточный,,,2,,,0,,,,,0,,,,2,760,,11.6,,,,7.0,
1595743200,"Воскресенье, 26 июля
06:00 (UTC)",,4.0,,,,,,,,,87.4,,,10.7,восточный,,,2,,,0,,,,,,True,,,4,760,,16.6,,,,7.0,
1595754000,"Воскресенье, 26 июля
09:00 (UTC)",,6.0,,,,,,,,,56.9,,,,южный,,,4,,,,,,,,,,,,10,760,,23.2,,,,2.0,
1595764800,"Воскресенье, 26 июля
12:00 (UTC)",,8.0,,,,,,,,,57.1,,,,южный,,,2,,,,,,,,,,,,10,760,,23.7,,,,7.0,
1595775600,"Воскресенье, 26 июля
15:00 (UTC)",,8.0,,,,,,,,,49.3,,,,восточный,,,4,,,0,,,,,,,,,10,758,,25.6,,,,1.0,
1595786400,"Воскресенье, 26 июля
18:00 (UTC)",,7.0,,,,,,,,,65.4,,,,восточный,,26.3,4,,,0,,,,,,,,,10,758,,22.4,,,,7.0,
1595797200,"Воскресенье, 26 июля
21:00 (UTC)",,5.0,,,,,,,,,82.7,,,,юго-западный,,,2,,,,,,,,,,,,10,760,,18.8,,,,2.0,
1595808000,"Понедельник, 27 июля
00:00 (UTC)",,6.0,,,,,,,,,92.7,,,,северный,,,1,,,,,,,,,True,,,4,760,,17.3,,,,4.0,
1595818800,"Понедельник, 27 июля
03:00 (UTC)",,4.0,,,,,,,,,95.0,,,16.0,,,,0,,,0.8,,,,,0.8,True,,,4,761,,16.1,,,,9.0,
1595829600,"Понедельник, 27 июля
06:00 (UTC)",,4.0,,,,,,,,,92.7,,,16.0,западный,,,2,,,1,,,,,,True,,,4,762,,18.0,,,,10.0,
1595840400,"Понедельник, 27 июля
09:00 (UTC)",,4.0,,,,,,,,,81.7,,,,западный,,,2,,,,,,,,,,,,10,763,,19.4,,,,9.0,
1595851200,"Понедельник, 27 июля
12:00 (UTC)",,5.0,,,,,,,,,63.9,,,,северо-западный,,,2,,,,,,,,,,,,10,762,,23.2,,,,7.0,
1595862000,"Понедельник, 27 июля
15:00 (UTC)",,7.0,,,,,,,,,71.3,,,,северо-западный,,,4,,,0.4,,,,,,,,,10,762,,21.0,,,,4.0,
1595872800,"Понедельник, 27 июля
18:00 (UTC)",,6.0,,,,,,,,,83.7,,,,северо-восточный,,23.6,2,,,0,,,,,,,,,10,762,,17.8,,,,4.0,
1595883600,"Понедельник, 27 июля
21:00 (UTC)",,3.0,,,,,,,,,96.2,,,,северо-восточный,,,1,,,,,,,,,,,,4,761,,13.3,,True,,2.0,
1595894400,"Вторник, 28 июля
00:00 (UTC)",,1.0,,,,,,,,,96.8,,,,северо-восточный,,,1,,,,,,,,,,,True,0,760,,12.6,,,,,
