timestamp,date,Зарница,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),"Осадки за 12 часов, мм",Количество облаков увеличилось,Ливневый дождь,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Дымка (видимость больше 1 км),Ливневой дождь слабый,Туман без изменений (небо не видно),Туман ослабел (небо не видно),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Туман начался (усилился). Небо не видно,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %",Поземные туманы сплошным слоем (высота меньше 2 м от поверхности земли),"Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1598864400,"Понедельник, 31 августа
09:00 (UTC)",,,11.0,,,,,,,,,,,10,757,,,31.6,,30.9,,,,восточный,0.0,,,7
1598875200,"Понедельник, 31 августа
12:00 (UTC)",,,11.0,,,,,,,,,,,10,755,,,34.4,,22.8,,,,северо-восточный,0.0,,,6
1598886000,"Понедельник, 31 августа
15:00 (UTC)",,,,,0,,,,,,,,,10,755,,,32.4,,22.0,,,,восточный,0.0,,34.7,5
1598896800,"Понедельник, 31 августа
18:00 (UTC)",,,,,,,,,,,,,,10,755,,,25.5,,32.2,,,,северо-восточный,0.0,,,4
1598907600,"Понедельник, 31 августа
21:00 (UTC)",,,,,,,,,,,,,,10,754,,,23.1,,34.2,,,,северо-восточный,0.0,,,3
1598918400,"Вторник, 1 сентября
00:00 (UTC)",,,,,,,,,,,,,,10,754,,,19.0,,51.9,,,,северо-восточный,0.0,,,2
1598929200,"Вторник, 1 сентября
03:00 (UTC)",,,,,0,,,0,,,,,,10,754,,,16.0,,71.7,,14.5,,северо-восточный,0.0,,,1
1598940000,"Вторник, 1 сентября
06:00 (UTC)",,,,,,,,,,,,,,10,754,,,23.2,,59.2,,,,восточный,0.0,,,3
1598950800,"Вторник, 1 сентября
09:00 (UTC)",,,,,,,,,,,,,,10,754,,,31.3,,37.8,,,,южный,0.0,,,1
1598961600,"Вторник, 1 сентября
12:00 (UTC)",,,,,,,,,,,,,,10,753,,,33.7,,34.3,,,,юго-восточный,0.0,,,4
1598972400,"Вторник, 1 сентября
15:00 (UTC)",,,,,0,,,,,,,,,50,752,,,32.5,,30.6,,,,восточный,0.0,,34.7,2
1598983200,"Вторник, 1 сентября
18:00 (UTC)",,,,,,,,,,,,,,10,753,,,23.6,,55.6,,,,северный,0.0,,,2
1598994000,"Вторник, 1 сентября
21:00 (UTC)",,,,,,,,,,,,,,10,753,,,22.1,,50.7,,,,северо-восточный,0.0,,,2
1599004800,"Среда, 2 сентября
00:00 (UTC)",,,,,,,,,,,,,,10,753,,,17.5,,74.4,,,,северо-восточный,0.0,,,1
1599015600,"Среда, 2 сентября
03:00 (UTC)",,,,,0,,,0,,,,,,10,754,,,16.9,,78.8,,15.7,,северо-восточный,0.0,,,1
1599026400,"Среда, 2 сентября
06:00 (UTC)",,,,,,,,,,,,,,10,755,,,24.4,,57.6,,,,северо-восточный,0.0,,,2
1599037200,"Среда, 2 сентября
09:00 (UTC)",,,,,,,,,,,,,,10,755,,,30.6,,47.0,,,,южный,0.0,,,2
1599048000,"Среда, 2 сентября
12:00 (UTC)",,,,,,,,,,,,,,10,755,,,34.3,,30.3,,,,юго-восточный,2.0,,,2
1599058800,"Среда, 2 сентября
15:00 (UTC)",,,,,0,,,,,,,,,10,756,,,31.6,,38.8,,,,южный,7.0,,35.4,1
1599069600,"Среда, 2 сентября
18:00 (UTC)",,,,,,,,,,,,,,10,756,,,25.0,,55.2,,,,северо-западный,2.0,,,2
1599080400,"Среда, 2 сентября
21:00 (UTC)",,,,,,,,,,,,,,10,757,,,22.6,,70.6,,,,юго-западный,2.0,,,1
1599091200,"Четверг, 3 сентября
00:00 (UTC)",,,,,,,,,,,,,,10,758,,,23.3,,74.4,,,,западный,4.0,,,1
1599102000,"Четверг, 3 сентября
03:00 (UTC)",,,,,0,,,0,,,,,,10,759,,,20.3,,88.3,,20.1,,,2.0,,,0
1599112800,"Четверг, 3 сентября
06:00 (UTC)",,,,,,,,,,,,,,10,759,,,28.3,,56.7,,18.9,,,0.0,,,0
1599123600,"Четверг, 3 сентября
09:00 (UTC)",,,,,,,,,,,,,,10,759,,,32.1,,50.4,,,,южный,2.0,,,2
1599134400,"Четверг, 3 сентября
12:00 (UTC)",,,,,,,,,,,,,,10,759,,,35.7,,26.1,,,,юго-восточный,9.0,,,2
1599145200,"Четверг, 3 сентября
15:00 (UTC)",,,,,0,,,,,,,,,10,758,,,33.6,,35.4,,,,северо-восточный,2.0,,36.2,2
1599156000,"Четверг, 3 сентября
18:00 (UTC)",,,,,,,,,,,,,,10,758,,,28.4,,43.5,,,,северо-восточный,0.0,,,2
1599166800,"Четверг, 3 сентября
21:00 (UTC)",,,,,,,,,,,,,,10,758,,,24.7,,57.7,,,,юго-восточный,0.0,,,1
1599177600,"Пятница, 4 сентября
00:00 (UTC)",,,,,,,,,,,,,,10,758,,,21.4,,67.3,,,,северо-восточный,2.0,,,1
1599188400,"Пятница, 4 сентября
03:00 (UTC)",,,,,0,,,0,,,,,,10,758,,,19.9,,64.9,,20.1,,северо-восточный,7.0,,,3
1599199200,"Пятница, 4 сентября
06:00 (UTC)",,,,,,,,,,,,,,10,758,,,25.4,,54.3,,,,восточный,10.0,,,4
1599210000,"Пятница, 4 сентября
09:00 (UTC)",,,,,,,,,,,,,,10,757,,,31.1,,42.8,,,,восточный,4.0,,,3
1599220800,"Пятница, 4 сентября
12:00 (UTC)",,,,,,,,,,,,,,10,756,,,35.7,,28.2,,,,восточный,7.0,,,3
1599231600,"Пятница, 4 сентября
15:00 (UTC)",,,,,0,,,,,,,,,10,754,,,33.5,,31.3,,,,северо-восточный,7.0,,36.2,3
1599242400,"Пятница, 4 сентября
18:00 (UTC)",,,,,,,,,,,,,,10,754,,,29.0,,31.9,,,,северо-восточный,5.0,,,5
1599253200,"Пятница, 4 сентября
21:00 (UTC)",,,,,,,,,,,,,,10,754,,,25.5,,43.0,,,,северо-восточный,2.0,,,4
1599264000,"Суббота, 5 сентября
00:00 (UTC)",,,,,,,,,,,,,,10,754,,,20.8,,54.5,,,,восточный,10.0,,,1
1599274800,"Суббота, 5 сентября
03:00 (UTC)",,,,,0,,,0,,,,,,10,754,,,20.4,,63.3,,20.0,,восточный,4.0,,,2
1599285600,"Суббота, 5 сентября
06:00 (UTC)",,,,,,,,,,,,,,10,755,,,24.4,,56.1,,,,восточный,7.0,,,3
1599296400,"Суббота, 5 сентября
09:00 (UTC)",,,,,,,,,,,,,,10,754,,,29.7,,51.7,,,,северо-западный,9.0,,,1
1599307200,"Суббота, 5 сентября
12:00 (UTC)",,,,,,,,,,,,,,10,753,,,30.7,,51.0,,,,восточный,9.0,,,4
1599318000,"Суббота, 5 сентября
15:00 (UTC)",,True,12.0,,19,,,,,,,,,4,754,,,20.5,,100.0,,,,северо-западный,10.0,,30.9,3
1599328800,"Суббота, 5 сентября
18:00 (UTC)",,,,,,,,,,,,,,10,755,,True,21.2,,95.8,,,,северо-западный,10.0,,,2
1599339600,"Суббота, 5 сентября
21:00 (UTC)",,True,,,,,,,,,,,,10,755,,,18.9,,100.0,,,,южный,10.0,,,2
1599350400,"Воскресенье, 6 сентября
00:00 (UTC)",,,,,,,,,,,,,,10,755,,,19.4,,98.8,,,True,восточный,10.0,,,3
1599361200,"Воскресенье, 6 сентября
03:00 (UTC)",,,,,15,,,34,,,,,,10,755,,,16.9,,,,18.7,,восточный,9.0,,,3
1599372000,"Воскресенье, 6 сентября
06:00 (UTC)",,,,,,,,,,,,,,10,755,,,22.6,,80.6,,,,юго-восточный,7.0,,,5
1599382800,"Воскресенье, 6 сентября
09:00 (UTC)",,True,,,,,,,,,,,,10,755,,,24.4,,73.7,,,,юго-западный,9.0,,,1
1599393600,"Воскресенье, 6 сентября
12:00 (UTC)",,,,,,,,,,,,,,10,755,,,22.0,,88.4,,,,юго-восточный,10.0,True,,3
1599404400,"Воскресенье, 6 сентября
15:00 (UTC)",,True,,,6,,,,,,,,,10,756,,,22.2,,92.9,,,,юго-восточный,10.0,,24.8,1
1599415200,"Воскресенье, 6 сентября
18:00 (UTC)",,,,,,,,,,,,,,10,757,,,20.6,,94.6,,,True,восточный,9.0,,,3
1599426000,"Воскресенье, 6 сентября
21:00 (UTC)",,,,,,,,,,,,,,10,757,,,20.1,,94.6,,,,восточный,10.0,,,4
1599436800,"Понедельник, 7 сентября
00:00 (UTC)",,,,,,,,,,,,,,10,757,,,19.7,,95.1,,,,восточный,7.0,,,3
1599447600,"Понедельник, 7 сентября
03:00 (UTC)",,,,,3,,,9,,,,,,10,758,,,19.3,,96.9,,19.2,,восточный,10.0,,,1
1599458400,"Понедельник, 7 сентября
06:00 (UTC)",,,,,,,,,,,,,,10,758,,,21.0,,94.0,,,True,северо-восточный,10.0,,,1
1599469200,"Понедельник, 7 сентября
09:00 (UTC)",,,,,,,,,,,,,,10,759,,,24.8,,75.6,,,,восточный,9.0,,,3
1599480000,"Понедельник, 7 сентября
12:00 (UTC)",,,,,,,,,,,,,,10,759,,,26.5,,66.7,,,,юго-восточный,9.0,,,3
1599490800,"Понедельник, 7 сентября
15:00 (UTC)",,,,,2,,,,,,,,,10,759,,,25.5,,71.6,,,,южный,9.0,,27.2,3
1599501600,"Понедельник, 7 сентября
18:00 (UTC)",,,,,,,,,,,,,,10,760,,,22.1,,89.5,,,,северный,9.0,,,1
1599512400,"Понедельник, 7 сентября
21:00 (UTC)",,,,,,,,,,,,,,10,759,,,21.5,,94.0,,,,,9.0,,,0
1599523200,"Вторник, 8 сентября
00:00 (UTC)",,,,,,,,,,,,,,10,759,,,19.3,,98.8,True,,,северо-западный,2.0,,,1
1599534000,"Вторник, 8 сентября
03:00 (UTC)",,,,,0,,,2,,,,,,10,760,,,18.7,,100.0,True,18.5,,южный,4.0,,,1
1599544800,"Вторник, 8 сентября
06:00 (UTC)",,,,,,,,,,,,,,10,760,,,23.6,,80.8,,18.4,,западный,7.0,,,1
1599555600,"Вторник, 8 сентября
09:00 (UTC)",,,,,,,,,,,,,,10,760,,,27.5,,59.1,,,,северный,4.0,,,1
1599566400,"Вторник, 8 сентября
12:00 (UTC)",,,,,,,,,,,,,,10,759,,,28.9,,51.1,,,,восточный,5.0,,,1
1599577200,"Вторник, 8 сентября
15:00 (UTC)",,True,13.0,,43,,,,,,,,,1,760,,,19.8,,,,,,северо-западный,10.0,,22.7,5
1599588000,"Вторник, 8 сентября
18:00 (UTC)",,,,,,,,,,,,,,10,760,,,20.3,,100.0,,,,западный,7.0,,,2
1599598800,"Вторник, 8 сентября
21:00 (UTC)",,,,,,,,,,,,,,10,761,,,21.6,,95.2,,,,западный,7.0,,,3
1599609600,"Среда, 9 сентября
00:00 (UTC)",,,,,,,,,,,,,,10,761,,,20.7,,100.0,True,,,юго-западный,9.0,,,2
1599620400,"Среда, 9 сентября
03:00 (UTC)",,,,,20,,,63,,,,,,10,761,,,19.5,,,,19.5,,западный,4.0,,,1
1599631200,"Среда, 9 сентября
06:00 (UTC)",,,,,,,,,,,,,,10,762,,,19.9,,71.5,,18.9,,северный,9.0,,,3
1599642000,"Среда, 9 сентября
09:00 (UTC)",,,,,,,,,,,,,,10,762,,,24.1,,59.0,,,,северо-западный,0.0,,,3
1599652800,"Среда, 9 сентября
12:00 (UTC)",,,,,,,,,,,,,,10,762,,,25.3,,44.6,,,,северо-западный,0.0,,,3
1599663600,"Среда, 9 сентября
15:00 (UTC)",,,,,0,,,,,,,,,10,761,,,23.4,,36.3,,,,северо-западный,0.0,,25.7,3
1599674400,"Среда, 9 сентября
18:00 (UTC)",,,,,,,,,,,,,,10,762,,,16.6,,64.1,,,,северо-западный,0.0,,,2
1599685200,"Среда, 9 сентября
21:00 (UTC)",,,,,,,,,,,,,,10,762,,,15.0,,77.0,,,,северо-западный,0.0,,,2
1599696000,"Четверг, 10 сентября
00:00 (UTC)",,,,,,,,,,,,,,10,762,,,11.8,,91.1,,,,южный,0.0,,,2
1599706800,"Четверг, 10 сентября
03:00 (UTC)",,,,,0,,,0,,,,,,10,762,,,10.8,,92.9,,10.5,,юго-западный,0.0,,,1
1599717600,"Четверг, 10 сентября
06:00 (UTC)",,,,,,,,,,,,,,10,762,,,19.5,,67.8,,10.4,,юго-восточный,0.0,,,2
1599728400,"Четверг, 10 сентября
09:00 (UTC)",,,,,,,,,,,,,,10,761,,,24.8,,33.6,,,,юго-восточный,0.0,,,2
1599739200,"Четверг, 10 сентября
12:00 (UTC)",,,,,,,,,,,,,,10,760,,,26.8,,30.2,,,,восточный,0.0,,,2
1599750000,"Четверг, 10 сентября
15:00 (UTC)",,,,,0,,,,,,,,,10,759,,,25.3,,43.5,,,,северо-восточный,0.0,,27.1,1
1599760800,"Четверг, 10 сентября
18:00 (UTC)",,,,,,,,,,,,,,10,758,,,18.7,,64.2,,,,северный,0.0,,,2
1599771600,"Четверг, 10 сентября
21:00 (UTC)",,,,,,,,,,,,,,10,758,,,16.2,,70.8,,,,восточный,0.0,,,2
1599782400,"Пятница, 11 сентября
00:00 (UTC)",,,,,,,,,,,,,,10,757,,,14.8,,80.1,,,,северо-западный,0.0,,,1
1599793200,"Пятница, 11 сентября
03:00 (UTC)",,,,,0,,,0,,,,,,10,757,,,13.6,,82.1,,12.6,,северный,0.0,,,2
1599804000,"Пятница, 11 сентября
06:00 (UTC)",,,,,,,,,,,,,,10,758,,,19.9,,63.6,,,,северо-восточный,0.0,,,1
1599814800,"Пятница, 11 сентября
09:00 (UTC)",,,,,,,,,,,,,,10,757,,,27.2,,45.2,,,,северо-восточный,0.0,,,2
1599825600,"Пятница, 11 сентября
12:00 (UTC)",,,,,,,,,,,,,,10,757,,,30.8,,27.6,,,,северо-восточный,0.0,,,1
1599836400,"Пятница, 11 сентября
15:00 (UTC)",,,,,0,,,,,,,,,10,757,,,28.8,,34.2,,,,северный,0.0,,31.3,2
1599847200,"Пятница, 11 сентября
18:00 (UTC)",,,,,,,,,,,,,,10,758,,,19.8,,71.0,,,,северный,0.0,,,2
1599858000,"Пятница, 11 сентября
21:00 (UTC)",,,,,,,,,,,,,,10,758,,,20.9,,51.0,,,,северо-западный,0.0,,,2
1599868800,"Суббота, 12 сентября
00:00 (UTC)",,,,,,,,,,,,,,10,758,,,17.2,,70.5,,,,западный,0.0,,,2
1599879600,"Суббота, 12 сентября
03:00 (UTC)",,,,,0,,,0,,,,,,10,759,,,15.2,,80.1,,15.0,,западный,0.0,,,1
1599890400,"Суббота, 12 сентября
06:00 (UTC)",,,,,,,,,,,,,,10,760,,,21.4,,53.6,,,,северо-западный,0.0,,,1
1599901200,"Суббота, 12 сентября
09:00 (UTC)",,,,,,,,,,,,,,10,761,,,27.5,,38.2,,,,северо-восточный,0.0,,,2
1599912000,"Суббота, 12 сентября
12:00 (UTC)",,,,,,,,,,,,,,10,760,,,31.2,,36.3,,,,восточный,0.0,,,2
1599922800,"Суббота, 12 сентября
15:00 (UTC)",,,,,0,,,,,,,,,10,760,,,28.6,,39.8,,,,северный,0.0,,31.6,2
1599933600,"Суббота, 12 сентября
18:00 (UTC)",,,,,,,,,,,,,,10,760,,,24.9,,36.0,,,,северный,0.0,,,4
1599944400,"Суббота, 12 сентября
21:00 (UTC)",,,,,,,,,,,,,,10,760,,,22.1,,39.8,,,,северо-восточный,0.0,,,5
1599955200,"Воскресенье, 13 сентября
00:00 (UTC)",,,,,,,,,,,,,,10,760,,,19.8,,48.1,,,,северо-восточный,0.0,,,4
1599966000,"Воскресенье, 13 сентября
03:00 (UTC)",,,,,0,,,0,,,,,,10,761,,,18.4,,57.6,,18.3,,северо-восточный,0.0,,,4
1599976800,"Воскресенье, 13 сентября
06:00 (UTC)",,,,,,,,,,,,,,10,761,,,22.6,,57.2,,,,северо-восточный,0.0,,,5
1599987600,"Воскресенье, 13 сентября
09:00 (UTC)",,,,,,,,,,,,,,10,761,,,27.5,,46.4,,,,северо-восточный,1.0,,,6
1599998400,"Воскресенье, 13 сентября
12:00 (UTC)",,,,,,,,,,,,,,10,760,,,30.5,,40.3,,,,северо-восточный,2.0,,,5
1600009200,"Воскресенье, 13 сентября
15:00 (UTC)",,,,,0,,,,,,,,,10,759,,,28.0,,39.3,,,,северо-восточный,2.0,,30.8,3
1600020000,"Воскресенье, 13 сентября
18:00 (UTC)",,,,,,,,,,,,,,10,760,,,23.7,,47.5,,,,северный,0.0,,,3
1600030800,"Воскресенье, 13 сентября
21:00 (UTC)",,,,,,,,,,,,,,10,760,,,20.2,,56.2,,,,северо-восточный,0.0,,,3
1600041600,"Понедельник, 14 сентября
00:00 (UTC)",,,,,,,,,,,,,,10,760,,,17.0,,67.7,,,,северный,0.0,,,3
1600052400,"Понедельник, 14 сентября
03:00 (UTC)",,,,,0,,,0,,,,,,10,761,,,13.8,,81.0,,13.5,,западный,0.0,,,2
1600063200,"Понедельник, 14 сентября
06:00 (UTC)",,,,,,,,,,,,,,10,762,,,22.0,,47.7,,,,южный,0.0,,,1
1600074000,"Понедельник, 14 сентября
09:00 (UTC)",,,,,,,,,,,,,,10,762,,,27.0,,44.5,,,,северный,0.0,,,2
1600084800,"Понедельник, 14 сентября
12:00 (UTC)",,,,,,,,,,,,,,10,761,,,29.6,,31.4,,,,северный,0.0,,,3
1600095600,"Понедельник, 14 сентября
15:00 (UTC)",,,,,0,,,,,,,,,10,761,,,27.5,,33.2,,,,северо-западный,0.0,,29.8,2
1600106400,"Понедельник, 14 сентября
18:00 (UTC)",,,,,,,,,,,,,,10,762,,,21.7,,39.9,,,,северо-западный,0.0,,,2
1600117200,"Понедельник, 14 сентября
21:00 (UTC)",,,,,,,,,,,,,,10,762,,,19.0,,46.2,,,,северный,0.0,,,2
1600128000,"Вторник, 15 сентября
00:00 (UTC)",,,,,,,,,,,,,,10,763,,,13.6,,82.1,,,,,0.0,,,0
1600138800,"Вторник, 15 сентября
03:00 (UTC)",,,,,0,,,0,,,,,,10,763,,,14.6,,76.4,,12.9,,северный,0.0,,,2
1600149600,"Вторник, 15 сентября
06:00 (UTC)",,,,,,,,,,,,,,10,763,,,21.1,,51.1,,,,восточный,0.0,,,2
1600160400,"Вторник, 15 сентября
09:00 (UTC)",,,,,,,,,,,,,,10,763,,,26.3,,30.5,,,,северный,0.0,,,3
1600171200,"Вторник, 15 сентября
12:00 (UTC)",,,,,,,,,,,,,,10,763,,,27.6,,29.0,,,,северо-восточный,0.0,,,2
1600182000,"Вторник, 15 сентября
15:00 (UTC)",,,,,0,,,,,,,,,10,762,,,25.4,,34.2,,,,северный,0.0,,27.9,2
1600192800,"Вторник, 15 сентября
18:00 (UTC)",,,,,,,,,,,,,,10,762,,,20.6,,52.7,,,,северный,0.0,,,2
1600203600,"Вторник, 15 сентября
21:00 (UTC)",,,,,,,,,,,,,,10,763,,,16.7,,69.1,,,,северный,0.0,,,3
1600214400,"Среда, 16 сентября
00:00 (UTC)",,,,,,,,,,,,,,10,763,,,13.4,,86.5,,,,северо-западный,0.0,,,1
1600225200,"Среда, 16 сентября
03:00 (UTC)",,,,,0,,,0,,,,,,10,762,,,12.3,,91.8,,11.9,,северо-западный,0.0,,,1
1600236000,"Среда, 16 сентября
06:00 (UTC)",,,,,,,,,,,,,,10,763,,,21.5,,58.4,,,,северо-восточный,0.0,,,1
1600246800,"Среда, 16 сентября
09:00 (UTC)",,,,,,,,,,,,,,10,763,,,26.6,,40.3,,,,северо-восточный,0.0,,,3
1600257600,"Среда, 16 сентября
12:00 (UTC)",,,,,,,,,,,,,,10,762,,,27.8,,36.8,,,,северный,0.0,,,3
1600268400,"Среда, 16 сентября
15:00 (UTC)",,,,,0,,,,,,,,,10,761,,,25.5,,42.1,,,,северный,0.0,,28.3,3
1600279200,"Среда, 16 сентября
18:00 (UTC)",,,,,,,,,,,,,,10,762,,,21.8,,49.6,,,,северо-восточный,0.0,,,4
1600290000,"Среда, 16 сентября
21:00 (UTC)",,,,,,,,,,,,,,10,762,,,20.3,,50.9,,,,северо-восточный,0.0,,,5
1600300800,"Четверг, 17 сентября
00:00 (UTC)",,,,,,,,,,,,,,10,761,,,18.9,,49.1,,,,северо-восточный,0.0,,,5
1600311600,"Четверг, 17 сентября
03:00 (UTC)",,,,,0,,,0,,,,,,10,761,,,15.8,,53.9,,15.8,,северо-восточный,0.0,,,4
1600322400,"Четверг, 17 сентября
06:00 (UTC)",,,,,,,,,,,,,,10,761,,,20.6,,41.3,,,,восточный,0.0,,,4
1600333200,"Четверг, 17 сентября
09:00 (UTC)",,,,,,,,,,,,,,10,760,,,26.3,,32.0,,,,северо-восточный,0.0,,,5
1600344000,"Четверг, 17 сентября
12:00 (UTC)",,,,,,,,,,,,,,10,758,,,28.4,,26.4,,,,северо-восточный,0.0,,,5
1600354800,"Четверг, 17 сентября
15:00 (UTC)",,,,,0,,,,,,,,,10,757,,,24.6,,34.7,,,,северо-восточный,0.0,,28.6,3
1600365600,"Четверг, 17 сентября
18:00 (UTC)",,,,,,,,,,,,,,10,757,,,20.8,,41.9,,,,северо-восточный,0.0,,,3
1600376400,"Четверг, 17 сентября
21:00 (UTC)",,,,,,,,,,,,,,10,756,,,18.2,,53.5,,,,северо-восточный,0.0,,,2
1600387200,"Пятница, 18 сентября
00:00 (UTC)",,,,,,,,,,,,,,10,756,,,14.6,,73.9,,,,,0.0,,,0
1600398000,"Пятница, 18 сентября
03:00 (UTC)",,,,,0,,,0,,,,,,10,755,,,15.6,,75.1,,13.7,,западный,1.0,,,1
1600408800,"Пятница, 18 сентября
06:00 (UTC)",,,,,,,,,,,,,,10,756,,,21.2,,45.0,,,,северо-восточный,0.0,,,2
1600419600,"Пятница, 18 сентября
09:00 (UTC)",,,,,,,,,,,,,,10,756,,,27.7,,31.5,,,,западный,2.0,,,4
1600430400,"Пятница, 18 сентября
12:00 (UTC)",,,,,,,,,,,,,,10,755,,,28.9,,34.5,,,,западный,4.0,,,6
1600441200,"Пятница, 18 сентября
15:00 (UTC)",,,,,,,,,,,,,,10,756,,,24.8,,36.4,,,,северо-западный,7.0,,29.3,5
1600452000,"Пятница, 18 сентября
18:00 (UTC)",,,,,,,,,,,,,,10,757,,,19.9,,61.2,,,,западный,7.0,,,5
1600462800,"Пятница, 18 сентября
21:00 (UTC)",,,,,,,,,,,,,,10,758,,,17.8,,57.5,,,,западный,7.0,,,4
1600473600,"Суббота, 19 сентября
00:00 (UTC)",,,,,,,,,,,,,,10,759,,,14.0,,60.6,,,,северо-западный,7.0,,,2
1600484400,"Суббота, 19 сентября
03:00 (UTC)",,,,,0,,,0,,,,,,10,760,,,10.7,,76.3,,10.4,,северо-западный,2.0,,,2
