timestamp,date,Зарница,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с","Осадки за 12 часов, мм",Количество облаков увеличилось,Ливневый дождь,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Дымка (видимость больше 1 км),Ливневой дождь слабый,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %","Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1600948800,"Четверг, 24 сентября
12:00 (UTC)",,,,,,,,,,,20,742,,,28.3,,31.5,,,северо-западный,2,,,2
1600959600,"Четверг, 24 сентября
15:00 (UTC)",,,,0,,,,,,,20,742,,,23.0,,43.7,,,северный,1,,28.7,1
1600970400,"Четверг, 24 сентября
18:00 (UTC)",,,,,,,,,,,20,742,,,19.3,,66.9,,,южный,0,,,2
1600981200,"Четверг, 24 сентября
21:00 (UTC)",,,,,,,,,,,20,741,,,17.8,,74.0,,,южный,0,,,3
1600992000,"Пятница, 25 сентября
00:00 (UTC)",,,,,,,,,,,20,741,,,16.6,,76.2,,,южный,0,,,3
1601002800,"Пятница, 25 сентября
03:00 (UTC)",,,,0,,,0,,,,20,741,,,15.0,,81.2,12.0,,южный,0,,,2
1601013600,"Пятница, 25 сентября
06:00 (UTC)",,,,,,,,,,,20,741,,,20.1,,58.4,,,южный,0,,,2
1601024400,"Пятница, 25 сентября
09:00 (UTC)",,,,,,,,,,,20,740,,,28.1,,32.7,,,восточный,4,,,2
1601035200,"Пятница, 25 сентября
12:00 (UTC)",,,,,,,,,,,20,740,,,29.5,,26.5,,,северо-восточный,6,,,2
1601046000,"Пятница, 25 сентября
15:00 (UTC)",,,,0,,,,,,,20,739,,,25.1,,36.0,,,северо-восточный,2,,29.7,2
1601056800,"Пятница, 25 сентября
18:00 (UTC)",,,,,,,,,,,20,739,,,20.1,,54.0,,,восточный,0,,,1
1601067600,"Пятница, 25 сентября
21:00 (UTC)",,,,,,,,,,,20,738,,,15.2,,81.2,,,юго-восточный,0,,,1
1601078400,"Суббота, 26 сентября
00:00 (UTC)",,,,,,,,,,,20,738,,,16.6,,70.0,,,юго-восточный,0,,,1
1601089200,"Суббота, 26 сентября
03:00 (UTC)",,,,0,,,0,,,,20,738,,,14.9,,76.5,14.9,,южный,2,,,1
1601100000,"Суббота, 26 сентября
06:00 (UTC)",,,,,,,,,,,20,738,,,20.9,,55.3,13.5,,южный,7,,,2
1601110800,"Суббота, 26 сентября
09:00 (UTC)",,,,,,,,,,,20,738,,,28.2,,34.1,,,северо-западный,2,,,2
1601121600,"Суббота, 26 сентября
12:00 (UTC)",,,,,,,,,,,20,738,,,28.2,,30.6,,,северо-западный,6,,,1
1601132400,"Суббота, 26 сентября
15:00 (UTC)",,,,0,,,,,,,20,739,,,25.2,,46.7,,,восточный,9,,29.6,2
1601143200,"Суббота, 26 сентября
18:00 (UTC)",,,,,,,,,,,20,739,,,19.5,,67.8,,,восточный,9,,,1
1601154000,"Суббота, 26 сентября
21:00 (UTC)",,,,,,,,,,,20,739,,,15.4,,85.0,,,,6,,,0
1601164800,"Воскресенье, 27 сентября
00:00 (UTC)",,,,,,,,,,,20,740,,,15.2,,89.0,,,юго-восточный,2,,,1
1601175600,"Воскресенье, 27 сентября
03:00 (UTC)",,,,0,,,0,,,,20,740,,,13.6,,89.5,13.6,,,1,,,0
1601186400,"Воскресенье, 27 сентября
06:00 (UTC)",,,,,,,,,,,20,741,,,21.4,,57.6,13.1,,южный,0,,,2
1601197200,"Воскресенье, 27 сентября
09:00 (UTC)",,,,,,,,,,,20,741,,,28.9,,35.2,,,северо-восточный,2,,,2
1601208000,"Воскресенье, 27 сентября
12:00 (UTC)",,,,,,,,,,,20,742,,,30.7,,27.8,,,восточный,2,,,3
1601218800,"Воскресенье, 27 сентября
15:00 (UTC)",,,,0,,,,,,,20,742,,,27.0,,38.0,,,восточный,9,,31.1,3
1601229600,"Воскресенье, 27 сентября
18:00 (UTC)",,,,,,,,,,,20,743,,,19.3,,66.9,,,,2,,,0
1601240400,"Воскресенье, 27 сентября
21:00 (UTC)",,,,,,,,,,,20,744,,,19.4,,70.0,,,юго-восточный,4,,,1
1601251200,"Понедельник, 28 сентября
00:00 (UTC)",,,,,,,,,,,20,745,,,19.0,,69.5,,,южный,0,,,1
1601262000,"Понедельник, 28 сентября
03:00 (UTC)",,,,0,,,0,,,,20,745,,,17.9,,72.1,17.4,,южный,2,,,3
1601272800,"Понедельник, 28 сентября
06:00 (UTC)",,,,,,,,,,,20,747,,,22.2,,60.9,,,западный,2,,,1
1601283600,"Понедельник, 28 сентября
09:00 (UTC)",,,,,,,,,,,20,746,,,26.7,,48.0,,,северо-западный,6,,,2
1601294400,"Понедельник, 28 сентября
12:00 (UTC)",,,,,,,,,,,20,746,,,28.4,,39.4,,,северный,2,,,2
1601305200,"Понедельник, 28 сентября
15:00 (UTC)",,,,0,,,,,,,20,746,,,23.6,,54.9,,,северный,1,,28.8,1
1601316000,"Понедельник, 28 сентября
18:00 (UTC)",,,,,,,,,,,20,745,,,20.5,,59.7,,,восточный,0,,,2
1601326800,"Понедельник, 28 сентября
21:00 (UTC)",,,,,,,,,,,20,745,,,15.7,,81.8,,,,0,,,0
1601337600,"Вторник, 29 сентября
00:00 (UTC)",,,,,,,,,,,20,745,,,16.0,,82.4,,,юго-восточный,0,,,1
1601348400,"Вторник, 29 сентября
03:00 (UTC)",,,,0,,,0,,,,20,744,,,15.9,,79.7,14.3,,южный,0,,,2
1601359200,"Вторник, 29 сентября
06:00 (UTC)",,,,,,,,,,,20,744,,,21.2,,58.7,,,южный,4,,,2
1601370000,"Вторник, 29 сентября
09:00 (UTC)",,,,,,,,,,,20,743,,,28.4,,37.7,,,северный,2,,,3
1601380800,"Вторник, 29 сентября
12:00 (UTC)",,,,,,,,,,,20,742,,,29.1,,29.1,,,восточный,9,,,3
1601391600,"Вторник, 29 сентября
15:00 (UTC)",,,,0,,,,,,,20,740,,,25.1,,34.3,,,восточный,9,,30.5,3
1601402400,"Вторник, 29 сентября
18:00 (UTC)",,,,,,,,,,,20,740,,,20.3,,49.5,,,юго-восточный,10,,,1
1601413200,"Вторник, 29 сентября
21:00 (UTC)",,,,,,,,,,,20,739,,,15.4,,69.7,,,восточный,9,,,1
1601424000,"Среда, 30 сентября
00:00 (UTC)",,,,,,,,,,,20,738,,,15.2,,74.0,,,восточный,7,,,1
1601434800,"Среда, 30 сентября
03:00 (UTC)",,,,0,,,0,,,,20,737,,,13.4,,83.7,12.8,,восточный,7,,,1
1601445600,"Среда, 30 сентября
06:00 (UTC)",,,,,,,,,,,20,737,,,17.5,,70.1,,,восточный,9,,,2
1601456400,"Среда, 30 сентября
09:00 (UTC)",,,,,,,,,,,20,737,,,23.8,,44.5,,,восточный,9,,,2
1601467200,"Среда, 30 сентября
12:00 (UTC)",,,,,,,,,,,20,737,,,25.9,,35.3,,,восточный,9,,,1
1601478000,"Среда, 30 сентября
15:00 (UTC)",,,,0.6,,,,,,,20,738,,,18.7,,74.1,,True,,9,,27.3,0
1601488800,"Среда, 30 сентября
18:00 (UTC)",,,,,,,,,,,20,739,,,16.6,,82.4,,True,восточный,9,,,1
1601499600,"Среда, 30 сентября
21:00 (UTC)",,,,,,True,,,,,20,739,,,14.3,,91.9,,,юго-восточный,9,,,1
1601510400,"Четверг, 1 октября
00:00 (UTC)",,,,,,,,,,True,10,739,,,15.8,,92.6,,,юго-восточный,10,,,1
1601521200,"Четверг, 1 октября
03:00 (UTC)",,,,2,,,3,True,,,20,738,,,14.5,,96.8,14.3,,восточный,9,,,1
1601532000,"Четверг, 1 октября
06:00 (UTC)",,,,,,,,True,,,20,739,,,18.6,,83.2,,,северный,9,,,1
1601542800,"Четверг, 1 октября
09:00 (UTC)",,,,,,,,,,,20,738,,,22.1,,51.7,,,восточный,4,,,4
1601553600,"Четверг, 1 октября
12:00 (UTC)",,,,,,,,,,,20,738,,,23.3,,45.9,,,северо-восточный,10,,,2
1601564400,"Четверг, 1 октября
15:00 (UTC)",,True,,5,,,,,,,10,740,,,15.8,,89.1,,,западный,10,,23.7,1
1601575200,"Четверг, 1 октября
18:00 (UTC)",,,,,,,,True,,,20,740,,,15.0,,91.9,,,юго-восточный,7,,,1
1601586000,"Четверг, 1 октября
21:00 (UTC)",,,,,,,,,,,20,740,,,14.0,,92.5,,,юго-восточный,6,,,1
1601596800,"Пятница, 2 октября
00:00 (UTC)",,,,,,,,,,,20,741,,,12.8,,97.4,,,,10,,,0
1601607600,"Пятница, 2 октября
03:00 (UTC)",,,,3,,,7,,,True,10,742,,,15.6,,89.0,12.6,,южный,10,,,3
1601618400,"Пятница, 2 октября
06:00 (UTC)",,,,,,,,,,True,10,742,,,16.1,,86.2,,,юго-восточный,10,,,1
1601629200,"Пятница, 2 октября
09:00 (UTC)",,,,,,,,True,,,20,742,,,22.2,,55.2,,,северо-восточный,9,,,2
1601640000,"Пятница, 2 октября
12:00 (UTC)",,,,,True,,,,,,20,743,,,19.8,,70.1,,,северный,10,,,3
1601650800,"Пятница, 2 октября
15:00 (UTC)",,,,0.1,,,,,,,20,744,,,17.8,,75.9,,,северо-восточный,10,,22.8,1
1601661600,"Пятница, 2 октября
18:00 (UTC)",,,,,,,,,,,20,745,,,16.5,,82.4,,,южный,10,,,1
1601672400,"Пятница, 2 октября
21:00 (UTC)",,,,,,,,,,,20,745,,,15.3,,92.0,,,юго-западный,10,,,1
1601683200,"Суббота, 3 октября
00:00 (UTC)",,,,,,,,,,,20,746,,,15.5,,90.8,,,юго-западный,10,,,1
1601694000,"Суббота, 3 октября
03:00 (UTC)",,,,0.0,,,0.1,,True,,4,746,,,13.3,,98.1,13.1,,южный,6,,,1
1601704800,"Суббота, 3 октября
06:00 (UTC)",,,,,,,,,,,20,747,,,18.3,,66.7,12.9,,южный,0,,,1
1601715600,"Суббота, 3 октября
09:00 (UTC)",,,,,,,,,,,20,746,,,22.8,,48.6,,,восточный,4,,,2
1601726400,"Суббота, 3 октября
12:00 (UTC)",,,,,,,,,,,20,746,,,22.9,,53.3,,,северный,7,,,2
1601737200,"Суббота, 3 октября
15:00 (UTC)",,,,0.0,,,,,,,20,747,,,18.4,,69.8,,,северо-восточный,4,,23.6,2
1601748000,"Суббота, 3 октября
18:00 (UTC)",,,,,,,,,,,20,747,,,12.9,,93.6,,,,2,,,0
1601758800,"Суббота, 3 октября
21:00 (UTC)",,,,,,,,,True,,4,746,,,13.3,,98.7,,,южный,0,,,1
1601769600,"Воскресенье, 4 октября
00:00 (UTC)",,,,,,,,,,,20,746,,,11.8,,92.4,,,южный,0,,,1
1601780400,"Воскресенье, 4 октября
03:00 (UTC)",,,,0.0,,,0.0,,,,20,746,,,12.1,,86.4,11.5,,южный,0,,,2
1601791200,"Воскресенье, 4 октября
06:00 (UTC)",,,,,,,,,,,20,747,,,15.8,,73.6,,,юго-западный,7,,,1
1601802000,"Воскресенье, 4 октября
09:00 (UTC)",,,,,,,,,,,20,747,,,22.2,,49.7,,,северо-восточный,2,,,2
1601812800,"Воскресенье, 4 октября
12:00 (UTC)",,,,,,,,,,,20,746,,,24.5,,37.6,,,северо-восточный,2,,,2
1601823600,"Воскресенье, 4 октября
15:00 (UTC)",,,,0.0,,,,,,,20,746,,,18.3,,61.2,,,северо-восточный,5,,24.5,1
1601834400,"Воскресенье, 4 октября
18:00 (UTC)",,,,,,,,,,,20,746,,,14.5,,78.5,,,восточный,4,,,1
1601845200,"Воскресенье, 4 октября
21:00 (UTC)",,,,,,,,,,,20,746,,,13.5,,90.0,,,,9,,,0
1601856000,"Понедельник, 5 октября
00:00 (UTC)",,,,,,,,,,,20,746,,,12.0,,89.3,,,,5,,,0
1601866800,"Понедельник, 5 октября
03:00 (UTC)",,,,0.0,,,0.0,,,,10,747,,,9.2,,97.3,9.1,,восточный,1,,,1
1601877600,"Понедельник, 5 октября
06:00 (UTC)",,,,,,,,,,,20,747,,,15.6,,71.6,,,восточный,2,,,4
1601888400,"Понедельник, 5 октября
09:00 (UTC)",,,11.0,,,,,,,,20,748,,,22.6,,42.4,,,восточный,2,,,5
1601899200,"Понедельник, 5 октября
12:00 (UTC)",,,12.0,,,,,,,,20,748,,,23.4,,31.2,,,восточный,0,,,6
1601910000,"Понедельник, 5 октября
15:00 (UTC)",,,12.0,0.0,,,,,,,20,748,,,19.8,,36.2,,,восточный,0,,23.9,4
1601920800,"Понедельник, 5 октября
18:00 (UTC)",,,,,,,,,,,20,748,,,16.6,,54.5,,,восточный,0,,,3
1601931600,"Понедельник, 5 октября
21:00 (UTC)",,,,,,,,,,,20,748,,,12.3,,72.5,,,восточный,0,,,1
1601942400,"Вторник, 6 октября
00:00 (UTC)",,,,,,,,,,,20,748,,,10.5,,78.4,,,юго-восточный,0,,,1
1601953200,"Вторник, 6 октября
03:00 (UTC)",,,,0.0,,,0.0,,,,20,749,,,6.9,,92.7,6.6,,восточный,0,,,1
1601964000,"Вторник, 6 октября
06:00 (UTC)",,,,,,,,,,,20,749,,,14.8,,61.2,6.3,,восточный,0,,,2
1601974800,"Вторник, 6 октября
09:00 (UTC)",,,,,,,,,,,20,748,,,21.4,,45.3,,,восточный,0,,,2
1601985600,"Вторник, 6 октября
12:00 (UTC)",,,,,,,,,,,20,748,,,23.8,,34.0,,,восточный,0,,,2
1601996400,"Вторник, 6 октября
15:00 (UTC)",,,,0.0,,,,,,,20,747,,,20.1,,25.6,,,восточный,0,,24.0,3
1602007200,"Вторник, 6 октября
18:00 (UTC)",,,,,,,,,,,20,747,,,14.2,,45.5,,,восточный,0,,,2
1602018000,"Вторник, 6 октября
21:00 (UTC)",,,,,,,,,,,20,747,,,10.9,,59.8,,,восточный,0,,,1
1602028800,"Среда, 7 октября
00:00 (UTC)",,,,,,,,,,,20,747,,,9.7,,75.6,,,юго-восточный,0,,,1
1602039600,"Среда, 7 октября
03:00 (UTC)",,,,0.0,,,0.0,,,,20,747,,,8.7,,82.0,8.4,,восточный,0,,,1
1602050400,"Среда, 7 октября
06:00 (UTC)",,,,,,,,,,,20,747,,,14.9,,63.3,7.3,,восточный,0,,,2
1602061200,"Среда, 7 октября
09:00 (UTC)",,,,,,,,,,,20,747,,,22.5,,41.6,,,северный,0,,,2
1602072000,"Среда, 7 октября
12:00 (UTC)",,,,,,,,,,,20,746,,,24.8,,29.5,,,восточный,0,,,2
1602082800,"Среда, 7 октября
15:00 (UTC)",,,,0.0,,,,,,,20,746,,,20.7,,35.2,,,восточный,0,,25.5,1
1602093600,"Среда, 7 октября
18:00 (UTC)",,,,,,,,,,,20,746,,,16.1,,48.7,,,восточный,0,,,2
1602104400,"Среда, 7 октября
21:00 (UTC)",,,,,,,,,,,20,746,,,11.8,,79.7,,,юго-восточный,0,,,1
1602115200,"Четверг, 8 октября
00:00 (UTC)",,,,,,,,,,,20,746,,,12.8,,75.1,,,южный,0,,,3
1602126000,"Четверг, 8 октября
03:00 (UTC)",,,,0.0,,,0.0,,,,20,746,,,12.4,,72.0,11.5,,южный,0,,,4
1602136800,"Четверг, 8 октября
06:00 (UTC)",,,,,,,,,,,20,747,,,17.5,,51.5,,,южный,0,,,2
1602147600,"Четверг, 8 октября
09:00 (UTC)",,,,,,,,,,,20,746,,,25.0,,30.1,,,восточный,0,,,2
1602158400,"Четверг, 8 октября
12:00 (UTC)",,,,,,,,,,,20,746,,,27.2,,22.2,,,северо-восточный,0,,,2
1602169200,"Четверг, 8 октября
15:00 (UTC)",,,,0.0,,,,,,,20,746,,,21.6,,27.4,,,восточный,0,,27.2,3
1602180000,"Четверг, 8 октября
18:00 (UTC)",,,,,,,,,,,20,746,,,16.3,,36.8,,,восточный,0,,,2
1602190800,"Четверг, 8 октября
21:00 (UTC)",,,,,,,,,,,20,745,,,11.0,,69.8,,,юго-восточный,0,,,1
1602201600,"Пятница, 9 октября
00:00 (UTC)",,,,,,,,,,,20,745,,,11.5,,72.3,,,юго-восточный,0,,,1
1602212400,"Пятница, 9 октября
03:00 (UTC)",,,,0.0,,,0.0,,,,20,745,,,11.2,,68.4,9.7,,юго-восточный,0,,,1
1602223200,"Пятница, 9 октября
06:00 (UTC)",,,,,,,,,,,20,745,,,17.7,,42.5,,,южный,0,,,2
1602234000,"Пятница, 9 октября
09:00 (UTC)",,,,,,,,,,,20,745,,,25.1,,28.5,,,северный,2,,,2
1602244800,"Пятница, 9 октября
12:00 (UTC)",,,,,,,,,,,20,745,,,28.8,,16.7,,,северо-восточный,7,,,1
1602255600,"Пятница, 9 октября
15:00 (UTC)",,,,0.0,,,,,,,20,745,,,22.0,,35.9,,,восточный,9,,28.8,2
1602266400,"Пятница, 9 октября
18:00 (UTC)",,,,,,,,,,,20,745,,,15.7,,64.8,,,юго-восточный,7,,,1
1602277200,"Пятница, 9 октября
21:00 (UTC)",,,,,,,,,,,20,744,,,13.9,,65.7,,,южный,7,,,2
1602288000,"Суббота, 10 октября
00:00 (UTC)",,,,,,,,,,,20,744,,,14.0,,55.7,,,южный,2,,,3
1602298800,"Суббота, 10 октября
03:00 (UTC)",,,,0.0,,,0.0,,,,20,744,,,8.4,,83.1,7.7,,,7,,,0
1602309600,"Суббота, 10 октября
06:00 (UTC)",,,,,,,,,,,20,744,,,16.8,,43.1,7.0,,южный,9,,,2
1602320400,"Суббота, 10 октября
09:00 (UTC)",,,,,,,,,,,20,744,,,26.0,,28.6,,,северный,4,,,2
1602331200,"Суббота, 10 октября
12:00 (UTC)",,,,,,,,,,,20,743,,,28.0,,19.5,,,северный,9,,,2
1602342000,"Суббота, 10 октября
15:00 (UTC)",,,,0.0,,,,,,,20,742,,,20.6,,40.2,,,,9,,28.1,0
1602352800,"Суббота, 10 октября
18:00 (UTC)",,,,,,,,,,,20,743,,,17.4,,59.4,,,,2,,,0
1602363600,"Суббота, 10 октября
21:00 (UTC)",,,,,,,,,,,20,742,,,14.8,,66.8,,,южный,7,,,1
1602374400,"Воскресенье, 11 октября
00:00 (UTC)",,,,,,,,,,,20,743,,,15.1,,65.1,,,южный,9,,,2
1602385200,"Воскресенье, 11 октября
03:00 (UTC)",,,,0.0,,,0.0,,,,20,743,,,13.6,,69.8,13.3,,южный,4,,,2
1602396000,"Воскресенье, 11 октября
06:00 (UTC)",,,,,,,,,,,20,744,,,15.9,,63.1,,,юго-восточный,9,,,1
1602406800,"Воскресенье, 11 октября
09:00 (UTC)",,,,,,,,,,,20,744,,,22.5,,57.1,,,северный,10,,,3
1602417600,"Воскресенье, 11 октября
12:00 (UTC)",,,,,,,,,,,20,743,,,23.8,,54.2,,,северо-восточный,10,,,2
1602428400,"Воскресенье, 11 октября
15:00 (UTC)",,,,0.0,,,,,,,20,744,,,21.0,,63.4,,,северо-восточный,6,,24.9,1
1602439200,"Воскресенье, 11 октября
18:00 (UTC)",,,,,,,,,,,20,744,,,16.4,,84.6,,,юго-восточный,4,,,1
1602450000,"Воскресенье, 11 октября
21:00 (UTC)",,,,,,,,,,,20,744,,,15.2,,90.2,,,южный,2,,,1
1602460800,"Понедельник, 12 октября
00:00 (UTC)",,,,,,,,,,,20,744,,,14.0,,87.7,,,южный,0,,,2
1602471600,"Понедельник, 12 октября
03:00 (UTC)",,,,0.0,,,0.0,,,,20,745,,,13.2,,87.1,13.0,,южный,0,,,4
1602482400,"Понедельник, 12 октября
06:00 (UTC)",,,,,,,,,,,20,746,,,15.8,,78.1,,,юго-восточный,2,,,5
1602493200,"Понедельник, 12 октября
09:00 (UTC)",,,,,,,,,,,20,746,,,24.4,,48.3,,,,0,,,0
1602504000,"Понедельник, 12 октября
12:00 (UTC)",,,,,,,,,,,20,745,,,26.5,,44.1,,,северо-восточный,0,,,3
1602514800,"Понедельник, 12 октября
15:00 (UTC)",,,,0.0,,,,,,,20,744,,,22.6,,51.8,,,северо-восточный,0,,26.7,1
1602525600,"Понедельник, 12 октября
18:00 (UTC)",,,,,,,,,,,20,744,,,15.8,,69.8,,,восточный,0,,,2
1602536400,"Понедельник, 12 октября
21:00 (UTC)",,,,,,,,,,,20,744,,,15.4,,82.8,,,восточный,0,,,2
1602547200,"Вторник, 13 октября
00:00 (UTC)",,,,,,,,,,,20,743,,,13.3,,80.4,,,юго-восточный,0,,,1
1602558000,"Вторник, 13 октября
03:00 (UTC)",,,,0.0,,,0.0,,,,20,743,,,12.8,,84.8,11.4,,юго-восточный,0,,,2
1602568800,"Вторник, 13 октября
06:00 (UTC)",,,,,,,,,,,20,742,,,17.0,,54.3,,,,0,,,0
1602579600,"Вторник, 13 октября
09:00 (UTC)",,,,,,,,,,,20,741,,,27.4,,33.8,,,,0,,,0
1602590400,"Вторник, 13 октября
12:00 (UTC)",,,,,,,,,,,20,740,,,30.7,,28.3,,,,2,,,0
1602601200,"Вторник, 13 октября
15:00 (UTC)",,,,0.0,,,,,,,20,740,,,24.8,,42.5,,,,6,,31.2,0
1602612000,"Вторник, 13 октября
18:00 (UTC)",,,,,,,,,,,20,739,,,17.4,,63.0,,,юго-восточный,4,,,2
1602622800,"Вторник, 13 октября
21:00 (UTC)",,,,,,,,,,,20,739,,,15.9,,68.9,,,южный,2,,,3
