timestamp,date,Дождь (незамерзающий),Зарница,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,"Осадки за 12 часов, мм",Ливневый дождь,"Осадки за 24 часа, мм",Дымка (видимость больше 1 км),Ливневой дождь слабый,Туман без изменений (небо не видно),Мгла,Дождь (незамерзающий) слабый с перерывами,Ухудшение видимости из-за дыма или вулканического пепла,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.","Гроза, дождь умеренный или сильный",Туман начался (усилился). Небо не видно,Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %","Минимальная температура, °C","Пыль, песок или брызги, поднятые ветром",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1596067200,"Четверг, 30 июля
00:00 (UTC)",,,,,,,,,,,,,,,10,764,,,,,20.3,,48.2,,,,западный,0.0,,,1
1596078000,"Четверг, 30 июля
03:00 (UTC)",,,,,,0,,0,,,,,,,10,764,,,,,22.0,,43.1,18.7,,,северо-западный,0.0,,,2
1596088800,"Четверг, 30 июля
06:00 (UTC)",,,,,,,,,,,,,,,10,765,,,,,30.4,,26.1,,,,северо-западный,0.0,,,1
1596099600,"Четверг, 30 июля
09:00 (UTC)",,,,,,,,,,,,,,,10,764,,,,,33.6,,15.1,,,,северный,2.0,,,1
1596153600,"Пятница, 31 июля
00:00 (UTC)",,,,,,,,,,,,,,,10,763,,,,,22.0,,55.5,,,,южный,0.0,,,2
1596164400,"Пятница, 31 июля
03:00 (UTC)",,,,,,0,,0,,,,,,,10,763,,,,,20.9,,65.5,19.7,,,юго-восточный,1.0,,,1
1596175200,"Пятница, 31 июля
06:00 (UTC)",,,,,,,,,,,,,,,10,763,,,,,28.7,,36.3,,,,южный,2.0,,,2
1596186000,"Пятница, 31 июля
09:00 (UTC)",,,,,,,,,,,,,,,10,762,,,,,33.0,,18.8,,,,южный,2.0,,,3
1596196800,"Пятница, 31 июля
12:00 (UTC)",,,,,,,,,,,,,,,10,761,,,,,32.8,,23.4,,,,юго-восточный,6.0,,,4
1596207600,"Пятница, 31 июля
15:00 (UTC)",,,,,,0,,,,,,,,,10,760,,,,,29.5,,40.5,,,,юго-восточный,7.0,,33.9,3
1596218400,"Пятница, 31 июля
18:00 (UTC)",,,,,,,,,,,,,,,10,760,,,,,24.0,,64.5,,,,юго-восточный,6.0,,,2
1596229200,"Пятница, 31 июля
21:00 (UTC)",,,,,,,,,,,,,,,10,759,,,,,21.6,,76.0,,,,восточный,0.0,,,2
1596240000,"Суббота, 1 августа
00:00 (UTC)",,,,,,,,,True,,,,,,4,758,,,,,19.1,,86.5,,,,восточный,0.0,,,2
1596250800,"Суббота, 1 августа
03:00 (UTC)",,,,,,0,,0,,,,,,,10,757,,,,,22.0,,75.6,18.9,,,восточный,1.0,,,2
1596261600,"Суббота, 1 августа
06:00 (UTC)",,,,13.0,,,,,,,,,,,10,755,,,,,28.0,,54.2,,True,,юго-восточный,6.0,,,7
1596272400,"Суббота, 1 августа
09:00 (UTC)",,,,16.0,,,,,,,,,,,10,755,,,,,30.6,,36.1,,True,,юго-восточный,2.0,,,7
1596283200,"Суббота, 1 августа
12:00 (UTC)",,,,14.0,,,,,,,,,,,10,755,,,,,30.7,,31.9,,True,,юго-восточный,2.0,,,6
1596294000,"Суббота, 1 августа
15:00 (UTC)",,,,13.0,,0,,,,,,,,,10,754,,,,,27.7,,48.0,,,,юго-восточный,6.0,,31.4,5
1596304800,"Суббота, 1 августа
18:00 (UTC)",,,,,,,,,,,,,,,10,755,,,,,25.6,,61.7,,,,юго-восточный,9.0,,,2
1596315600,"Суббота, 1 августа
21:00 (UTC)",,,,,,,,,,,,,,,10,755,,,,,23.5,,73.1,,,,северо-западный,9.0,,,3
1596326400,"Воскресенье, 2 августа
00:00 (UTC)",,,,,,,,,,,,,,,10,756,,,,,22.1,,71.5,,,,северо-западный,9.0,,,2
1596337200,"Воскресенье, 2 августа
03:00 (UTC)",,,,,,0.3,,0.3,,True,,,,,4,757,,,,,21.0,,84.0,21.0,,,западный,10.0,,,1
1596348000,"Воскресенье, 2 августа
06:00 (UTC)",,,,,,,,,,,,,,,10,758,,,,,21.6,,77.0,20.6,,True,западный,10.0,,,1
1596358800,"Воскресенье, 2 августа
09:00 (UTC)",,,,,,,,,,,,,,,10,758,,,,,23.8,,64.1,,,,северо-западный,9.0,,,2
1596369600,"Воскресенье, 2 августа
12:00 (UTC)",,,,,,,,,,,,,,,10,758,,,,,25.5,,52.2,,,,северный,9.0,,,2
1596380400,"Воскресенье, 2 августа
15:00 (UTC)",,,,,,менее 0.1,,,,,,,,,10,758,,,,,25.7,,50.6,,,,северный,7.0,,26.3,2
1596391200,"Воскресенье, 2 августа
18:00 (UTC)",,,,,,,,,,,,,,,10,758,,,,,23.0,,60.3,,,,,9.0,,,0
1596402000,"Воскресенье, 2 августа
21:00 (UTC)",,,,,,,,,,,,,,,10,758,,,,,22.7,,61.8,,,,западный,10.0,,,1
1596412800,"Понедельник, 3 августа
00:00 (UTC)",,,,,,,,,,True,,,,,10,759,,,,,21.0,,81.9,,,,,10.0,,,0
1596423600,"Понедельник, 3 августа
03:00 (UTC)",,,,,,2,,2,,True,,,,,4,760,,,,,19.7,,89.4,19.7,,,юго-западный,10.0,,,1
1596434400,"Понедельник, 3 августа
06:00 (UTC)",,,,,,,,,True,,,,,,4,761,,,,,20.1,,85.0,19.7,,,юго-восточный,10.0,,,1
1596445200,"Понедельник, 3 августа
09:00 (UTC)",,,True,,,,,,,,,,,,10,761,,,,,20.2,,75.8,,,,северо-западный,10.0,,,2
1596456000,"Понедельник, 3 августа
12:00 (UTC)",,,,,,,,,,,,,,,10,761,,,,,22.3,,67.9,,,True,северо-западный,7.0,,,3
1596466800,"Понедельник, 3 августа
15:00 (UTC)",,,,,,0.3,,,,,,,,,10,761,,,,True,21.4,,63.1,,,,северо-восточный,7.0,,23.0,1
1596477600,"Понедельник, 3 августа
18:00 (UTC)",,,,,,,,,,,,,,,10,761,,,,,18.1,,81.1,,,True,юго-западный,7.0,,,1
1596488400,"Понедельник, 3 августа
21:00 (UTC)",,,,,,,,,True,,,,,,4,761,,,,,18.4,,87.6,,,,юго-западный,7.0,,,1
1596499200,"Вторник, 4 августа
00:00 (UTC)",,,,,,,,,,,,,,,10,761,,,,,17.8,,79.5,,,,западный,0.0,,,3
1596510000,"Вторник, 4 августа
03:00 (UTC)",,,,,,0,,0.3,,,,,,,10,761,,,,,18.0,,76.9,17.5,,,западный,0.0,,,2
1596520800,"Вторник, 4 августа
06:00 (UTC)",,,,,,,,,,,,,,,10,761,,,,,24.2,,46.4,,,,западный,1.0,,,5
1596531600,"Вторник, 4 августа
09:00 (UTC)",,,,,,,,,,,,,,,10,760,,,,,26.3,,39.1,,,,северо-западный,7.0,,,4
1596542400,"Вторник, 4 августа
12:00 (UTC)",,,,11.0,,,,,,,,,,,10,759,,,,,27.1,,30.3,,,,западный,7.0,,,4
1596553200,"Вторник, 4 августа
15:00 (UTC)",,,,13.0,,0,,,,,,,,,10,758,,,,,27.0,,26.4,,,,западный,7.0,,28.1,5
1596564000,"Вторник, 4 августа
18:00 (UTC)",,,,11.0,,,,,,True,,,,,10,759,,,,,19.2,,70.5,,,,северо-западный,10.0,,,3
1596574800,"Вторник, 4 августа
21:00 (UTC)",,,,11.0,,,,,,,,,,,10,758,,,,,19.4,,65.2,,,True,западный,10.0,,,5
1596585600,"Среда, 5 августа
00:00 (UTC)",,,,12.0,,,,,,,,,,,10,757,,,,,18.2,,78.0,,,True,западный,10.0,,,5
1596596400,"Среда, 5 августа
03:00 (UTC)",,,,11.0,,менее 0.1,,менее 0.1,,,,,,,10,757,,,,,18.5,,77.5,18.1,,,северо-западный,10.0,,,4
1596607200,"Среда, 5 августа
06:00 (UTC)",,,,10.0,,,,,,,,,,,2,756,,,True,,19.4,,79.2,,,,западный,10.0,,,5
1596618000,"Среда, 5 августа
09:00 (UTC)",,,,,,,True,,,,,,,,4,756,,,,,20.0,,89.4,,,,северо-западный,9.0,,,2
1596628800,"Среда, 5 августа
12:00 (UTC)",,,,,,,,,,,,,,,10,756,,,,,23.3,,53.7,,,True,северный,9.0,,,4
1596639600,"Среда, 5 августа
15:00 (UTC)",,,,,,9,,,,,,,,,10,757,,,,,23.0,,59.9,,,,северо-западный,6.0,,24.9,2
1596650400,"Среда, 5 августа
18:00 (UTC)",,,,,,,,,,,,,,,10,758,,,,,20.6,,79.3,,,,северный,2.0,,,2
1596661200,"Среда, 5 августа
21:00 (UTC)",,,,,,,,,,,,,,,10,758,,,,,18.9,,84.3,,,,северо-западный,0.0,,,2
1596672000,"Четверг, 6 августа
00:00 (UTC)",,,,,,,,,True,,,,,,4,759,,,,,17.7,,86.9,,,,западный,0.0,,,1
1596682800,"Четверг, 6 августа
03:00 (UTC)",,,,,,0,,9,,,,,,,10,760,,,,,18.7,,79.1,17.2,,,северо-западный,4.0,,,2
1596693600,"Четверг, 6 августа
06:00 (UTC)",,,,,,,,,,,,,,,10,760,,,,,25.6,,58.3,,,,северо-западный,4.0,,,1
1596704400,"Четверг, 6 августа
09:00 (UTC)",,,,,,,,,,,,,,,10,760,,,,,30.2,,34.9,,,,северный,6.0,,,3
1596715200,"Четверг, 6 августа
12:00 (UTC)",,,,,,,,,,,,,,,10,759,,,,,31.9,,32.7,,,,северо-западный,7.0,,,2
1596726000,"Четверг, 6 августа
15:00 (UTC)",,,,10.0,,0,,,,,,,,,10,759,,,,,32.0,,29.9,,,,западный,2.0,,32.8,1
1596736800,"Четверг, 6 августа
18:00 (UTC)",,,,,,,,,,,,,,,10,759,,,,True,27.8,,39.5,,,,северный,7.0,,,1
1596747600,"Четверг, 6 августа
21:00 (UTC)",,,,,,,,,,,,,,,10,759,,,,,24.6,,53.4,,,True,западный,2.0,,,2
1596758400,"Пятница, 7 августа
00:00 (UTC)",,,,,,,,,,,,,,,10,759,,,,,21.9,,67.9,,,True,северо-западный,0.0,,,2
1596769200,"Пятница, 7 августа
03:00 (UTC)",,,,,,менее 0.1,,менее 0.1,,,,,,,10,760,,,,,23.1,,67.7,21.8,,,западный,2.0,,,1
1596780000,"Пятница, 7 августа
06:00 (UTC)",,,,,,,,,,,,,,,10,760,,,,,31.6,,32.8,,,,северо-западный,2.0,,,1
1596790800,"Пятница, 7 августа
09:00 (UTC)",,,,,,,,,,,,,,,10,759,,,,,35.0,,21.7,,,,северо-западный,6.0,,,3
1596801600,"Пятница, 7 августа
12:00 (UTC)",,,,,,,,,,,,,,,10,759,,,,,34.6,,19.3,,,,северный,6.0,,,4
1596812400,"Пятница, 7 августа
15:00 (UTC)",,,,,,0,,,,,,,,,10,758,,,,,33.7,,18.9,,,,северо-западный,1.0,,35.7,3
1596823200,"Пятница, 7 августа
18:00 (UTC)",,,,,,,,,,,,,,,10,759,,,,,27.0,,32.4,,,,западный,0.0,,,1
1596834000,"Пятница, 7 августа
21:00 (UTC)",,,,,,,,,,,,,,,10,758,,,,,24.0,,45.2,,,,северный,0.0,,,1
1596844800,"Суббота, 8 августа
00:00 (UTC)",,,,,,,,,,,,,,,10,758,,,,,23.3,,47.1,,,,северо-западный,0.0,,,1
1596855600,"Суббота, 8 августа
03:00 (UTC)",,,,,,0,,0,,,,,,,10,758,,,,,22.5,,59.4,20.6,,,западный,0.0,,,1
1596866400,"Суббота, 8 августа
06:00 (UTC)",,,,,,,,,,,,,,,10,758,,,,,29.3,,43.7,,,,северо-западный,2.0,,,2
1596877200,"Суббота, 8 августа
09:00 (UTC)",,,,,,,,,,,,,,,10,757,,,,,33.7,,29.3,,,,северный,0.0,,,3
1596888000,"Суббота, 8 августа
12:00 (UTC)",,,,,,,,,,,,,,,10,756,,,,,32.8,,30.9,,,,северный,9.0,,,3
1596898800,"Суббота, 8 августа
15:00 (UTC)",,,,,,0,,,,,,,,,10,756,,,,,31.7,,29.4,,,,северо-западный,1.0,,34.7,3
1596909600,"Суббота, 8 августа
18:00 (UTC)",,,,,,,,,,,,,,,10,757,,,,,27.3,,37.9,,,,северо-западный,0.0,,,2
1596920400,"Суббота, 8 августа
21:00 (UTC)",,,,,,,,,,,,,,,10,757,,,,,24.0,,48.6,,,,северо-западный,0.0,,,2
1596931200,"Воскресенье, 9 августа
00:00 (UTC)",,,,,,,,,,,,,,,10,757,,,,,22.7,,43.0,,,,северный,0.0,,,3
1596942000,"Воскресенье, 9 августа
03:00 (UTC)",,,,,,0,,0,,,,,,,10,757,,,,,21.4,,46.0,20.9,,,северный,0.0,,,2
1596952800,"Воскресенье, 9 августа
06:00 (UTC)",,,,,,,,,,,,,,,10,758,,,,,25.4,,32.2,,,,северный,0.0,,,4
1596963600,"Воскресенье, 9 августа
09:00 (UTC)",,,,,,,,,,,,,,,10,758,,,,,27.3,,28.2,,,,северо-западный,1.0,,,4
1596974400,"Воскресенье, 9 августа
12:00 (UTC)",,,,,,,,,,,,,,,10,757,,,,,28.3,,24.0,,,,северный,0.0,,,3
1596985200,"Воскресенье, 9 августа
15:00 (UTC)",,,,,,0,,,,,,,,,10,757,,,,,27.4,,26.9,,,,северо-западный,0.0,,28.7,3
1596996000,"Воскресенье, 9 августа
18:00 (UTC)",,,,,,,,,,,,,,,10,758,,,,,22.9,,38.9,,,,западный,0.0,,,1
1597006800,"Воскресенье, 9 августа
21:00 (UTC)",,,,,,,,,,,,,,,10,758,,,,,20.8,,48.0,,,,западный,0.0,,,2
1597017600,"Понедельник, 10 августа
00:00 (UTC)",,,,,,,,,,,,,,,10,759,,,,,18.7,,58.9,,,,северо-западный,0.0,,,1
1597028400,"Понедельник, 10 августа
03:00 (UTC)",,,,,,0,,0,,,,,,,10,759,,,,,18.8,,58.1,17.4,,,северо-западный,0.0,,,2
1597039200,"Понедельник, 10 августа
06:00 (UTC)",,,,,,,,,,,,,,,10,760,,,,,26.0,,33.0,,,,северный,0.0,,,2
1597050000,"Понедельник, 10 августа
09:00 (UTC)",,,,,,,,,,,,,,,10,760,,,,,28.2,,26.0,,,,северо-западный,2.0,,,2
1597060800,"Понедельник, 10 августа
12:00 (UTC)",,,,,,,,,,,,,,,10,759,,,,,29.2,,22.7,,,,северный,2.0,,,2
1597071600,"Понедельник, 10 августа
15:00 (UTC)",,,,,,0,,,,,,,,,10,759,,,,,28.2,,23.0,,,,северо-западный,1.0,,29.5,2
1597082400,"Понедельник, 10 августа
18:00 (UTC)",,,,,,,,,,,,,,,10,760,,,,,23.8,,32.8,,,,северо-западный,0.0,,,1
1597093200,"Понедельник, 10 августа
21:00 (UTC)",,,,,,,,,,,,,,,10,760,,,,,20.4,,43.9,,,,западный,1.0,,,1
1597104000,"Вторник, 11 августа
00:00 (UTC)",,,,,,,,,,,,,,,10,760,,,,,19.6,,58.3,,,,западный,0.0,,,1
1597114800,"Вторник, 11 августа
03:00 (UTC)",,,,,,0,,0,,,,,,,10,760,,,,,19.4,,60.2,16.8,,,северо-западный,7.0,,,2
1597125600,"Вторник, 11 августа
06:00 (UTC)",,,,,,,,,,,,,,,10,760,,,,,25.9,,34.8,,,,северо-западный,9.0,,,1
1597136400,"Вторник, 11 августа
09:00 (UTC)",,,,,,,,,,,,,,,10,760,,,,,29.2,,23.5,,,,западный,9.0,,,2
1597147200,"Вторник, 11 августа
12:00 (UTC)",,,,,,,,,,,,,,,10,759,,,,,31.2,,20.6,,,,юго-восточный,9.0,,,1
1597158000,"Вторник, 11 августа
15:00 (UTC)",,,,,,0,,,,,,,,,10,759,,,,,28.4,,26.4,,,,северный,9.0,,31.2,1
1597168800,"Вторник, 11 августа
18:00 (UTC)",,,,,,,,,,,,,,,10,760,,,,,23.4,,58.1,,,,южный,7.0,,,2
1597179600,"Вторник, 11 августа
21:00 (UTC)",,,,,,,,,,,,,,,10,759,,,,,22.1,,58.2,,,,южный,9.0,,,2
1597190400,"Среда, 12 августа
00:00 (UTC)",,,,,,,,,,,,,,,10,759,,,,,20.1,,72.5,,,,южный,0.0,,,2
1597201200,"Среда, 12 августа
03:00 (UTC)",,,,,,0,,0,,,,,,,10,759,,,,,20.6,,67.6,19.0,,,юго-западный,2.0,,,1
1597212000,"Среда, 12 августа
06:00 (UTC)",,,,,,,,,,,,,,,10,759,,,,,28.1,,39.4,,,,северный,0.0,,,1
1597222800,"Среда, 12 августа
09:00 (UTC)",,,,,,,,,,,,,,,10,759,,,,,32.4,,18.9,,,,южный,6.0,,,2
1597233600,"Среда, 12 августа
12:00 (UTC)",,,,,,,,,,,,,,,10,758,,,,,33.2,,17.6,,,,южный,2.0,,,2
1597244400,"Среда, 12 августа
15:00 (UTC)",,,,,,0,,,,,,,,,10,758,,,,,29.8,,31.7,,,,южный,6.0,,33.3,4
1597255200,"Среда, 12 августа
18:00 (UTC)",,,,,,,,,,,,,,,10,759,,,,,25.2,,52.5,,,,южный,6.0,,,3
1597266000,"Среда, 12 августа
21:00 (UTC)",,,,,,,,,,,,,,,10,758,,,,,25.3,,50.8,,,True,юго-восточный,9.0,,,3
1597276800,"Четверг, 13 августа
00:00 (UTC)",,,,,,,,,,,,,,,10,758,,,,,22.8,,53.2,,,True,южный,2.0,,,2
1597287600,"Четверг, 13 августа
03:00 (UTC)",,,,,,менее 0.1,,менее 0.1,,,,,,,10,758,,,,,21.7,,60.4,20.8,,,юго-восточный,7.0,,,2
1597298400,"Четверг, 13 августа
06:00 (UTC)",,,,,,,,,,True,,,,,10,759,,,,,23.7,,53.1,,,,юго-западный,10.0,,,3
1597309200,"Четверг, 13 августа
09:00 (UTC)",,,,,,,True,,,,,,,,10,758,,,,,25.3,,53.5,,,,восточный,9.0,,,2
1597320000,"Четверг, 13 августа
12:00 (UTC)",,,,,,,,,,,,,,,10,757,,,,True,24.4,,67.1,,,,восточный,9.0,,,2
1597330800,"Четверг, 13 августа
15:00 (UTC)",,,,16.0,,7,,,,,,,,,10,757,,,,,21.1,,80.4,,,,северный,9.0,True,28.8,1
1597341600,"Четверг, 13 августа
18:00 (UTC)",,,,,,,,,True,,,,,,4,758,,,,,20.9,,85.1,,,,юго-западный,7.0,,,2
1597352400,"Четверг, 13 августа
21:00 (UTC)",,,,,,,,,True,,,,,,4,758,,,,,20.0,,87.2,,,,юго-западный,0.0,,,2
1597363200,"Пятница, 14 августа
00:00 (UTC)",,,,,,,,,,,,,,,10,758,,,,,18.4,,81.6,,,,западный,0.0,,,1
1597374000,"Пятница, 14 августа
03:00 (UTC)",,,,,,0,,7,,,,,,,10,759,,,,,18.1,,74.5,17.3,,,западный,2.0,,,1
1597384800,"Пятница, 14 августа
06:00 (UTC)",,,,,,,,,,,,,,,10,759,,,,,24.1,,42.9,,,,западный,2.0,,,2
1597395600,"Пятница, 14 августа
09:00 (UTC)",,,,,,,,,,,,,,,10,759,,,,,26.2,,28.8,,,,западный,7.0,,,2
1597406400,"Пятница, 14 августа
12:00 (UTC)",,,,,,,,,,,,,,,10,758,,,,,28.1,,25.1,,,,юго-западный,6.0,,,3
1597417200,"Пятница, 14 августа
15:00 (UTC)",,,,,,0,,,,,,,,,10,758,,,,,27.2,,24.7,,,,западный,7.0,,28.4,3
1597428000,"Пятница, 14 августа
18:00 (UTC)",,,,,,,,,,,,,,,10,758,,,,,21.3,,43.2,,,,юго-западный,2.0,,,1
1597438800,"Пятница, 14 августа
21:00 (UTC)",,,,,,,,,,,,,,,10,759,,,,,18.8,,54.7,,,,западный,0.0,,,1
1597449600,"Суббота, 15 августа
00:00 (UTC)",,,,,,,,,,,,,,,10,759,,,,,17.1,,59.7,,,,западный,2.0,,,2
1597460400,"Суббота, 15 августа
03:00 (UTC)",,,,,,0,,0,,,,,,,10,760,,,,,15.7,,63.9,15.4,,,западный,1.0,,,2
1597471200,"Суббота, 15 августа
06:00 (UTC)",,,,,,,,,,,,,,,10,760,,,,,22.2,,41.5,,,,западный,0.0,,,2
1597482000,"Суббота, 15 августа
09:00 (UTC)",,,,,,,,,,,,,,,10,760,,,,,24.2,,31.0,,,,юго-западный,7.0,,,4
1597492800,"Суббота, 15 августа
12:00 (UTC)",,,,,,,,,,,,,,,10,760,,,,,24.8,,28.9,,,,западный,9.0,,,4
1597503600,"Суббота, 15 августа
15:00 (UTC)",,,,11.0,,0,,,,,,,,,10,760,,,,,24.1,,26.2,,,,западный,7.0,,25.5,4
1597514400,"Суббота, 15 августа
18:00 (UTC)",,,,,,,,,,,,,,,10,761,,,,,18.8,,45.9,,,,северо-западный,0.0,,,2
1597525200,"Суббота, 15 августа
21:00 (UTC)",,,,,,,,,,,,,,,10,761,,,,,15.8,,55.8,,,,западный,0.0,,,2
1597536000,"Воскресенье, 16 августа
00:00 (UTC)",,,,,,,,,,,,,,,10,761,,,,,14.5,,68.6,,,,западный,0.0,,,2
1597546800,"Воскресенье, 16 августа
03:00 (UTC)",,,,,,0,,0,,,,,,,10,762,,,,,14.2,,66.7,13.4,,,западный,0.0,,,3
1597557600,"Воскресенье, 16 августа
06:00 (UTC)",,,,,,,,,,,,,,,10,762,,,,,19.8,,41.3,,,,западный,0.0,,,4
1597568400,"Воскресенье, 16 августа
09:00 (UTC)",,,,,,,,,,,,,,,10,761,,,,,23.0,,32.8,,,,западный,2.0,,,4
1597579200,"Воскресенье, 16 августа
12:00 (UTC)",,,,,,,,,,,,,,,10,760,,,,,24.7,,28.0,,,,юго-западный,9.0,,,4
1597590000,"Воскресенье, 16 августа
15:00 (UTC)",,,,,,0,,,,,,,,,10,760,,,,,23.6,,27.9,,,,западный,7.0,,24.9,3
1597600800,"Воскресенье, 16 августа
18:00 (UTC)",,,,,,,,,,,,,,,10,761,,,,,18.9,,46.5,,,,северо-западный,0.0,,,1
1597611600,"Воскресенье, 16 августа
21:00 (UTC)",,,,,,,,,,,,,,,10,762,,,,,16.5,,63.7,,,,западный,0.0,,,1
1597622400,"Понедельник, 17 августа
00:00 (UTC)",,,,,,,,,,,,,,,10,761,,,,,16.3,,68.1,,,,юго-западный,0.0,,,2
1597633200,"Понедельник, 17 августа
03:00 (UTC)",,,,,,0,,0,,,,,,,10,762,,,,,15.4,,61.3,14.7,,,западный,0.0,,,2
1597644000,"Понедельник, 17 августа
06:00 (UTC)",,,,,,,,,,,,,,,10,762,,,,,23.2,,30.7,,,,западный,0.0,,,2
1597654800,"Понедельник, 17 августа
09:00 (UTC)",,,,,,,,,,,,,,,10,762,,,,,25.8,,22.7,,,,западный,7.0,,,3
1597665600,"Понедельник, 17 августа
12:00 (UTC)",,,,,,,,,,,,,,,10,760,,,,,27.5,,21.1,,,,юго-западный,7.0,,,4
1597676400,"Понедельник, 17 августа
15:00 (UTC)",,,,,,0,,,,,,,,,10,760,,,,,26.6,,26.8,,,,юго-западный,6.0,,27.5,2
1597687200,"Понедельник, 17 августа
18:00 (UTC)",,,,,,,,,,,,,,,10,760,,,,,20.7,,58.2,,,,южный,0.0,,,3
1597698000,"Понедельник, 17 августа
21:00 (UTC)",,,,,,,,,,,,,,,10,760,,,,,19.0,,72.3,,,,южный,0.0,,,2
1597708800,"Вторник, 18 августа
00:00 (UTC)",,,,,,,,,,,,,,,10,760,,,,,18.4,,56.1,,,,южный,0.0,,,2
1597719600,"Вторник, 18 августа
03:00 (UTC)",,,,,,0,,0,,,,,,,10,760,,,,,18.6,,54.3,17.6,,,юго-западный,2.0,,,2
1597730400,"Вторник, 18 августа
06:00 (UTC)",,,,,,,,,,,,,,,10,760,,,,,25.4,,34.7,,,,юго-западный,6.0,,,3
1597741200,"Вторник, 18 августа
09:00 (UTC)",,,,,,,,,,,,,,,10,759,,,,,30.8,,27.1,,,,западный,6.0,,,3
1597752000,"Вторник, 18 августа
12:00 (UTC)",,,,,,,,,,,,,,,10,758,,,,,29.4,,32.2,,,,северный,7.0,,,2
1597762800,"Вторник, 18 августа
15:00 (UTC)",,,,,,0,,,,,,,,,10,758,,,,,28.8,,31.2,,,,восточный,6.0,,31.7,2
1597773600,"Вторник, 18 августа
18:00 (UTC)",,,,,,,,,,,,,,,10,759,,,,,23.8,,44.2,,,,южный,2.0,,,1
1597784400,"Вторник, 18 августа
21:00 (UTC)",,,,,,,,,,,,,,,10,759,,,,,22.1,,54.5,,,,южный,2.0,,,2
1597795200,"Среда, 19 августа
00:00 (UTC)",,,,,,,,,,,,,,,10,759,,,,,21.7,,49.2,,,,южный,7.0,,,2
1597806000,"Среда, 19 августа
03:00 (UTC)",,,,,,0,,0,,,,,,,10,759,,,,,20.2,,58.1,19.1,,,юго-восточный,9.0,,,2
1597816800,"Среда, 19 августа
06:00 (UTC)",,,,,,,,,,,,,,,10,759,,,,,24.5,,55.4,,,,юго-восточный,7.0,,,3
1597827600,"Среда, 19 августа
09:00 (UTC)",,,,,,,,,,,,,,,10,759,,,,,28.8,,41.4,,,,юго-восточный,2.0,,,4
1597838400,"Среда, 19 августа
12:00 (UTC)",,,,10.0,,,,,,,,,,,10,758,,,,,29.5,,34.4,,,,юго-восточный,2.0,,,5
1597849200,"Среда, 19 августа
15:00 (UTC)",,,,10.0,,0,,,,,,,,,10,758,,,,,26.0,,58.4,,,,юго-восточный,2.0,,30.4,4
1597860000,"Среда, 19 августа
18:00 (UTC)",,,,,,,,,,,,,,,10,759,,,,,23.0,,68.1,,,,северный,10.0,,,1
1597870800,"Среда, 19 августа
21:00 (UTC)",,,,,,,,,,,,,,,10,758,,,,,21.2,,76.0,,,True,юго-восточный,0.0,,,1
1597881600,"Четверг, 20 августа
00:00 (UTC)",,,,,,,,,True,,,,,,4,759,,,,,19.4,,87.1,,,,юго-восточный,0.0,,,1
1597892400,"Четверг, 20 августа
03:00 (UTC)",,,,,,менее 0.1,,менее 0.1,True,,,,,,4,759,,,,,19.3,,88.8,18.3,,,юго-восточный,1.0,,,1
1597903200,"Четверг, 20 августа
06:00 (UTC)",,,,,,,,,,,,,,,10,759,,,,,25.3,,60.4,,,,южный,0.0,,,3
1597914000,"Четверг, 20 августа
09:00 (UTC)",,,,,,,,,,,,,,,10,759,,,,,29.9,,32.1,,,,южный,0.0,,,3
1597924800,"Четверг, 20 августа
12:00 (UTC)",,,,,,,,,,,,,,,10,758,,,,,32.0,,26.5,,,,южный,2.0,,,2
1597935600,"Четверг, 20 августа
15:00 (UTC)",,,,,,0,,,,,,,,,10,758,,,,,28.9,,38.6,,,,юго-восточный,7.0,,32.3,2
