timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Ливневый дождь со снегом,Ливневый дождь,Снежная крупа (возможно с дождем) умеренная или сильная,Количество облаков уменьшилось,Гроза сильная (возможен дождь или снег),Дождь (незамерзающий) слабый с перерывами,Дождь (незамерзающий) умеренный непрерывный,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,Град,"Минимальная температура, °C",Направление ветра,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),Ливневой снег умеренный или сильный,"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,Количество облаков увеличилось,"Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),Туман без изменений (небо не видно),Снежная крупа (возможно с дождем) слабая,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,Туман начался (усилился). Небо не видно,"Температура воздуха, °C",Снег слабый непрерывный,Количество облаков не изменилось,Балл общей облачности,Ливневой снег слабый,Туман без изменений (небо видно)
1600657200,"Понедельник, 21 сентября
03:00 (UTC)",,,,,,,,,,,,86.2,,,7.8,юго-западный,,,2,,,0,,,0,,,,,20,758,,,10.3,,,10.0,,
1600668000,"Понедельник, 21 сентября
06:00 (UTC)",,,,,,,,,,,,91.1,,,7.8,юго-западный,,,1,,,0,,,,,,,,20,758,,,11.3,,,10.0,,
1600678800,"Понедельник, 21 сентября
09:00 (UTC)",,,,,,,,,,,,74.4,,,,западный,,,2,,,,,,,,,,,20,758,,,14.7,,,10.0,,
1600689600,"Понедельник, 21 сентября
12:00 (UTC)",,,,,,,,,,,,68.9,,,,западный,,,3,,,,,,,,,,,20,758,,,16.0,,,10.0,,
1600700400,"Понедельник, 21 сентября
15:00 (UTC)",,,,,,,,,,,,73.6,,,,юго-западный,,,2,,,0,,,,,,,,20,757,,,15.7,,,10.0,,
1600711200,"Понедельник, 21 сентября
18:00 (UTC)",,,,,,,,,,,,88.2,,,,юго-западный,,16.7,1,,,0,,,,,,,,20,756,,,12.5,,,10.0,,
1600722000,"Понедельник, 21 сентября
21:00 (UTC)",,,,,,,,,,,,93.5,,,,юго-западный,,,1,,,,,,,,,,,20,755,,,10.7,,,0.0,,
1600732800,"Вторник, 22 сентября
00:00 (UTC)",,,,,,,,,,,,96.0,,,,юго-западный,,,1,,,,,,,,,,,20,754,,,9.7,,,0.0,,
1600743600,"Вторник, 22 сентября
03:00 (UTC)",,,,,,,,,,,,96.0,,,8.9,южный,,,1,,,0,,,0,,,,,20,754,,,9.3,,,7.0,,
1600754400,"Вторник, 22 сентября
06:00 (UTC)",,,,,,,,,,,,85.8,,,7.8,юго-западный,,,1,,,0,,,,,,,,20,754,,,12.0,,,,,
1600765200,"Вторник, 22 сентября
09:00 (UTC)",,,,,,,,,,,,58.7,,,,юго-западный,,,2,,,,,,,,,,,20,754,,,18.0,,,6.0,,
1600776000,"Вторник, 22 сентября
12:00 (UTC)",,,,,,,,,,,,37.0,,,,юго-западный,,,3,,,,,,,,,,,20,754,,,20.8,,,9.0,,
1600786800,"Вторник, 22 сентября
15:00 (UTC)",,,,,,,,,,,,46.4,,,,юго-западный,,,1,,,0,,,,,,,,20,754,,,18.6,,,9.0,,
1600797600,"Вторник, 22 сентября
18:00 (UTC)",,,,,,,,,,,,92.2,,,,,,21.5,0,,,0,,,,,,,,20,755,,,9.0,,,4.0,,
1600808400,"Вторник, 22 сентября
21:00 (UTC)",,,,,,,,,,,,96.6,,,,,,,0,,,,,,,,,,,20,755,,,6.4,,,0.0,,
1600819200,"Среда, 23 сентября
00:00 (UTC)",,,,,,,,,,,,97.9,,,,,,,0,,,,,,,,,,,20,755,,,4.8,,,0.0,,
1600830000,"Среда, 23 сентября
03:00 (UTC)",,,,,,,,,,,,97.9,,,4.6,южный,,,1,,,0,,,0,,,,,20,755,,,4.7,,,7.0,,
1600840800,"Среда, 23 сентября
06:00 (UTC)",,,,,,,,,,,,98.0,,,4.6,южный,,,1,,,0,,,,,,,,10,755,,,9.8,,,0.0,,
1600851600,"Среда, 23 сентября
09:00 (UTC)",,,,,,,,,,,,66.9,,,,южный,,,2,,,,,,,,,,,20,755,,,19.1,,,0.0,,
1600862400,"Среда, 23 сентября
12:00 (UTC)",,,,,,,,,,,,56.3,,,,южный,,,2,,,,,,,,,,,20,754,,,23.5,,,0.0,,
1600873200,"Среда, 23 сентября
15:00 (UTC)",,,,,,,,,,,,65.0,,,,южный,,,1,,,0,,,,,,,,20,753,,,20.3,,,0.0,,
1600884000,"Среда, 23 сентября
18:00 (UTC)",,,,,,,,,,,,93.1,,,,южный,,24.2,1,,,0,,,,,,,,10,754,,,13.7,,,0.0,,
1600894800,"Среда, 23 сентября
21:00 (UTC)",,,,,,,,,,,,94.9,,,,юго-восточный,,,1,,,,,,,,,,,10,754,,,13.2,,,0.0,,
1600905600,"Четверг, 24 сентября
00:00 (UTC)",,,,,,,,,,,,96.7,,,,южный,,,1,,,,,,,,,,,10,754,,,11.6,,,0.0,,
1600916400,"Четверг, 24 сентября
03:00 (UTC)",,,,,,,,,,,,96.7,,,10.8,южный,,,1,,,0,,,0,,,,,10,754,,,10.9,,,0.0,,
1600927200,"Четверг, 24 сентября
06:00 (UTC)",,,,,,,,,,,,90.0,,,10.2,южный,,,2,,,0,,,,,,,,20,754,,,13.1,,,0.0,,
1600938000,"Четверг, 24 сентября
09:00 (UTC)",,,,,,,,,,,,54.5,,,,южный,,,2,,,,,,,,,,,20,754,,,20.8,,,0.0,,
1600948800,"Четверг, 24 сентября
12:00 (UTC)",,,,,,,,,,,,39.9,,,,южный,,,2,,,,,,,,,,,20,754,,,23.4,,,0.0,,
1600959600,"Четверг, 24 сентября
15:00 (UTC)",,,,,,,,,,,,57.3,,,,юго-восточный,,,2,,,0,,,,,,,,20,753,,,20.0,,,6.0,,
1600970400,"Четверг, 24 сентября
18:00 (UTC)",,,,,,,,,,,,72.1,,,,южный,,23.6,3,,,0,,,,,,,,20,754,,,15.7,,,6.0,,
1600981200,"Четверг, 24 сентября
21:00 (UTC)",,,,,,,,,,,,77.2,,,,южный,,,1,,,,,,,,,,,20,754,,,13.2,,,4.0,,
1600992000,"Пятница, 25 сентября
00:00 (UTC)",,,,,,,,,,,,76.0,,,,юго-восточный,,,2,,,,,,,,,,,20,754,,,12.2,,,0.0,,
1601002800,"Пятница, 25 сентября
03:00 (UTC)",,,,,,,,,,,,87.3,,,9.3,южный,,,1,,,0,,,0,,,,,20,754,,,9.4,,,0.0,,
1601013600,"Пятница, 25 сентября
06:00 (UTC)",,,,,,,,,,,,75.0,,,9.1,юго-восточный,,,2,,,0,,,,,,,,20,754,,,12.2,,,9.0,,
1601024400,"Пятница, 25 сентября
09:00 (UTC)",,,,,,,,,,,,58.7,,,,юго-восточный,,,3,,,,,,,,,,,20,754,,,17.9,,,6.0,,
1601035200,"Пятница, 25 сентября
12:00 (UTC)",,,,,,,,,,,,45.6,,,,юго-восточный,,,3,,,,,,,,,,,20,754,,,22.2,,,2.0,,
1601046000,"Пятница, 25 сентября
15:00 (UTC)",,,,,,,,,,,,58.4,,,,юго-восточный,,,2,,,0.1,,,,,,,,20,754,,,20.0,,,0.0,,
1601056800,"Пятница, 25 сентября
18:00 (UTC)",,,,,,,,,,,,72.1,,,,юго-восточный,,22.6,2,,,0,,,,,,,,20,754,,,15.6,,,2.0,,
1601067600,"Пятница, 25 сентября
21:00 (UTC)",,,,,,,,,,,,79.8,,,,юго-восточный,,,2,,,,,,,,,,,20,754,,,13.0,,,6.0,,
1601078400,"Суббота, 26 сентября
00:00 (UTC)",,,,,,,,,,,,88.1,,,,юго-восточный,,,1,,,,,,,,,,,20,754,,,11.6,,,6.0,,
1601089200,"Суббота, 26 сентября
03:00 (UTC)",,,,,,,,,,,,92.9,,,10.6,восточный,,,1,,,0,,,0,,,,,20,754,,,10.8,,,6.0,,
1601100000,"Суббота, 26 сентября
06:00 (UTC)",,,,,,,,,,,,84.8,,,10.2,восточный,,,2,,,0,,,,,,,,20,754,,,13.2,,,0.0,,
1601110800,"Суббота, 26 сентября
09:00 (UTC)",,,,,,,,,,,,63.1,,,,восточный,,,4,,,,,,,,,,,20,754,,,19.6,,,0.0,,
1601121600,"Суббота, 26 сентября
12:00 (UTC)",,,,,,,,,,,,49.4,,,,юго-восточный,,,3,,,,,,,,,,,20,754,,,23.7,,,0.0,,
1601132400,"Суббота, 26 сентября
15:00 (UTC)",,,,,,,,,,,,52.6,,,,восточный,,,2,,,0,,,,,,,,20,755,,,21.5,,,0.0,,
1601143200,"Суббота, 26 сентября
18:00 (UTC)",,,,,,,,,,,,68.2,,,,восточный,,23.8,2,,,0,,,,,,,,20,756,,,17.1,,,0.0,,
1601154000,"Суббота, 26 сентября
21:00 (UTC)",,,,,,,,,,,,74.9,,,,восточный,,,2,,,,,,,,,,,20,757,,,14.5,,,0.0,,
1601164800,"Воскресенье, 27 сентября
00:00 (UTC)",,,,,,,,,,,,79.3,,,,восточный,,,2,,,,,,,,,,,20,757,,,13.1,,,0.0,,
1601175600,"Воскресенье, 27 сентября
03:00 (UTC)",,,,,,,,,,,,85.2,,,11.6,восточный,,,3,,,0,,,0,,,,,20,758,,,11.7,,,0.0,,
1601186400,"Воскресенье, 27 сентября
06:00 (UTC)",,,,,,,,,,,,80.3,,,11.1,восточный,,,3,,,0,,,,,,,,20,758,,,12.5,,,2.0,,
1601197200,"Воскресенье, 27 сентября
09:00 (UTC)",,,,,,,,,,,,61.1,,,,восточный,,,3,,,,,,,,,,,20,759,,,18.1,,,4.0,,
1601208000,"Воскресенье, 27 сентября
12:00 (UTC)",,,,,,,,,,,,51.1,,,,восточный,,,4,,,,,,,,,,,20,758,,,21.2,,,0.0,,
1601218800,"Воскресенье, 27 сентября
15:00 (UTC)",,,,,,,,,,,,53.0,,,,восточный,,,3,,,0,,,,,,,,20,758,,,20.4,,,0.0,,
1601229600,"Воскресенье, 27 сентября
18:00 (UTC)",,,,,,,,,,,,58.9,,,,восточный,,21.7,3,,,0,,,,,,,,20,759,,,17.3,,,0.0,,
1601240400,"Воскресенье, 27 сентября
21:00 (UTC)",,,,,,,,,,,,68.0,,,,восточный,,,3,,,,,,,,,,,20,760,,,13.9,,,0.0,,
1601251200,"Понедельник, 28 сентября
00:00 (UTC)",,,,,,,,,,,,73.9,,,,восточный,,,3,,,,,,,,,,,20,760,,,11.8,,,0.0,,
1601262000,"Понедельник, 28 сентября
03:00 (UTC)",,,,,,,,,,,,73.8,,,11.4,восточный,,,2,,,0,,,0,,,,,20,760,,,11.4,,,10.0,,
1601272800,"Понедельник, 28 сентября
06:00 (UTC)",,,,,,,,,,,,78.0,,,11.0,восточный,,,3,,,менее 0.1,,,,,,,,20,760,,,11.6,,True,,,
1601283600,"Понедельник, 28 сентября
09:00 (UTC)",,,,,,,,,,,,76.1,,,,восточный,,,3,,,,,,,,,,,20,759,,,12.7,,,10.0,,
1601294400,"Понедельник, 28 сентября
12:00 (UTC)",,,,,,,,,,,,72.3,,,,юго-восточный,,,2,,,,,,,,,,,20,760,,,13.7,,,10.0,,
1601305200,"Понедельник, 28 сентября
15:00 (UTC)",,,,,,,,,,,,88.2,,,,юго-восточный,,,2,,,,,,,,,,,20,760,,,12.4,,,10.0,,
1601316000,"Понедельник, 28 сентября
18:00 (UTC)",,,,,,,,,,,,94.9,,,,восточный,,14.1,1,True,,0.2,,,,,,,,20,760,,,12.1,,,10.0,,
1601326800,"Понедельник, 28 сентября
21:00 (UTC)",,,,,,,,,,,,93.0,,,,юго-восточный,,,2,,,,,,,,,,,20,761,,,12.4,,,10.0,,
1601337600,"Вторник, 29 сентября
00:00 (UTC)",,,,,,,,,,,,91.8,,,,юго-восточный,,,2,,,,,,,,,,,20,760,,,12.4,,,10.0,,
1601348400,"Вторник, 29 сентября
03:00 (UTC)",,,,,,,,,,,,96.1,,,11.8,восточный,,,2,,,0.3,,,0.3,,,,,20,760,,,11.8,,,10.0,,
1601359200,"Вторник, 29 сентября
06:00 (UTC)",,,,,,,,,,,,96.7,,,11.7,южный,,,1,,,0.3,,,,,,,,20,761,,,11.7,,True,10.0,,
1601370000,"Вторник, 29 сентября
09:00 (UTC)",,,,,,,,,,,,91.8,,,,южный,,,1,,,,,,,,,,,20,761,,,12.6,,,10.0,,
1601380800,"Вторник, 29 сентября
12:00 (UTC)",,,,,,,,,,,,94.3,,,,южный,,,1,,,,,,,,,,,20,761,,,12.9,,True,10.0,,
1601391600,"Вторник, 29 сентября
15:00 (UTC)",,,,,,,,,,,,93.7,,,,восточный,,,1,,,0.6,,,,,,,,20,761,,,13.1,,,10.0,,
1601402400,"Вторник, 29 сентября
18:00 (UTC)",,,,,,,,,,,,94.9,,,,юго-восточный,,13.4,1,,,0.4,,,,,,,,20,762,,,12.7,,,10.0,,
1601413200,"Вторник, 29 сентября
21:00 (UTC)",,,,,,,,,,,,96.1,,,,северо-восточный,,,1,,,,,,,,,,,20,761,,,12.3,,,9.0,,
1601424000,"Среда, 30 сентября
00:00 (UTC)",,,,,,,,,,,,96.7,,,,,,,0,,,,,,,,True,,,4,761,,,10.5,,,2.0,,
1601434800,"Среда, 30 сентября
03:00 (UTC)",,,,,,,,,,,,98.0,,,9.6,северо-восточный,,,1,,,0,,,0.7,,,True,,0,761,,,9.8,,,,,
1601445600,"Среда, 30 сентября
06:00 (UTC)",,,,,,,,,,,,98.0,,,9.3,восточный,,,2,,,0,,,,,True,,,2,761,,,9.8,,,10.0,,
1601456400,"Среда, 30 сентября
09:00 (UTC)",,,,,,,,,,,,86.0,,,,восточный,,,2,,,,,,,,,,,20,761,,,13.3,,,7.0,,
1601467200,"Среда, 30 сентября
12:00 (UTC)",,,,,,,,,,,,65.9,,,,северо-восточный,,,2,,,,,,,,,,,20,760,,,16.9,,,5.0,,
1601478000,"Среда, 30 сентября
15:00 (UTC)",,,,,,,,,,,,70.6,,,,северо-восточный,,,3,,,0,,,,,,,,20,760,,,15.2,,,6.0,,
1601488800,"Среда, 30 сентября
18:00 (UTC)",,,,,,,,,,,,87.5,,,,восточный,,17.2,1,,,0,,,,,,,,20,760,,,11.8,,,0.0,,
1601499600,"Среда, 30 сентября
21:00 (UTC)",,,,,,,,,,,,86.2,,,,восточный,,,3,,,,,,,,,,,20,760,,,10.4,,,0.0,,
1601510400,"Четверг, 1 октября
00:00 (UTC)",,,,,,,,,,,,90.9,,,,северо-восточный,,,2,,,,,,,,,,,20,760,,,8.1,,,0.0,,
1601521200,"Четверг, 1 октября
03:00 (UTC)",,,,,,,,,,,,93.3,,,6.2,восточный,,,1,,,0,,,0,,,,,20,760,,,6.2,,,0.0,,
1601532000,"Четверг, 1 октября
06:00 (UTC)",,,,,,,,,,,,84.2,,,5.8,восточный,,,1,,,0,,,,,,,,20,760,,,7.9,,,0.0,,
1601542800,"Четверг, 1 октября
09:00 (UTC)",,,,,,,,,,,,61.4,,,,восточный,,,3,,,,,,,,,,,20,760,,,14.0,,,5.0,,
1601553600,"Четверг, 1 октября
12:00 (UTC)",,,,,,,,,,,,47.8,,,,восточный,,,4,,,,,,,,,,,20,759,,,17.8,,,2.0,,
1601564400,"Четверг, 1 октября
15:00 (UTC)",,,,,,,,,,,,59.4,,,,восточный,,,2,,,0,,,,,,,,50,760,,,15.9,,,7.0,,
1601575200,"Четверг, 1 октября
18:00 (UTC)",,,,,,,,,,,,65.9,,,,восточный,,18.2,2,,,0,,,,,,,,20,760,,,12.7,,,2.0,,
1601586000,"Четверг, 1 октября
21:00 (UTC)",,,,,,,,,,,,76.7,,,,восточный,,,1,,,,,,,,,,,20,761,,,10.1,,,2.0,,
1601596800,"Пятница, 2 октября
00:00 (UTC)",,,,,,,,,,,,80.9,,,,восточный,,,1,,,,,,,,,,,20,761,,,8.7,,,0.0,,
1601607600,"Пятница, 2 октября
03:00 (UTC)",,,,,,,,,,,,83.6,,,7.1,восточный,,,2,,,0,,,0,,,,,50,762,,,7.4,,,0.0,,
1601618400,"Пятница, 2 октября
06:00 (UTC)",,,,,,,,,,,,80.7,,,6.6,восточный,,,3,,,0,,,,,,,,20,762,,,7.6,,,6.0,,
1601629200,"Пятница, 2 октября
09:00 (UTC)",,,,,,,,,,,,62.0,,,,восточный,,,2,,,,,,,,,,,20,762,,,13.1,,,10.0,,
1601640000,"Пятница, 2 октября
12:00 (UTC)",,,,,,,,,,,,47.0,,,,восточный,,,3,,,,,,,,,,,20,762,,,18.4,,,10.0,,
1601650800,"Пятница, 2 октября
15:00 (UTC)",,,,,,,,,,,,54.8,,,,восточный,,,3,,,0,,,,,,,,20,762,,,16.4,,,10.0,,
1601661600,"Пятница, 2 октября
18:00 (UTC)",,,,,,,,,,,,72.0,,,,восточный,,18.7,2,,,0,,,,,,,,20,763,,,12.5,,,7.0,,
1601672400,"Пятница, 2 октября
21:00 (UTC)",,,,,,,,,,,,64.9,,,,восточный,,,3,,,,,,,,,,,20,763,,,12.3,,,10.0,,
1601683200,"Суббота, 3 октября
00:00 (UTC)",,,,,,,,,,,,64.7,,,,восточный,,,3,,,,,,,,,,,20,763,,,13.1,,,10.0,,
1601694000,"Суббота, 3 октября
03:00 (UTC)",,,,,,,,,,,,72.9,,,11.2,восточный,,,3,,,0,,,0,,,,,20,763,,,12.0,,,10.0,,
1601704800,"Суббота, 3 октября
06:00 (UTC)",,,,,,,,,,,,73.5,,,11.2,восточный,,,3,,,0,,,,,,,,20,763,,,12.2,,,9.0,,
1601715600,"Суббота, 3 октября
09:00 (UTC)",,,,,,,True,,,,,66.0,,,,юго-восточный,,,3,,,,,,,,,,,20,763,,,15.2,,,7.0,,
1601726400,"Суббота, 3 октября
12:00 (UTC)",,,,,,,,,,,,66.9,,,,восточный,,,3,,,,,True,,,,,,20,762,,,15.1,,,10.0,,
1601737200,"Суббота, 3 октября
15:00 (UTC)",,,,,,,,,,,,74.9,,,,восточный,,,2,,,менее 0.1,,,,,,,,20,762,,,14.4,,,10.0,,
1601748000,"Суббота, 3 октября
18:00 (UTC)",,,,,,,,,,,,84.2,,,,восточный,,15.7,3,,,0.3,,,,,,,,20,762,,,12.7,,True,10.0,,
1601758800,"Суббота, 3 октября
21:00 (UTC)",,,,,,,,,,,,89.4,,,,юго-восточный,,,3,,,,,,,,,,,10,762,,,12.2,,True,10.0,,
1601769600,"Воскресенье, 4 октября
00:00 (UTC)",,,,,,,,,,,,90.5,,,,восточный,,,3,,,,,,,,,,,10,761,,,11.9,,True,10.0,,
1601780400,"Воскресенье, 4 октября
03:00 (UTC)",,,True,,,,,,,,,89.9,,,11.2,восточный,,,3,,,5,,,5,,,,,10,761,,,11.2,,,10.0,,
1601791200,"Воскресенье, 4 октября
06:00 (UTC)",,,,,,,,,,,,88.1,,,10.9,восточный,,,3,,,5,,,,,,,,10,760,,,10.9,,True,10.0,,
1601802000,"Воскресенье, 4 октября
09:00 (UTC)",,,,,,,,,,,,75.0,,,,восточный,,,4,,,,,,,True,,,,4,759,,,12.4,,,10.0,,
1601812800,"Воскресенье, 4 октября
12:00 (UTC)",,,,,,,,,,,,76.8,,,,юго-восточный,,,4,,,,,,,,,,,20,758,,,13.8,,True,10.0,,
1601823600,"Воскресенье, 4 октября
15:00 (UTC)",,10.0,,,,,True,,,,,78.4,,,,восточный,,,3,,,0.1,,,,,,,,10,757,,,14.3,,,9.0,,
1601834400,"Воскресенье, 4 октября
18:00 (UTC)",,,,,,,,,,,,73.5,,,,юго-восточный,,15.5,4,,,менее 0.1,,True,,,,,,20,757,,,15.4,,,10.0,,
1601845200,"Воскресенье, 4 октября
21:00 (UTC)",,,,,,,,,,,,78.1,,,,юго-восточный,,,3,,,,,,,,,,,20,757,,,15.4,,,7.0,,
1601856000,"Понедельник, 5 октября
00:00 (UTC)",,,,,,,,,,,,84.0,,,,южный,,,3,,,,,,,,,,,18,758,,,15.9,,,,,
1601866800,"Понедельник, 5 октября
03:00 (UTC)",,,,,,,,,,,,89.0,,,14.4,южный,,,3,,,0,,,0.1,,,,,18,759,,,15.3,,,,,
1601877600,"Понедельник, 5 октября
06:00 (UTC)",,,,,,,,,,,,87.9,,,15.2,южный,,,2,,,0,,,,,,,,20,760,,,15.4,,,10.0,,
1601888400,"Понедельник, 5 октября
09:00 (UTC)",,,,,,,,,,,,81.5,,,,южный,,,2,,,,,,,,,,,20,760,,,17.7,,,10.0,,
1601899200,"Понедельник, 5 октября
12:00 (UTC)",,,,,,,,,,,,85.7,,,,юго-восточный,,,3,,,,,,,,,,,20,760,,,16.8,,,10.0,,
1601910000,"Понедельник, 5 октября
15:00 (UTC)",,,,,,,,,,,,83.6,,,,юго-восточный,,,2,,,0,,,,,,,,20,759,,,17.0,,,10.0,,
1601920800,"Понедельник, 5 октября
18:00 (UTC)",,,,,,,,,,,,82.4,,,,юго-восточный,,17.9,2,,,0,,,,,,,,20,759,,,16.0,,,10.0,,
1601931600,"Понедельник, 5 октября
21:00 (UTC)",,,,,,,,,,,,74.9,,,,юго-восточный,,,2,,,,,,,,,,,20,757,,,14.9,,,10.0,,
1601942400,"Вторник, 6 октября
00:00 (UTC)",,,,,,,,,,,,71.2,,,,юго-восточный,,,2,,,,,,,,,,,20,756,,,13.1,,,10.0,,
1601953200,"Вторник, 6 октября
03:00 (UTC)",,,,,,,,,,,,66.5,,,12.2,юго-восточный,,,3,,,0.3,,,0.3,,,,,20,754,,,13.4,,True,10.0,,
1601964000,"Вторник, 6 октября
06:00 (UTC)",,,,,,,,,,,,68.9,,,12.2,юго-восточный,,,3,,,0.4,,,,,,,,20,754,,,13.7,,True,10.0,,
1601974800,"Вторник, 6 октября
09:00 (UTC)",,,,,,,,,,,,78.0,,,,юго-восточный,,,4,,,,,,,,,,,20,754,,,15.2,,,,,
1601985600,"Вторник, 6 октября
12:00 (UTC)",,,,,,,,,,,,79.3,,,,юго-восточный,,,4,,,,,,,,,,,20,754,,,16.5,,True,10.0,,
1601996400,"Вторник, 6 октября
15:00 (UTC)",,,,,,,,,,,,85.0,,,,южный,,,3,,,менее 0.1,,,,,,,,20,754,,,15.1,,,10.0,,
1602007200,"Вторник, 6 октября
18:00 (UTC)",,,,,,,,,,,,90.7,,,,юго-восточный,,16.9,2,,,менее 0.1,,,,,,,,20,755,,,13.7,,,6.0,,
1602018000,"Вторник, 6 октября
21:00 (UTC)",,,,,,,,,,,,91.2,,,,юго-восточный,,,2,,,,,,,,,,,20,755,,,13.5,,,10.0,,
1602028800,"Среда, 7 октября
00:00 (UTC)",,,,,,,,,,,,93.0,,,,юго-восточный,,,1,,,,,,,,,,,20,755,,,12.7,,,10.0,,
1602039600,"Среда, 7 октября
03:00 (UTC)",,,,,,,,,,,,93.0,,,12.5,юго-восточный,,,2,,,0,,,менее 0.1,,,,,20,755,,,13.0,,,10.0,,
1602050400,"Среда, 7 октября
06:00 (UTC)",,,,,,,,,,,,93.0,,,12.5,восточный,,,1,,,0,,,,,,,,50,756,,,13.0,,,10.0,,
1602061200,"Среда, 7 октября
09:00 (UTC)",,,,,,,,,,,,84.9,,,,юго-восточный,,,2,,,,,,,,,,,20,756,,,14.3,,,10.0,,
1602072000,"Среда, 7 октября
12:00 (UTC)",,,,,,,,,,,,82.8,,,,юго-восточный,,,1,,,,,,,,,,,20,756,,,14.9,,,10.0,,
1602082800,"Среда, 7 октября
15:00 (UTC)",,,,,,,,,,,,85.5,,,,юго-восточный,,,1,,,0,,,,,,,,20,756,,,14.5,,,7.0,,
1602093600,"Среда, 7 октября
18:00 (UTC)",,,,,,,,,,,,94.9,,,,юго-восточный,,15.7,2,,,0,,,,,,,,20,757,,,13.1,,,7.0,,
1602104400,"Среда, 7 октября
21:00 (UTC)",,,,,,,,,,,,94.3,,,,юго-восточный,,,2,,,,,,,,,,,20,757,,,13.3,,,10.0,,
1602115200,"Четверг, 8 октября
00:00 (UTC)",,,,,,,,,,,,93.0,,,,южный,,,3,,,,,,,,,,,20,757,,,13.1,,,10.0,,
1602126000,"Четверг, 8 октября
03:00 (UTC)",,,,,,,,,,,,91.8,,,12.6,юго-восточный,,,2,,,0,,,0,,,,,20,758,,,13.0,,,10.0,,
1602136800,"Четверг, 8 октября
06:00 (UTC)",,,,,,,,,,,,91.2,,,12.8,юго-восточный,,,2,,,0,,,,,,,,20,758,,,13.1,,,10.0,,
1602147600,"Четверг, 8 октября
09:00 (UTC)",,,,,,,,,,,,84.9,,,,южный,,,1,,,,,,,,,,,20,759,,,14.4,,,10.0,,
1602158400,"Четверг, 8 октября
12:00 (UTC)",,,,,,,,,,,,81.8,,,,южный,,,2,,,,,,,,,,,20,759,,,15.5,,,10.0,,
1602169200,"Четверг, 8 октября
15:00 (UTC)",,,,,,,,,,,,85.5,,,,южный,,,1,,,менее 0.1,,,,,,,,20,759,,,14.6,,True,10.0,,
1602180000,"Четверг, 8 октября
18:00 (UTC)",,,,,,,,,,,,93.0,,,,южный,,15.6,1,,,менее 0.1,,,,,,,,20,759,,,12.9,,True,10.0,,
1602190800,"Четверг, 8 октября
21:00 (UTC)",,,,,,,,,,,,96.1,,,,южный,,,1,,,,,,,True,,,,10,759,,,12.6,,,10.0,,
1602201600,"Пятница, 9 октября
00:00 (UTC)",,,,,,,,,,,,97.4,,,,южный,,,1,,,,,,,,,,,20,759,,,12.2,,True,10.0,,
1602212400,"Пятница, 9 октября
03:00 (UTC)",,,,,,,,,,,,96.7,,,11.5,южный,,,1,,,0.5,,,0.5,,,,,20,758,,,11.7,,,10.0,,
1602223200,"Пятница, 9 октября
06:00 (UTC)",,,,,,,,,,,,94.8,,,10.6,южный,,,1,,,0.5,,,,,,,,20,758,,,11.5,,,10.0,,
1602234000,"Пятница, 9 октября
09:00 (UTC)",,,,,,,,,,,,83.7,,,,южный,,,2,,,,,,,,,,,20,758,,,13.4,,,10.0,,
1602244800,"Пятница, 9 октября
12:00 (UTC)",,,,,,,,,,,,72.9,,,,южный,,,3,,,,,,,,,,,20,758,,,14.6,,,10.0,,
1602255600,"Пятница, 9 октября
15:00 (UTC)",,,,,,,,,,,,76.2,,,,южный,,,1,,,0,,,,,,,,20,757,,,13.4,,,9.0,,
1602266400,"Пятница, 9 октября
18:00 (UTC)",,,,,True,,,,,,,78.2,,,,южный,,14.9,2,,,менее 0.1,,,,,,,,20,757,,,12.9,,,10.0,,
1602277200,"Пятница, 9 октября
21:00 (UTC)",,,,,,,,,,,,88.2,,,,южный,,,2,,,,,,,,,,,20,758,,,12.3,,True,10.0,,
1602288000,"Суббота, 10 октября
00:00 (UTC)",,,,,,,,,,,,93.0,,,,юго-западный,,,1,,,,,,,,,,,20,758,,,12.3,,True,10.0,,
1602298800,"Суббота, 10 октября
03:00 (UTC)",,,,,,,True,,,,,94.7,,,8.4,,,,0,,,0.3,,,0.3,,,,,20,759,,,8.7,,,2.0,,
1602309600,"Суббота, 10 октября
06:00 (UTC)",,,,,,,,,,,,98.0,,,6.0,юго-западный,,,1,,,0.3,,,,,,,,1,761,,,8.2,,,10.0,,True
1602320400,"Суббота, 10 октября
09:00 (UTC)",,,,,,,,,,,,81.7,,,,южный,,,2,,,,,,,,,,,20,761,,,10.9,,,10.0,,
1602331200,"Суббота, 10 октября
12:00 (UTC)",,,,,,,,,,,,75.3,,,,юго-западный,,,2,,,,,,,,,,,20,761,,,10.9,,,10.0,,
1602342000,"Суббота, 10 октября
15:00 (UTC)",,,,,,,,,,,,86.1,,,,,,,0,,,0,,,,,,,,20,761,,,8.9,,,10.0,,
1602352800,"Суббота, 10 октября
18:00 (UTC)",,,,,,,,,,,,96.0,,,,восточный,,13.3,1,,,0,,,,,,,,20,761,,,6.9,,,7.0,,
