timestamp,date,Дождь (незамерзающий),Зарница,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,"Осадки за 12 часов, мм","Высота снежного покрова, см",Количество облаков увеличилось,Ливневый дождь,"Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),Мгла,Дождь (незамерзающий) умеренный с перерывами,"Горизонтальная видимость, км",Дождь (незамерзающий) умеренный непрерывный,"Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Относительная влажность, %",Снег слабый непрерывный,Град,"Минимальная температура, °C",Количество облаков не изменилось,Туман без изменений (небо видно),Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1601424000,"Среда, 30 сентября
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,764,,,7.8,74.7,,,,,,северо-восточный,0.0,,,2
1601434800,"Среда, 30 сентября
03:00 (UTC)",,,,,,0,,,,0,,,,,20.0,,764,,,6.5,79.4,,,4.5,,,восточный,6.0,,,2
1601445600,"Среда, 30 сентября
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,764,,,13.4,54.8,,,,,,северо-восточный,0.0,,,2
1601456400,"Среда, 30 сентября
09:00 (UTC)",,,,,,,,,,,,,,,20.0,,764,,,20.1,31.3,,,,,,северо-восточный,0.0,,,2
1601467200,"Среда, 30 сентября
12:00 (UTC)",,,,,,,,,,,,,,,20.0,,763,,,20.8,24.7,,,,,,северо-восточный,0.0,,,2
1601478000,"Среда, 30 сентября
15:00 (UTC)",,,,,,0,,,,,,,,,20.0,,763,,,17.2,35.2,,,,,,северо-восточный,2.0,,21.5,2
1601488800,"Среда, 30 сентября
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,763,,,8.1,63.5,,,,,,северо-западный,0.0,,,1
1601499600,"Среда, 30 сентября
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,763,,,7.9,66.3,,,,,,,0.0,,,0
1601510400,"Четверг, 1 октября
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,763,,,6.6,76.7,,,,,,восточный,0.0,,,1
1601521200,"Четверг, 1 октября
03:00 (UTC)",,,,,,0,,,,0,,,,,20.0,,764,,,4.3,76.9,,,4.1,,,восточный,0.0,,,2
1601532000,"Четверг, 1 октября
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,764,,,15.0,51.9,,,,,,восточный,0.0,,,2
1601542800,"Четверг, 1 октября
09:00 (UTC)",,,,,,,,,,,,,,,20.0,,763,,,19.4,41.8,,,,,,юго-восточный,0.0,,,2
1601553600,"Четверг, 1 октября
12:00 (UTC)",,,,,,,,,,,,,,,20.0,,763,,,19.5,38.2,,,,,,восточный,1.0,,,2
1601564400,"Четверг, 1 октября
15:00 (UTC)",,,,,,0,,,,,,,,,20.0,,762,,,16.1,50.4,,,,,,восточный,2.0,,19.9,2
1601575200,"Четверг, 1 октября
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,763,,,11.1,64.2,,,,,,восточный,0.0,,,2
1601586000,"Четверг, 1 октября
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,763,,,7.4,83.0,,,,,,северо-восточный,0.0,,,1
1601596800,"Пятница, 2 октября
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,763,,,7.2,84.1,,,,,,восточный,7.0,,,1
1601607600,"Пятница, 2 октября
03:00 (UTC)",,,,,,0,,,,0,,,,,20.0,,763,,,7.0,84.7,,,6.1,,,восточный,6.0,,,3
1601618400,"Пятница, 2 октября
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,763,,,14.2,44.9,,,,,,восточный,7.0,,,3
1601629200,"Пятница, 2 октября
09:00 (UTC)",,,,,,,,,,,,,,,20.0,,763,,,18.7,31.6,,,,,,восточный,1.0,,,2
1601640000,"Пятница, 2 октября
12:00 (UTC)",,,,,,,,,,,,,,,20.0,,762,,,19.3,31.5,,,,,,восточный,0.0,,,1
1601650800,"Пятница, 2 октября
15:00 (UTC)",,,,,,0,,,,,,,,,20.0,,762,,,15.4,40.9,,,,,,восточный,2.0,,19.4,2
1601661600,"Пятница, 2 октября
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,762,,,8.5,56.3,,,,,,,0.0,,,0
1601672400,"Пятница, 2 октября
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,762,,,6.8,70.4,,,,,,юго-западный,0.0,,,1
1601683200,"Суббота, 3 октября
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,762,,,5.1,66.1,,,,,,юго-западный,0.0,,,1
1601694000,"Суббота, 3 октября
03:00 (UTC)",,,,,,0.0,,,,0.0,,,,,20.0,,762,,,4.1,75.2,,,2.3,,,,0.0,,,0
1601704800,"Суббота, 3 октября
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,761,,,13.7,46.3,,,,,,северо-западный,0.0,,,1
1601715600,"Суббота, 3 октября
09:00 (UTC)",,,,,,,,,,,,,,,20.0,,761,,,20.0,35.0,,,,,,северо-западный,0.0,,,3
1601726400,"Суббота, 3 октября
12:00 (UTC)",,,,,,,,,,,,,,,20.0,,760,,,19.9,36.5,,,,,,северо-западный,6.0,,,4
1601737200,"Суббота, 3 октября
15:00 (UTC)",,,,,,0.0,,,,,,,,,20.0,,760,,,14.8,51.1,,,,,,северный,2.0,,21.5,3
1601748000,"Суббота, 3 октября
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,760,,,10.1,65.4,,,,,,северо-западный,0.0,,,2
1601758800,"Суббота, 3 октября
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,760,,,7.7,73.2,,,,,,западный,0.0,,,1
1601769600,"Воскресенье, 4 октября
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,760,,,5.3,83.3,,,,,,западный,0.0,,,2
1601780400,"Воскресенье, 4 октября
03:00 (UTC)",,,,,,0.0,,,,0.0,,,,,20.0,,761,,,4.5,86.8,,,4.2,,,северо-западный,2.0,,,1
1601791200,"Воскресенье, 4 октября
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,761,,,12.9,53.9,,,,,,северный,0.0,,,5
1601802000,"Воскресенье, 4 октября
09:00 (UTC)",,,,12.0,,,,,,,,,,,20.0,,761,,,15.5,36.0,,,,,,северный,1.0,,,5
1601812800,"Воскресенье, 4 октября
12:00 (UTC)",,,,12.0,,,,,,,,,,,20.0,,761,,,14.7,34.2,,,,,,северный,0.0,,,5
1601823600,"Воскресенье, 4 октября
15:00 (UTC)",,,,,,0.0,,,,,,,,,20.0,,762,,,10.5,37.5,,,,,,северный,0.0,,15.9,5
1601834400,"Воскресенье, 4 октября
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,763,,,7.7,58.6,,,,,,северо-восточный,0.0,,,3
1601845200,"Воскресенье, 4 октября
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,764,,,5.6,68.2,,,,,,восточный,2.0,,,3
1601856000,"Понедельник, 5 октября
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,765,,,4.2,63.5,,,,,,восточный,2.0,,,3
1601866800,"Понедельник, 5 октября
03:00 (UTC)",,,,,,0.0,,,,0.0,,,,,20.0,,766,,,2.4,58.5,,,2.3,,,восточный,6.0,,,3
1601877600,"Понедельник, 5 октября
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,768,,,7.4,39.5,,,,,,восточный,4.0,,,2
1601888400,"Понедельник, 5 октября
09:00 (UTC)",,,,,,,,,,,,,,,20.0,,768,,,11.7,31.6,,,,,,северо-восточный,6.0,,,1
1601899200,"Понедельник, 5 октября
12:00 (UTC)",,,,,,,,,,,,,,,20.0,,767,,,12.2,30.8,,,,,,северный,4.0,,,2
1601910000,"Понедельник, 5 октября
15:00 (UTC)",,,,,,0.0,,,,,,,,,20.0,,767,,,10.0,34.9,,,,,,западный,2.0,,12.4,1
1601920800,"Понедельник, 5 октября
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,767,,,3.4,54.1,,,,,,юго-западный,0.0,,,1
1601931600,"Понедельник, 5 октября
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,767,,,1.2,62.8,,,,,,западный,0.0,,,2
1601942400,"Вторник, 6 октября
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,767,,,0.2,68.5,,,,,,юго-западный,0.0,,,2
1601953200,"Вторник, 6 октября
03:00 (UTC)",,,,,,0.0,,,,0.0,,,,,20.0,,767,,,-0.2,66.9,,,-0.7,,,юго-западный,6.0,,,3
1601964000,"Вторник, 6 октября
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,767,,,9.0,34.3,,,,,,западный,10.0,,,5
1601974800,"Вторник, 6 октября
09:00 (UTC)",,,,,,,,,,,,,,,20.0,,766,,,12.0,28.3,,,,,,западный,10.0,,,5
1601985600,"Вторник, 6 октября
12:00 (UTC)",,,,11.0,,,,,,,,,,,20.0,,765,,,12.5,24.6,,,,,,западный,10.0,,,6
1601996400,"Вторник, 6 октября
15:00 (UTC)",,,,,,0.0,,,,,,,,,20.0,,764,,,8.1,33.0,,,,,,юго-западный,7.0,,12.8,3
1602007200,"Вторник, 6 октября
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,763,,,7.8,30.5,,,,,,юго-западный,7.0,,,5
1602018000,"Вторник, 6 октября
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,762,,,7.7,31.4,,,,,,юго-западный,7.0,,,4
1602028800,"Среда, 7 октября
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,762,,,7.8,30.9,,,,,,юго-западный,10.0,,,5
1602039600,"Среда, 7 октября
03:00 (UTC)",,,,,,0.0,,,,0.0,,,,,20.0,,761,,,7.5,34.7,,,6.9,,,западный,10.0,,,4
1602050400,"Среда, 7 октября
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,761,,,9.6,34.0,,,,,,западный,10.0,,,4
1602061200,"Среда, 7 октября
09:00 (UTC)",,,,,,,,,,,,,,,20.0,,761,,,15.7,31.2,,,,,,западный,10.0,,,5
1602072000,"Среда, 7 октября
12:00 (UTC)",,,,,,,,,,,,,,,20.0,,761,,,16.2,34.9,,,,,,северо-западный,10.0,,,2
1602082800,"Среда, 7 октября
15:00 (UTC)",,,,,,0.0,,,,,,,,,20.0,,762,,,11.3,62.9,,,,,,северо-восточный,7.0,,16.7,3
1602093600,"Среда, 7 октября
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,763,,,10.1,70.6,,,,,,восточный,7.0,,,2
1602104400,"Среда, 7 октября
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,764,,,8.1,80.2,,,,,,восточный,7.0,,,3
1602115200,"Четверг, 8 октября
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,766,,,6.7,79.5,,,,,,восточный,6.0,,,3
1602126000,"Четверг, 8 октября
03:00 (UTC)",,,,,,0.0,,,,0.0,,,,,20.0,,767,,,6.0,81.6,,,5.8,,,восточный,7.0,,,4
1602136800,"Четверг, 8 октября
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,769,,,8.0,51.8,,,,,,юго-восточный,2.0,,,5
1602147600,"Четверг, 8 октября
09:00 (UTC)",,,,,,,,,,,,,,,20.0,,769,,,9.7,35.3,,,,,,восточный,2.0,,,4
1602158400,"Четверг, 8 октября
12:00 (UTC)",,,,,,,,,,,,,,,20.0,,770,,,10.0,31.6,,,,,,восточный,1.0,,,4
1602169200,"Четверг, 8 октября
15:00 (UTC)",,,,,,0.0,,,,,,,,,20.0,,771,,,6.7,40.1,,,,,,юго-восточный,2.0,,10.4,2
1602180000,"Четверг, 8 октября
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,771,,,2.9,47.0,,,,,,юго-восточный,2.0,,,3
1602190800,"Четверг, 8 октября
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,771,,,0.7,55.9,,,,,,юго-восточный,2.0,,,1
1602201600,"Пятница, 9 октября
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,771,,,-1.3,63.7,,,,,,восточный,7.0,,,2
1602212400,"Пятница, 9 октября
03:00 (UTC)",,,,,,0.0,,,,0.0,,,,,20.0,,772,,,-2.9,67.9,,,-3.0,,,восточный,6.0,,,3
1602223200,"Пятница, 9 октября
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,772,,,7.3,36.2,,,,,,юго-западный,4.0,,,1
1602234000,"Пятница, 9 октября
09:00 (UTC)",,,,,,,,,,,,,,,20.0,,771,,,11.0,24.2,,,,,,южный,2.0,,,3
1602244800,"Пятница, 9 октября
12:00 (UTC)",,,,,,,,,,,,,,,20.0,,770,,,12.3,18.7,,,,,,юго-западный,2.0,,,3
1602255600,"Пятница, 9 октября
15:00 (UTC)",,,,,,0.0,,,,,,,,,20.0,,770,,,6.0,27.0,,,,,,южный,2.0,,12.5,2
1602266400,"Пятница, 9 октября
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,770,,,2.4,33.9,,,,,,южный,2.0,,,3
1602277200,"Пятница, 9 октября
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,769,,,0.7,40.5,,,,,,юго-западный,2.0,,,1
1602288000,"Суббота, 10 октября
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,769,,,-0.4,44.2,,,,,,южный,0.0,,,2
1602298800,"Суббота, 10 октября
03:00 (UTC)",,,,,,0.0,,,,0.0,,,,,20.0,,770,,,-3.7,60.1,,,-3.7,,,юго-восточный,2.0,,,2
1602309600,"Суббота, 10 октября
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,770,,,8.3,28.1,,,,,,западный,9.0,,,3
1602320400,"Суббота, 10 октября
09:00 (UTC)",,,,,,,,,,,,,,,20.0,,769,,,13.6,21.4,,,,,,западный,9.0,,,4
1602331200,"Суббота, 10 октября
12:00 (UTC)",,,,,,,,,,,,,,,20.0,,768,,,14.4,15.1,,,,,,западный,10.0,,,4
1602342000,"Суббота, 10 октября
15:00 (UTC)",,,,,,0.0,,,,,,,,,20.0,,767,,,8.8,23.8,,,,,,юго-западный,4.0,,14.9,3
1602352800,"Суббота, 10 октября
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,767,,,4.0,35.2,,,,,,,2.0,,,0
1602363600,"Суббота, 10 октября
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,767,,,1.2,44.7,,,,,,северо-западный,0.0,,,1
1602374400,"Воскресенье, 11 октября
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,767,,,3.0,41.9,,,,,,западный,0.0,,,2
1602385200,"Воскресенье, 11 октября
03:00 (UTC)",,,,,,0.0,,,,0.0,,,,,20.0,,767,,,-0.5,52.6,,,-0.8,,,южный,9.0,,,1
1602396000,"Воскресенье, 11 октября
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,768,,,8.0,33.0,,,,,,юго-западный,9.0,,,1
1602406800,"Воскресенье, 11 октября
09:00 (UTC)",,,,,,,,,,,,,,,20.0,,767,,,14.0,19.4,,,,,,западный,7.0,,,3
1602417600,"Воскресенье, 11 октября
12:00 (UTC)",,,,,,,,,,,,,,,20.0,,766,,,15.4,17.0,,,,,,западный,7.0,,,3
1602428400,"Воскресенье, 11 октября
15:00 (UTC)",,,,,,0.0,,,,,,,,,20.0,,766,,,10.3,25.3,,,,,,юго-западный,2.0,,15.9,1
1602439200,"Воскресенье, 11 октября
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,765,,,4.8,32.3,,,,,,южный,0.0,,,3
1602450000,"Воскресенье, 11 октября
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,765,,,2.3,43.0,,,,,,восточный,0.0,,,2
1602460800,"Понедельник, 12 октября
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,766,,,-0.9,52.5,,,,,,восточный,0.0,,,1
1602471600,"Понедельник, 12 октября
03:00 (UTC)",,,,,,0.0,,,,0.0,,,,,20.0,,766,,,-2.2,59.6,,,-2.4,,,восточный,2.0,,,2
1602482400,"Понедельник, 12 октября
06:00 (UTC)",,,,,,,,,,,,,,,10.0,,766,,,8.0,32.7,,,,,,восточный,0.0,,,1
