timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с","Осадки за 12 часов, мм",Ливневый дождь со снегом,Количество облаков увеличилось,Ливневый дождь,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Дымка (видимость больше 1 км),Ливневой дождь слабый,Мгла,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %",Град,"Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Туман без изменений (небо не видно)
1596488400,"Понедельник, 3 августа
21:00 (UTC)",,,,,,,,,,,,10.0,746,,,13.5,,82.6,,,,,9.0,,,0,
1596499200,"Вторник, 4 августа
00:00 (UTC)",,,,,,,,,,,,10.0,747,,,11.4,,87.5,,,,южный,4.0,,,1,
1596510000,"Вторник, 4 августа
03:00 (UTC)",,,0,,,,0,,,,,10.0,747,,,10.4,,95.4,,9.7,,,0.0,,,0,
1596520800,"Вторник, 4 августа
06:00 (UTC)",,,0,,,,,,,,,10.0,747,,,19.9,,56.1,,9.7,,юго-восточный,2.0,,,2,
1596531600,"Вторник, 4 августа
09:00 (UTC)",,,,,,,,,,,,10.0,747,,,23.8,,38.7,,,,юго-восточный,4.0,,,1,
1596542400,"Вторник, 4 августа
12:00 (UTC)",,,,,,,,,,,,10.0,747,,,25.5,,33.1,,,,южный,4.0,,,1,
1596553200,"Вторник, 4 августа
15:00 (UTC)",,,0,,,,,,,,,10.0,746,,,24.8,,34.7,,,,юго-восточный,7.0,,,2,
1596564000,"Вторник, 4 августа
18:00 (UTC)",,,0,,,,,,,,,10.0,746,,,17.5,,68.8,,,,юго-восточный,2.0,,26.1,1,
1596574800,"Вторник, 4 августа
21:00 (UTC)",,,,,,,,,,,,10.0,747,,,14.2,,80.5,,,,,0.0,,,0,
1596585600,"Среда, 5 августа
00:00 (UTC)",,,,,,,,,,,,10.0,747,,,12.0,,91.8,,,,,0.0,,,0,
1596596400,"Среда, 5 августа
03:00 (UTC)",,,0,,,,0,,,,,10.0,747,,,13.6,,76.8,,11.0,,юго-восточный,2.0,,,1,
1596607200,"Среда, 5 августа
06:00 (UTC)",,,0,,,,,,,,,10.0,748,,,20.5,,56.6,,11.0,,южный,7.0,,,2,
1596618000,"Среда, 5 августа
09:00 (UTC)",,,,,,,,,,,,10.0,748,,,26.7,,36.7,,,,западный,7.0,,,1,
1596628800,"Среда, 5 августа
12:00 (UTC)",,,,,,,,,,,,10.0,747,,,27.9,,31.4,,,,восточный,9.0,,,1,
1596639600,"Среда, 5 августа
15:00 (UTC)",,,0,,,,,,,,,10.0,747,,,27.0,,39.1,,,,,6.0,,,0,
1596650400,"Среда, 5 августа
18:00 (UTC)",,,0,,,,,,,,,10.0,748,,,18.6,,72.7,,,,,2.0,,28.8,0,
1596661200,"Среда, 5 августа
21:00 (UTC)",,,,,,,,,,,,10.0,748,,,15.0,,87.3,,,,,0.0,,,0,
1596672000,"Четверг, 6 августа
00:00 (UTC)",,,,,,,,,,,,10.0,748,,,13.0,,93.6,,,,,0.0,,,0,
1596682800,"Четверг, 6 августа
03:00 (UTC)",,,0,,,,0,,True,,,4.0,749,,,12.6,,96.1,,12.0,,,4.0,,,0,
1596693600,"Четверг, 6 августа
06:00 (UTC)",,,0,,,,,,,,,10.0,749,,,22.8,,53.2,,12.0,,,6.0,,,0,
1596704400,"Четверг, 6 августа
09:00 (UTC)",,,,,,,,,,,,10.0,749,,,28.3,,36.0,,,,северный,7.0,,,1,
1596715200,"Четверг, 6 августа
12:00 (UTC)",,,,,,,,,,,,10.0,749,,,29.0,,33.4,,,,северный,5.0,,,2,
1596726000,"Четверг, 6 августа
15:00 (UTC)",,,0,,,,,,,,,10.0,749,,,27.8,,38.3,,,,северо-восточный,2.0,,,2,
1596736800,"Четверг, 6 августа
18:00 (UTC)",,,0,,,,,,,,,10.0,749,,,20.5,,73.5,,,,,4.0,,29.5,0,
1596747600,"Четверг, 6 августа
21:00 (UTC)",,,,,,,,,,,,10.0,750,,,18.2,,83.2,,,,,0.0,,,0,
1596758400,"Пятница, 7 августа
00:00 (UTC)",,,,,,,,,,,,10.0,750,,,16.4,,92.0,,,,,0.0,,,0,
1596769200,"Пятница, 7 августа
03:00 (UTC)",,,0,,,,0,,,,,10.0,750,,,16.9,,95.6,,16.2,,,7.0,,,0,
1596780000,"Пятница, 7 августа
06:00 (UTC)",,,0,,,,,,,,,10.0,751,,,23.1,,63.9,,16.2,,северный,0.0,,,1,
1596790800,"Пятница, 7 августа
09:00 (UTC)",,,,,,,,,,,,10.0,751,,,26.1,,44.3,,,,северный,4.0,,,2,
1596801600,"Пятница, 7 августа
12:00 (UTC)",,,,,,,,,,,,10.0,750,,,27.0,,42.0,,,,северный,5.0,,,2,
1596812400,"Пятница, 7 августа
15:00 (UTC)",,,0,,,,,,,,,10.0,750,,,25.0,,41.4,,,,северный,5.0,,,2,
1596823200,"Пятница, 7 августа
18:00 (UTC)",,,0,,,,,,,,,10.0,750,,,20.5,,57.0,,,,северный,2.0,,27.7,2,
1596834000,"Пятница, 7 августа
21:00 (UTC)",,,,,,,,,,,,10.0,750,,,14.8,,85.5,,,,,0.0,,,0,
1596844800,"Суббота, 8 августа
00:00 (UTC)",,,,,,,,,,,,10.0,750,,,15.1,,88.4,,,,,9.0,,,0,
1596855600,"Суббота, 8 августа
03:00 (UTC)",,,0,,,,0,,,,,10.0,750,,,14.0,,94.3,,13.9,,,4.0,,,0,
1596866400,"Суббота, 8 августа
06:00 (UTC)",,,0,,,,,,,,,10.0,750,,,21.6,,60.0,,13.9,,северный,2.0,,,1,
1596877200,"Суббота, 8 августа
09:00 (UTC)",,,,,,,,,,,,10.0,749,,,24.0,,47.3,,,,северный,7.0,,,1,
1596888000,"Суббота, 8 августа
12:00 (UTC)",,,,,,,,,,,,10.0,748,,,24.1,,45.8,,,,северный,7.0,,,1,
1596898800,"Суббота, 8 августа
15:00 (UTC)",,,0,,,,,,,,,10.0,747,,,22.5,,52.8,,,,северный,7.0,,,2,
1596909600,"Суббота, 8 августа
18:00 (UTC)",,,0,,,,,,,,,10.0,747,,,16.9,,78.8,,,,,2.0,,27.0,0,
1596920400,"Суббота, 8 августа
21:00 (UTC)",,,,,,,,,,,,10.0,747,,,14.2,,90.1,,,,,4.0,,,0,
1596931200,"Воскресенье, 9 августа
00:00 (UTC)",,,,,,,,,,,,10.0,746,,,13.3,,93.7,,,,,7.0,,,0,
1596942000,"Воскресенье, 9 августа
03:00 (UTC)",,,0,,,,0,,,,,10.0,746,,,14.2,,94.3,,13.2,,,7.0,,,0,
1596952800,"Воскресенье, 9 августа
06:00 (UTC)",,,0,,,,,,,,,10.0,746,,,22.0,,64.9,,13.2,,северный,0.0,,,1,
1596963600,"Воскресенье, 9 августа
09:00 (UTC)",,,,,,,,,,,,10.0,746,,,23.6,,51.7,,,,северный,7.0,,,1,
1596974400,"Воскресенье, 9 августа
12:00 (UTC)",,,,,,,,,,,,10.0,745,,,26.4,,39.1,,,,северный,5.0,,,2,
1596985200,"Воскресенье, 9 августа
15:00 (UTC)",,,0,,,,,,,,,10.0,744,,,22.9,,56.9,,,,,6.0,,,0,
1596996000,"Воскресенье, 9 августа
18:00 (UTC)",,,0,,,,,,,,,10.0,744,,,18.6,,72.7,,,,,2.0,,27.9,0,
1597006800,"Воскресенье, 9 августа
21:00 (UTC)",,,,,,,,,,,,10.0,745,,,16.3,,85.1,,,,,7.0,,,0,
1597017600,"Понедельник, 10 августа
00:00 (UTC)",,,,,,,,,,,,10.0,745,,,14.1,,93.1,,,,,0.0,,,0,
1597028400,"Понедельник, 10 августа
03:00 (UTC)",,,0,,,,0,,,,,10.0,745,,,12.8,,95.5,,12.6,,,0.0,,,0,
1597039200,"Понедельник, 10 августа
06:00 (UTC)",,,0,,,,,,,,,10.0,745,,,21.7,,60.8,,12.6,,северо-восточный,0.0,,,1,
1597050000,"Понедельник, 10 августа
09:00 (UTC)",,,,,,,,,,,,10.0,745,,,24.5,,43.5,,,,северо-восточный,7.0,,,3,
1597060800,"Понедельник, 10 августа
12:00 (UTC)",,,,,,,,,,,,10.0,744,,,26.1,,34.6,,,,северо-восточный,4.0,,,2,
1597071600,"Понедельник, 10 августа
15:00 (UTC)",,,0,,,,,,,,,10.0,744,,,25.3,,32.8,,,,северо-восточный,4.0,,,1,
1597082400,"Понедельник, 10 августа
18:00 (UTC)",,,0,,,,,,,,,10.0,744,,,16.2,,71.3,,,,,4.0,,27.0,0,
1597093200,"Понедельник, 10 августа
21:00 (UTC)",,,,,,,,,,,,10.0,744,,,13.9,,82.1,,,,,0.0,,,0,
1597104000,"Вторник, 11 августа
00:00 (UTC)",,,,,,,,,,,,10.0,744,,,13.0,,88.8,,,,юго-восточный,7.0,,,1,
1597114800,"Вторник, 11 августа
03:00 (UTC)",,,0.5,,,,0.5,,,True,,10.0,743,,,13.4,,91.2,,12.0,,юго-восточный,7.0,,,1,
1597125600,"Вторник, 11 августа
06:00 (UTC)",,,0.5,,,,,True,,,,10.0,743,,,21.2,,68.6,,12.0,,западный,7.0,,,1,
1597136400,"Вторник, 11 августа
09:00 (UTC)",,,,,,,,,,,,10.0,742,,,24.7,,53.7,,,,западный,7.0,,,2,
1597147200,"Вторник, 11 августа
12:00 (UTC)",,,,,,,,,,True,,10.0,742,,,23.3,,61.9,,,,северо-западный,9.0,,,1,
1597158000,"Вторник, 11 августа
15:00 (UTC)",,,0.3,,,,,,,,,10.0,742,,,22.1,,67.9,,,True,,9.0,,,0,
1597168800,"Вторник, 11 августа
18:00 (UTC)",,,0.3,,,,,,,,,10.0,743,,,18.7,,70.8,,,True,северный,7.0,,27.5,2,
1597179600,"Вторник, 11 августа
21:00 (UTC)",,,,,,,,,,,,10.0,743,,,15.9,,68.9,,,,северный,10.0,,,2,
1597190400,"Среда, 12 августа
00:00 (UTC)",,,,,,,,,,,,10.0,743,,,10.3,,90.4,,,,,2.0,,,0,
1597201200,"Среда, 12 августа
03:00 (UTC)",,,0,,,,0.3,,,,,10.0,743,,,8.9,,94.7,,8.5,,,1.0,,,0,
1597212000,"Среда, 12 августа
06:00 (UTC)",,,0,,,,,,,,,10.0,743,,,15.1,,71.1,,8.5,,северо-западный,5.0,,,1,
1597222800,"Среда, 12 августа
09:00 (UTC)",,,,,,,,,,,,10.0,743,,,17.9,,56.4,,,,северо-западный,7.0,,,1,
1597233600,"Среда, 12 августа
12:00 (UTC)",,,,,,,,,,,,10.0,743,,,19.5,,48.0,,,,северо-западный,7.0,,,1,
1597244400,"Среда, 12 августа
15:00 (UTC)",,,0,,,,,,,,,10.0,743,,,16.7,,66.8,,,,северо-западный,9.0,,,1,
1597255200,"Среда, 12 августа
18:00 (UTC)",,,1,,,True,,,,,,4.0,743,,,13.4,,91.8,,,,,9.0,,20.8,0,
1597266000,"Среда, 12 августа
21:00 (UTC)",,,,,,,,,,,,10.0,743,,,11.9,,94.8,,,,,4.0,,,0,
1597276800,"Четверг, 13 августа
00:00 (UTC)",,,,,,,,,,,,10.0,743,,,12.6,,92.4,,,,,10.0,,,0,
1597287600,"Четверг, 13 августа
03:00 (UTC)",,,1,,,,1,,,,,10.0,743,,,12.7,,93.0,,11.8,,северо-западный,9.0,,,1,
1597298400,"Четверг, 13 августа
06:00 (UTC)",,,0,,,,,,,,,10.0,743,,,14.4,,80.6,,11.8,,северный,10.0,,,1,
1597309200,"Четверг, 13 августа
09:00 (UTC)",,,,,,,,,,,,10.0,743,,,18.8,,53.3,,,,северный,9.0,,,2,
1597320000,"Четверг, 13 августа
12:00 (UTC)",,,,,,,,,,,,10.0,743,,,17.4,,48.4,,,,северо-западный,9.0,,,1,
1597330800,"Четверг, 13 августа
15:00 (UTC)",,,0,,,,,,,,,10.0,743,,,16.0,,55.5,,,,северо-западный,10.0,,,1,
1597341600,"Четверг, 13 августа
18:00 (UTC)",,,0,,,,,,,,,10.0,743,,,13.8,,69.9,,,,,10.0,,20.3,0,
1597352400,"Четверг, 13 августа
21:00 (UTC)",,,,,,True,,,,,,10.0,743,,,12.1,,82.4,,,,,10.0,,,0,
1597363200,"Пятница, 14 августа
00:00 (UTC)",,,,,,,,,,,,10.0,743,,,11.3,,89.9,,,True,,10.0,,,0,
1597374000,"Пятница, 14 августа
03:00 (UTC)",,,менее 0.1,,,,менее 0.1,,,,,10.0,743,,,11.6,,88.1,,11.3,,,10.0,,,0,
1597384800,"Пятница, 14 августа
06:00 (UTC)",,,менее 0.1,,,,,,,,,10.0,744,,,12.4,,87.0,,11.3,,западный,10.0,,,1,
1597395600,"Пятница, 14 августа
09:00 (UTC)",,,,,,True,,,,,,10.0,744,,,14.0,,87.2,,,,северный,10.0,,,2,
1597406400,"Пятница, 14 августа
12:00 (UTC)",,,,,,,,,,,,10.0,744,,,16.5,,58.3,,,True,северный,10.0,,,1,
1597417200,"Пятница, 14 августа
15:00 (UTC)",,,0.3,,,,,,,,,10.0,745,,,15.9,,56.6,,,,северный,7.0,,,2,
1597428000,"Пятница, 14 августа
18:00 (UTC)",,,0.3,,,,,,,,,10.0,745,,,14.2,,62.7,,,,северный,7.0,,18.7,1,
1597438800,"Пятница, 14 августа
21:00 (UTC)",,,,,,,,,,,,10.0,746,,,9.4,,89.1,,,,,4.0,,,0,
1597449600,"Суббота, 15 августа
00:00 (UTC)",,,,,,,,,,,,10.0,746,,,7.1,,94.7,,,,,0.0,,,0,
1597460400,"Суббота, 15 августа
03:00 (UTC)",,,0,,,,0.3,,True,,,4.0,747,,,6.4,,95.9,,6.1,,,7.0,,,0,
1597471200,"Суббота, 15 августа
06:00 (UTC)",,,0,,,,,,,,,10.0,747,,,15.5,,62.6,,6.1,,северный,2.0,,,1,
1597482000,"Суббота, 15 августа
09:00 (UTC)",,,,,,,,,,,,10.0,747,,,19.2,,41.5,,,,северный,7.0,,,2,
1597492800,"Суббота, 15 августа
12:00 (UTC)",,,,,,,,,,,,10.0,746,,,20.7,,40.5,,,,северо-западный,7.0,,,1,
1597503600,"Суббота, 15 августа
15:00 (UTC)",,,0,,,,,,,,,10.0,746,,,19.7,,46.4,,,,северо-западный,9.0,,,1,
1597514400,"Суббота, 15 августа
18:00 (UTC)",,,0,,,,,,,,,10.0,745,,,13.2,,78.8,,,,,9.0,,21.4,0,
1597525200,"Суббота, 15 августа
21:00 (UTC)",,,,,,,,,,,,10.0,745,,,11.8,,88.1,,,,,6.0,,,0,
1597536000,"Воскресенье, 16 августа
00:00 (UTC)",,,,,,,,,,True,,10.0,745,,,12.5,,93.0,,,,,10.0,,,0,
1597546800,"Воскресенье, 16 августа
03:00 (UTC)",,,3,,,,3,,,True,,10.0,744,,,12.8,,94.9,,11.6,,южный,10.0,,,1,
1597557600,"Воскресенье, 16 августа
06:00 (UTC)",,,3,,,,,,,,,10.0,744,,,14.4,,88.9,,11.6,True,западный,10.0,,,1,
1597568400,"Воскресенье, 16 августа
09:00 (UTC)",,,,,,,,,,,,10.0,744,,,18.9,,70.9,,,,юго-восточный,10.0,,,1,
1597579200,"Воскресенье, 16 августа
12:00 (UTC)",,,,,,,,,,,,10.0,743,,,23.6,,49.4,,,,северо-западный,7.0,,,1,
1597590000,"Воскресенье, 16 августа
15:00 (UTC)",,,0.3,,,,,,,,,10.0,743,,,22.9,,49.2,,,,западный,5.0,,,2,
1597600800,"Воскресенье, 16 августа
18:00 (UTC)",,,0,,,,,,,,,10.0,743,,,17.4,,82.0,,,,,7.0,,25.1,0,
1597611600,"Воскресенье, 16 августа
21:00 (UTC)",,,,,,,,,,,,10.0,743,,,15.6,,89.6,,,,западный,0.0,,,1,
1597622400,"Понедельник, 17 августа
00:00 (UTC)",,,,,,,,,,,,10.0,743,,,13.5,,94.9,,,,,0.0,,,0,
1597633200,"Понедельник, 17 августа
03:00 (UTC)",,,0,,,,0.3,,,,,10.0,743,,,13.1,,96.2,,12.8,,,0.0,,,0,
1597644000,"Понедельник, 17 августа
06:00 (UTC)",,,0,,,,,,,,,10.0,742,,,21.6,,65.7,,12.8,,западный,2.0,,,1,
1597654800,"Понедельник, 17 августа
09:00 (UTC)",,,,,,,,,,,,10.0,742,,,25.9,,45.7,,,,северо-западный,6.0,,,2,
1597665600,"Понедельник, 17 августа
12:00 (UTC)",,,,,,,,,,,,10.0,741,,,27.5,,38.9,,,,западный,6.0,,,2,
1597676400,"Понедельник, 17 августа
15:00 (UTC)",,,0,,,,,,,,,10.0,741,,,26.2,,42.0,,,,северо-западный,2.0,,,2,
1597687200,"Понедельник, 17 августа
18:00 (UTC)",,,0,,,,,,,,,10.0,741,,,17.4,,77.4,,,,,0.0,,28.0,0,
1597698000,"Понедельник, 17 августа
21:00 (UTC)",,,,,,,,,,,,10.0,741,,,15.7,,84.5,,,,,0.0,,,0,
1597708800,"Вторник, 18 августа
00:00 (UTC)",,,,,,,,,,,,10.0,741,,,13.2,,94.3,,,,,0.0,,,0,
1597719600,"Вторник, 18 августа
03:00 (UTC)",,,0,,,,0,,,,,10.0,742,,,11.9,,95.5,,11.8,,,0.0,,,0,
1597730400,"Вторник, 18 августа
06:00 (UTC)",,,0,,,,,,,,,10.0,741,,,21.6,,64.8,,11.8,,северный,4.0,,,1,
1597741200,"Вторник, 18 августа
09:00 (UTC)",,,,,,,,,,,,10.0,741,,,25.4,,48.9,,,,северный,7.0,,,1,
1597752000,"Вторник, 18 августа
12:00 (UTC)",,,,,,,,,,,,10.0,741,,,24.8,,50.4,,,,,7.0,,,0,
1597762800,"Вторник, 18 августа
15:00 (UTC)",,,0,,,,,,,,,10.0,740,,,25.5,,44.1,,,,,6.0,,,0,
1597773600,"Вторник, 18 августа
18:00 (UTC)",,,0,,,,,,,,,10.0,741,,,19.7,,59.9,,,,северный,4.0,,27.3,2,
1597784400,"Вторник, 18 августа
21:00 (UTC)",,,,,,,,,,,,10.0,741,,,15.1,,79.1,,,,северо-восточный,6.0,,,1,
1597795200,"Среда, 19 августа
00:00 (UTC)",,,,,,,,,,,,10.0,741,,,15.2,,71.1,,,,северо-восточный,7.0,,,1,
1597806000,"Среда, 19 августа
03:00 (UTC)",,,0,,,,0,,,,,10.0,741,,,14.9,,70.6,,14.3,,северо-восточный,9.0,,,1,
1597816800,"Среда, 19 августа
06:00 (UTC)",,,0,,,,,,,,,10.0,741,,,15.7,,68.8,,14.3,,северо-восточный,10.0,,,2,
1597827600,"Среда, 19 августа
09:00 (UTC)",,,,,,,,,,,,10.0,741,,,20.6,,52.0,,,,восточный,9.0,,,2,
1597838400,"Среда, 19 августа
12:00 (UTC)",,,,,,,,,,,,10.0,741,,,20.3,,52.9,,,,северо-восточный,10.0,,,1,
1597849200,"Среда, 19 августа
15:00 (UTC)",,,0,,,,,,,,,10.0,741,,,18.9,,61.7,,,,северо-восточный,10.0,,,2,
1597860000,"Среда, 19 августа
18:00 (UTC)",,,менее 0.1,,,,,,,True,,10.0,741,,,17.3,,68.3,,,,восточный,10.0,,21.4,1,
1597870800,"Среда, 19 августа
21:00 (UTC)",,,,,,,,,,True,,10.0,741,,,16.3,,71.3,,,,восточный,10.0,,,2,
1597881600,"Четверг, 20 августа
00:00 (UTC)",,,,,,,,,,,,10.0,742,,,15.1,,72.0,,,True,северо-восточный,10.0,,,2,
1597892400,"Четверг, 20 августа
03:00 (UTC)",,,0.5,,,,0.5,,,,,10.0,742,,,14.1,,75.8,,14.0,,северо-восточный,9.0,,,2,
1597903200,"Четверг, 20 августа
06:00 (UTC)",,,0.5,,,,,,,,,10.0,742,,,16.7,,70.4,,13.9,,восточный,7.0,,,3,
1597914000,"Четверг, 20 августа
09:00 (UTC)",,,,,,,,,,,,10.0,743,,,19.3,,60.2,,,,восточный,9.0,,,3,
1597924800,"Четверг, 20 августа
12:00 (UTC)",,,,,,,,,,,,10.0,743,,,18.7,,62.9,,,,восточный,7.0,,,3,
1597935600,"Четверг, 20 августа
15:00 (UTC)",,,0,,,,,,,,,10.0,743,,,16.7,,69.1,,,,восточный,9.0,,,3,
1597946400,"Четверг, 20 августа
18:00 (UTC)",,,0,,,,,,,,,10.0,744,,,15.1,,69.2,,,,восточный,10.0,,20.0,1,
1597957200,"Четверг, 20 августа
21:00 (UTC)",,,,,,,,,,,,10.0,744,,,15.5,,60.9,,,,восточный,10.0,,,1,
1597968000,"Пятница, 21 августа
00:00 (UTC)",,,,,,,,,,,,10.0,745,,,14.2,,66.3,,,,восточный,7.0,,,1,
1597978800,"Пятница, 21 августа
03:00 (UTC)",,,0,,,,0,,,,,10.0,745,,,13.7,,68.4,,13.7,,восточный,7.0,,,2,
1597989600,"Пятница, 21 августа
06:00 (UTC)",,,0,,,,,,,,,10.0,746,,,17.3,,55.1,,13.7,,восточный,9.0,,,2,
1598000400,"Пятница, 21 августа
09:00 (UTC)",,,,,,,,,,,,10.0,746,,,19.4,,45.4,,,,юго-восточный,9.0,,,2,
1598011200,"Пятница, 21 августа
12:00 (UTC)",,,,,,,,,,,,10.0,746,,,20.0,,46.8,,,,восточный,9.0,,,1,
1598022000,"Пятница, 21 августа
15:00 (UTC)",,,0,,,,,,,,,10.0,745,,,18.9,,50.1,,,,северо-восточный,10.0,,,1,
1598032800,"Пятница, 21 августа
18:00 (UTC)",,,0,,,,,,,,,10.0,746,,,17.0,,62.1,,,,,10.0,,20.8,0,
1598043600,"Пятница, 21 августа
21:00 (UTC)",,,,,,,,,,,,10.0,746,,,12.5,,91.8,,,,,10.0,,,0,
1598054400,"Суббота, 22 августа
00:00 (UTC)",,,,,,,,,,,,10.0,746,,,9.5,,95.4,,,,,10.0,,,0,
1598065200,"Суббота, 22 августа
03:00 (UTC)",,,0,,,,0,,True,,,4.0,747,,,7.3,,96.6,,7.3,,,2.0,,,0,
1598076000,"Суббота, 22 августа
06:00 (UTC)",,,0,,,,,,,,,10.0,748,,,18.0,,53.1,,7.3,,северо-восточный,0.0,,,2,
1598086800,"Суббота, 22 августа
09:00 (UTC)",,,,,,,,,,,,10.0,748,,,22.8,,38.1,,,,восточный,4.0,,,2,
1598097600,"Суббота, 22 августа
12:00 (UTC)",,,,,,,,,,,,10.0,747,,,23.6,,38.4,,,,северный,7.0,,,1,
1598108400,"Суббота, 22 августа
15:00 (UTC)",,,0,,,,,,,,,10.0,746,,,22.9,,37.4,,,,северный,2.0,,,2,
1598119200,"Суббота, 22 августа
18:00 (UTC)",,,0,,,,,,,,,10.0,747,,,14.5,,79.0,,,,северный,0.0,,24.8,1,
1598130000,"Суббота, 22 августа
21:00 (UTC)",,,,,,,,,,,,10.0,747,,,11.9,,88.1,,,,,0.0,,,0,
1598140800,"Воскресенье, 23 августа
00:00 (UTC)",,,,,,,,,,,,10.0,747,,,10.2,,94.1,,,,,0.0,,,0,
1598151600,"Воскресенье, 23 августа
03:00 (UTC)",,,0,,,,0,,,,,10.0,746,,,9.0,,95.4,,9.0,,,7.0,,,0,
1598162400,"Воскресенье, 23 августа
06:00 (UTC)",,,0,,,,,,,,,10.0,746,,,19.5,,59.5,,9.0,,южный,7.0,,,1,
1598173200,"Воскресенье, 23 августа
09:00 (UTC)",,,,,,,,,,,,10.0,746,,,23.4,,36.3,,,,юго-восточный,7.0,,,1,
1598184000,"Воскресенье, 23 августа
12:00 (UTC)",,,,,,,,,,,,10.0,745,,,24.4,,34.6,,,,южный,9.0,,,1,
1598194800,"Воскресенье, 23 августа
15:00 (UTC)",,,0,,,,,,,,,10.0,744,,,24.2,,33.9,,,,юго-западный,7.0,,,2,
1598205600,"Воскресенье, 23 августа
18:00 (UTC)",,,0,,,,,,,,,10.0,744,,,15.7,,71.2,,,,южный,6.0,,26.0,1,
1598216400,"Воскресенье, 23 августа
21:00 (UTC)",,,,,,,,,,,,10.0,744,,,12.9,,77.7,,,,южный,0.0,,,1,
1598227200,"Понедельник, 24 августа
00:00 (UTC)",,,,,,,,,,,,10.0,743,,,11.9,,80.8,,,,южный,0.0,,,1,
1598238000,"Понедельник, 24 августа
03:00 (UTC)",,,0,,,,0,,,,,10.0,743,,,10.7,,82.8,,10.6,,южный,7.0,,,2,
1598248800,"Понедельник, 24 августа
06:00 (UTC)",,,0,,,,,,,,,10.0,743,,,18.8,,56.2,,10.6,,южный,7.0,,,2,
1598259600,"Понедельник, 24 августа
09:00 (UTC)",,,,,,,,,,,,10.0,742,,,25.8,,29.7,,,,юго-западный,7.0,,,4,
1598270400,"Понедельник, 24 августа
12:00 (UTC)",,,,,,,,,,,,10.0,742,,,26.6,,35.7,,,,юго-западный,9.0,,,2,
1598281200,"Понедельник, 24 августа
15:00 (UTC)",,,менее 0.1,,,,,,,,,10.0,742,,,19.1,,82.8,,,,,10.0,,,0,
1598292000,"Понедельник, 24 августа
18:00 (UTC)",,,менее 0.1,,,,,,,,,10.0,743,,,17.9,,79.5,,,,западный,10.0,,27.8,1,
1598302800,"Понедельник, 24 августа
21:00 (UTC)",,,,,,,,,,,,10.0,744,,,16.1,,88.5,,,,западный,10.0,,,1,
1598313600,"Вторник, 25 августа
00:00 (UTC)",,,,,,,,,,,,10.0,744,,,15.9,,93.2,,,,южный,10.0,,,2,
1598324400,"Вторник, 25 августа
03:00 (UTC)",,,менее 0.1,,,,0.3,,,,,10.0,742,,,19.1,,82.8,,15.3,True,,10.0,,,0,
1598335200,"Вторник, 25 августа
06:00 (UTC)",,,0.3,,,,,,,,,10.0,744,,,18.4,,85.4,,15.3,True,юго-восточный,10.0,,,1,
1598346000,"Вторник, 25 августа
09:00 (UTC)",,,,,,,,,,True,,4.0,744,,,18.7,,93.9,,,,,10.0,,,0,
1598356800,"Вторник, 25 августа
12:00 (UTC)",,,,,,,,,,,,10.0,743,,,20.4,,86.1,,,True,,10.0,,,0,
1598367600,"Вторник, 25 августа
15:00 (UTC)",,,4,,,,,,,,,10.0,742,,,20.9,,77.4,,,,,7.0,,,0,
1598378400,"Вторник, 25 августа
18:00 (UTC)",,,4,,,,,,,,,10.0,741,,,19.5,,78.7,,,,восточный,9.0,,21.7,1,
1598389200,"Вторник, 25 августа
21:00 (UTC)",,,,,,,,,,,,10.0,740,,,18.8,,83.3,,,,юго-восточный,10.0,,,2,
1598400000,"Среда, 26 августа
00:00 (UTC)",,,,,,,,,,,,10.0,738,,,17.5,,78.4,,,,южный,6.0,,,2,
1598410800,"Среда, 26 августа
03:00 (UTC)",,,0,,,,4,,,,,10.0,737,,,16.3,,71.8,,16.0,,южный,9.0,,,2,
1598421600,"Среда, 26 августа
06:00 (UTC)",,,0.5,,,True,,,,,,10.0,738,,,16.3,,86.3,,15.7,,юго-западный,9.0,,,2,
1598432400,"Среда, 26 августа
09:00 (UTC)",,10.0,,,,,,,,,,10.0,739,,,20.4,,58.5,,,,западный,6.0,,,4,
1598443200,"Среда, 26 августа
12:00 (UTC)",,,,,,,,,,,,10.0,740,,,20.7,,54.5,,,,западный,7.0,,,2,
1598454000,"Среда, 26 августа
15:00 (UTC)",,,0.5,,,,,,,,,10.0,740,,,20.6,,52.0,,,,западный,6.0,,,2,
