timestamp,date,Дождь (незамерзающий),Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),Дождь (незамерзающий) слабый непрерывный,"Осадки за 12 часов, мм",Ливневой дождь очень сильный,Ливневый дождь,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Ливневой дождь слабый,Дымка (видимость больше 1 км),Туман без изменений (небо не видно),Дождь (незамерзающий) слабый с перерывами,"Дождь замерзающий, образующий гололёд, слабый","Горизонтальная видимость, км",Дождь (незамерзающий) умеренный непрерывный,"Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %","Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1596045600,"Среда, 29 июля
18:00 (UTC)",,,,,,,,,,,,,,,,20.0,,706.0,,,20.0,,68.4,,,южный,10.0,,,2.0
1596056400,"Среда, 29 июля
21:00 (UTC)",,,,,,,,,,,,,,,,20.0,,706.0,,,19.6,,69.6,,,южный,10.0,,,2.0
1596067200,"Четверг, 30 июля
00:00 (UTC)",,,,,,,,,,,,,,,,20.0,,706.0,,,19.0,,72.7,,,восточный,10.0,,,1.0
1596078000,"Четверг, 30 июля
03:00 (UTC)",,,,,,0,,,0,,,,,,,20.0,,707.0,,,21.3,,69.1,18.8,,юго-западный,6.0,,,2.0
1596088800,"Четверг, 30 июля
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,707.0,,,23.0,,64.3,,,южный,6.0,,,2.0
1596099600,"Четверг, 30 июля
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,707.0,,,25.5,,51.9,,,восточный,0.0,,,1.0
1596153600,"Пятница, 31 июля
00:00 (UTC)",,,,,,,,,,,,,,,,20.0,,705.0,,,25.0,,49.1,,,,0.0,,,0.0
1596164400,"Пятница, 31 июля
03:00 (UTC)",,,,,,0,,,0,,,,,,,20.0,,704.0,,,21.8,,59.2,18.5,,юго-западный,0.0,,,2.0
1596175200,"Пятница, 31 июля
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,704.0,,,24.3,,41.8,,,юго-западный,0.0,,,2.0
1596186000,"Пятница, 31 июля
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,703.0,,,28.0,,40.6,,,северный,1.0,,,1.0
1596196800,"Пятница, 31 июля
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,29.2,,45.4,,,западный,2.0,,,1.0
1596207600,"Пятница, 31 июля
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,701.0,,,26.8,,48.7,,,западный,6.0,,30.5,1.0
1596218400,"Пятница, 31 июля
18:00 (UTC)",,,,,,,,,,,,,,,,20.0,,701.0,,,22.6,,55.0,,,,2.0,,,0.0
1596229200,"Пятница, 31 июля
21:00 (UTC)",,,,,,,,,,,,,,,,20.0,,701.0,,,19.8,,67.0,,,северный,0.0,,,1.0
1596240000,"Суббота, 1 августа
00:00 (UTC)",,,,,,,,,,,,,,,,10.0,,699.0,,,18.1,,73.5,,,,2.0,,,0.0
1596250800,"Суббота, 1 августа
03:00 (UTC)",,,,,,0,,,0,,,,,,,50.0,,699.0,,,21.4,,57.2,16.0,,южный,1.0,,,1.0
1596261600,"Суббота, 1 августа
06:00 (UTC)",,,,,,,,,,,,,,,,50.0,,697.0,,,26.4,,44.6,,,северный,0.0,,,1.0
1596272400,"Суббота, 1 августа
09:00 (UTC)",,,,,,,,,,,,,,,,50.0,,697.0,,,29.7,,31.9,,,северо-восточный,2.0,,,1.0
1596283200,"Суббота, 1 августа
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,696.0,,,30.2,,37.7,,,северный,7.0,,,1.0
1596294000,"Суббота, 1 августа
15:00 (UTC)",,,,,,менее 0.1,,,,,True,,,,,10.0,,697.0,,,26.6,,51.8,,,западный,10.0,,31.8,2.0
1596304800,"Суббота, 1 августа
18:00 (UTC)",,,12.0,,,,,,,,,,,,,10.0,,700.0,,,20.0,,88.8,,True,северо-восточный,10.0,,,1.0
1596315600,"Суббота, 1 августа
21:00 (UTC)",,,,,,,,,,,True,,,,,10.0,,700.0,,,18.1,,92.7,,,северный,10.0,,,1.0
1596326400,"Воскресенье, 2 августа
00:00 (UTC)",,,,,,,,,,,,,,,,10.0,,700.0,,,17.3,,92.7,,True,северо-восточный,10.0,,,1.0
1596337200,"Воскресенье, 2 августа
03:00 (UTC)",,,,,,14,,,14,,,,,,,10.0,,699.0,,,16.7,,96.9,15.5,,восточный,10.0,,,1.0
1596348000,"Воскресенье, 2 августа
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,700.0,,,21.4,,78.5,,,восточный,9.0,,,1.0
1596358800,"Воскресенье, 2 августа
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,700.0,,,25.5,,69.4,,,юго-восточный,10.0,,,2.0
1596369600,"Воскресенье, 2 августа
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,700.0,,,21.4,,72.7,,,юго-восточный,10.0,,,2.0
1596380400,"Воскресенье, 2 августа
15:00 (UTC)",,,,,,4,,,,,,,,,,4.0,,700.0,True,,19.6,,90.5,,,восточный,10.0,,25.5,2.0
1596391200,"Воскресенье, 2 августа
18:00 (UTC)",,,,,,,,,,,True,,,,,10.0,,701.0,,,18.0,,84.2,,,восточный,10.0,,,2.0
1596402000,"Воскресенье, 2 августа
21:00 (UTC)",,,,,,,,,,,,,,,,10.0,,703.0,True,,17.0,,89.7,,,юго-восточный,10.0,,,2.0
1596412800,"Понедельник, 3 августа
00:00 (UTC)",,,,,,,,,,,True,,,,,10.0,,703.0,,,16.6,,88.5,,,юго-восточный,10.0,,,2.0
1596423600,"Понедельник, 3 августа
03:00 (UTC)",,,,,,30,,,34,,True,,,,,10.0,,705.0,,,14.0,,89.5,14.0,,восточный,10.0,,,2.0
1596434400,"Понедельник, 3 августа
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,704.0,,,16.6,,84.6,,True,южный,10.0,,,2.0
1596445200,"Понедельник, 3 августа
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,704.0,,,19.0,,71.8,,,восточный,2.0,,,2.0
1596456000,"Понедельник, 3 августа
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,704.0,,,23.5,,59.6,,,южный,0.0,,,2.0
1596466800,"Понедельник, 3 августа
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,704.0,,,23.0,,64.3,,,северо-восточный,2.0,,26.3,2.0
1596477600,"Понедельник, 3 августа
18:00 (UTC)",,,,,,,,,,,,,,,,20.0,,705.0,,,21.1,,66.8,,,южный,6.0,,,2.0
1596488400,"Понедельник, 3 августа
21:00 (UTC)",,,,,,,,,,,,,,,,20.0,,705.0,,,20.0,,71.5,,,южный,6.0,,,1.0
1596499200,"Вторник, 4 августа
00:00 (UTC)",,,,,,,,,,,,,,,,20.0,,705.0,,,18.5,,74.1,,,юго-западный,6.0,,,2.0
1596510000,"Вторник, 4 августа
03:00 (UTC)",,,,,,0,,,0,,,,,,,20.0,,705.0,,,21.3,,67.7,18.5,,южный,0.0,,,2.0
1596520800,"Вторник, 4 августа
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,705.0,,,23.0,,49.6,,,северо-восточный,0.0,,,2.0
1596531600,"Вторник, 4 августа
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,704.0,,,24.0,,47.3,,,северный,0.0,,,2.0
1596542400,"Вторник, 4 августа
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,703.0,,,26.8,,44.5,,,южный,2.0,,,2.0
1596553200,"Вторник, 4 августа
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,703.0,,,26.0,,47.8,,,южный,2.0,,28.0,2.0
1596564000,"Вторник, 4 августа
18:00 (UTC)",,,,,,,,,,,,,,,,20.0,,703.0,,,24.3,,60.2,,,восточный,0.0,,,2.0
1596574800,"Вторник, 4 августа
21:00 (UTC)",,,,,,,,,,,,,,,,20.0,,703.0,,,22.8,,63.0,,,юго-западный,0.0,,,1.0
1596585600,"Среда, 5 августа
00:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,22.0,,63.3,,,юго-западный,0.0,,,2.0
1596596400,"Среда, 5 августа
03:00 (UTC)",,,,,,0,,,0,,,,,,,20.0,,702.0,,,20.1,,67.5,19.8,,южный,0.0,,,2.0
1596607200,"Среда, 5 августа
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,701.0,,,20.8,,64.6,,,северо-восточный,2.0,,,2.0
1596618000,"Среда, 5 августа
09:00 (UTC)",,,,,,,,,,,,,,,,50.0,,702.0,,,23.6,,41.0,,,,1.0,,,0.0
1596628800,"Среда, 5 августа
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,24.8,,39.7,,,северный,1.0,,,2.0
1596639600,"Среда, 5 августа
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,702.0,,,24.4,,41.8,,,северо-западный,1.0,,26.0,1.0
1596650400,"Среда, 5 августа
18:00 (UTC)",,,,,,,,,,,,,,,,20.0,,703.0,,,22.4,,45.9,,,,0.0,,,0.0
1596661200,"Среда, 5 августа
21:00 (UTC)",,,,,,,,,,,,,,,,20.0,,703.0,,,20.1,,58.1,,,,0.0,,,0.0
1596672000,"Четверг, 6 августа
00:00 (UTC)",,,,,,,,,,,,,,,,20.0,,703.0,,,18.0,,70.7,,,восточный,10.0,,,1.0
1596682800,"Четверг, 6 августа
03:00 (UTC)",,,,,,0,,,0,,,,,,,20.0,,704.0,,,19.6,,48.7,13.1,,юго-западный,9.0,,,1.0
1596693600,"Четверг, 6 августа
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,704.0,,,21.2,,50.8,,,юго-западный,7.0,,,1.0
1596704400,"Четверг, 6 августа
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,704.0,,,25.0,,52.1,,,северо-западный,6.0,,,1.0
1596715200,"Четверг, 6 августа
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,704.0,,,26.4,,32.5,,,северный,6.0,,,1.0
1596726000,"Четверг, 6 августа
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,704.0,,,25.0,,49.8,,,юго-западный,6.0,,28.0,1.0
1596736800,"Четверг, 6 августа
18:00 (UTC)",,,,,,,,,,,,,,,,20.0,,705.0,,,20.0,,60.8,,,северо-восточный,0.0,,,2.0
1596747600,"Четверг, 6 августа
21:00 (UTC)",,,,,,,,,,,,,,,,20.0,,705.0,,,18.4,,67.6,,,,0.0,,,0.0
1596758400,"Пятница, 7 августа
00:00 (UTC)",,,,,,,,,,,,,,,,20.0,,705.0,,,17.1,,72.9,,,,0.0,,,0.0
1596769200,"Пятница, 7 августа
03:00 (UTC)",,,,,,0,,,0,,,,,,,20.0,,705.0,,,19.6,,60.3,14.5,,южный,0.0,,,1.0
1596780000,"Пятница, 7 августа
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,706.0,,,24.2,,50.2,,,юго-западный,1.0,,,1.0
1596790800,"Пятница, 7 августа
09:00 (UTC)",,,,,,,,,,,,,,,,50.0,,705.0,,,27.1,,39.9,,,северный,1.0,,,1.0
1596801600,"Пятница, 7 августа
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,705.0,,,28.0,,37.6,,,,1.0,,,0.0
1596812400,"Пятница, 7 августа
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,704.0,,,24.8,,44.2,,,юго-восточный,0.0,,29.0,2.0
1596823200,"Пятница, 7 августа
18:00 (UTC)",,,,,,,,,,,,,,,,10.0,,704.0,,,20.1,,60.0,,,южный,0.0,,,2.0
1596834000,"Пятница, 7 августа
21:00 (UTC)",,,,,,,,,,,,,,,,10.0,,704.0,,,18.6,,56.9,,,южный,0.0,,,2.0
1596844800,"Суббота, 8 августа
00:00 (UTC)",,,,,,,,,,,,,,,,10.0,,704.0,,,17.0,,66.4,,,юго-восточный,0.0,,,2.0
1596855600,"Суббота, 8 августа
03:00 (UTC)",,,,,,0,,,0,,,,,,,20.0,,703.0,,,18.8,,64.6,15.0,,восточный,0.0,,,2.0
1596866400,"Суббота, 8 августа
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,19.7,,49.7,,,южный,0.0,,,2.0
1596877200,"Суббота, 8 августа
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,27.3,,34.3,,,южный,0.0,,,2.0
1596888000,"Суббота, 8 августа
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,701.0,,,31.0,,30.6,,,южный,0.0,,,2.0
1596898800,"Суббота, 8 августа
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,700.0,,,27.2,,39.4,,,северо-восточный,0.0,,32.0,2.0
1596909600,"Суббота, 8 августа
18:00 (UTC)",,,,,,,,,,,,,,,,20.0,,700.0,,,25.0,,52.1,,,южный,0.0,,,2.0
1596920400,"Суббота, 8 августа
21:00 (UTC)",,,,,,,,,,,,,,,,20.0,,699.0,,,23.4,,54.5,,,,0.0,,,0.0
1596931200,"Воскресенье, 9 августа
00:00 (UTC)",,,,,,,,,,,,,,,,20.0,,699.0,,,22.3,,55.2,,,,0.0,,,0.0
1596942000,"Воскресенье, 9 августа
03:00 (UTC)",,,,,,0,,,0,,,,,,,20.0,,699.0,,,23.5,,52.4,21.0,,восточный,0.0,,,2.0
1596952800,"Воскресенье, 9 августа
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,700.0,,,24.0,,44.6,,,восточный,0.0,,,2.0
1596963600,"Воскресенье, 9 августа
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,700.0,,,27.2,,40.7,,,восточный,0.0,,,2.0
1596974400,"Воскресенье, 9 августа
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,699.0,,,31.2,,34.9,,,северный,2.0,,,2.0
1596985200,"Воскресенье, 9 августа
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,699.0,,,25.2,,47.6,,,северо-восточный,6.0,,32.0,4.0
1596996000,"Воскресенье, 9 августа
18:00 (UTC)",,,,,,,,,,,,,,,,20.0,,701.0,,,22.5,,54.9,,,южный,7.0,,,2.0
1597006800,"Воскресенье, 9 августа
21:00 (UTC)",,,,,,,,,,,,,,True,,10.0,,701.0,,,21.0,,56.8,,,юго-западный,10.0,,,2.0
1597017600,"Понедельник, 10 августа
00:00 (UTC)",,,,,,,,,,,,,,True,,10.0,,700.0,,,19.8,,59.5,,,южный,10.0,,,2.0
1597028400,"Понедельник, 10 августа
03:00 (UTC)",,,,,,1,,,1,,,,,,,20.0,,701.0,,,22.8,,51.5,18.5,True,восточный,2.0,,,2.0
1597039200,"Понедельник, 10 августа
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,701.0,,,24.0,,49.5,,,восточный,0.0,,,2.0
1597050000,"Понедельник, 10 августа
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,701.0,,,24.8,,48.5,,,восточный,2.0,,,2.0
1597060800,"Понедельник, 10 августа
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,701.0,,,27.2,,38.9,,,южный,2.0,,,1.0
1597071600,"Понедельник, 10 августа
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,701.0,,,24.4,,50.0,,,восточный,2.0,,28.0,1.0
1597082400,"Понедельник, 10 августа
18:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,22.1,,62.1,,,восточный,10.0,,,1.0
1597093200,"Понедельник, 10 августа
21:00 (UTC)",,,,,,,,,,,,,,,,10.0,,701.0,,,19.3,,81.2,,True,восточный,7.0,,,1.0
1597104000,"Вторник, 11 августа
00:00 (UTC)",,,,,,,,,,,,,,,,10.0,,701.0,,,18.4,,76.5,,,восточный,7.0,,,1.0
1597114800,"Вторник, 11 августа
03:00 (UTC)",,,,,,8,,,8,,True,,,,,10.0,,702.0,,,17.0,,89.7,15.2,,южный,10.0,,,1.0
1597125600,"Вторник, 11 августа
06:00 (UTC)",,,,,,,,,,True,,,,,,20.0,,701.0,,,18.8,,78.1,,,южный,9.0,,,3.0
1597136400,"Вторник, 11 августа
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,26.1,,35.6,,,,9.0,,,0.0
1597147200,"Вторник, 11 августа
12:00 (UTC)",,,,,,,,,,,True,,,,,10.0,,702.0,,,20.0,,76.8,,,западный,10.0,,,1.0
1597158000,"Вторник, 11 августа
15:00 (UTC)",,,,,,4,,,,,True,,,,,20.0,,703.0,,,19.8,,78.7,,,,10.0,,26.1,0.0
1597168800,"Вторник, 11 августа
18:00 (UTC)",,,,,,,,,,,,,,,,10.0,,703.0,,,19.1,,83.8,,True,,10.0,,,0.0
1597179600,"Вторник, 11 августа
21:00 (UTC)",,,,,,,,,,,,,,,,10.0,,702.0,,,17.8,,85.8,,,,10.0,,,0.0
1597190400,"Среда, 12 августа
00:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,17.1,,86.9,,,восточный,2.0,,,1.0
1597201200,"Среда, 12 августа
03:00 (UTC)",,,,,,0.5,,,4,,,,,,,20.0,,702.0,,,17.0,,85.8,13.0,,южный,9.0,,,1.0
1597212000,"Среда, 12 августа
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,22.2,,70.1,,,,2.0,,,0.0
1597222800,"Среда, 12 августа
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,26.4,,38.9,,,южный,2.0,,,2.0
1597233600,"Среда, 12 августа
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,,,,26.0,,49.7,,,юго-восточный,6.0,,,2.0
1597244400,"Среда, 12 августа
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,702.0,,,24.3,,53.3,,,юго-восточный,2.0,,27.3,2.0
1597255200,"Среда, 12 августа
18:00 (UTC)",,,,,,,,,,,,,,,,10.0,,702.0,,,19.0,,76.1,,,восточный,7.0,,,2.0
1597266000,"Среда, 12 августа
21:00 (UTC)",,,,,,,,,,,,,,,,10.0,,702.0,,,17.6,,77.4,,,южный,10.0,,,2.0
1597276800,"Четверг, 13 августа
00:00 (UTC)",,,,,,,,,,,,,,,,10.0,,702.0,,,16.0,,74.6,,,восточный,10.0,,,2.0
1597287600,"Четверг, 13 августа
03:00 (UTC)",,,,,,0,,,0,,,,,,,20.0,,703.0,,,17.4,,65.6,16.0,,восточный,2.0,,,2.0
1597298400,"Четверг, 13 августа
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,22.0,,59.7,,,южный,0.0,,,2.0
1597309200,"Четверг, 13 августа
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,703.0,,,27.0,,39.8,,,юго-восточный,0.0,,,2.0
1597320000,"Четверг, 13 августа
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,703.0,,,27.0,,39.8,,,южный,0.0,,,2.0
1597330800,"Четверг, 13 августа
15:00 (UTC)",,,,,,1,,,,,,,,True,,10.0,,702.0,,,25.0,,59.6,,,южный,10.0,,29.5,2.0
1597341600,"Четверг, 13 августа
18:00 (UTC)",,,,,,,,,,,,,,True,,10.0,,704.0,,,20.1,,64.9,,,юго-западный,10.0,,,3.0
1597352400,"Четверг, 13 августа
21:00 (UTC)",,,,,,,,,,,,,,,,20.0,,704.0,,,19.0,,71.8,,True,юго-западный,10.0,,,2.0
1597374000,"Пятница, 14 августа
03:00 (UTC)",,,,,,1,,,2,,,,,,,20.0,,703.0,,,20.0,,59.6,17.3,,восточный,2.0,,,2.0
1597384800,"Пятница, 14 августа
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,703.0,,,22.8,,44.2,,,северо-восточный,0.0,,,2.0
1597395600,"Пятница, 14 августа
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,25.5,,42.7,,,восточный,0.0,,,2.0
1597406400,"Пятница, 14 августа
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,701.0,,,25.0,,44.5,,,восточный,6.0,,,2.0
1597417200,"Пятница, 14 августа
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,701.0,,,21.5,,57.3,,,южный,7.0,,28.5,3.0
1597428000,"Пятница, 14 августа
18:00 (UTC)",,,,,,,,,,,,,,,,20.0,,703.0,,,20.0,,61.6,,,южный,7.0,,,2.0
1597438800,"Пятница, 14 августа
21:00 (UTC)",,,,,,,,,,,,,,True,,10.0,,703.0,,,19.5,,87.7,,,юго-западный,10.0,,,3.0
1597449600,"Суббота, 15 августа
00:00 (UTC)",,,,,,,,,,,,,,,,10.0,,703.0,,,18.6,,88.1,,True,восточный,10.0,,,2.0
1597460400,"Суббота, 15 августа
03:00 (UTC)",,,,,,9,,,9,,,,,,,20.0,,703.0,,,20.0,,71.5,18.0,,восточный,6.0,,,2.0
1597471200,"Суббота, 15 августа
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,703.0,,,22.5,,64.6,,,южный,6.0,,,2.0
1597482000,"Суббота, 15 августа
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,703.0,,,25.0,,44.5,,,юго-восточный,0.0,,,2.0
1597492800,"Суббота, 15 августа
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,703.0,,,22.8,,50.9,,,восточный,6.0,,,1.0
1597503600,"Суббота, 15 августа
15:00 (UTC)",,,,,,0,,,,,,,,,,10.0,,703.0,,,21.0,,58.3,,,южный,9.0,,26.0,1.0
1597514400,"Суббота, 15 августа
18:00 (UTC)",,,,,,,,,,,,,,,,10.0,,704.0,,,19.9,,65.7,,,восточный,4.0,,,1.0
1597525200,"Суббота, 15 августа
21:00 (UTC)",,,,,,,,,,,,,,,,10.0,,704.0,,,18.8,,71.8,,,восточный,7.0,,,1.0
1597536000,"Воскресенье, 16 августа
00:00 (UTC)",,,,,,,,,,,,,,,,10.0,,703.0,,,17.1,,80.9,,,,7.0,,,0.0
1597546800,"Воскресенье, 16 августа
03:00 (UTC)",,,,,,0,,,0,,,,,,,10.0,,704.0,,,14.8,,62.0,13.0,,южный,9.0,,,1.0
1597557600,"Воскресенье, 16 августа
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,704.0,,,17.6,,57.0,,,западный,0.0,,,1.0
1597568400,"Воскресенье, 16 августа
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,703.0,,,23.4,,50.7,,,,4.0,,,0.0
1597579200,"Воскресенье, 16 августа
12:00 (UTC)",,,,,,,,,,,,,,,,10.0,,703.0,,,20.6,,56.3,,,восточный,9.0,,,2.0
1597590000,"Воскресенье, 16 августа
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,703.0,,,19.3,,57.5,,,южный,9.0,,23.5,1.0
1597600800,"Воскресенье, 16 августа
18:00 (UTC)",,,,,,,,,,,,,,,,10.0,,704.0,,,18.6,,60.0,,,,9.0,,,0.0
1597611600,"Воскресенье, 16 августа
21:00 (UTC)",,,,,,,,,,,,,,,,10.0,,704.0,,,17.8,,63.6,,,восточный,9.0,,,1.0
1597622400,"Понедельник, 17 августа
00:00 (UTC)",,,,,,,,,,,,,,,,10.0,,704.0,,,16.8,,70.9,,,,10.0,,,0.0
1597633200,"Понедельник, 17 августа
03:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,705.0,,,15.0,,62.1,13.5,,юго-западный,7.0,,,1.0
1597644000,"Понедельник, 17 августа
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,705.0,,,17.8,,44.3,,,северо-западный,0.0,,,1.0
1597654800,"Понедельник, 17 августа
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,704.0,,,21.6,,47.6,,,северо-западный,2.0,,,1.0
1597665600,"Понедельник, 17 августа
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,704.0,,,23.0,,44.6,,,южный,2.0,,,2.0
1597676400,"Понедельник, 17 августа
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,704.0,,,22.2,,48.4,,,восточный,2.0,,25.0,2.0
1597687200,"Понедельник, 17 августа
18:00 (UTC)",,,,,,,,,,,,,,,,20.0,,704.0,,,21.0,,57.5,,,южный,2.0,,,2.0
1597698000,"Понедельник, 17 августа
21:00 (UTC)",,,,,,,,,,,,,,,,20.0,,704.0,,,20.7,,64.6,,,юго-западный,0.0,,,2.0
1597708800,"Вторник, 18 августа
00:00 (UTC)",,,,,,,,,,,,,,,,20.0,,704.0,,,19.3,,66.0,,,юго-западный,2.0,,,1.0
1597719600,"Вторник, 18 августа
03:00 (UTC)",,,,,,0,,,0,,,,,,,20.0,,704.0,,,21.0,,51.4,18.5,,южный,0.0,,,2.0
1597730400,"Вторник, 18 августа
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,703.0,,,22.5,,46.6,,,южный,0.0,,,2.0
1597741200,"Вторник, 18 августа
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,703.0,,,25.6,,39.7,,,северный,0.0,,,2.0
1597752000,"Вторник, 18 августа
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,703.0,,,27.0,,34.9,,,восточный,0.0,,,2.0
1597762800,"Вторник, 18 августа
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,701.0,,,26.0,,40.9,,,северо-восточный,0.0,,27.5,2.0
1597773600,"Вторник, 18 августа
18:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,23.5,,54.5,,,южный,0.0,,,2.0
1597784400,"Вторник, 18 августа
21:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,21.0,,57.5,,,восточный,0.0,,,1.0
1597795200,"Среда, 19 августа
00:00 (UTC)",,,,,,,,,,,,,,,,20.0,,701.0,,,20.6,,58.2,,,,2.0,,,0.0
1597806000,"Среда, 19 августа
03:00 (UTC)",,,,,,0,,,0,,,,,,,20.0,,701.0,,,21.0,,54.6,19.8,,юго-западный,0.0,,,1.0
1597816800,"Среда, 19 августа
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,701.0,,,24.2,,42.6,,,северо-восточный,0.0,,,2.0
1597827600,"Среда, 19 августа
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,700.0,,,25.6,,39.7,,,южный,0.0,,,2.0
1597838400,"Среда, 19 августа
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,700.0,,,27.0,,39.8,,,южный,0.0,,,2.0
1597849200,"Среда, 19 августа
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,700.0,,,25.3,,47.7,,,восточный,0.0,,27.5,2.0
1597860000,"Среда, 19 августа
18:00 (UTC)",,,,,,,,,,,,,,,,20.0,,700.0,,,23.5,,54.5,,,юго-западный,0.0,,,2.0
1597870800,"Среда, 19 августа
21:00 (UTC)",,,,,,,,,,,,,,,,20.0,,700.0,,,23.0,,55.4,,,восточный,0.0,,,1.0
1597881600,"Четверг, 20 августа
00:00 (UTC)",,,,,,,,,,,,,,,,20.0,,700.0,,,21.3,,56.5,,,восточный,0.0,,,1.0
1597892400,"Четверг, 20 августа
03:00 (UTC)",,,,,,0,,,0,,,,,,,20.0,,700.0,,,22.8,,48.6,20.0,,юго-восточный,0.0,,,2.0
1597903200,"Четверг, 20 августа
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,700.0,,,24.2,,42.6,,,восточный,0.0,,,2.0
1597914000,"Четверг, 20 августа
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,699.0,,,17.6,,72.5,,,восточный,1.0,,,1.0
1597924800,"Четверг, 20 августа
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,699.0,,,28.0,,42.8,,,восточный,2.0,,,1.0
