timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Туман (видимость менее 1 км),Ливневой дождь со снегом слабый,Ливневый дождь со снегом,Ливневый дождь,Дождь со снегом слабый,В окрестности станции местами туман,"Гроза, но без осадков","Относительная влажность, %",Поземные туманы сплошным слоем (высота меньше 2 м от поверхности земли),"Минимальная температура, °C",Град,Направление ветра,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),Ливневой снег умеренный или сильный,"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,"Высота снежного покрова, см",Туман ослабел (небо видно),"Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),Туман без изменений (небо не видно),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.","Температура воздуха, °C","Гроза, дождь слабый",Снег слабый непрерывный,Количество облаков не изменилось,"Поземные туманы клочками, полосами(высота меньше 2 м от поверхности земли)",Балл общей облачности,Туман ослабел (небо не видно),Ливневой снег слабый
1595678400,"Суббота, 25 июля
12:00 (UTC)",,,,,,,,,,,46.6,,,,западный,,,1,,,,,,,,,,,30.0,753.0,20.5,,,,,7.0,,
1595682000,"Суббота, 25 июля
13:00 (UTC)",,,,,,,,,,,46.7,,,,северо-западный,,,1,,,,,,,,,,,,752.0,20.8,,,,,,,
1595685600,"Суббота, 25 июля
14:00 (UTC)",,,,,,,,,,,47.2,,,,юго-западный,,,2,,,,,,,,,,,,752.0,20.3,,,,,,,
1595689200,"Суббота, 25 июля
15:00 (UTC)",,,,,,,,,,,41.7,,,,,,21.0,0,,,0,,,,,,,,30.0,752.0,20.9,,,,,4.0,,
1595692800,"Суббота, 25 июля
16:00 (UTC)",,,,,,,,,,,47.6,,,,,,,0,,,,,,,,,,,,752.0,20.6,,,,,,,
1595696400,"Суббота, 25 июля
17:00 (UTC)",,,,,,,,,,,80.6,,,,,,,0,,,,,,,,,,,,752.0,14.9,,,,,,,
1595700000,"Суббота, 25 июля
18:00 (UTC)",,,,,,,,,,,97.4,,,,,,,0,,,,,,,,,,,30.0,753.0,10.3,,,,,1.0,,
1595703600,"Суббота, 25 июля
19:00 (UTC)",,,,,,,,,,,96.7,,,,южный,,,2,,,,,,,,,,,,753.0,9.7,,,,,,,
1595707200,"Суббота, 25 июля
20:00 (UTC)",,,,,,,,,,,99.3,,,,юго-западный,,,2,,,,,,,,,,,,753.0,9.0,,,,,,,
1595710800,"Суббота, 25 июля
21:00 (UTC)",,,,,,,,,,,94.1,,,,южный,,,3,,,,,,,,,,,50.0,753.0,9.5,,,,,1.0,,
1595714400,"Суббота, 25 июля
22:00 (UTC)",,,,,,,,,,,93.5,,,,южный,,,3,,,,,,,,,,,,753.0,9.5,,,,,,,
1595718000,"Суббота, 25 июля
23:00 (UTC)",,,,,,,,,,,93.5,,,,южный,,,3,,,,,,,,,,,,753.0,9.0,,,,,,,
1595721600,"Воскресенье, 26 июля
00:00 (UTC)",,,,,,,,,,,89.2,,,,южный,,,3,,,,,,,,,,,30.0,753.0,9.9,,,,,1.0,,
1595725200,"Воскресенье, 26 июля
01:00 (UTC)",,,,,,,,,,,91.0,,,,южный,,,3,,,,,,,,,,,,753.0,9.9,,,,,,,
1595728800,"Воскресенье, 26 июля
02:00 (UTC)",,,,,,,,,,,91.7,,,,юго-западный,,,3,,,,,,,,,,,,753.0,10.7,,,,,,,
1595732400,"Воскресенье, 26 июля
03:00 (UTC)",,,,,,,,,,,87.1,,8.8,,южный,,,2,,,0,,,,0,,,,30.0,754.0,13.4,,,,,2.0,,
1595736000,"Воскресенье, 26 июля
04:00 (UTC)",,,,,,,,,,,76.6,,,,южный,,,2,,,,,,,,,,,,754.0,15.9,,,,,,,
1595739600,"Воскресенье, 26 июля
05:00 (UTC)",,,,,,,,,,,80.7,,,,южный,,,2,,,,,,,,,,,,754.0,15.8,,,,,,,
1595743200,"Воскресенье, 26 июля
06:00 (UTC)",,,,,,,,,,,77.4,,,,южный,,,2,,,,,,,,,,,30.0,754.0,17.6,,,,,7.0,,
1595746800,"Воскресенье, 26 июля
07:00 (UTC)",,,,,,,,,,,55.5,,,,юго-восточный,,,1,,,,,,,,,,,,754.0,20.6,,,,,,,
1595750400,"Воскресенье, 26 июля
08:00 (UTC)",,,,,,,,,,,49.6,,,,южный,,,2,,,,,,,,,,,,754.0,21.7,,,,,,,
1595754000,"Воскресенье, 26 июля
09:00 (UTC)",,,,,,,,,,,47.5,,,,южный,,,1,,,,,,,,,,,30.0,754.0,22.5,,,,,7.0,,
1595757600,"Воскресенье, 26 июля
10:00 (UTC)",,,,,,,,,,,44.9,,,,юго-западный,,,2,,,,,,,,,,,,754.0,22.9,,,,,,,
1595761200,"Воскресенье, 26 июля
11:00 (UTC)",,,,,,,,,,,44.1,,,,юго-западный,,,1,,,,,,,,,,,,754.0,23.4,,,,,,,
1595764800,"Воскресенье, 26 июля
12:00 (UTC)",,,,,,,,,,,47.2,,,,,,,0,,,,,,,,,,,30.0,754.0,22.4,,,,,7.0,,
1595768400,"Воскресенье, 26 июля
13:00 (UTC)",,,,,,,,,,,42.5,,,,юго-западный,,,2,,,,,,,,,,,,754.0,23.7,,,,,,,
1595772000,"Воскресенье, 26 июля
14:00 (UTC)",,,,,,,,,,,41.6,,,,юго-западный,,,1,,,,,,,,,,,,754.0,23.6,,,,,,,
1595775600,"Воскресенье, 26 июля
15:00 (UTC)",,,,,,,,,,,41.2,,,,,,24.8,0,,,0,,,,,,,,30.0,754.0,23.2,,,,,2.0,,
1595779200,"Воскресенье, 26 июля
16:00 (UTC)",,,,,,,,,,,47.1,,,,,,,0,,,,,,,,,,,,754.0,22.3,,,,,,,
1595782800,"Воскресенье, 26 июля
17:00 (UTC)",,,,,,,,,,,77.8,,,,,,,0,,,,,,,,,,,,754.0,17.0,,,,,,,
1595786400,"Воскресенье, 26 июля
18:00 (UTC)",,,,,,,,,,,95.5,,,,,,,0,,,,,,,,,,,30.0,754.0,12.7,,,,,4.0,,
1595790000,"Воскресенье, 26 июля
19:00 (UTC)",,,,,,,,,,,95.5,,,,,,,0,,,,,,,,,,,,754.0,11.7,,,,,,,
1595793600,"Воскресенье, 26 июля
20:00 (UTC)",,,,,,,,,,,93.6,,,,,,,0,,,,,,,,,,,,754.0,12.1,,,,,,,
1595797200,"Воскресенье, 26 июля
21:00 (UTC)",,,,,,,,,,,98.0,,,,,,,0,,,,,,,,,,,50.0,754.0,10.4,,,,,2.0,,
1595800800,"Воскресенье, 26 июля
22:00 (UTC)",,,,,,,,,,,98.7,,,,южный,,,2,,,,,,,,,,,,754.0,10.2,,,,,,,
1595804400,"Воскресенье, 26 июля
23:00 (UTC)",,,,,,,,,,,89.4,,,,юго-западный,,,2,,,,,,,,,,,,754.0,12.6,,,,,,,
1595808000,"Понедельник, 27 июля
00:00 (UTC)",,,,,,,,,,,92.4,,,,юго-западный,,,2,,,,,,,,,,,30.0,755.0,12.6,,,,,4.0,,
1595811600,"Понедельник, 27 июля
01:00 (UTC)",,,,,,,,,,,93.0,,,,юго-западный,,,2,,,,,,,,,,,,755.0,13.3,,,,,,,
1595815200,"Понедельник, 27 июля
02:00 (UTC)",,,,,,,,,,,97.4,,,,,,,0,,,,,,,,,,,,755.0,12.3,,,,,,,
1595818800,"Понедельник, 27 июля
03:00 (UTC)",,,,,,,,,,,85.1,,10.3,,,,,0,,,0,,,,0,,,,30.0,755.0,15.8,,,,,4.0,,
1595822400,"Понедельник, 27 июля
04:00 (UTC)",,,,,,,,,,,76.0,,,,,,,0,,,,,,,,,,,,755.0,18.1,,,,,,,
1595826000,"Понедельник, 27 июля
05:00 (UTC)",,,,,,,,,,,65.3,,,,южный,,,2,,,,,,,,,,,,755.0,19.8,,,,,,,
1595829600,"Понедельник, 27 июля
06:00 (UTC)",,,,,,,,,,,56.2,,,,юго-восточный,,,2,,,,,,,,,,,30.0,755.0,21.8,,,,,2.0,,
1595833200,"Понедельник, 27 июля
07:00 (UTC)",,,,,,,,,,,54.3,,,,южный,,,2,,,,,,,,,,,,755.0,22.7,,,,,,,
1595836800,"Понедельник, 27 июля
08:00 (UTC)",,,,,,,,,,,51.7,,,,юго-восточный,,,2,,,,,,,,,,,,755.0,23.4,,,,,,,
1595840400,"Понедельник, 27 июля
09:00 (UTC)",,,,,,,,,,,47.4,,,,южный,,,1,,,,,,,,,,,30.0,755.0,24.2,,,,,2.0,,
1595844000,"Понедельник, 27 июля
10:00 (UTC)",,,,,,,,,,,46.9,,,,восточный,,,1,,,,,,,,,,,,755.0,24.8,,,,,,,
1595847600,"Понедельник, 27 июля
11:00 (UTC)",,,,,,,,,,,49.5,,,,южный,,,2,,,,,,,,,,,,755.0,23.8,,,,,,,
1595851200,"Понедельник, 27 июля
12:00 (UTC)",,,,,,,,,,,52.2,,,,,,,0,,,,,,,,,,,30.0,755.0,24.2,,,,,6.0,,
1595854800,"Понедельник, 27 июля
13:00 (UTC)",,,,,,,,,,,63.9,,,,юго-западный,,,2,,,,,,,,,,,,754.0,23.2,,,,,,,
1595858400,"Понедельник, 27 июля
14:00 (UTC)",,,,,,,,,,,68.0,,,,,,,0,,,,,,,,,,,,754.0,22.8,,,,,,,
1595862000,"Понедельник, 27 июля
15:00 (UTC)",,,,,,,,,,,42.1,,,,,,25.6,0,,,0,,,,,,,,30.0,754.0,25.6,,,,,2.0,,
1595865600,"Понедельник, 27 июля
16:00 (UTC)",,,,,,,,,,,59.5,,,,,,,0,,,,,,,,,,,,754.0,23.1,,,,,,,
1595869200,"Понедельник, 27 июля
17:00 (UTC)",,,,,,,,,,,75.7,,,,,,,0,,,,,,,,,,,,754.0,19.7,,,,,,,
1595872800,"Понедельник, 27 июля
18:00 (UTC)",,,,,,,,,,,96.8,,,,юго-западный,,,2,,,,,,,,,,,30.0,754.0,15.4,,,,,1.0,,
1595876400,"Понедельник, 27 июля
19:00 (UTC)",,,,,,,,,,,98.1,,,,юго-западный,,,1,,,,,,,,,,,,754.0,13.7,,,,,,,
1595880000,"Понедельник, 27 июля
20:00 (UTC)",,,,,,,,,,,98.7,,,,южный,,,2,,,,,,,,,,,,754.0,13.5,,,,,,,
1595883600,"Понедельник, 27 июля
21:00 (UTC)",,,,,,,,,,,99.4,,,,юго-западный,,,2,,,,,,,,,,,50.0,754.0,12.9,,,,,1.0,,
1595887200,"Понедельник, 27 июля
22:00 (UTC)",,,,,,,,,,,99.3,,,,южный,,,2,,,,,,,,,,,,754.0,12.4,,,,,,,
1595890800,"Понедельник, 27 июля
23:00 (UTC)",,,,,,,,,,,99.3,,,,,,,0,,,,,,,,,,,,754.0,11.7,,,,,,,
1595894400,"Вторник, 28 июля
00:00 (UTC)",,,,,,,,,,,99.4,,,,юго-западный,,,2,,,,,,,,,,,30.0,754.0,13.5,,,,,1.0,,
1595898000,"Вторник, 28 июля
01:00 (UTC)",,,,,,,,,,,98.7,,,,южный,,,2,,,,,,,,,,,,754.0,14.4,,,,,,,
1595901600,"Вторник, 28 июля
02:00 (UTC)",,,,,,,,,,,98.7,,,,юго-западный,,,1,,,,,,,,,,,,754.0,14.1,,,,,,,
1595905200,"Вторник, 28 июля
03:00 (UTC)",,,,,,,,,,,97.5,,11.7,,,,,0,,,0,,,,0,,,,30.0,754.0,15.6,,,,,0.0,,
1595908800,"Вторник, 28 июля
04:00 (UTC)",,,,,,,,,,,84.8,,,,,,,0,,,,,,,,,,,,754.0,18.6,,,,,,,
1595912400,"Вторник, 28 июля
05:00 (UTC)",,,,,,,,,,,77.3,,,,южный,,,1,,,,,,,,,,,,754.0,20.5,,,,,,,
1595916000,"Вторник, 28 июля
06:00 (UTC)",,,,,,,,,,,61.4,,,,южный,,,2,,,,,,,,,,,30.0,754.0,22.6,,,,,1.0,,
1595919600,"Вторник, 28 июля
07:00 (UTC)",,,,,,,,,,,58.9,,,,южный,,,2,,,,,,,,,,,,754.0,23.6,,,,,,,
1595923200,"Вторник, 28 июля
08:00 (UTC)",,,,,,,,,,,54.7,,,,южный,,,3,,,,,,,,,,,,754.0,24.5,,,,,,,
1595926800,"Вторник, 28 июля
09:00 (UTC)",,,,,,,,,,,52.2,,,,южный,,,2,,,,,,,,,,,30.0,753.0,25.2,,,,,2.0,,
1595930400,"Вторник, 28 июля
10:00 (UTC)",,,,,,,,,,,53.3,,,,южный,,,2,,,,,,,,,,,,753.0,25.8,,,,,,,
1595934000,"Вторник, 28 июля
11:00 (UTC)",,,,,,,,,,,50.7,,,,южный,,,3,,,,,,,,,,,,753.0,25.8,,,,,,,
1595937600,"Вторник, 28 июля
12:00 (UTC)",,,,,,,,,,,48.8,,,,юго-западный,,,3,,,,,,,,,,,30.0,752.0,26.2,,,,,4.0,,
1595941200,"Вторник, 28 июля
13:00 (UTC)",,,,,,,,,,,51.1,,,,южный,,,3,,,,,,,,,,,,752.0,26.2,,,,,,,
1595944800,"Вторник, 28 июля
14:00 (UTC)",,,,,,,,,,,53.0,,,,южный,,,2,,,,,,,,,,,,752.0,25.8,,,,,,,
1595948400,"Вторник, 28 июля
15:00 (UTC)",,,,,,,,,,,55.0,,,,южный,,26.4,2,,,0,,,,,,,,30.0,751.0,25.4,,,,,2.0,,
1595952000,"Вторник, 28 июля
16:00 (UTC)",,,,,,,,,,,63.3,,,,,,,0,,,,,,,,,,,,751.0,24.2,,,,,,,
1595955600,"Вторник, 28 июля
17:00 (UTC)",,,,,,,,,,,80.4,,,,южный,,,2,,,,,,,,,,,,751.0,20.8,,,,,,,
1595959200,"Вторник, 28 июля
18:00 (UTC)",,,,,,,,,,,88.7,,,,южный,,,2,,,,,,,,,,,30.0,751.0,18.0,,,,,1.0,,
1595962800,"Вторник, 28 июля
19:00 (UTC)",,,,,,,,,,,87.6,,,,южный,,,2,,,,,,,,,,,,751.0,18.2,,,,,,,
1595966400,"Вторник, 28 июля
20:00 (UTC)",,,,,,,,,,,88.7,,,,южный,,,2,,,,,,,,,,,,751.0,18.1,,,,,,,
1595970000,"Вторник, 28 июля
21:00 (UTC)",,,,,,,,,,,87.6,,,,южный,,,3,,,,,,,,,,,50.0,751.0,18.2,,,,,2.0,,
1595973600,"Вторник, 28 июля
22:00 (UTC)",,,,,,,,,,,86.4,,,,южный,,,3,,,,,,,,,,,,751.0,18.0,,,,,,,
1595977200,"Вторник, 28 июля
23:00 (UTC)",,,,,,,,,,,87.0,,,,южный,,,3,,,,,,,,,,,,750.0,17.8,,,,,,,
1595980800,"Среда, 29 июля
00:00 (UTC)",,,,,,,,,,,90.3,,,,южный,,,3,,,,,,,,,,,30.0,750.0,17.0,,,,,6.0,,
1595984400,"Среда, 29 июля
01:00 (UTC)",,,,,,,,,,,91.4,,,,южный,,,4,,,,,,,,,,,,750.0,16.4,,,,,,,
1595988000,"Среда, 29 июля
02:00 (UTC)",,,,,,,,,,,90.8,,,,южный,,,3,,,,,,,,,,,,750.0,16.4,,,,,,,
1595991600,"Среда, 29 июля
03:00 (UTC)",,,,,,,,,,,85.3,,16.2,,южный,,,3,,,0,,,,0,,,,30.0,750.0,17.7,,,,,5.0,,
1595995200,"Среда, 29 июля
04:00 (UTC)",,,,,,,,,,,75.9,,,,южный,,,3,,,,,,,,,,,,749.0,20.4,,,,,,,
1595998800,"Среда, 29 июля
05:00 (UTC)",,,,,,,,,,,73.9,,,,юго-западный,,,3,,,,,,,,,,,,750.0,20.4,,,,,,,
1596002400,"Среда, 29 июля
06:00 (UTC)",,11.0,True,,,,,,,,90.4,,,,юго-западный,,,4,,,,,,,,,,,13.0,750.0,18.1,,,,,10.0,,
1596006000,"Среда, 29 июля
07:00 (UTC)",,,,,,,,,,,93.3,,,,юго-западный,,,2,,,,,,,,,,,,750.0,18.3,,,,,,,
1596009600,"Среда, 29 июля
08:00 (UTC)",,,,,,,,,,,92.2,,,,южный,,,2,,,,,,,,,,,,749.0,19.7,,,,,,,
1596013200,"Среда, 29 июля
09:00 (UTC)",,,,,,,,,,,76.1,,,,южный,,,4,,,,,,,,,,,30.0,749.0,22.2,,,True,,7.0,,
1596016800,"Среда, 29 июля
10:00 (UTC)",,,,,,,,,,,67.7,,,,южный,,,4,,,,,,,,,,,,749.0,23.4,,,,,,,
1596020400,"Среда, 29 июля
11:00 (UTC)",,,,,,,,,,,61.6,,,,южный,,,4,,,,,,,,,,,,748.0,25.4,,,,,,,
1596024000,"Среда, 29 июля
12:00 (UTC)",,,,,,,,,,,63.4,,,,южный,,,4,,,,,,,,,,,30.0,748.0,24.7,,,True,,10.0,,
1596027600,"Среда, 29 июля
13:00 (UTC)",,,,,,,,,,,67.9,,,,южный,,,3,,,,,,,,,,,,747.0,24.3,,,,,,,
1596031200,"Среда, 29 июля
14:00 (UTC)",,,,,,,,,,,71.3,,,,южный,,,3,,,,,,,,,,,,747.0,23.6,,,,,,,
1596034800,"Среда, 29 июля
15:00 (UTC)",,,,,,,,,,,67.8,,,,южный,,25.6,3,,,2,,,,,,,,30.0,746.0,23.8,,,,,10.0,,
1596038400,"Среда, 29 июля
16:00 (UTC)",,,,,,,,,,,71.6,,,,южный,,,2,,,,,,,,,,,,746.0,22.8,,,,,,,
1596042000,"Среда, 29 июля
17:00 (UTC)",,,,,,,,,,,82.5,,,,южный,,,2,,,,,,,,,,,,746.0,20.9,,,,,,,
1596045600,"Среда, 29 июля
18:00 (UTC)",True,13.0,,,,,,,,,96.3,,,,юго-западный,,,2,,,,,,,,,,,11.0,746.0,17.3,,,,,10.0,,
1596049200,"Среда, 29 июля
19:00 (UTC)",,13.0,,,,,,,,,98.1,,,,южный,,,4,,,,,,,,,,,,746.0,17.2,,,,,,,
1596052800,"Среда, 29 июля
20:00 (UTC)",,13.0,,,,,,,,,98.1,,,,южный,,,3,,,,,,,,,,,,745.0,17.2,,,,,,,
1596056400,"Среда, 29 июля
21:00 (UTC)",,,,,,,,,,,98.1,,,,южный,,,3,,,,,,,,,,,50.0,745.0,17.4,,,True,,9.0,,
1596060000,"Среда, 29 июля
22:00 (UTC)",,13.0,,,,,,,,,98.1,,,,южный,,,3,,,,,,,,,,,,745.0,17.4,,,,,,,
1596063600,"Среда, 29 июля
23:00 (UTC)",,13.0,,,,,,,,,98.1,,,,южный,,,3,,,,,,,,,,,,744.0,17.3,,,,,,,
1596067200,"Четверг, 30 июля
00:00 (UTC)",,,,,,,,,,,98.1,,,,южный,,,3,,,,,,,,,,,50.0,744.0,17.2,,,True,,10.0,,
1596070800,"Четверг, 30 июля
01:00 (UTC)",,,,,,,,,,,98.1,,,,юго-западный,,,4,,,,,,,,,,,,744.0,17.5,,,,,,,
1596074400,"Четверг, 30 июля
02:00 (UTC)",,,,,,,,,,,98.7,,,,юго-западный,,,4,,,,,,,,,,,,744.0,17.6,,,,,,,
1596078000,"Четверг, 30 июля
03:00 (UTC)",,,,,,,,,,,98.1,,17.0,,юго-западный,,,3,,,9,,,,11,,,,25.0,744.0,17.9,,,,,10.0,,
1596081600,"Четверг, 30 июля
04:00 (UTC)",,,,,,,,,,,97.5,,,,юго-западный,,,3,,,,,,,,,,,,744.0,18.1,,,,,,,
1596085200,"Четверг, 30 июля
05:00 (UTC)",,,,,,,,,,,95.7,,,,юго-западный,,,3,,,,,,,,,,,,744.0,18.4,,,,,,,
1596088800,"Четверг, 30 июля
06:00 (UTC)",,,,,,,,,,,95.1,,,,юго-западный,,,3,,,,,,,,True,,,30.0,744.0,18.5,,,,,10.0,,
1596092400,"Четверг, 30 июля
07:00 (UTC)",,,,,,,,,,,81.3,,,,западный,,,3,,,,,,,,,,,,744.0,20.2,,,,,,,
1596096000,"Четверг, 30 июля
08:00 (UTC)",,,,,,,,,,,73.2,,,,западный,,,4,,,,,,,,,,,,744.0,21.4,,,,,,,
1596099600,"Четверг, 30 июля
09:00 (UTC)",True,13.0,,,,,,,,,93.2,,,,юго-западный,,,3,,,,,,,,,,,7.0,745.0,15.5,,,,,10.0,,
1596153600,"Пятница, 31 июля
00:00 (UTC)",,,,,,,,,,,96.8,,,,юго-западный,,,3,,,,,,,,,,,50.0,743.0,12.3,,,,,7.0,,
1596157200,"Пятница, 31 июля
01:00 (UTC)",,,,,,,,,,,96.1,,,,юго-западный,,,4,,,,,,,,,,,,743.0,12.0,,,,,,,
1596160800,"Пятница, 31 июля
02:00 (UTC)",,,,,,,,,,,97.4,,,,юго-западный,,,4,,,,,,,,,,,,743.0,11.2,,,,,,,
1596164400,"Пятница, 31 июля
03:00 (UTC)",,,,,,,,,,,95.5,,11.2,,юго-западный,,,3,,,0.5,,,,3,,,,30.0,743.0,12.1,,,,,9.0,,
1596168000,"Пятница, 31 июля
04:00 (UTC)",,,,,,,,,,,94.3,,,,юго-западный,,,4,,,,,,,,,,,,743.0,12.9,,,,,,,
1596171600,"Пятница, 31 июля
05:00 (UTC)",,,,,,,,,,,93.1,,,,юго-западный,,,2,,,,,,,,,,,,742.0,13.6,,,,,,,
1596175200,"Пятница, 31 июля
06:00 (UTC)",,,,,,,,,,,90.1,,,,юго-западный,,,3,,,,,,,,,,,30.0,742.0,14.4,,,,,10.0,,
1596178800,"Пятница, 31 июля
07:00 (UTC)",,,,,,,,,,,84.0,,,,юго-западный,,,2,,,,,,,,,,,,742.0,15.7,,,,,,,
1596182400,"Пятница, 31 июля
08:00 (UTC)",,,,,,,,,,,87.8,,,,юго-западный,,,3,,,,,,,,,,,,742.0,15.2,,,,,,,
1596186000,"Пятница, 31 июля
09:00 (UTC)",,,,,,,True,,,,81.9,,,,юго-западный,,,4,,,,,,,,,,,30.0,742.0,16.7,,,,,7.0,,
1596189600,"Пятница, 31 июля
10:00 (UTC)",,,,,,,,,,,71.2,,,,юго-западный,,,4,,,,,,,,,,,,742.0,18.2,,,,,,,
1596193200,"Пятница, 31 июля
11:00 (UTC)",,,,,,,,,,,65.4,,,,западный,,,4,,,,,,,,,,,,742.0,18.3,,,,,,,
1596196800,"Пятница, 31 июля
12:00 (UTC)",,,,,,,,,,,65.8,,,,юго-западный,,,3,,,,,,,,,,,30.0,742.0,18.2,,,True,,6.0,,
1596200400,"Пятница, 31 июля
13:00 (UTC)",,,,,,,,,,,62.6,,,,юго-западный,,,2,,,,,,,,,,,,742.0,19.2,,,,,,,
1596204000,"Пятница, 31 июля
14:00 (UTC)",,,,,,,,,,,73.8,,,,юго-западный,,,2,,,,,,,,,,,,742.0,17.0,,,,,,,
1596207600,"Пятница, 31 июля
15:00 (UTC)",,,,,,,,,,,76.4,,,,юго-западный,,19.4,1,,,3,,,,,True,,,30.0,742.0,17.8,,,,,9.0,,
1596211200,"Пятница, 31 июля
16:00 (UTC)",,,,,,,,,,,78.8,,,,юго-западный,,,2,,,,,,,,,,,,742.0,16.5,,,,,,,
1596214800,"Пятница, 31 июля
17:00 (UTC)",,,,,,,,,,,91.3,,,,юго-западный,,,2,,,,,,,,,,,,742.0,14.3,,,,,,,
1596218400,"Пятница, 31 июля
18:00 (UTC)",,,,,,,,,,,95.5,,,,южный,,,3,,,,,,,,,,,30.0,742.0,12.2,,,True,,1.0,,
1596222000,"Пятница, 31 июля
19:00 (UTC)",,,,,,,,,,,96.1,,,,юго-западный,,,3,,,,,,,,,,,,742.0,12.2,,,,,,,
1596225600,"Пятница, 31 июля
20:00 (UTC)",,,,,,,,,,,98.7,,,,юго-западный,,,3,,,,,,,,,,,,742.0,11.3,,,,,,,
1596229200,"Пятница, 31 июля
21:00 (UTC)",,,,,,,,,,,98.7,,,,южный,,,3,,,,,,,,,,,50.0,742.0,11.2,,,,,1.0,,
1596232800,"Пятница, 31 июля
22:00 (UTC)",,,,,,,,,,,99.3,,,,южный,,,3,,,,,,,,,,,,742.0,10.4,,,,,,,
1596236400,"Пятница, 31 июля
23:00 (UTC)",,,,,,,,,,,99.3,,,,южный,,,2,,,,,,,,,,,,742.0,10.2,,,,,,,
1596240000,"Суббота, 1 августа
00:00 (UTC)",,,,,,,,,,,100.0,,,,юго-западный,,,3,,,,,,,,,,,30.0,742.0,10.1,,,,,1.0,,
1596243600,"Суббота, 1 августа
01:00 (UTC)",,,,,,,,,,,100.0,,,,южный,,,3,,,,,,,,,,,,742.0,9.7,,,,,,,
1596247200,"Суббота, 1 августа
02:00 (UTC)",,,,,,,,,,,99.3,,,,южный,,,1,,,,,,,,,,,,742.0,9.6,,,,,,,
1596250800,"Суббота, 1 августа
03:00 (UTC)",,,,,,,,,,,100.0,,9.4,,южный,,,2,,,менее 0.1,,,,3,,,,30.0,742.0,11.4,,,,,7.0,,
1596254400,"Суббота, 1 августа
04:00 (UTC)",,,,,,,,,,,99.4,,,,южный,,,1,,,,,,,,,,,,742.0,12.8,,,,,,,
1596258000,"Суббота, 1 августа
05:00 (UTC)",,,,,,,,,,,96.2,,,,,,,0,,,,,,,,,,,,742.0,14.1,,,,,,,
1596261600,"Суббота, 1 августа
06:00 (UTC)",,,,,,,,,,,90.2,,,,,,,0,,,,,,,,,,,30.0,742.0,15.2,,,,,10.0,,
1596265200,"Суббота, 1 августа
07:00 (UTC)",,,,,,,,,,,81.9,,,,,,,0,,,,,,,,,,,,742.0,16.7,,,,,,,
1596268800,"Суббота, 1 августа
08:00 (UTC)",,,,,,,,,,,73.5,,,,,,,0,,,,,,,,,,,,743.0,18.1,,,,,,,
1596272400,"Суббота, 1 августа
09:00 (UTC)",,,,,,,,,,,66.6,,,,северо-восточный,,,2,,,,,,,,,,,30.0,742.0,20.1,,,,,7.0,,
1596276000,"Суббота, 1 августа
10:00 (UTC)",,,,,,,,,,,64.8,,,,северный,,,1,,,,,,,,,,,,742.0,19.5,,,,,,,
1596279600,"Суббота, 1 августа
11:00 (UTC)",,,,,,,,,,,61.9,,,,,,,0,,,,,,,,,,,,742.0,19.8,,,,,,,
1596283200,"Суббота, 1 августа
12:00 (UTC)",,,,,,,,,,,62.3,,,,северо-западный,,,2,,,,,,,,,,,30.0,743.0,19.8,,,,,7.0,,
1596286800,"Суббота, 1 августа
13:00 (UTC)",,,,,,,,,,,66.1,,,,северный,,,4,,,,,,,,,,,,742.0,19.5,,,,,,,
1596290400,"Суббота, 1 августа
14:00 (UTC)",,,,,,,,,,,70.0,,,,северный,,,3,,,,,,,,,,,,743.0,19.3,,,,,,,
1596294000,"Суббота, 1 августа
15:00 (UTC)",,,,,,,,,,,66.4,,,,северный,True,20.8,4,,,0,,,,,,,,30.0,743.0,18.8,,,,,4.0,,
1596297600,"Суббота, 1 августа
16:00 (UTC)",,,,,,,,,,,74.9,,,,северный,,,2,,,,,,,,,,,,743.0,17.6,,,,,,,
1596301200,"Суббота, 1 августа
17:00 (UTC)",,,,,,,,,,,85.6,,,,северный,,,1,,,,,,,,,,,,743.0,15.8,,,,,,,
1596304800,"Суббота, 1 августа
18:00 (UTC)",,,,,,,,,,,94.9,,,,северный,,,1,,,,,,,,,,,30.0,743.0,14.5,,,True,,4.0,,
1596308400,"Суббота, 1 августа
19:00 (UTC)",,,,,,,,,,,94.3,,,,северный,,,2,,,,,,,,,,,,743.0,13.9,,,,,,,
1596312000,"Суббота, 1 августа
20:00 (UTC)",,,,,,,,,,,95.6,,,,северный,,,4,,,,,,,,,,,,743.0,14.2,,,,,,,
1596315600,"Суббота, 1 августа
21:00 (UTC)",,,,,,,,,,,94.3,,,,северный,,,4,,,,,,,,,,,50.0,743.0,14.1,,,,,7.0,,
1596319200,"Суббота, 1 августа
22:00 (UTC)",,,,,,,,,,,93.1,,,,северный,,,4,,,,,,,,,,,,743.0,13.8,,,,,,,
1596322800,"Суббота, 1 августа
23:00 (UTC)",,,,,,,,,,,92.5,,,,северный,,,4,,,,,,,,,,,,743.0,13.5,,,,,,,
