timestamp,date,Ливневой снег умеренный или сильный,Морось (незамерзающая) умеренная непрерывная,"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Туман (видимость менее 1 км),Ливневой дождь со снегом умеренный или сильный,"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,Ливневой дождь со снегом слабый,"Высота снежного покрова, см",В окрестности станции тумана нет,Ливневый дождь со снегом,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Морось (незамерзающая) слабая с перерывами,Ливневый дождь,Ливневой дождь слабый,Дымка (видимость больше 1 км),Туман без изменений (небо не видно),Осадки (достигают поверхности земли вдали от станции (&gt; 5 км)),Дождь (незамерзающий) слабый с перерывами,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Туман начался (усилился). Небо не видно,Ливневой дождь умеренный или сильный,"Температура воздуха, °C","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,Поземные туманы сплошным слоем (высота меньше 2 м от поверхности земли),"Минимальная температура, °C",Количество облаков не изменилось,"Поземные туманы клочками, полосами(высота меньше 2 м от поверхности земли)",Направление ветра,Балл общей облачности,Ливневой снег слабый,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий) умеренный непрерывный
1591887600,"Четверг, 11 июня
15:00 (UTC)",,,,,,,,,,,True,,,,,,,,,,,4.0,759,,,4.5,90.0,,,,,,северо-западный,10.0,,,1.0,
1591898400,"Четверг, 11 июня
18:00 (UTC)",,,,,,,,,,,,,,,,,,True,,,,2.0,759,,,4.7,89.4,,,,,,северный,10.0,,,1.0,
1591909200,"Четверг, 11 июня
21:00 (UTC)",,,,,,,0,,,,,,0,,,,,True,,,,2.0,759,,,5.5,88.2,,,4.0,,,южный,10.0,,,1.0,
1591920000,"Пятница, 12 июня
00:00 (UTC)",,,,,,,,,,,True,,,,,,,,,,,10.0,759,,,6.9,81.8,,,,,,южный,9.0,,,3.0,
1591930800,"Пятница, 12 июня
03:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,758,,,11.0,64.6,,,,,,юго-восточный,7.0,,,4.0,
1591941600,"Пятница, 12 июня
06:00 (UTC)",,,10.0,,,,,,,,True,,,,,,,,,,,20.0,758,,,7.2,77.3,,,,,,южный,2.0,,,4.0,
1591952400,"Пятница, 12 июня
09:00 (UTC)",,,,,,,0,,,,,,,,,,,True,,,,1.0,759,,,4.0,89.3,,,,,,юго-восточный,10.0,,11.4,6.0,
1591963200,"Пятница, 12 июня
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,2.0,759,,,3.4,91.8,True,,,,,юго-восточный,10.0,,,2.0,
1591974000,"Пятница, 12 июня
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,10.0,758,,,3.7,90.6,True,,,,,юго-восточный,10.0,,,2.0,
1591984800,"Пятница, 12 июня
18:00 (UTC)",,,,,,,,,,,True,,,,,,,,,,,10.0,757,,,4.4,88.7,,,,,,юго-восточный,10.0,,,4.0,
1591995600,"Пятница, 12 июня
21:00 (UTC)",,,,,,,менее 0.1,,,,True,,менее 0.1,,,,,,,,,4.0,757,,,5.1,88.1,,,3.2,,,юго-восточный,10.0,,,2.0,
1592006400,"Суббота, 13 июня
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,10.0,757,,,6.2,85.8,,,,,,южный,10.0,,,3.0,
1592017200,"Суббота, 13 июня
03:00 (UTC)",,,10.0,,,,,,,,,,,,,,,,,,,20.0,756,,,9.1,72.9,,,,,,южный,9.0,,,1.0,
1592028000,"Суббота, 13 июня
06:00 (UTC)",,,10.0,,,,,,,,,,,,,,,,,,,50.0,756,,,8.0,72.2,,,,,,юго-восточный,9.0,,,4.0,
1592038800,"Суббота, 13 июня
09:00 (UTC)",,,10.0,,,,0,,,,,,,,,,,,,,,50.0,756,,,5.9,84.6,,,,,,юго-восточный,9.0,,10.0,6.0,
1592049600,"Суббота, 13 июня
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,757,,,5.4,86.3,,,,,,юго-восточный,10.0,,,4.0,
1592060400,"Суббота, 13 июня
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,757,,,5.0,88.1,,,,,,юго-восточный,10.0,,,3.0,
1592071200,"Суббота, 13 июня
18:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,757,,,4.6,87.5,,,,,,юго-восточный,10.0,,,1.0,
1592082000,"Суббота, 13 июня
21:00 (UTC)",,,,,,,0,,,,True,,0,,,,,,,,,20.0,758,,,6.0,82.8,,,4.3,,,,10.0,,,0.0,
1592092800,"Воскресенье, 14 июня
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,757,,,9.8,69.6,,,,,,юго-западный,10.0,,,1.0,
1592103600,"Воскресенье, 14 июня
03:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,757,,,14.5,49.6,,,,,,южный,5.0,,,1.0,
1592114400,"Воскресенье, 14 июня
06:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,757,,,10.3,66.8,,,,,,южный,7.0,,,1.0,
1592125200,"Воскресенье, 14 июня
09:00 (UTC)",,,,,,,0,,,,True,,,,,,,,,,,50.0,757,,,4.5,85.6,,,,,,юго-восточный,7.0,,14.9,4.0,
1592136000,"Воскресенье, 14 июня
12:00 (UTC)",,,,,,,,,,,,,,,,,,True,,,,4.0,758,,,3.0,89.9,,,,,,восточный,10.0,,,2.0,
1592146800,"Воскресенье, 14 июня
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,4.0,758,,,2.8,90.5,True,,,,,,10.0,,,0.0,
1592157600,"Воскресенье, 14 июня
18:00 (UTC)",,,,,,,,,,,,,,,,,,True,,,,2.0,758,,,2.9,90.5,,,,,,восточный,10.0,,,2.0,
1592168400,"Воскресенье, 14 июня
21:00 (UTC)",,,,,,,менее 0.1,,,,True,,менее 0.1,,,,,,,,,10.0,758,,,4.7,83.8,,,2.5,,,юго-восточный,10.0,,,1.0,
1592179200,"Понедельник, 15 июня
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,758,,,10.2,65.8,,,,,,юго-восточный,7.0,,,1.0,
1592190000,"Понедельник, 15 июня
03:00 (UTC)",,,10.0,,,,,,,,,,,,,,,,,,,50.0,757,,,8.9,67.4,,,,,,юго-восточный,4.0,,,6.0,
1592200800,"Понедельник, 15 июня
06:00 (UTC)",,,11.0,,,,,,,,,,,,,,,,,,,50.0,757,,,6.7,77.8,,,,,,юго-восточный,4.0,,,6.0,
1592211600,"Понедельник, 15 июня
09:00 (UTC)",,,11.0,,,,0,,,,,,,,,,,,,,,20.0,758,,,4.9,85.7,,,,,,юго-восточный,9.0,,10.6,4.0,
1592222400,"Понедельник, 15 июня
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,10.0,758,,,5.0,83.9,,,,,,юго-восточный,10.0,,,2.0,
1592233200,"Понедельник, 15 июня
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,10.0,758,,,5.4,83.9,,,,,,восточный,10.0,,,1.0,
1592244000,"Понедельник, 15 июня
18:00 (UTC)",,,,,,,,,,,True,,,,,,,,,,,10.0,758,,,5.8,82.2,,,,,,юго-восточный,10.0,,,2.0,
1592254800,"Понедельник, 15 июня
21:00 (UTC)",,,,,,,менее 0.1,,,,,,менее 0.1,,,,,,,,,4.0,758,,,6.7,81.7,True,,4.6,,,южный,10.0,,,1.0,
1592265600,"Вторник, 16 июня
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,758,,,8.6,74.9,,,,True,,южный,10.0,,,1.0,
1592276400,"Вторник, 16 июня
03:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,758,,,9.4,75.5,,,,,,южный,10.0,,,1.0,
1592287200,"Вторник, 16 июня
06:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,758,,,7.8,74.7,,,,,,юго-восточный,7.0,,,5.0,
1592298000,"Вторник, 16 июня
09:00 (UTC)",,,,,,,менее 0.1,,,,,,,,,,,,,,,20.0,759,,,5.9,81.6,,,,,,юго-восточный,4.0,,11.5,4.0,
1592308800,"Вторник, 16 июня
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,10.0,760,,,5.2,84.5,,,,,,юго-восточный,10.0,,,2.0,
1592319600,"Вторник, 16 июня
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,10.0,760,,,5.4,85.7,,,,,,юго-восточный,10.0,,,1.0,
1592330400,"Вторник, 16 июня
18:00 (UTC)",,,,,,,,,,,True,,,,,,,,,,,10.0,760,,,5.4,86.3,,,,,,юго-восточный,10.0,,,2.0,
1592341200,"Вторник, 16 июня
21:00 (UTC)",,,,,,,0,,,,True,,менее 0.1,,,,,,,,,10.0,761,,,6.2,85.2,,,5.0,,,северо-западный,10.0,,,2.0,
1592352000,"Среда, 17 июня
00:00 (UTC)",,,,,,,,,,,,,,,,,,True,,,,4.0,761,,,8.0,77.5,,,,,,южный,10.0,,,1.0,
1592362800,"Среда, 17 июня
03:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,761,,,9.3,67.0,,,,,,юго-восточный,4.0,,,5.0,
1592373600,"Среда, 17 июня
06:00 (UTC)",,,10.0,,,,,,,,,,,,,,,,,,,50.0,761,,,8.0,74.8,,,,,,юго-восточный,4.0,,,6.0,
1592384400,"Среда, 17 июня
09:00 (UTC)",,,10.0,,,,0,,,,,,,,,,,,,,,50.0,762,,,6.9,80.6,,,,,,юго-восточный,7.0,,9.7,4.0,
1592395200,"Среда, 17 июня
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,762,,,5.4,84.5,,,,,,восточный,2.0,,,1.0,
1592406000,"Среда, 17 июня
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,763,,,6.3,83.4,,,,,,северный,7.0,,,2.0,
1592416800,"Среда, 17 июня
18:00 (UTC)",,,,,,,,,,,True,,,,,,,,,,,10.0,762,,,5.7,86.3,,,,,,северо-восточный,10.0,,,1.0,
1592427600,"Среда, 17 июня
21:00 (UTC)",,,,,,,0,,,,True,,0,,,,,,,,,10.0,763,,,7.0,80.6,,,5.2,,,северо-западный,10.0,,,2.0,
1592438400,"Четверг, 18 июня
00:00 (UTC)",,,,,,,,,,,True,,,,,,,,,,,10.0,762,,,9.8,75.6,,,,,,южный,10.0,,,1.0,
1592449200,"Четверг, 18 июня
03:00 (UTC)",,,11.0,,,,,,,,,,,,,,,,,,,50.0,762,,,8.9,75.5,,,,,,юго-восточный,2.0,,,6.0,
1592460000,"Четверг, 18 июня
06:00 (UTC)",,,11.0,,,,,,,,True,,,,,,,,,,,10.0,762,,,7.7,80.2,,,,,,юго-восточный,2.0,,,6.0,
1592470800,"Четверг, 18 июня
09:00 (UTC)",,,11.0,,,,0,,,,,,,,,,,True,,,,4.0,763,,,5.8,87.0,,,,,,юго-восточный,10.0,,11.0,4.0,
1592481600,"Четверг, 18 июня
12:00 (UTC)",,,,,,,,,,,,,,,,,,True,,,,4.0,763,,,5.2,90.0,,,,,,юго-восточный,10.0,,,1.0,
1592492400,"Четверг, 18 июня
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,4.0,762,,,5.0,90.0,True,,,,,северо-восточный,10.0,,,1.0,
1592503200,"Четверг, 18 июня
18:00 (UTC)",,,,,,,,,,,True,,,,,,,,,,,10.0,762,,,4.4,87.5,,,,,,северо-восточный,10.0,,,1.0,
1592514000,"Четверг, 18 июня
21:00 (UTC)",,,,,,,менее 0.1,,,,True,,менее 0.1,,,,,,,,,10.0,762,,,6.1,81.7,,,4.3,,,северо-западный,10.0,,,1.0,
1592524800,"Пятница, 19 июня
00:00 (UTC)",,,,,,,,,,,,,,,,,,True,,,,4.0,762,,,8.1,76.4,,,,,,юго-западный,10.0,,,1.0,
1592535600,"Пятница, 19 июня
03:00 (UTC)",,,,,,,,,,,True,,,,,,,,,,,10.0,762,,,8.0,78.5,,,,,,южный,10.0,,,3.0,
1592546400,"Пятница, 19 июня
06:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,10.0,762,,,6.5,82.3,True,,,,,юго-восточный,10.0,,,3.0,
1592557200,"Пятница, 19 июня
09:00 (UTC)",,,,,,,менее 0.1,,,,True,,,,,,,,,,,10.0,762,,,5.4,86.3,,,,,,юго-восточный,10.0,,8.8,3.0,
1592568000,"Пятница, 19 июня
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,10.0,763,,,4.9,88.7,True,,,,,юго-восточный,10.0,,,2.0,
1592578800,"Пятница, 19 июня
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,10.0,763,,,4.8,88.7,,,,,,восточный,10.0,,,1.0,
1592589600,"Пятница, 19 июня
18:00 (UTC)",,,,,,,,,,,True,,,,,,,,,,,10.0,763,,,5.3,85.7,,,,,,юго-восточный,10.0,,,1.0,
1592600400,"Пятница, 19 июня
21:00 (UTC)",,,,,,,менее 0.1,,,,,,менее 0.1,,,,,,,,,10.0,763,,,7.0,80.1,,,4.7,,,юго-восточный,10.0,,,1.0,
1592611200,"Суббота, 20 июня
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,763,,,8.4,74.3,,,,,,юго-западный,10.0,,,1.0,
1592622000,"Суббота, 20 июня
03:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,763,,,10.4,73.1,,,,,,юго-восточный,10.0,,,1.0,
1592632800,"Суббота, 20 июня
06:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,763,,,9.3,71.9,,,,,,юго-восточный,7.0,,,2.0,
1592643600,"Суббота, 20 июня
09:00 (UTC)",,,10.0,,,,0,,,,,,,,,,,,,,,20.0,763,,,7.1,80.6,,,,,,юго-восточный,7.0,,12.7,4.0,
1592654400,"Суббота, 20 июня
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,10.0,764,,,5.8,84.0,,,,,,восточный,10.0,,,1.0,
1592665200,"Суббота, 20 июня
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,10.0,764,,,5.3,83.9,,,,,,юго-восточный,10.0,,,1.0,
1592676000,"Суббота, 20 июня
18:00 (UTC)",,,,,,,,,,,True,,,,,,,,,,,10.0,763,,,5.2,86.3,,,,,,северный,10.0,,,2.0,
1592686800,"Суббота, 20 июня
21:00 (UTC)",,,,,,,0,,,,,,0,,,,,True,,,,2.0,763,,,5.8,85.2,,,4.8,,,западный,10.0,,,1.0,
1592697600,"Воскресенье, 21 июня
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,10.0,762,,,12.0,66.7,,,,,,,9.0,,,0.0,
1592708400,"Воскресенье, 21 июня
03:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,761,,,11.3,66.1,,,,,,южный,9.0,,,1.0,
1592719200,"Воскресенье, 21 июня
06:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,761,,,8.3,78.6,,,,,,южный,10.0,,,2.0,
1592730000,"Воскресенье, 21 июня
09:00 (UTC)",,,,,,,0,,,,True,,,,,,,,,,,50.0,760,,,6.6,84.1,,,,,,юго-восточный,9.0,,12.4,2.0,
1592740800,"Воскресенье, 21 июня
12:00 (UTC)",,,,,,,,,,,True,,,,,,,,,,,10.0,759,,,5.3,90.7,,,,,,юго-восточный,9.0,,,2.0,
1592751600,"Воскресенье, 21 июня
15:00 (UTC)",,,,,,,,,,,,,,,,,,True,,,,2.0,759,,,5.5,91.3,,,,,,,10.0,,,0.0,
1592762400,"Воскресенье, 21 июня
18:00 (UTC)",,,,,,,,True,,,,,,,,,,,,,,0.0,759,,,6.0,92.6,,,,,,северо-западный,,,,4.0,
1592773200,"Воскресенье, 21 июня
21:00 (UTC)",,,,,True,,0,,,,,,0,,,,,,,,,10.0,759,,,7.3,92.7,,,5.1,,,северо-западный,10.0,,,2.0,
1592784000,"Понедельник, 22 июня
00:00 (UTC)",,,,,,,,,,,,,,True,,,,,,,,50.0,758,,,14.8,63.3,,,,,,,5.0,,,0.0,
1592794800,"Понедельник, 22 июня
03:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,758,,,18.1,35.0,,,,,,южный,7.0,,,3.0,
1592805600,"Понедельник, 22 июня
06:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,759,,,15.4,38.9,,,,,,юго-восточный,2.0,,,5.0,
1592816400,"Понедельник, 22 июня
09:00 (UTC)",,,,,,,0,,,,,,,,,,,,,,,50.0,759,,,14.4,26.5,,,,,,юго-восточный,4.0,,20.7,4.0,
1592827200,"Понедельник, 22 июня
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,760,,,11.1,59.9,,,,,,северный,7.0,,,2.0,
1592838000,"Понедельник, 22 июня
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,760,,,9.5,74.0,,,,,,,9.0,,,0.0,
1592848800,"Понедельник, 22 июня
18:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,760,,,9.0,80.9,,,,,,северо-западный,9.0,,,1.0,
1592859600,"Понедельник, 22 июня
21:00 (UTC)",,,,,,,0,,,,,,0,,,,,,,,,50.0,760,,,15.7,62.2,,,8.5,,,северный,2.0,,,3.0,
1592870400,"Вторник, 23 июня
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,759,,,18.4,55.4,,,,,,,2.0,,,0.0,
1592881200,"Вторник, 23 июня
03:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,759,,,19.0,42.9,,,,,,юго-восточный,7.0,,,4.0,
1592892000,"Вторник, 23 июня
06:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,759,,,20.1,42.9,,,,,,юго-восточный,9.0,,,3.0,
1592902800,"Вторник, 23 июня
09:00 (UTC)",,,,,,,0,,,,,,,,,,,,,,,50.0,759,,,16.4,67.6,,,,,,северный,7.0,,22.1,1.0,
1592913600,"Вторник, 23 июня
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,759,,,15.8,68.9,,,,,,северный,7.0,,,3.0,
1592924400,"Вторник, 23 июня
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,759,,,14.4,72.9,,,,,,северный,4.0,,,3.0,
1592935200,"Вторник, 23 июня
18:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,759,,,11.2,86.3,,,,,,северный,5.0,,,2.0,
1592946000,"Вторник, 23 июня
21:00 (UTC)",,,,,,,0,,,,,,0,,,,,,,,,50.0,759,,,14.5,72.9,,,10.9,,,северо-западный,4.0,,,3.0,
1592956800,"Среда, 24 июня
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,759,,,17.5,59.4,,,,,,южный,2.0,,,1.0,
1592967600,"Среда, 24 июня
03:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,758,,,24.2,33.4,,,,,,южный,4.0,,,2.0,
1592978400,"Среда, 24 июня
06:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,758,,,19.5,49.0,,,,,,юго-восточный,2.0,,,2.0,
1592989200,"Среда, 24 июня
09:00 (UTC)",,,,,,,0,,,,,,,,,,,,,,,50.0,758,,,16.8,56.1,,,,,,юго-восточный,2.0,,24.3,2.0,
1593000000,"Среда, 24 июня
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,758,,,14.7,60.3,,,,,,,2.0,,,0.0,
1593010800,"Среда, 24 июня
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,758,,,12.2,79.7,,,,,,западный,2.0,,,1.0,
1593021600,"Среда, 24 июня
18:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,758,,,11.4,85.8,,,,,,северо-западный,2.0,,,3.0,
1593032400,"Среда, 24 июня
21:00 (UTC)",,,,,,,0,,,,,,0,,,,,,,,,50.0,757,,,15.0,72.0,,,11.2,,,северо-западный,2.0,,,2.0,
1593043200,"Четверг, 25 июня
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,757,,,19.1,57.0,,,,,,южный,2.0,,,1.0,
1593054000,"Четверг, 25 июня
03:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,755,,,22.2,39.0,,,,,,юго-восточный,7.0,,,5.0,
1593064800,"Четверг, 25 июня
06:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,755,,,22.4,40.7,,,,,,юго-восточный,7.0,,,4.0,
1593075600,"Четверг, 25 июня
09:00 (UTC)",,,,,,,0,,,,,,,,,,,,,,,50.0,755,,,21.4,42.1,,,,,,юго-восточный,7.0,,23.7,3.0,
1593086400,"Четверг, 25 июня
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,755,,,15.8,73.6,,,,,,,2.0,,,0.0,
1593097200,"Четверг, 25 июня
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,755,,,18.2,63.6,,,,,,северный,2.0,,,3.0,
1593108000,"Четверг, 25 июня
18:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,755,,,14.8,78.5,,,,,,северный,1.0,,,3.0,
1593118800,"Четверг, 25 июня
21:00 (UTC)",,,,,,,0,,,,,,0,,,,,,,,,50.0,755,,,17.6,67.9,,,14.2,,,северный,0.0,,,3.0,
1593129600,"Пятница, 26 июня
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,755,,,21.5,56.5,,,,,,южный,0.0,,,1.0,
1593140400,"Пятница, 26 июня
03:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,754,,,22.4,43.2,,,,,,юго-восточный,1.0,,,3.0,
1593151200,"Пятница, 26 июня
06:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,754,,,22.0,43.1,,,,,,юго-восточный,4.0,,,5.0,
1593162000,"Пятница, 26 июня
09:00 (UTC)",,,,,,,0,,,,,,,,,,,,,,,50.0,755,,,17.5,55.9,,,,,,юго-восточный,2.0,,24.6,2.0,
1593172800,"Пятница, 26 июня
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,755,,,14.5,75.9,,,,,,северный,2.0,,,1.0,
1593183600,"Пятница, 26 июня
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,755,,,12.8,85.3,,,,,,северный,0.0,,,1.0,
1593194400,"Пятница, 26 июня
18:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,755,,,12.5,89.4,,,,,True,северный,0.0,,,2.0,
1593205200,"Пятница, 26 июня
21:00 (UTC)",,,,,,,0,,,,,,0,,,,,,,,,50.0,755,,,14.5,77.9,,,11.4,,True,западный,0.0,,,1.0,
1593216000,"Суббота, 27 июня
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,755,,,19.3,64.3,,,,,,южный,0.0,,,1.0,
1593226800,"Суббота, 27 июня
03:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,754,,,20.3,59.3,,,,,,юго-восточный,1.0,,,3.0,
1593237600,"Суббота, 27 июня
06:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,754,,,21.6,47.0,,,,,,юго-восточный,2.0,,,4.0,
1593248400,"Суббота, 27 июня
09:00 (UTC)",,,,,,,0,,,,,,,,,,,,,,,50.0,754,,,17.3,63.4,,,,,,южный,7.0,,22.5,2.0,
1593259200,"Суббота, 27 июня
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,755,,,14.2,75.3,,,,,,,4.0,,,0.0,
1593270000,"Суббота, 27 июня
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,755,,,12.8,86.5,,,,,,,2.0,,,0.0,
1593280800,"Суббота, 27 июня
18:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,755,,,11.6,89.9,,,,,True,,2.0,,,0.0,
1593291600,"Суббота, 27 июня
21:00 (UTC)",,,,,,,0,,,,,,0,,,,,,,,,50.0,755,,,14.5,77.9,,,11.5,,,,2.0,,,0.0,
1593302400,"Воскресенье, 28 июня
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,754,,,20.4,61.7,,,11.5,,,южный,1.0,,,1.0,
1593313200,"Воскресенье, 28 июня
03:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,753,,,20.1,60.4,,,,,,южный,2.0,,,3.0,
1593324000,"Воскресенье, 28 июня
06:00 (UTC)",,,10.0,,,,,,,,,,,,,,,,,,,50.0,753,,,21.5,47.9,,,,,,юго-восточный,2.0,,,4.0,
1593334800,"Воскресенье, 28 июня
09:00 (UTC)",,,,,,,0,,,,,,,,,,,,,,,50.0,754,,,16.3,70.4,,,,,True,юго-восточный,2.0,,22.4,3.0,
1593345600,"Воскресенье, 28 июня
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,754,,,13.4,81.5,,,,,,юго-восточный,2.0,,,2.0,
1593356400,"Воскресенье, 28 июня
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,754,,,14.2,80.5,,,,,,,0.0,,,0.0,
1593367200,"Воскресенье, 28 июня
18:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,755,,,11.4,84.6,,,,,,северный,0.0,,,1.0,
1593378000,"Воскресенье, 28 июня
21:00 (UTC)",,,,,,,0,,,,,,0,,,,,,,,,50.0,756,,,15.0,73.5,,,11.4,,,северо-западный,2.0,,,1.0,
1593388800,"Понедельник, 29 июня
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,755,,,20.1,60.8,,,,,,юго-восточный,4.0,,,1.0,
1593399600,"Понедельник, 29 июня
03:00 (UTC)",,,10.0,,,,,,,,,,,,,,,,,,,50.0,755,,,17.4,56.6,,,,,,юго-восточный,2.0,,,6.0,
1593410400,"Понедельник, 29 июня
06:00 (UTC)",,,10.0,,,,,,,,,,,,,,,,,,,50.0,754,,,16.6,50.9,,,,,,юго-восточный,9.0,,,4.0,
1593421200,"Понедельник, 29 июня
09:00 (UTC)",,,10.0,,,,0,,,,,,,,,,,,,,,50.0,754,,,13.5,62.1,,,,,,юго-восточный,7.0,,21.4,2.0,
1593432000,"Понедельник, 29 июня
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,754,,,10.7,77.3,,,,,,юго-восточный,7.0,,,1.0,
1593442800,"Понедельник, 29 июня
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,752,,,10.7,79.0,,,,,,южный,9.0,,,1.0,
1593453600,"Понедельник, 29 июня
18:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,750,,,9.8,83.8,,,,,,северо-западный,9.0,,,3.0,
1593464400,"Понедельник, 29 июня
21:00 (UTC)",,,,,,,0,,,,,,0,,,,,,,,,50.0,748,,,12.6,72.5,,,9.7,,,северный,9.0,,,2.0,
1593475200,"Вторник, 30 июня
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,746,,,16.4,68.5,,,,,,северо-западный,9.0,,,1.0,
1593486000,"Вторник, 30 июня
03:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,745,,,19.1,60.2,,,,,,северо-западный,10.0,,,1.0,
1593496800,"Вторник, 30 июня
06:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,745,,,19.6,47.4,,,,,,юго-восточный,9.0,,,4.0,
1593507600,"Вторник, 30 июня
09:00 (UTC)",,,12.0,,,,0,,,,,,,,,,,,,,,50.0,746,,,14.5,72.4,,,,,,юго-восточный,9.0,,20.5,5.0,
1593518400,"Вторник, 30 июня
12:00 (UTC)",,,11.0,,,,,,,,,,,,,,,,,,,50.0,748,,,13.1,77.7,,,,,,восточный,9.0,,,2.0,
