timestamp,date,Ливневой снег умеренный или сильный,Зарница,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),Дождь (незамерзающий) слабый непрерывный,"Осадки за 12 часов, мм",Ливневой дождь со снегом слабый,"Высота снежного покрова, см",Количество облаков увеличилось,Ливневый дождь со снегом,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Ливневый дождь,Дымка (видимость больше 1 км),Ливневой дождь слабый,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Туман начался (усилился). Небо не видно,Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Относительная влажность, %",Град,"Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Ливневой снег слабый,"Максимальная температура, °C","Средняя скорость ветра, м/с",Туман без изменений (небо не видно)
1601974800,"Вторник, 6 октября
09:00 (UTC)",,,,10.0,,,,,,,,,,,,,10.0,748,,,,19.7,19.5,,,,южный,4.0,,,5,
1601985600,"Вторник, 6 октября
12:00 (UTC)",,,,12.0,,,,,,,,,,,,,10.0,747,,,,20.8,15.6,,,,южный,7.0,,,5,
1601996400,"Вторник, 6 октября
15:00 (UTC)",,,,10.0,,,0,,,,,,,,,,10.0,746,,,,19.0,17.9,,,,юго-восточный,7.0,,,3,
1602007200,"Вторник, 6 октября
18:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,745,,,,15.5,24.5,,,,юго-восточный,2.0,,21.2,4,
1602018000,"Вторник, 6 октября
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,745,,,,13.3,29.1,,,,юго-восточный,0.0,,,4,
1602028800,"Среда, 7 октября
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,745,,,,12.4,31.1,,,,юго-восточный,6.0,,,3,
1602039600,"Среда, 7 октября
03:00 (UTC)",,,,,,,0,,,,,0,,,,,10.0,744,,,,11.0,34.9,,11.0,,юго-восточный,4.0,,,4,
1602050400,"Среда, 7 октября
06:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,744,,,,11.9,38.2,,10.3,,юго-восточный,7.0,,,4,
1602061200,"Среда, 7 октября
09:00 (UTC)",,,,13.0,,,,,,,,,,,,,10.0,744,,,,18.6,29.6,,,,юго-восточный,9.0,,,5,
1602072000,"Среда, 7 октября
12:00 (UTC)",,,,11.0,,,,,,,,,,,,,10.0,744,,,,20.5,15.7,,,,южный,9.0,,,5,
1602082800,"Среда, 7 октября
15:00 (UTC)",,,,10.0,,,0,,,,,,,,,,10.0,743,,,,19.7,19.0,,,,юго-восточный,9.0,,,3,
1602093600,"Среда, 7 октября
18:00 (UTC)",,,,10.0,,,менее 0.1,,,,,,,,,,10.0,744,,,,17.6,22.6,,,True,юго-восточный,9.0,,21.1,5,
1602104400,"Среда, 7 октября
21:00 (UTC)",,,,10.0,,,,,,,,,,,,,10.0,745,,,,15.8,28.6,,,,юго-восточный,9.0,,,4,
1602115200,"Четверг, 8 октября
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,745,,,,13.7,40.4,,,,юго-восточный,9.0,,,4,
1602126000,"Четверг, 8 октября
03:00 (UTC)",,,,,,,менее 0.1,,,,,менее 0.1,,,,,10.0,745,,,,10.9,50.8,,10.9,,юго-восточный,2.0,,,3,
1602136800,"Четверг, 8 октября
06:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,746,,,,12.4,45.3,,10.5,,юго-восточный,7.0,,,3,
1602147600,"Четверг, 8 октября
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,746,,,,18.8,29.9,,,,южный,7.0,,,4,
1602158400,"Четверг, 8 октября
12:00 (UTC)",,,,10.0,,,,,,,,,,,,,10.0,746,,,,20.7,13.4,,,,юго-восточный,7.0,,,4,
1602169200,"Четверг, 8 октября
15:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,746,,,,18.2,14.3,,,,юго-восточный,4.0,,,3,
1602180000,"Четверг, 8 октября
18:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,746,,,,15.0,15.5,,,,юго-восточный,0.0,,20.8,4,
1602190800,"Четверг, 8 октября
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,746,,,,13.1,25.9,,,,юго-восточный,2.0,,,4,
1602201600,"Пятница, 9 октября
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,746,,,,10.7,32.8,,,,юго-восточный,2.0,,,3,
1602212400,"Пятница, 9 октября
03:00 (UTC)",,,,,,,0,,,,,0,,,,,10.0,746,,,,9.1,34.4,,9.1,,юго-восточный,2.0,,,3,
1602223200,"Пятница, 9 октября
06:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,746,,,,10.2,33.4,,8.4,,юго-восточный,2.0,,,3,
1602234000,"Пятница, 9 октября
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,746,,,,17.0,29.3,,,,юго-восточный,6.0,,,4,
1602244800,"Пятница, 9 октября
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,745,,,,20.8,20.0,,,,юго-восточный,7.0,,,4,
1602255600,"Пятница, 9 октября
15:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,745,,,,18.8,18.7,,,,юго-восточный,7.0,,,3,
1602266400,"Пятница, 9 октября
18:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,745,,,,16.3,20.2,,,,юго-восточный,0.0,,21.1,3,
1602277200,"Пятница, 9 октября
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,745,,,,13.6,26.9,,,,юго-восточный,0.0,,,4,
1602288000,"Суббота, 10 октября
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,745,,,,11.8,32.9,,,,юго-восточный,6.0,,,3,
1602298800,"Суббота, 10 октября
03:00 (UTC)",,,,,,,0,,,,,0,,,,,10.0,745,,,,10.3,38.6,,10.3,,юго-восточный,2.0,,,2,
1602309600,"Суббота, 10 октября
06:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,745,,,,10.6,43.5,,9.5,,юго-восточный,9.0,,,3,
1602320400,"Суббота, 10 октября
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,745,,,,14.3,40.3,,,,восточный,9.0,,,2,
1602331200,"Суббота, 10 октября
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,744,,,,16.8,41.3,,,,юго-восточный,9.0,,,3,
1602342000,"Суббота, 10 октября
15:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,744,,,,15.7,45.6,,,,восточный,9.0,,,3,
1602352800,"Суббота, 10 октября
18:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,744,,,,13.9,46.7,,,,восточный,5.0,,17.6,3,
1602363600,"Суббота, 10 октября
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,743,,,,12.6,45.4,,,,восточный,2.0,,,3,
1602374400,"Воскресенье, 11 октября
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,742,,,,10.4,53.6,,,,восточный,4.0,,,3,
1602385200,"Воскресенье, 11 октября
03:00 (UTC)",,,,,,,0,,,,,0,,,,,10.0,742,,,,10.4,55.2,,10.2,,юго-восточный,7.0,,,3,
1602396000,"Воскресенье, 11 октября
06:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,742,,,,11.0,59.0,,10.0,,юго-восточный,10.0,,,3,
1602406800,"Воскресенье, 11 октября
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,742,,,,14.5,58.6,,,,юго-восточный,9.0,,,3,
1602417600,"Воскресенье, 11 октября
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,741,,,,15.7,55.4,,,,юго-восточный,9.0,,,3,
