timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Туман (видимость менее 1 км),Ливневый дождь,Гроза сильная (возможен дождь или снег),Дождь со снегом слабый,Дождь (незамерзающий) слабый с перерывами,Дождь (незамерзающий) умеренный с перерывами,Дождь (незамерзающий) умеренный непрерывный,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,"Минимальная температура, °C",Направление ветра,Снег слабый с перерывами,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),Морось (незамерзающая) умеренная непрерывная,"Осадки за 12 часов, мм","Высота снежного покрова, см",Туман ослабел (небо видно),Морось (незамерзающая) слабая с перерывами,"Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),Туман без изменений (небо не видно),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,Туман начался (усилился). Небо не видно,Снег умеренный непрерывный,"Температура воздуха, °C",Морось (незамерзающая) сильная непрерывная,Снег слабый непрерывный,Количество облаков не изменилось,Туман без изменений (небо видно),Балл общей облачности,Туман ослабел (небо не видно),Ливневой снег слабый
1596261600,"Суббота, 1 августа
06:00 (UTC)",,12.0,,,,,,,,,,97.6,,,юго-восточный,,,9.0,,,,,,,,,True,,4,741,,,,20.2,,,,,10.0,,
1596272400,"Суббота, 1 августа
09:00 (UTC)",,14.0,,,,,,,,,,98.2,,,юго-восточный,,20.2,10.0,,,0.3,,,,,,True,,4,740,,,,20.1,,,,,10.0,,
1596283200,"Суббота, 1 августа
12:00 (UTC)",,16.0,,,,,,,,,,98.2,,,юго-восточный,,,12.0,,,,,,,,,,,10,741,,,,20.3,,,,,10.0,,
1596294000,"Суббота, 1 августа
15:00 (UTC)",,16.0,,,,,,,,,,100.0,True,,юго-восточный,,,11.0,,,,,,,,,,,1,741,,,,20.4,,,,,,,
1596304800,"Суббота, 1 августа
18:00 (UTC)",,16.0,,,,,,,,,,100.0,True,,южный,,,10.0,,,,,,,,,,,1,741,,,,20.1,,,,,,,
1596315600,"Суббота, 1 августа
21:00 (UTC)",,13.0,,,,,,,,,,100.0,,19.7,юго-восточный,,,7.0,,,3,,,,3,,,,1,741,,,,20.1,,,,,,,
1596326400,"Воскресенье, 2 августа
00:00 (UTC)",,12.0,,,,,,,,,,100.0,,,юго-восточный,,,9.0,,,,,,,,True,,,0,741,,,,20.4,,,,,,,
1596337200,"Воскресенье, 2 августа
03:00 (UTC)",,14.0,,,,,,,,,,100.0,,,юго-восточный,,,8.0,,,,,,,,True,,,0,741,,,,20.1,,,,,,,
1596348000,"Воскресенье, 2 августа
06:00 (UTC)",,17.0,,,,,,,,,,100.0,,,юго-восточный,,,11.0,,,,,,,,True,,,0,739,,,,20.5,,,,,,,
1596358800,"Воскресенье, 2 августа
09:00 (UTC)",,19.0,True,,,,,,,,,98.2,,,юго-восточный,,20.8,15.0,,,20,,,,,,,,10,738,,,,20.6,,,,,10.0,,
1596369600,"Воскресенье, 2 августа
12:00 (UTC)",,21.0,,,,,,,,,,100.0,,,юго-восточный,,,12.0,,,,,,,,,,True,1,739,,,,20.5,,,,,,,
1596380400,"Воскресенье, 2 августа
15:00 (UTC)",,15.0,,,,,,,,,,100.0,,,юго-восточный,,,9.0,,,,,,,,,,True,0,738,,,,20.1,,,,,,,
1596391200,"Воскресенье, 2 августа
18:00 (UTC)",,15.0,True,,,,,,,,,100.0,,,юго-восточный,,,11.0,,,,,,,,,,,0,737,,,,20.5,,,,,,,
1596402000,"Воскресенье, 2 августа
21:00 (UTC)",,15.0,True,,,,,,,,,100.0,,20.0,юго-восточный,,,9.0,,,2,,,,22,,,,0,737,,,,20.4,,,,,,,
1596412800,"Понедельник, 3 августа
00:00 (UTC)",,14.0,,,,,,,,,,100.0,True,,юго-восточный,,,6.0,,,,,,,,,,,0,736,,,,21.0,,,,,,,
1596423600,"Понедельник, 3 августа
03:00 (UTC)",,,,True,,,,,,,,98.2,,,южный,,,4.0,,,,,,,,,,,10,736,,,,22.5,,,,,10.0,,
1596434400,"Понедельник, 3 августа
06:00 (UTC)",,,,,,,,,,,,91.4,,,юго-западный,,,3.0,,,,,,,,,,,50,736,,,,24.8,,,True,,7.0,,
1596445200,"Понедельник, 3 августа
09:00 (UTC)",,,,,,,,,,,,91.3,,,южный,,26.2,4.0,,,менее 0.1,,,,,,,,50,736,,,,23.1,,,,,4.0,,
1596456000,"Понедельник, 3 августа
12:00 (UTC)",,,,,,,,,,,,100.0,,,юго-восточный,,,6.0,,,,,,,,,,,1,737,,True,,20.7,,,,,,,
1596466800,"Понедельник, 3 августа
15:00 (UTC)",,,,,,,,,,,,100.0,,,юго-восточный,,,4.0,,,,,,True,,,,,0,737,,,,20.5,,,,,,,
1596477600,"Понедельник, 3 августа
18:00 (UTC)",,,,,,,,,,,,100.0,,,южный,,,5.0,,True,,,,,,,,,0,738,,,,20.6,,,,,,,
1596488400,"Понедельник, 3 августа
21:00 (UTC)",,,True,,,,,,,,,100.0,,20.2,южный,,,7.0,,,0.7,,,,0.7,,,,0,738,,,,20.5,,,,,,,
1596499200,"Вторник, 4 августа
00:00 (UTC)",,11.0,,,,,,,,,,100.0,,,юго-западный,,,5.0,,,,,,,,,,,0,739,,True,,20.6,,,,,,,
1596510000,"Вторник, 4 августа
03:00 (UTC)",,,,,,,,True,,,,98.2,,,восточный,,,1.0,,,,,,,,,,,50,738,,,,22.3,,,,,10.0,,
1596520800,"Вторник, 4 августа
06:00 (UTC)",,,,,,,,,,,,100.0,,,южный,,,5.0,,,,,,True,,,,,1,738,,,,20.7,,,,,,,
1596531600,"Вторник, 4 августа
09:00 (UTC)",,,,,,,,,,,,100.0,,,юго-восточный,,22.4,5.0,,,0.9,,,,,,,True,0,738,,,,20.1,,,,,,,
1596542400,"Вторник, 4 августа
12:00 (UTC)",,10.0,,,,,,,,,,100.0,,,южный,,,7.0,,,,,,,,,,True,0,739,,,,19.5,,,,,,,
1596553200,"Вторник, 4 августа
15:00 (UTC)",,,,,,,,,,,,100.0,True,,юго-восточный,,,4.0,,,,,,,,,,,0,740,,,,20.1,,,,,,,
1596564000,"Вторник, 4 августа
18:00 (UTC)",,12.0,,,,,,,,,,100.0,,,южный,,,10.0,,,,,,,,,,True,0,740,,,,20.3,,,,,,,
1596574800,"Вторник, 4 августа
21:00 (UTC)",,13.0,,,,,,,,,,100.0,,19.1,южный,,,6.0,,,0.3,,,,1,,,True,1,741,,,,20.4,,,,,,,
1596585600,"Среда, 5 августа
00:00 (UTC)",,,,,,,,,,,,97.0,,,южный,,,5.0,,,,,,,,,,,50,741,,,,21.2,,,True,,7.0,,
1596596400,"Среда, 5 августа
03:00 (UTC)",,13.0,,,,,,,,,,99.4,,,южный,,,8.0,,,,,,,,,,,50,741,,,,19.8,,,,,9.0,,
1596607200,"Среда, 5 августа
06:00 (UTC)",,11.0,,,,,,,,,,98.2,,,южный,,,8.0,,,,,,,,,,,50,741,,,,20.4,,,,,10.0,,
1596618000,"Среда, 5 августа
09:00 (UTC)",,14.0,,,,,,,,,,100.0,True,,юго-восточный,,21.6,9.0,,,менее 0.1,,,,,,,,0,741,,,,19.3,,,,,,,
1596628800,"Среда, 5 августа
12:00 (UTC)",,13.0,,,,,,,,,,100.0,True,,юго-восточный,,,9.0,,,,,,,,,,,0,741,,,,19.7,,,,,,,
1596639600,"Среда, 5 августа
15:00 (UTC)",,13.0,,,,,,,,,,98.2,True,,южный,,,8.0,,,,,,,,,,,10,741,,,,19.8,,,,,10.0,,
1596650400,"Среда, 5 августа
18:00 (UTC)",,12.0,,,,,,,,,,100.0,True,,юго-восточный,,,8.0,,,,,,,,,,,0,740,,,,19.8,,,,,,,
1596661200,"Среда, 5 августа
21:00 (UTC)",,12.0,True,,,,,,,,,100.0,,19.2,юго-восточный,,,8.0,,,3,,,,3,,,,0,740,,,,19.8,,,,,,,
1596672000,"Четверг, 6 августа
00:00 (UTC)",,11.0,,,,,,,,,,100.0,,,юго-восточный,,,6.0,,,,,,True,,,,,0,739,,,,19.6,,,,,,,
1596682800,"Четверг, 6 августа
03:00 (UTC)",,11.0,,,,,,,,True,,100.0,,,юго-восточный,,,3.0,,,,,,,,,,,1,738,,,,19.9,,,,,,,
1596693600,"Четверг, 6 августа
06:00 (UTC)",,,True,,,,,,,,,100.0,,,северный,,,6.0,,,,,,,,,,,0,736,,,,20.4,,,,,,,
1596704400,"Четверг, 6 августа
09:00 (UTC)",,12.0,,,,,,,,True,,100.0,,,северный,,20.9,7.0,,,26,,,,,,,,1,734,,,,19.8,,,,,,,
1596715200,"Четверг, 6 августа
12:00 (UTC)",,17.0,,,,,,True,,,,98.2,,,северный,,,8.0,,,,,,,,,,,10,735,,,,20.0,,,,,10.0,,
1596726000,"Четверг, 6 августа
15:00 (UTC)",,17.0,,,,,,,,,,96.3,,,северный,,,11.0,,,,,,,,,,,10,736,,,,19.4,,,,,6.0,,
1596736800,"Четверг, 6 августа
18:00 (UTC)",,19.0,,,,,,,,,,97.5,,,северный,,,9.0,,,,,,,,,,,10,736,,,,19.0,,,,,10.0,,
1596747600,"Четверг, 6 августа
21:00 (UTC)",,16.0,,,,,,,,,,93.9,,18.6,северный,,,7.0,,,3,,,,29,,,,50,738,,,,18.8,,,,,7.0,,
1596758400,"Пятница, 7 августа
00:00 (UTC)",,12.0,,,,,,,,,,88.8,,,северный,,,5.0,,,,,,,,,,,50,739,,,,19.6,,,,,7.0,,
1596769200,"Пятница, 7 августа
03:00 (UTC)",,11.0,,,,,,,,,,72.6,,,северный,,,7.0,,,,,,,,,,,50,739,,,,23.3,,,,,6.0,,
1596780000,"Пятница, 7 августа
06:00 (UTC)",,11.0,,,,,,,,,,65.7,,,северный,,,6.0,,,,,,,,,,,50,738,,,,23.9,,,,,6.0,,
1596790800,"Пятница, 7 августа
09:00 (UTC)",,,,,,,,,,,,75.7,,,северный,,23.9,4.0,,,0,,,,,,,,50,739,,,,22.3,,,,,6.0,,
1596801600,"Пятница, 7 августа
12:00 (UTC)",,,,,,,,,,,,84.4,,,северный,,,4.0,,,,,,,,,,,50,740,,,,19.8,,,,,7.0,,
1596812400,"Пятница, 7 августа
15:00 (UTC)",,,,,,,,,,,,93.9,,,северный,,,5.0,,,,,,,,,,,50,740,,,,18.0,,,,,2.0,,
1596823200,"Пятница, 7 августа
18:00 (UTC)",,,,,,,,,,,,93.3,,,северный,,,6.0,,,,,,,,,,,50,740,,,,17.2,,,,,6.0,,
1596834000,"Пятница, 7 августа
21:00 (UTC)",,,,,,,,,,,,96.9,,16.3,северный,,,3.0,,,0,,,,0,,,,50,740,,,,16.4,,,,,4.0,,
1596844800,"Суббота, 8 августа
00:00 (UTC)",,,,,,,,,,,,86.0,,,южный,,,2.0,,,,,,,,,,,50,740,,,,19.6,,,,,9.0,,
1596855600,"Суббота, 8 августа
03:00 (UTC)",,,,,,,,,,,,86.6,,,юго-западный,,,3.0,,,,,,,,,,,50,740,,,,20.3,,,,,7.0,,
1596866400,"Суббота, 8 августа
06:00 (UTC)",,,,,,,,,,,,88.3,,,южный,,,7.0,,,,,,,,,,,50,739,,,,19.9,,,,,10.0,,
1596877200,"Суббота, 8 августа
09:00 (UTC)",,10.0,,,,,,,,,,96.3,,,южный,,22.4,6.0,,,0,,,,,,,,50,739,,,,18.4,,,,,10.0,,
1596888000,"Суббота, 8 августа
12:00 (UTC)",,12.0,,,,,,,,,,98.8,,,южный,,,8.0,,,,,,,,,,,50,739,,,,17.7,,,,,10.0,,
1596898800,"Суббота, 8 августа
15:00 (UTC)",,16.0,,,,,,,,,,100.0,,,южный,,,10.0,,,,,,,,,,True,0,739,,,,17.1,,,,,,,
1596909600,"Суббота, 8 августа
18:00 (UTC)",,16.0,,,,,,,,,,100.0,,,южный,,,10.0,,,,,,,,,,True,1,738,,,,17.7,,,,,,,
1596920400,"Суббота, 8 августа
21:00 (UTC)",,16.0,,,,,,,,,,98.8,,17.0,южный,,,11.0,,,0,,,,0,,,,10,738,,,,17.9,,,True,,10.0,,
1596931200,"Воскресенье, 9 августа
00:00 (UTC)",,16.0,,,,,,,,,,98.1,,,юго-восточный,,,10.0,,,,,,,,,,,50,738,,,,18.4,,,True,,10.0,,
1596942000,"Воскресенье, 9 августа
03:00 (UTC)",,17.0,,,,,,,,,,94.5,,,южный,,,12.0,,,,,,,,,,,50,738,,,,18.5,,,,,10.0,,
1596952800,"Воскресенье, 9 августа
06:00 (UTC)",,19.0,,,,,,,,,,90.4,,,юго-восточный,,,14.0,,,,,,,,,,,50,738,,,,18.7,,,,,10.0,,
1596963600,"Воскресенье, 9 августа
09:00 (UTC)",,18.0,,,,,,,,,,92.7,,,южный,,19.7,13.0,,,0.3,,,,,,,,50,737,,,,18.6,,,,,10.0,,
1596974400,"Воскресенье, 9 августа
12:00 (UTC)",,20.0,True,,,,,,,,,98.8,,,юго-восточный,,,13.0,,,,,,,,,,,10,737,,,,17.7,,,,,10.0,,
1596985200,"Воскресенье, 9 августа
15:00 (UTC)",,23.0,True,,,,,,,,,98.7,,,юго-восточный,,,16.0,,,,,,,,,,,10,735,,,,17.4,,,,,10.0,,
1596996000,"Воскресенье, 9 августа
18:00 (UTC)",,22.0,True,,,,,,,,,100.0,,,юго-восточный,,,12.0,,,,,,,,,,,10,735,,,,18.1,,,,,10.0,,
1597006800,"Воскресенье, 9 августа
21:00 (UTC)",,18.0,True,,,,,,,,,100.0,,17.3,юго-восточный,,,7.0,,,8,,,,8,,,,1,735,,,,18.6,,,,,,,
1597017600,"Понедельник, 10 августа
00:00 (UTC)",,12.0,,,,,,,,,,100.0,True,,юго-восточный,,,5.0,,,,,,,,,,,0,736,,,,19.7,,,,,,,
1597028400,"Понедельник, 10 августа
03:00 (UTC)",,,,,,,,,,,,100.0,,,юго-восточный,,,4.0,,,,,,,,,,True,1,737,,,,20.5,,,,,,,
1597039200,"Понедельник, 10 августа
06:00 (UTC)",,10.0,,,,,,,,,,100.0,,,юго-восточный,,,8.0,,,,,,,,,,True,1,736,,,,19.8,,,,,,,
1597050000,"Понедельник, 10 августа
09:00 (UTC)",,11.0,,,,,,,,,,100.0,True,,юго-восточный,,21.6,9.0,,,0.8,,,,,,,,0,736,,,,20.3,,,,,,,
1597060800,"Понедельник, 10 августа
12:00 (UTC)",,11.0,,,,,,,,,,100.0,True,,юго-восточный,,,7.0,,,,,,,,,,,0,736,,,,20.0,,,,,,,
1597071600,"Понедельник, 10 августа
15:00 (UTC)",,12.0,,,,,,,,,,100.0,,,юго-восточный,,,9.0,,True,,,,,,,,,0,736,,,,20.1,,,,,,,
1597082400,"Понедельник, 10 августа
18:00 (UTC)",,13.0,,,,,,,,,,100.0,,,юго-восточный,,,7.0,,,,,,,,,,True,0,736,,,,20.3,,,,,,,
1597093200,"Понедельник, 10 августа
21:00 (UTC)",,10.0,,,,,,,,,,100.0,,19.9,южный,,,5.0,,,2,,,,2,,,True,0,735,,,,20.1,,,,,,,
1597104000,"Вторник, 11 августа
00:00 (UTC)",,,,,,,,,,,,100.0,,,юго-западный,,,4.0,,,,,,,,,,True,0,736,,,,20.4,,,,,,,
1597114800,"Вторник, 11 августа
03:00 (UTC)",,,,,,,,,,,,97.0,,,южный,,,5.0,,,,,,,,,,,50,736,,,,21.1,,,True,,10.0,,
1597125600,"Вторник, 11 августа
06:00 (UTC)",,,,,,,,,,,,94.7,,,юго-восточный,,,7.0,,,,,,,,,,,50,737,,,,22.3,,,True,,7.0,,
1597136400,"Вторник, 11 августа
09:00 (UTC)",,11.0,,,,,,,,,,100.0,,,юго-восточный,,23.9,7.0,,,0,,,,,,,True,0,737,,,,20.1,,,,,,,
1597147200,"Вторник, 11 августа
12:00 (UTC)",,11.0,,,,,,,,,,100.0,,,юго-восточный,,,7.0,,,,,,,,,,True,0,738,,,,20.0,,,,,,,
1597158000,"Вторник, 11 августа
15:00 (UTC)",,,,,,,,,,,,100.0,,,юго-восточный,,,4.0,,,,,,,,,,True,1,739,,,,20.0,,,,,,,
1597168800,"Вторник, 11 августа
18:00 (UTC)",,,,,,,,,,,,100.0,,,восточный,,,1.0,,,,,,,,,,,0,740,,True,,19.5,,,,,,,
1597179600,"Вторник, 11 августа
21:00 (UTC)",,,,,,,,,,,,100.0,,19.0,юго-восточный,,,4.0,,,0,,,,0,,,True,0,740,,,,19.2,,,,,,,
1597190400,"Среда, 12 августа
00:00 (UTC)",,,,,,,,,,,,100.0,,,юго-восточный,,,4.0,,,,,,,,,,True,1,740,,,,20.2,,,,,,,
1597201200,"Среда, 12 августа
03:00 (UTC)",,,,,,,,,,,,87.5,,,юго-восточный,,,5.0,,,,,,,,,,,50,739,,,,23.9,,,True,,2.0,,
1597212000,"Среда, 12 августа
06:00 (UTC)",,,,,,,,,,,,64.4,,,южный,,,7.0,,,,,,,,,,,50,738,,,,29.2,,,True,,4.0,,
1597222800,"Среда, 12 августа
09:00 (UTC)",,13.0,,,,,,,,,,64.2,,,юго-западный,,29.3,6.0,,,0,,,,,,,,50,739,,,,26.5,,,,,4.0,,
1597233600,"Среда, 12 августа
12:00 (UTC)",,,,,,,,,,,,81.8,,,северный,,,3.0,,,,,,,,,,,50,740,,,,24.2,,,,,0.0,,
1597244400,"Среда, 12 августа
15:00 (UTC)",,,,,,,,,,,,73.9,,,северный,,,4.0,,,,,,,,,,,50,741,,,,23.2,,,,,0.0,,
1597255200,"Среда, 12 августа
18:00 (UTC)",,,,,,,,,,,,77.4,,,северный,,,4.0,,,,,,,,,,,50,741,,,,21.1,,,,,0.0,,
1597266000,"Среда, 12 августа
21:00 (UTC)",,,,,,,,,,,,77.9,,20.7,северный,,,3.0,,,0,,,,0,,,,50,741,,,,20.7,,,,,9.0,,
1597276800,"Четверг, 13 августа
00:00 (UTC)",,,,,,,,,,,,76.2,,,северный,,,3.0,,,,,,,,,,,50,741,,,,22.4,,,,,9.0,,
1597287600,"Четверг, 13 августа
03:00 (UTC)",,,,,,,,,,,,72.8,,,северный,,,3.0,,,,,,,,,,,50,741,,,,24.8,,,,,7.0,,
1597298400,"Четверг, 13 августа
06:00 (UTC)",,,,,,,,,,,,66.5,,,западный,,,1.0,,,,,,,,,,,50,740,,,,25.5,,,,,10.0,,
1597309200,"Четверг, 13 августа
09:00 (UTC)",,,,,,,,,,,,71.7,,,южный,,25.8,2.0,,,менее 0.1,,,,,,,,50,739,,,,23.6,,,True,,10.0,,
1597320000,"Четверг, 13 августа
12:00 (UTC)",,11.0,,,,,,,,,,81.5,,,юго-восточный,,,8.0,,,,,,,,,,,50,738,,,,21.7,,,True,,10.0,,
1597330800,"Четверг, 13 августа
15:00 (UTC)",,18.0,,,,,,,,,,98.8,,,юго-восточный,,,13.0,,,,,,,,True,,,10,736,,,,20.4,,,,,10.0,,
1597341600,"Четверг, 13 августа
18:00 (UTC)",,23.0,,,,,,,,,,100.0,,,юго-восточный,,,15.0,,,,,,,,,,,1,734,True,,,19.0,,,,,,,
1597352400,"Четверг, 13 августа
21:00 (UTC)",,30.0,,,,,,,,,,100.0,,18.7,юго-восточный,,,19.0,,,39,,,,39,,,,1,732,True,,,19.6,,,,,,,
1597363200,"Пятница, 14 августа
00:00 (UTC)",,27.0,,,,,,,,,,98.2,,,юго-восточный,,,11.0,,,,,,,,True,,,10,733,,,,19.5,,,,,10.0,,
1597374000,"Пятница, 14 августа
03:00 (UTC)",,16.0,,,,,,,,,,97.6,,,юго-восточный,,,7.0,,,,,,,,,,,50,733,,,,20.6,,,True,,10.0,,
1597384800,"Пятница, 14 августа
06:00 (UTC)",,14.0,,,,,,,,,,93.4,,,южный,,,10.0,,,,,,,,,,,50,733,,,,20.9,,,True,,9.0,,
1597395600,"Пятница, 14 августа
09:00 (UTC)",,15.0,,,,,,,,,,92.8,,,южный,,22.2,12.0,,,12,,,,,,,,50,732,,,,20.0,,,,,6.0,,
1597406400,"Пятница, 14 августа
12:00 (UTC)",,17.0,,,,,,,,,,96.9,,,южный,,,10.0,,,,,,,,,,,50,733,,,,18.9,,,,,10.0,,
1597417200,"Пятница, 14 августа
15:00 (UTC)",,14.0,,,,,,,,,,99.4,True,,южный,,,8.0,,,,,,,,,,,10,734,,,,18.7,,,,,10.0,,
1597428000,"Пятница, 14 августа
18:00 (UTC)",,11.0,,,,,,,,,,98.8,,,южный,,,8.0,,,,,,,,,,,10,734,,,,18.4,,,True,,10.0,,
1597438800,"Пятница, 14 августа
21:00 (UTC)",,11.0,,,,,,,,,,98.8,,18.0,южный,,,8.0,,,0.4,,,,13,,,,50,735,,,,18.1,,,,,10.0,,
1597449600,"Суббота, 15 августа
00:00 (UTC)",,11.0,,,,,,,,,,100.0,,,южный,,,7.0,,,,,,,,,,,0,736,,True,,18.7,,,,,,,
1597460400,"Суббота, 15 августа
03:00 (UTC)",,,,,,,,,,,,95.2,,,юго-восточный,,,6.0,,,,,,,,,,,50,736,,,,21.2,,,True,,7.0,,
1597471200,"Суббота, 15 августа
06:00 (UTC)",,,,,,,,,,,,88.5,,,юго-восточный,,,5.0,,,,,,,,,,,50,736,,,,22.5,,,True,,6.0,,
1597482000,"Суббота, 15 августа
09:00 (UTC)",,,,,,,,,,,,75.1,,,южный,,24.5,6.0,,,0,,,,,,,,50,736,,,,24.4,,,,,4.0,,
1597492800,"Суббота, 15 августа
12:00 (UTC)",,,,,,,,,,,,72.3,,,юго-западный,,,4.0,,,,,,,,,,,50,737,,,,24.1,,,,,0.0,,
1597503600,"Суббота, 15 августа
15:00 (UTC)",,,,,,,,,,,,72.3,,,северный,,,3.0,,,,,,,,,,,50,738,,,,24.3,,,,,0.0,,
1597514400,"Суббота, 15 августа
18:00 (UTC)",,,,,,,,,,,,85.2,,,северный,,,2.0,,,,,,,,,,,50,738,,,,22.0,,,,,0.0,,
1597525200,"Суббота, 15 августа
21:00 (UTC)",,,,,,,,,,,,75.6,,20.6,северный,,,3.0,,,0,,,,0,,,,50,739,,,,22.1,,,,,6.0,,
1597536000,"Воскресенье, 16 августа
00:00 (UTC)",,,,,,,,,,,,75.4,,20.5,северный,,,2.0,,,,,,,,,,,50,739,,,,23.4,,,,,7.0,,
1597546800,"Воскресенье, 16 августа
03:00 (UTC)",,,,,,,,,,,,59.6,,,северный,,,3.0,,,,,,,,,,,50,739,,,,26.7,,,,,7.0,,
1597557600,"Воскресенье, 16 августа
06:00 (UTC)",,,,,,,,,,,,57.0,,,северный,,,2.0,,,,,,,,,,,50,739,,,,27.9,,,,,7.0,,
1597568400,"Воскресенье, 16 августа
09:00 (UTC)",,,,,,,,,,,,63.3,,,юго-западный,,28.4,3.0,,,0,,,,,,,,50,739,,,,25.8,,,,,1.0,,
1597579200,"Воскресенье, 16 августа
12:00 (UTC)",,,,,,,,,,,,66.9,,,западный,,,2.0,,,,,,,,,,,50,740,,,,23.4,,,,,0.0,,
1597590000,"Воскресенье, 16 августа
15:00 (UTC)",,,,,,,,,,,,78.7,,,северный,,,3.0,,,,,,,,,,,50,740,,,,23.0,,,,,0.0,,
1597600800,"Воскресенье, 16 августа
18:00 (UTC)",,,,,,,,,,,,94.6,,,северный,,,3.0,,,,,,,,,,,50,741,,,,20.9,,,,,0.0,,
1597611600,"Воскресенье, 16 августа
21:00 (UTC)",,,,,,,,,,,,93.4,,20.4,северный,,,3.0,,,0,,,,0,,,,50,742,,,,20.6,,,,,2.0,,
1597622400,"Понедельник, 17 августа
00:00 (UTC)",,,,,,,,,,,,86.4,,20.3,северный,,,2.0,,,,,,,,,,,50,743,,,,23.3,,,,,9.0,,
1597633200,"Понедельник, 17 августа
03:00 (UTC)",,,,,,,,,,,,66.7,,,северо-западный,,,2.0,,,,,,,,,,,50,743,,,,26.4,,,,,9.0,,
1597644000,"Понедельник, 17 августа
06:00 (UTC)",,,,,,,,,,,,64.5,,,юго-западный,,,3.0,,,,,,,,,,,50,742,,,,27.8,,,,,7.0,,
1597654800,"Понедельник, 17 августа
09:00 (UTC)",,,,,,,,,,,,66.5,,,южный,,28.6,3.0,,,0,,,,,,,,50,742,,,,25.6,,,,,9.0,,
1597665600,"Понедельник, 17 августа
12:00 (UTC)",,,,,,,,,,,,82.7,,,юго-западный,,,2.0,,,,,,,,,,,50,743,,,,23.2,,,,,9.0,,
1597676400,"Понедельник, 17 августа
15:00 (UTC)",,,,,,,,,,,,98.2,,,юго-восточный,,,4.0,,,,,,,,,,,50,742,,,,21.5,,,,,10.0,,
1597687200,"Понедельник, 17 августа
18:00 (UTC)",,,,,,,,,,,,98.2,,,южный,,,6.0,,,,,,,,,,,10,741,,,,20.9,,,True,,10.0,,
1597698000,"Понедельник, 17 августа
21:00 (UTC)",,11.0,,,,,,,,,,98.2,,20.8,южный,,,8.0,,,менее 0.1,,,,менее 0.1,,,,20,740,,,,20.9,,,,,10.0,,
1597708800,"Вторник, 18 августа
00:00 (UTC)",,13.0,,,,,,,,,,100.0,True,,южный,,,9.0,,,,,,,,,,,0,740,,,,21.3,,,,,,,
1597719600,"Вторник, 18 августа
03:00 (UTC)",,13.0,,,,,,,,,,100.0,True,,южный,,,9.0,,,,,,,,,,,0,739,,,,21.6,,,,,,,
1597730400,"Вторник, 18 августа
06:00 (UTC)",,13.0,,,,,,,,,,100.0,,,южный,,,9.0,,,,,,,,,,True,0,738,,,,22.0,,,,,,,
1597741200,"Вторник, 18 августа
09:00 (UTC)",,12.0,,,,,,,,,,100.0,,,южный,,22.0,9.0,,,2,,,,,,,True,0,738,,,,21.3,,,,,,,
1597752000,"Вторник, 18 августа
12:00 (UTC)",,11.0,,,,,,,,,,100.0,,,юго-восточный,,,6.0,,,,,,,,,,True,0,739,,,,20.9,,,,,,,
1597762800,"Вторник, 18 августа
15:00 (UTC)",,,,,,,,,,,,100.0,,,юго-восточный,,,4.0,,,,,,,,,,True,1,739,,,,21.0,,,,,,,
1597773600,"Вторник, 18 августа
18:00 (UTC)",,,,,,,,,,,,100.0,,,юго-восточный,,,6.0,,,,,,,,,,True,1,738,,,,20.7,,,,,,,
1597784400,"Вторник, 18 августа
21:00 (UTC)",,,,,,,,,,,,100.0,,20.4,юго-восточный,,,3.0,,,0.6,,,,2,,,True,1,738,,,,20.7,,,,,,,
1597795200,"Среда, 19 августа
00:00 (UTC)",,,,,,,,,,,,100.0,,,южный,,,3.0,,,,,,,,,,True,1,738,,,,21.6,,,,,,,
1597806000,"Среда, 19 августа
03:00 (UTC)",,16.0,,True,,,,,,,,97.0,,,северный,,,10.0,,,,,,,,,,,50,739,,,,20.8,,,,,9.0,,
1597816800,"Среда, 19 августа
06:00 (UTC)",,18.0,,,,,,,,,,80.2,,,северный,,,10.0,,,,,,,,,,,50,738,,,,23.1,,,True,,6.0,,
1597827600,"Среда, 19 августа
09:00 (UTC)",,18.0,,,,,,,,,,87.3,,,северный,,26.4,7.0,,,менее 0.1,,,,,True,,,50,739,,,,21.0,,,,,9.0,,
1597838400,"Среда, 19 августа
12:00 (UTC)",,14.0,,,,,,,,,,93.4,,,северный,,,7.0,,,,,,,,,,,50,740,,,,19.3,,,True,,7.0,,
1597849200,"Среда, 19 августа
15:00 (UTC)",,14.0,,,,,,,,,,94.5,,,северный,,,9.0,,,,,,,,,,,50,742,,,,18.6,,,True,,4.0,,
1597860000,"Среда, 19 августа
18:00 (UTC)",,17.0,,,,,,,,,,93.9,,,северный,,,9.0,,,,,,,,,,,50,742,,,,17.6,,,True,,6.0,,
1597870800,"Среда, 19 августа
21:00 (UTC)",,17.0,,,,,,,,,,91.4,,16.1,северный,,,7.0,,,0.3,,,,0.3,True,,,50,744,,,,16.1,,,,,9.0,,
