timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с","Осадки за 12 часов, мм",Количество облаков увеличилось,Ливневый дождь,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Дымка (видимость больше 1 км),Ливневой дождь слабый,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Туман начался (усилился). Небо не видно,Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Относительная влажность, %",Снег слабый непрерывный,"Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,Ливневой снег слабый,"Максимальная температура, °C","Средняя скорость ветра, м/с",Туман ослабел (небо не видно),Туман без изменений (небо не видно),Морось (незамерзающая) слабая непрерывная
1596067200,"Четверг, 30 июля
00:00 (UTC)",True,11.0,,,,,,,,10,742,,,,21.0,65.5,,,,южный,9.0,,,,4.0,,,
1596078000,"Четверг, 30 июля
03:00 (UTC)",,,2,,,2,,,,10,742,,,,19.9,73.9,,19.6,True,северо-западный,9.0,,,,3.0,,,
1596088800,"Четверг, 30 июля
06:00 (UTC)",,,2,,True,,,,,10,743,,,,20.7,77.4,,19.3,,северо-западный,9.0,,,,2.0,,,
1596099600,"Четверг, 30 июля
09:00 (UTC)",,,,,,,,,,10,743,,,,23.2,71.2,,,,западный,9.0,,,,3.0,,,
1596153600,"Пятница, 31 июля
00:00 (UTC)",,,,,,,,,,10,740,,,,18.7,70.4,,,,западный,5.0,,,,2.0,,,
1596164400,"Пятница, 31 июля
03:00 (UTC)",,,0,,,7,,,,10,740,,,,16.5,80.3,,15.0,,западный,2.0,,,,1.0,,,
1596175200,"Пятница, 31 июля
06:00 (UTC)",,,0,,,,,,,10,739,,,,21.9,63.2,,15.0,,юго-восточный,2.0,,,,2.0,,,
1596186000,"Пятница, 31 июля
09:00 (UTC)",,,,,,,,,,10,738,,,,24.2,52.9,,,,юго-западный,9.0,,,,4.0,,,
1596196800,"Пятница, 31 июля
12:00 (UTC)",,,,,,,,,,10,737,,,,25.2,51.5,,,,западный,7.0,,,,4.0,,,
1596207600,"Пятница, 31 июля
15:00 (UTC)",,12.0,менее 0.1,,True,,,,,10,736,,,,21.4,57.2,,,,северо-западный,9.0,,,,5.0,,,
1596218400,"Пятница, 31 июля
18:00 (UTC)",,,менее 0.1,,,,True,,,10,737,,,,19.0,54.0,,,,северо-западный,7.0,,,26.1,3.0,,,
1596229200,"Пятница, 31 июля
21:00 (UTC)",,,,,,,,,,10,736,,,,16.7,64.2,,,,северо-западный,4.0,,,,5.0,,,
1596240000,"Суббота, 1 августа
00:00 (UTC)",,,,,,,,,,10,736,,,,13.1,73.6,,,,северо-западный,0.0,,,,3.0,,,
1596250800,"Суббота, 1 августа
03:00 (UTC)",,,0,,,менее 0.1,,,,10,735,,,,12.1,78.6,,11.3,,северо-западный,0.0,,,,2.0,,,
1596261600,"Суббота, 1 августа
06:00 (UTC)",,,0,,,,,,,10,735,,,,17.9,55.6,,11.3,,северный,2.0,,,,3.0,,,
1596272400,"Суббота, 1 августа
09:00 (UTC)",,,,,,,,,,10,735,,,,19.9,44.3,,,,северо-западный,7.0,,,,5.0,,,
1596283200,"Суббота, 1 августа
12:00 (UTC)",,10.0,,,,,,,,10,734,,,,21.0,42.3,,,,северо-западный,7.0,,,,6.0,,,
1596294000,"Суббота, 1 августа
15:00 (UTC)",,12.0,0,,,,,,,10,734,,,,19.5,50.6,,,,северо-западный,7.0,,,,9.0,,,
1596304800,"Суббота, 1 августа
18:00 (UTC)",,12.0,менее 0.1,,,,True,,,10,735,,,,15.0,82.8,,,,западный,7.0,,,21.3,3.0,,,
1596315600,"Суббота, 1 августа
21:00 (UTC)",,,,,,,,,,10,735,,,,13.6,87.1,,,,западный,4.0,,,,4.0,,,
1596326400,"Воскресенье, 2 августа
00:00 (UTC)",,,,,,,,,,10,735,,,,12.2,91.8,,,,западный,7.0,,,,3.0,,,
1596337200,"Воскресенье, 2 августа
03:00 (UTC)",,,менее 0.1,,,менее 0.1,,,,10,736,,,,13.2,93.0,,12.1,,западный,9.0,,,,4.0,,,
1596348000,"Воскресенье, 2 августа
06:00 (UTC)",,,0,,,,,,,10,736,,,,14.5,79.0,,12.1,,северо-западный,9.0,,,,3.0,,,
1596358800,"Воскресенье, 2 августа
09:00 (UTC)",,,,,,,,,,10,737,,,,16.7,67.7,,,,западный,6.0,,,,4.0,,,
1596369600,"Воскресенье, 2 августа
12:00 (UTC)",,,,,,,,,True,10,738,,,,18.0,70.7,,,,северо-восточный,7.0,,,,2.0,,,
1596380400,"Воскресенье, 2 августа
15:00 (UTC)",,,1,,,,,,,10,738,,,,20.3,51.2,,,True,западный,7.0,,,,4.0,,,
1596391200,"Воскресенье, 2 августа
18:00 (UTC)",,,1,,True,,,,,10,739,,,,16.2,69.0,,,,северо-западный,7.0,,,21.5,2.0,,,
1596402000,"Воскресенье, 2 августа
21:00 (UTC)",,,,,,,,,,10,740,,,,13.4,78.3,,,,северо-западный,2.0,,,,3.0,,,
1596412800,"Понедельник, 3 августа
00:00 (UTC)",,,,,,,,,,10,741,,,,12.2,82.4,,,,северо-западный,0.0,,,,3.0,,,
1596423600,"Понедельник, 3 августа
03:00 (UTC)",,,менее 0.1,,,1,,,,10,742,,,,11.4,84.0,,11.3,,северный,0.0,,,,2.0,,,
1596434400,"Понедельник, 3 августа
06:00 (UTC)",,,0,,,,,,,10,743,,,,16.8,78.3,,11.3,,северный,2.0,,,,3.0,,,
1596445200,"Понедельник, 3 августа
09:00 (UTC)",,,,,,,,,,10,743,,,,21.3,52.5,,,,северный,5.0,,,,3.0,,,
1596456000,"Понедельник, 3 августа
12:00 (UTC)",,,,,,,,,,10,743,,,,23.3,42.3,,,,северо-восточный,5.0,,,,2.0,,,
1596466800,"Понедельник, 3 августа
15:00 (UTC)",,,0,,,,,,,10,743,,,,23.2,38.0,,,,северный,2.0,,,,3.0,,,
1596477600,"Понедельник, 3 августа
18:00 (UTC)",,,0,,,,,,,10,743,,,,20.0,39.7,,,,северный,2.0,,,23.8,1.0,,,
1596488400,"Понедельник, 3 августа
21:00 (UTC)",,,,,,,,,,10,744,,,,16.8,54.9,,,,северо-восточный,2.0,,,,2.0,,,
1596499200,"Вторник, 4 августа
00:00 (UTC)",,,,,,,,,,10,744,,,,13.1,78.2,,,,северо-восточный,2.0,,,,2.0,,,
1596510000,"Вторник, 4 августа
03:00 (UTC)",,,0,,,0,,,,10,744,,,,13.0,68.8,,11.9,,северо-восточный,0.0,,,,2.0,,,
1596520800,"Вторник, 4 августа
06:00 (UTC)",,,0,,,,,,,10,745,,,,20.6,45.4,,11.9,,восточный,0.0,,,,2.0,,,
1596531600,"Вторник, 4 августа
09:00 (UTC)",,,,,,,,,,10,744,,,,24.6,35.6,,,,юго-восточный,1.0,,,,3.0,,,
1596542400,"Вторник, 4 августа
12:00 (UTC)",,,,,,,,,,10,744,,,,26.0,36.0,,,,,2.0,,,,,,,
1596553200,"Вторник, 4 августа
15:00 (UTC)",,,0,,,,,,,10,743,,,,25.6,38.4,,,,восточный,2.0,,,,3.0,,,
1596564000,"Вторник, 4 августа
18:00 (UTC)",,,0,,,,,,,10,743,,,,20.9,49.7,,,,северо-восточный,0.0,,,26.6,3.0,,,
1596574800,"Вторник, 4 августа
21:00 (UTC)",,,,,,,,,,10,744,,,,18.6,58.1,,,,северо-восточный,0.0,,,,2.0,,,
1596585600,"Среда, 5 августа
00:00 (UTC)",,,,,,,,,,10,744,,,,16.3,66.3,,,,северо-восточный,0.0,,,,2.0,,,
1596596400,"Среда, 5 августа
03:00 (UTC)",,,0,,,0,,,,10,744,,,,13.4,74.7,,13.0,,северный,0.0,,,,1.0,,,
1596607200,"Среда, 5 августа
06:00 (UTC)",,,0,,,,,,,10,745,,,,21.4,42.7,,13.0,,восточный,0.0,,,,1.0,,,
1596618000,"Среда, 5 августа
09:00 (UTC)",,,,,,,,,,10,745,,,,25.8,30.2,,,,северо-восточный,0.0,,,,4.0,,,
1596628800,"Среда, 5 августа
12:00 (UTC)",,10.0,,,,,,,,10,744,,,,27.4,26.0,,,,северо-восточный,0.0,,,,4.0,,,
1596639600,"Среда, 5 августа
15:00 (UTC)",,,0,,,,,,,10,744,,,,27.2,27.4,,,,северо-восточный,0.0,,,,4.0,,,
1596650400,"Среда, 5 августа
18:00 (UTC)",,,0,,,,,,,10,744,,,,22.3,45.0,,,,северо-восточный,1.0,,,27.7,2.0,,,
1596661200,"Среда, 5 августа
21:00 (UTC)",,,,,,,,,,10,745,,,,18.5,57.3,,,,северный,0.0,,,,2.0,,,
1596672000,"Четверг, 6 августа
00:00 (UTC)",,,,,,,,,,10,745,,,,16.6,64.6,,,,северный,0.0,,,,3.0,,,
1596682800,"Четверг, 6 августа
03:00 (UTC)",,,0,,,0,,,,10,745,,,,16.0,67.1,,14.8,,северный,0.0,,,,2.0,,,
1596693600,"Четверг, 6 августа
06:00 (UTC)",,,0,,,,,,,10,746,,,,22.8,45.1,,14.8,,северо-восточный,0.0,,,,3.0,,,
1596704400,"Четверг, 6 августа
09:00 (UTC)",,,,,,,,,,10,746,,,,27.5,30.2,,,,северо-восточный,0.0,,,,6.0,,,
1596715200,"Четверг, 6 августа
12:00 (UTC)",,10.0,,,,,,,,10,746,,,,29.5,26.4,,,,северо-восточный,0.0,,,,4.0,,,
1596726000,"Четверг, 6 августа
15:00 (UTC)",,,0,,,,,,,10,745,,,,29.5,23.8,,,,северо-восточный,0.0,,,,4.0,,,
1596736800,"Четверг, 6 августа
18:00 (UTC)",,,0,,,,,,,10,746,,,,23.0,40.9,,,,северный,0.0,,,30.2,3.0,,,
1596747600,"Четверг, 6 августа
21:00 (UTC)",,,,,,,,,,10,746,,,,21.0,44.9,,,,северный,0.0,,,,3.0,,,
1596758400,"Пятница, 7 августа
00:00 (UTC)",,,,,,,,,,10,746,,,,17.7,56.3,,,,северный,0.0,,,,3.0,,,
1596769200,"Пятница, 7 августа
03:00 (UTC)",,,0,,,0,,,,10,746,,,,16.6,62.0,,16.4,,северный,0.0,,,,3.0,,,
1596780000,"Пятница, 7 августа
06:00 (UTC)",,,0,,,,,,,10,747,,,,23.4,52.0,,16.4,,северо-восточный,0.0,,,,3.0,,,
1596790800,"Пятница, 7 августа
09:00 (UTC)",,,,,,,,,,10,747,,,,28.3,40.2,,,,северо-восточный,1.0,,,,5.0,,,
1596801600,"Пятница, 7 августа
12:00 (UTC)",,10.0,,,,,,,,10,746,,,,29.5,42.4,,,,северный,2.0,,,,5.0,,,
1596812400,"Пятница, 7 августа
15:00 (UTC)",,10.0,0,,,,,,,10,745,,,,28.1,49.3,,,,северный,2.0,,,,5.0,,,
1596823200,"Пятница, 7 августа
18:00 (UTC)",,,0,,,,,,,10,745,,,,23.6,49.4,,,,северный,2.0,,,29.9,4.0,,,
1596834000,"Пятница, 7 августа
21:00 (UTC)",,,,,,,,,,10,746,,,,20.1,55.8,,,,северо-восточный,2.0,,,,4.0,,,
1596844800,"Суббота, 8 августа
00:00 (UTC)",,,,,,,,,,10,746,,,,17.0,61.3,,,,северный,2.0,,,,4.0,,,
1596855600,"Суббота, 8 августа
03:00 (UTC)",,,0,,,0,,,,10,745,,,,14.6,70.5,,14.4,,северный,2.0,,,,3.0,,,
1596866400,"Суббота, 8 августа
06:00 (UTC)",,,0,,,,,,,10,746,,,,20.5,60.1,,14.4,,северный,2.0,,,,3.0,,,
1596877200,"Суббота, 8 августа
09:00 (UTC)",,10.0,,,,,,,,10,745,,,,24.2,42.0,,,,северо-восточный,6.0,,,,5.0,,,
1596888000,"Суббота, 8 августа
12:00 (UTC)",,10.0,,,,,,,,10,744,,,,25.8,35.0,,,,северный,6.0,,,,5.0,,,
1596898800,"Суббота, 8 августа
15:00 (UTC)",,10.0,0,,,,,,,10,743,,,,24.8,38.4,,,,северный,2.0,,,,4.0,,,
1596909600,"Суббота, 8 августа
18:00 (UTC)",,,0,,,,,,,10,743,,,,20.6,48.0,,,,северо-восточный,0.0,,,26.5,2.0,,,
1596920400,"Суббота, 8 августа
21:00 (UTC)",,,,,,,,,,10,743,,,,17.9,59.9,,,,северный,0.0,,,,3.0,,,
1596931200,"Воскресенье, 9 августа
00:00 (UTC)",,,,,,,,,,10,743,,,,15.2,77.5,,,,северный,0.0,,,,3.0,,,
1596942000,"Воскресенье, 9 августа
03:00 (UTC)",,,0,,,0,,,,10,743,,,,14.6,80.1,,14.2,,северный,0.0,,,,3.0,,,
1596952800,"Воскресенье, 9 августа
06:00 (UTC)",,,0,,,,,,,10,743,,,,20.8,52.4,,14.2,,северо-восточный,0.0,,,,2.0,,,
1596963600,"Воскресенье, 9 августа
09:00 (UTC)",,,,,,,,,,10,742,,,,23.6,39.1,,,,северный,6.0,,,,3.0,,,
1596974400,"Воскресенье, 9 августа
12:00 (UTC)",,,,,,,,,,10,742,,,,26.2,36.1,,,,северный,7.0,,,,6.0,,,
1596985200,"Воскресенье, 9 августа
15:00 (UTC)",,10.0,0,,,,,,,10,741,,,,25.9,36.5,,,,северный,7.0,,,,3.0,,,
1596996000,"Воскресенье, 9 августа
18:00 (UTC)",,,0,,,,,,,10,741,,,,22.0,50.3,,,,северный,7.0,,,26.8,1.0,,,
1597006800,"Воскресенье, 9 августа
21:00 (UTC)",,,,,,,,,,10,741,,,,19.0,61.8,,,,северный,5.0,,,,2.0,,,
1597017600,"Понедельник, 10 августа
00:00 (UTC)",,,,,,,,,,10,741,,,,17.5,71.5,,,,северный,2.0,,,,2.0,,,
1597028400,"Понедельник, 10 августа
03:00 (UTC)",,,0,,,0,,,,10,741,,,,17.2,68.2,,16.1,,северный,2.0,,,,2.0,,,
1597039200,"Понедельник, 10 августа
06:00 (UTC)",,,0,,,,,,,10,742,,,,22.2,53.4,,16.1,,северо-восточный,2.0,,,,2.0,,,
1597050000,"Понедельник, 10 августа
09:00 (UTC)",,,,,,,,,,10,741,,,,25.8,35.0,,,,северный,6.0,,,,3.0,,,
1597060800,"Понедельник, 10 августа
12:00 (UTC)",,,,,,,,,,10,741,,,,27.3,31.4,,,,северо-восточный,6.0,,,,4.0,,,
1597071600,"Понедельник, 10 августа
15:00 (UTC)",,10.0,0,,,,,,,10,741,,,,25.3,36.1,,,,северный,6.0,,,,2.0,,,
1597082400,"Понедельник, 10 августа
18:00 (UTC)",,,0,,,,,,,10,741,,,,22.4,42.1,,,,северный,6.0,,,27.9,2.0,,,
1597093200,"Понедельник, 10 августа
21:00 (UTC)",,,,,,,,,,10,741,,,,19.8,49.0,,,,северный,4.0,,,,3.0,,,
1597104000,"Вторник, 11 августа
00:00 (UTC)",,,,,,,,,,10,741,,,,17.2,60.5,,,,северный,4.0,,,,2.0,,,
1597114800,"Вторник, 11 августа
03:00 (UTC)",,,0,,,0,,,,10,740,,,,14.7,70.5,,14.6,,северный,6.0,,,,3.0,,,
1597125600,"Вторник, 11 августа
06:00 (UTC)",,,0,,,,,,,10,740,,,,22.1,52.7,,14.6,,северный,6.0,,,,1.0,,,
1597136400,"Вторник, 11 августа
09:00 (UTC)",,,,,,,,,,10,740,,,,26.2,34.4,,,,северный,5.0,,,,4.0,,,
1597147200,"Вторник, 11 августа
12:00 (UTC)",,,,,,,,,,10,740,,,,27.7,35.1,,,,северный,5.0,,,,4.0,,,
1597158000,"Вторник, 11 августа
15:00 (UTC)",,,0,,,,,,,10,739,,,,27.1,35.1,,,,северо-западный,4.0,,,,4.0,,,
1597168800,"Вторник, 11 августа
18:00 (UTC)",,,0,,,,,,,10,740,,,,20.2,60.0,,,,северный,7.0,,,28.1,3.0,,,
1597179600,"Вторник, 11 августа
21:00 (UTC)",,,,,,,,,,10,739,,,,16.5,78.2,,,,северо-западный,7.0,,,,3.0,,,
1597190400,"Среда, 12 августа
00:00 (UTC)",,,,,,,,,,10,739,,,,15.5,85.6,,,,северо-западный,2.0,,,,3.0,,,
1597201200,"Среда, 12 августа
03:00 (UTC)",,,0,,,0,,,,10,739,,,,14.4,88.9,,14.1,,северный,5.0,,,,3.0,,,
1597212000,"Среда, 12 августа
06:00 (UTC)",,,0,,,,,,,10,739,,,,16.6,83.0,,14.1,,северный,10.0,,,,5.0,,,
1597222800,"Среда, 12 августа
09:00 (UTC)",,11.0,,,,,,,,10,739,,,,20.9,49.0,,,,северный,7.0,,,,5.0,,,
1597233600,"Среда, 12 августа
12:00 (UTC)",,11.0,,,,,,,,10,740,,,,21.5,36.0,,,,северо-западный,6.0,,,,7.0,,,
1597244400,"Среда, 12 августа
15:00 (UTC)",,10.0,0,,,,,,,10,740,,,,21.4,40.1,,,,северо-западный,6.0,,,,7.0,,,
1597255200,"Среда, 12 августа
18:00 (UTC)",,11.0,0,,,,,,,10,741,,,,16.9,53.1,,,,северо-западный,5.0,,,22.9,4.0,,,
1597266000,"Среда, 12 августа
21:00 (UTC)",,,,,,,,,,10,741,,,,13.7,66.6,,,,северо-западный,2.0,,,,5.0,,,
1597276800,"Четверг, 13 августа
00:00 (UTC)",,,,,,,,,,10,741,,,,11.1,84.0,,,,северо-западный,0.0,,,,4.0,,,
1597287600,"Четверг, 13 августа
03:00 (UTC)",,,0,,,0,,,,10,741,,,,11.8,85.2,,10.4,,северо-западный,5.0,,,,3.0,,,
1597298400,"Четверг, 13 августа
06:00 (UTC)",,,0,,,,,,,10,741,,,,15.8,61.4,,10.4,,северо-западный,6.0,,,,5.0,,,
1597309200,"Четверг, 13 августа
09:00 (UTC)",,,,,,,,,,10,741,,,,16.6,50.2,,,,северо-западный,7.0,,,,5.0,,,
1597320000,"Четверг, 13 августа
12:00 (UTC)",,,,,,,,,,10,741,,,,19.9,50.8,,,,северный,7.0,,,,5.0,,,
1597330800,"Четверг, 13 августа
15:00 (UTC)",,,0,,,,,,,10,740,,,,18.8,43.4,,,,северо-западный,7.0,,,,4.0,,,
1597341600,"Четверг, 13 августа
18:00 (UTC)",,,0,,,,,,,10,741,,,,15.9,57.8,,,,северо-западный,9.0,,,19.9,4.0,,,
1597352400,"Четверг, 13 августа
21:00 (UTC)",,,,,,,,,,10,741,,,,13.8,66.2,,,,северо-западный,9.0,,,,3.0,,,
1597363200,"Пятница, 14 августа
00:00 (UTC)",,,,,,,,,,10,741,,,,10.9,75.3,,,,северо-западный,2.0,,,,4.0,,,
1597374000,"Пятница, 14 августа
03:00 (UTC)",,,0,,,0,,,,10,741,,,,9.7,83.3,,9.7,,северо-западный,9.0,,,,3.0,,,
1597384800,"Пятница, 14 августа
06:00 (UTC)",,,0,,,,,,,10,741,,,,14.1,62.7,,9.6,,северо-западный,6.0,,,,3.0,,,
1597395600,"Пятница, 14 августа
09:00 (UTC)",,,,,,,,,,10,741,,,,15.1,62.5,,,,северный,9.0,,,,5.0,,,
1597406400,"Пятница, 14 августа
12:00 (UTC)",,,,,,,,,,10,741,,,,18.3,52.4,,,,северо-западный,7.0,,,,3.0,,,
1597417200,"Пятница, 14 августа
15:00 (UTC)",,,0,,,,,,,10,741,,,,17.8,51.2,,,,северный,6.0,,,,6.0,,,
1597428000,"Пятница, 14 августа
18:00 (UTC)",,,менее 0.1,True,,,,,,10,742,,,,14.4,66.3,,,,северный,7.0,,,19.3,3.0,,,
1597438800,"Пятница, 14 августа
21:00 (UTC)",,,,,,,,,,10,743,,,,12.5,71.1,,,,северный,7.0,,,,3.0,,,
1597449600,"Суббота, 15 августа
00:00 (UTC)",,,,,,,,,,10,743,,,,10.3,74.1,,,,северный,2.0,,,,2.0,,,
1597460400,"Суббота, 15 августа
03:00 (UTC)",,,менее 0.1,,,менее 0.1,,,,10,743,,,,9.4,76.6,,9.3,,северный,0.0,,,,2.0,,,
1597471200,"Суббота, 15 августа
06:00 (UTC)",,,0,,,,,,,10,744,,,,14.9,59.6,,9.3,,северный,2.0,,,,3.0,,,
1597482000,"Суббота, 15 августа
09:00 (UTC)",,,,,,,,,,10,744,,,,18.4,46.7,,,,северо-восточный,7.0,,,,5.0,,,
1597492800,"Суббота, 15 августа
12:00 (UTC)",,,,,,,,,,10,744,,,,20.7,38.8,,,,северный,4.0,,,,6.0,,,
1597503600,"Суббота, 15 августа
15:00 (UTC)",,,0,,,,,,,10,743,,,,20.0,39.7,,,,северный,4.0,,,,4.0,,,
1597514400,"Суббота, 15 августа
18:00 (UTC)",,,0,,,,,,,10,743,,,,15.0,53.4,,,,северо-западный,7.0,,,21.1,3.0,,,
1597525200,"Суббота, 15 августа
21:00 (UTC)",,,,,,,,,,10,743,,,,13.2,60.0,,,,северо-западный,7.0,,,,3.0,,,
1597536000,"Воскресенье, 16 августа
00:00 (UTC)",,,,,,,,,,10,743,,,,13.0,63.3,,,,западный,7.0,,,,2.0,,,
1597546800,"Воскресенье, 16 августа
03:00 (UTC)",,,0,,,0,,,,10,743,,,,12.5,67.7,,12.5,,западный,6.0,,,,3.0,,,
1597557600,"Воскресенье, 16 августа
06:00 (UTC)",,,0,,,,,,,10,743,,,,16.9,56.1,,12.2,,северо-западный,9.0,,,,3.0,,,
1597568400,"Воскресенье, 16 августа
09:00 (UTC)",,,,,,,,,,10,743,,,,18.6,54.7,,,,северо-западный,9.0,,,,2.0,,,
1597579200,"Воскресенье, 16 августа
12:00 (UTC)",,,,,,,,,,10,742,,,,23.2,40.9,,,,северо-западный,7.0,,,,4.0,,,
1597590000,"Воскресенье, 16 августа
15:00 (UTC)",,10.0,0,,,,,,,10,741,,,,22.2,45.0,,,,западный,7.0,,,,3.0,,,
1597600800,"Воскресенье, 16 августа
18:00 (UTC)",,,менее 0.1,,,,,,,10,741,,,,18.6,61.7,,,True,северо-западный,7.0,,,24.5,3.0,,,
1597611600,"Воскресенье, 16 августа
21:00 (UTC)",,,,,,,,,,10,742,,,,16.5,70.4,,,,западный,5.0,,,,3.0,,,
1597622400,"Понедельник, 17 августа
00:00 (UTC)",,,,,,,,,,10,741,,,,15.1,76.5,,,,западный,0.0,,,,3.0,,,
1597633200,"Понедельник, 17 августа
03:00 (UTC)",,,менее 0.1,,,менее 0.1,,,,10,741,,,,14.0,80.0,,14.0,,западный,0.0,,,,3.0,,,
1597644000,"Понедельник, 17 августа
06:00 (UTC)",,,0,,,,,,,10,741,,,,20.2,57.3,,14.0,,западный,1.0,,,,4.0,,,
1597654800,"Понедельник, 17 августа
09:00 (UTC)",,11.0,,,,,,,,10,741,,,,25.9,34.3,,,,северо-западный,5.0,,,,6.0,,,
1597665600,"Понедельник, 17 августа
12:00 (UTC)",,10.0,,,,,,,,10,740,,,,27.5,36.2,,,,северо-западный,5.0,,,,5.0,,,
1597676400,"Понедельник, 17 августа
15:00 (UTC)",,10.0,0,,,,,,,10,740,,,,27.1,40.4,,,,северо-западный,2.0,,,,5.0,,,
1597687200,"Понедельник, 17 августа
18:00 (UTC)",,,0,,,,,,,10,740,,,,23.1,50.3,,,,западный,0.0,,,28.3,3.0,,,
1597698000,"Понедельник, 17 августа
21:00 (UTC)",,,,,,,,,,10,740,,,,20.1,60.8,,,,западный,0.0,,,,3.0,,,
1597708800,"Вторник, 18 августа
00:00 (UTC)",,,,,,,,,,10,740,,,,18.5,66.7,,,,западный,0.0,,,,4.0,,,
1597719600,"Вторник, 18 августа
03:00 (UTC)",,,0,,,0,,,,10,739,,,,17.0,71.0,,16.1,,западный,1.0,,,,2.0,,,
1597730400,"Вторник, 18 августа
06:00 (UTC)",,,0,,,,,,,10,739,,,,21.6,51.9,,16.1,,западный,2.0,,,,1.0,,,
1597741200,"Вторник, 18 августа
09:00 (UTC)",,,,,,,,,,10,739,,,,27.8,28.3,,,,западный,6.0,,,,5.0,,,
1597752000,"Вторник, 18 августа
12:00 (UTC)",,,,,,,,,,10,739,,,,27.4,29.4,,,,западный,7.0,,,,4.0,,,
1597762800,"Вторник, 18 августа
15:00 (UTC)",,,0,,,,,,,10,738,,,,28.4,26.1,,,,северо-западный,5.0,,,,4.0,,,
1597773600,"Вторник, 18 августа
18:00 (UTC)",,,0,,,,,,,10,738,,,,24.2,46.7,,,,северный,2.0,,,29.6,1.0,,,
1597784400,"Вторник, 18 августа
21:00 (UTC)",,,,,,,,,,10,738,,,,20.3,65.0,,,,северо-восточный,0.0,,,,1.0,,,
1597795200,"Среда, 19 августа
00:00 (UTC)",,,,,,,,,,10,738,,,,18.3,72.6,,,,южный,0.0,,,,2.0,,,
1597806000,"Среда, 19 августа
03:00 (UTC)",,,0,,,0,,,,10,737,,,,17.8,73.5,,15.4,,южный,2.0,,,,1.0,,,
1597816800,"Среда, 19 августа
06:00 (UTC)",,,0,,,,,,,10,738,,,,24.5,44.7,,15.4,,западный,1.0,,,,1.0,,,
1597827600,"Среда, 19 августа
09:00 (UTC)",,,,,,,,,,10,737,,,,29.7,31.9,,,,,4.0,,,,,,,
1597838400,"Среда, 19 августа
12:00 (UTC)",,,,,,,,,,10,737,,,,30.9,24.7,,,,юго-западный,4.0,,,,4.0,,,
1597849200,"Среда, 19 августа
15:00 (UTC)",,,0,,,,,,,10,736,,,,30.1,25.8,,,,западный,2.0,,,,1.0,,,
1597860000,"Среда, 19 августа
18:00 (UTC)",,,0,,,,,,,10,737,,,,23.0,44.6,,,,восточный,2.0,,,31.4,3.0,,,
1597870800,"Среда, 19 августа
21:00 (UTC)",,,,,,,,,,10,737,,,,20.7,53.4,,,,восточный,2.0,,,,4.0,,,
1597881600,"Четверг, 20 августа
00:00 (UTC)",,,,,,,,,,10,737,,,,17.7,61.4,,,,восточный,2.0,,,,3.0,,,
