timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Туман (видимость менее 1 км),Ливневой дождь со снегом слабый,Ливневый дождь со снегом,Ливневый дождь,Количество облаков уменьшилось,Дождь (незамерзающий) умеренный непрерывный,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,Поземные туманы сплошным слоем (высота меньше 2 м от поверхности земли),"Минимальная температура, °C",Град,Направление ветра,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),Ливневой снег умеренный или сильный,Зарница,"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,"Высота снежного покрова, см",Количество облаков увеличилось,"Осадки за 24 часа, мм",Дымка (видимость больше 1 км),Ливневой дождь слабый,Туман без изменений (небо не видно),Снежная крупа (возможно с дождем) слабая,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,Туман начался (усилился). Небо не видно,"Температура воздуха, °C","Гроза, дождь слабый",Количество облаков не изменилось,"Поземные туманы клочками, полосами(высота меньше 2 м от поверхности земли)",Балл общей облачности,Ливневой снег слабый
1600938000,"Четверг, 24 сентября
09:00 (UTC)",,,,,,,,,,,48.1,,,,,южный,,,1,,,,,,,,,,,,,20.0,741,,,18.9,,,,2.0,
1600941600,"Четверг, 24 сентября
10:00 (UTC)",,,,,,,,,,,37.8,,,,,юго-восточный,,,2,,,,,,,,,,,,,,741,,,20.6,,,,,
1600945200,"Четверг, 24 сентября
11:00 (UTC)",,,,,,,,,,,34.6,,,,,юго-восточный,,,2,,,,,,,,,,,,,,741,,,21.1,,,,,
1600948800,"Четверг, 24 сентября
12:00 (UTC)",,,,,,,,,,,34.0,,,,,юго-восточный,,,2,,,,,,,,,,,,,20.0,741,,,21.4,,,,1.0,
1600952400,"Четверг, 24 сентября
13:00 (UTC)",,,,,,,,,,,34.1,,,,,юго-восточный,,,2,,,,,,,,,,,,,,741,,,21.1,,,,,
1600956000,"Четверг, 24 сентября
14:00 (UTC)",,,,,,,,,,,39.1,,,,,юго-восточный,,,2,,,,,,,,,,,,,,741,,,19.9,,,,,
1600959600,"Четверг, 24 сентября
15:00 (UTC)",,,,,,,,,,,62.7,,,,,юго-восточный,,,1,,,,0,,,,,,,,,20.0,741,,,16.0,,,,2.0,
1600963200,"Четверг, 24 сентября
16:00 (UTC)",,,,,,,,,,,69.3,,,,,юго-восточный,,,1,,,,,,,,,,,,,,741,,,13.4,,,,,
1600966800,"Четверг, 24 сентября
17:00 (UTC)",,,,,,,,,,,76.9,,,,,юго-восточный,,,1,,,,,,,,,,,,,,741,,,11.2,,,,,
1600970400,"Четверг, 24 сентября
18:00 (UTC)",,,,,,,,,,,70.4,,,,,юго-восточный,,21.4,1,,,,0,,,,,,,,,10.0,741,,,11.4,,,,4.0,
1600974000,"Четверг, 24 сентября
19:00 (UTC)",,,,,,,,,,,86.6,,,,,восточный,,,1,,,,,,,,,,,,,,741,,,8.5,,,,,
1600977600,"Четверг, 24 сентября
20:00 (UTC)",,,,,,,,,,,89.0,,,,,восточный,,,1,,,,,,,,,,,,,,741,,,8.3,,,,,
1600981200,"Четверг, 24 сентября
21:00 (UTC)",,,,,,,,,,,91.5,,,,,восточный,,,1,,,,,,,,,,,,,10.0,741,,,7.5,,,,6.0,
1600984800,"Четверг, 24 сентября
22:00 (UTC)",,,,,,,,,,,89.6,,,,,восточный,,,1,,,,,,,,,,,,,,741,,,8.0,,,,,
1600988400,"Четверг, 24 сентября
23:00 (UTC)",,,,,,,,,,,87.8,,,,,восточный,,,1,,,,,,,,,,,,,,741,,,7.8,,,,,
1600992000,"Пятница, 25 сентября
00:00 (UTC)",,,,,,,,,,,89.0,,,,,восточный,,,1,,,,,,,,,,,,,10.0,741,,,7.7,,,,4.0,
1600995600,"Пятница, 25 сентября
01:00 (UTC)",,,,,,,,,,,92.7,,,,,восточный,,,1,,,,,,,,,,,,,,741,,,7.0,,,,,
1600999200,"Пятница, 25 сентября
02:00 (UTC)",,,,,,,,,,,92.7,,,,,восточный,,,1,,,,,,,,,,,,,,740,,,6.9,,,,,
1601002800,"Пятница, 25 сентября
03:00 (UTC)",,,,,,,,,,,92.7,,,6.6,,восточный,,,1,,,,0,,,,0,True,,,,4.0,740,,,6.8,,,,7.0,
1601006400,"Пятница, 25 сентября
04:00 (UTC)",,,,,,,,,,,89.6,,,,,восточный,,,1,,,,,,,,,,,,,,740,,,7.2,,,,,
1601010000,"Пятница, 25 сентября
05:00 (UTC)",,,,,,,,,,,87.8,,,,,восточный,,,1,,,,,,,,,,,,,,740,,,8.1,,,,,
1601013600,"Пятница, 25 сентября
06:00 (UTC)",,,,,,,,,,,78.9,,,6.6,,восточный,,,2,,,,0,,,,,,,,,10.0,740,,,10.5,,,,7.0,
1601017200,"Пятница, 25 сентября
07:00 (UTC)",,,,,,,,,,,71.7,,,,,восточный,,,2,,,,,,,,,,,,,,740,,,13.2,,,,,
1601020800,"Пятница, 25 сентября
08:00 (UTC)",,,,,,,,,,,62.4,,,,,восточный,,,2,,,,,,,,,,,,,,740,,,16.5,,,,,
1601024400,"Пятница, 25 сентября
09:00 (UTC)",,,,,,,,,,,55.7,,,,,восточный,,,2,,,,,,,,,,,,,10.0,740,,,18.4,,,,7.0,
1601028000,"Пятница, 25 сентября
10:00 (UTC)",,,,,,,,,,,46.8,,,,,восточный,,,2,,,,,,,,,,,,,,739,,,21.1,,,,,
1601031600,"Пятница, 25 сентября
11:00 (UTC)",,,,,,,,,,,,,,,,восточный,,,4,,,,,,,,,,,,,,739,,,,,,,,
1601035200,"Пятница, 25 сентября
12:00 (UTC)",,,,,,,,,,,45.5,,,,,юго-восточный,,,3,,,,,,,,,,,,,10.0,739,,,21.8,,,,7.0,
1601038800,"Пятница, 25 сентября
13:00 (UTC)",,,,,,,,,,,50.0,,,,,юго-восточный,,,2,,,,,,,,,,,,,,739,,,20.8,,,,,
1601042400,"Пятница, 25 сентября
14:00 (UTC)",,,,,,,,,,,56.0,,,,,юго-восточный,,,1,,,,,,,,,,,,,,739,,,19.5,,,,,
1601046000,"Пятница, 25 сентября
15:00 (UTC)",,,,,,,,,,,63.2,,,,,юго-восточный,,,1,,,,0,,,,,,,,,10.0,739,,,18.2,,,,10.0,
1601049600,"Пятница, 25 сентября
16:00 (UTC)",,,,,,,,,,,66.6,,,,,юго-восточный,,,2,,,,,,,,,,,,,,739,,,17.7,,,,,
1601053200,"Пятница, 25 сентября
17:00 (UTC)",,,,,,,,,,,64.0,,,,,юго-восточный,,,2,,,,,,,,,,,,,,739,,,17.7,,,,,
1601056800,"Пятница, 25 сентября
18:00 (UTC)",,,,,,,,,,,67.3,,,,,восточный,,22.2,2,,,,0,,,,,,,,,10.0,739,,,17.0,,,,9.0,
1601060400,"Пятница, 25 сентября
19:00 (UTC)",,,,,,,,,,,66.9,,,,,юго-восточный,,,2,,,,,,,,,,,,,,739,,,17.0,,,,,
1601064000,"Пятница, 25 сентября
20:00 (UTC)",,,,,,,,,,,64.7,,,,,юго-восточный,,,2,,,,,,,,,,,,,,739,,,17.2,,,,,
1601067600,"Пятница, 25 сентября
21:00 (UTC)",,,,,,,,,,,67.1,,,,,восточный,,,2,,,,,,,,,,,,,10.0,739,,,16.2,,,,9.0,
1601071200,"Пятница, 25 сентября
22:00 (UTC)",,,,,,,,,,,76.3,,,,,восточный,,,2,,,,,,,,,,,,,,739,,,14.1,,,,,
1601074800,"Пятница, 25 сентября
23:00 (UTC)",,,,,,,,,,,78.2,,,,,восточный,,,2,,,,,,,,,,,,,,739,,,13.1,,,,,
1601078400,"Суббота, 26 сентября
00:00 (UTC)",,,,,,,,,,,81.3,,,,,восточный,,,3,,,,,,,,,,,,,10.0,739,,,12.2,,,,0.0,
1601082000,"Суббота, 26 сентября
01:00 (UTC)",,,,,,,,,,,82.4,,,,,восточный,,,2,,,,,,,,,,,,,,739,,,11.5,,,,,
1601085600,"Суббота, 26 сентября
02:00 (UTC)",,,,,,,,,,,82.8,,,,,восточный,,,2,,,,,,,,,,,,,,739,,,10.9,,,,,
1601089200,"Суббота, 26 сентября
03:00 (UTC)",,,,,,,,,,,81.7,,,10.7,,восточный,,,3,,,,0,,,,0,,,,,10.0,739,,,10.7,,,,0.0,
1601092800,"Суббота, 26 сентября
04:00 (UTC)",,,,,,,,,,,81.1,,,,,восточный,,,3,,,,,,,,,,,,,,739,,,10.3,,,,,
1601096400,"Суббота, 26 сентября
05:00 (UTC)",,,,,,,,,,,80.0,,,,,восточный,,,3,,,,,,,,,,,,,,739,,,10.4,,,,,
1601100000,"Суббота, 26 сентября
06:00 (UTC)",,,,,,,,,,,73.0,,,10.3,,восточный,,,3,,,,0,,,,,,,,,10.0,740,,,12.2,,,,4.0,
1601103600,"Суббота, 26 сентября
07:00 (UTC)",,,,,,,,,,,65.5,,,,,восточный,,,4,,,,,,,,,,,,,,740,,,15.0,,,,,
1601107200,"Суббота, 26 сентября
08:00 (UTC)",,,,,,,,,,,52.9,,,,,восточный,,,3,,,,,,,,,,,,,,740,,,18.6,,,,,
1601110800,"Суббота, 26 сентября
09:00 (UTC)",,,,,,,,,,,47.2,,,,,юго-восточный,,,4,,,,,,,,,,,,,10.0,740,,,20.3,,,,0.0,
1601114400,"Суббота, 26 сентября
10:00 (UTC)",,,,,,,,,,,43.2,,,,,юго-восточный,,,4,,,,,,,,,,,,,,740,,,21.3,,,,,
1601118000,"Суббота, 26 сентября
11:00 (UTC)",,,,,,,,,,,42.2,,,,,юго-восточный,,,4,,,,,,,,,,,,,,740,,,21.8,,,,,
1601121600,"Суббота, 26 сентября
12:00 (UTC)",,,,,,,,,,,39.4,,,,,юго-восточный,,,4,,,,,,,,,,,,,10.0,740,,,21.7,,,,2.0,
1601125200,"Суббота, 26 сентября
13:00 (UTC)",,,,,,,,,,,40.2,,,,,восточный,,,4,,,,,,,,,,,,,,740,,,21.6,,,,,
1601128800,"Суббота, 26 сентября
14:00 (UTC)",,,,,,,,,,,44.9,,,,,восточный,,,3,,,,,,,,,,,,,,739,,,20.8,,,,,
1601132400,"Суббота, 26 сентября
15:00 (UTC)",,,,,,,,,,,52.2,,,,,восточный,,,4,,,,0,,,,,,,,,10.0,739,,,19.0,,,,2.0,
1601136000,"Суббота, 26 сентября
16:00 (UTC)",,,,,,,,,,,60.5,,,,,восточный,,,3,,,,,,,,,,,,,,740,,,17.0,,,,,
1601139600,"Суббота, 26 сентября
17:00 (UTC)",,,,,,,,,,,62.8,,,,,восточный,,,4,,,,,,,,,,,,,,740,,,16.4,,,,,
1601143200,"Суббота, 26 сентября
18:00 (UTC)",,,,,,,,,,,64.5,,,,,восточный,,22.1,4,,,,0,,,,,,,,,10.0,740,,,16.1,,,,5.0,
1601146800,"Суббота, 26 сентября
19:00 (UTC)",,,,,,,,,,,63.1,,,,,восточный,,,4,,,,,,,,,,,,,,740,,,15.9,,,,,
1601150400,"Суббота, 26 сентября
20:00 (UTC)",,,,,,,,,,,63.1,,,,,восточный,,,4,,,,,,,,,,,,,,740,,,15.6,,,,,
1601154000,"Суббота, 26 сентября
21:00 (UTC)",,,,,,,,,,,64.6,,,,,восточный,,,3,,,,,,,,,,,,,10.0,740,,,14.9,,,,9.0,
1601157600,"Суббота, 26 сентября
22:00 (UTC)",,,,,,,,,,,67.1,,,,,восточный,,,3,,,,,,,,,,,,,,740,,,13.9,,,,,
1601161200,"Суббота, 26 сентября
23:00 (UTC)",,,,,,,,,,,67.9,,,,,восточный,,,3,,,,,,,,,,,,,,740,,,13.4,,,,,
1601164800,"Воскресенье, 27 сентября
00:00 (UTC)",,,,,,,,,,,68.3,,,,,восточный,,,3,,,,,,,,,,,,,10.0,741,,,13.0,,,,9.0,
1601168400,"Воскресенье, 27 сентября
01:00 (UTC)",,,,,,,,,,,69.2,,,,,восточный,,,4,,,,,,,,,,,,,,741,,,12.9,,,,,
1601172000,"Воскресенье, 27 сентября
02:00 (UTC)",,,,,,,,,,,70.2,,,,,восточный,,,3,,,,,,,,,,,,,,741,,,12.8,,,,,
1601175600,"Воскресенье, 27 сентября
03:00 (UTC)",,,,,,,,,,,72.4,,,12.0,,восточный,,,3,,,,0,,,,0,,,,,10.0,741,,,12.0,,,,9.0,
1601179200,"Воскресенье, 27 сентября
04:00 (UTC)",,,,,,,,,,,74.3,,,,,восточный,,,4,,,,,,,,,,,,,,741,,,11.3,,,,,
1601182800,"Воскресенье, 27 сентября
05:00 (UTC)",,,,,,,,,,,71.9,,,,,восточный,,,3,,,,,,,,,,,,,,741,,,11.6,,,,,
1601186400,"Воскресенье, 27 сентября
06:00 (UTC)",,,,,,,,,,,64.7,,,11.3,,восточный,,,4,,,,0,,,,,,,,,10.0,742,,,13.1,,,,0.0,
1601190000,"Воскресенье, 27 сентября
07:00 (UTC)",,,,,,,,,,,57.2,,,,,восточный,,,4,,,,,,,,,,,,,,742,,,15.0,,,,,
1601193600,"Воскресенье, 27 сентября
08:00 (UTC)",,,,,,,,,,,51.3,,,,,восточный,,,4,,,,,,,,,,,,,,742,,,16.6,,,,,
1601197200,"Воскресенье, 27 сентября
09:00 (UTC)",,,,,,,,,,,49.3,,,,,восточный,,,4,,,,,,,,,,,,,10.0,742,,,18.2,,,,0.0,
1601200800,"Воскресенье, 27 сентября
10:00 (UTC)",,,,,,,,,,,44.9,,,,,восточный,,,6,,,,,,,,,,,,,,741,,,19.7,,,,,
1601204400,"Воскресенье, 27 сентября
11:00 (UTC)",,13.0,,,,,,,,,41.8,,,,,восточный,,,6,,,,,,,,,,,,,,741,,,20.5,,,,,
1601208000,"Воскресенье, 27 сентября
12:00 (UTC)",,13.0,,,,,,,,,42.4,,,,,восточный,,,5,,,,,,,,,,,,,10.0,741,,,19.6,,,,7.0,
1601211600,"Воскресенье, 27 сентября
13:00 (UTC)",,13.0,,,,,,,,,44.0,,,,,восточный,,,5,,,,,,,,,,,,,,742,,,20.0,,,,,
1601215200,"Воскресенье, 27 сентября
14:00 (UTC)",,13.0,,,,,,,,,48.3,,,,,восточный,,,5,,,,,,,,,,,,,,742,,,18.4,,,,,
1601218800,"Воскресенье, 27 сентября
15:00 (UTC)",,10.0,,,,,,,,,49.7,,,,,восточный,,,5,,,,0,,,,,,,,,10.0,742,,,17.2,,,,9.0,
1601222400,"Воскресенье, 27 сентября
16:00 (UTC)",,13.0,,,,,,,,,54.3,,,,,восточный,,,4,,,,,,,,,,,,,,742,,,15.9,,,,,
1601226000,"Воскресенье, 27 сентября
17:00 (UTC)",,,,,,,,,,,76.1,,,,,восточный,,,3,,,,,,,,,,,,,,743,,,12.9,,,,,
1601229600,"Воскресенье, 27 сентября
18:00 (UTC)",,,,,,,,,,,71.6,,,,,восточный,,20.6,4,,,,0.3,,,,,,,,,10.0,742,,,12.9,,True,,10.0,
1601233200,"Воскресенье, 27 сентября
19:00 (UTC)",,,,,,,,,,,71.1,,,,,восточный,,,4,,,,,,,,,,,,,,743,,,12.8,,,,,
1601236800,"Воскресенье, 27 сентября
20:00 (UTC)",,,,,,,,,,,80.7,,,,,восточный,,,3,,,,,,,,,,,,,,743,,,11.7,,,,,
1601240400,"Воскресенье, 27 сентября
21:00 (UTC)",,,True,,,,,,,,79.1,,,,,восточный,,,3,,,,,,,,,,,,,4.0,742,,,11.7,,,,10.0,
1601244000,"Воскресенье, 27 сентября
22:00 (UTC)",,,,,,,,,,,80.1,,,,,восточный,,,3,,,,,,,,,,,,,,742,,,11.4,,,,,
1601247600,"Воскресенье, 27 сентября
23:00 (UTC)",,,,,,,,,,,86.3,,,,,восточный,,,3,,,,,,,,,,,,,,742,,,10.7,,,,,
1601251200,"Понедельник, 28 сентября
00:00 (UTC)",,,True,,,,,,,,82.8,,,,,восточный,,,3,,,,,,,,,,,,,4.0,742,,,10.9,,,,10.0,
1601254800,"Понедельник, 28 сентября
01:00 (UTC)",,,,,,,,,,,89.8,,,,,восточный,,,2,,,,,,,,,,,,,,742,,,10.1,,,,,
1601258400,"Понедельник, 28 сентября
02:00 (UTC)",,,,,,,,,,,94.1,,,,,восточный,,,4,,,,,,,,,,,,,,742,,,9.8,,,,,
1601262000,"Понедельник, 28 сентября
03:00 (UTC)",,,True,,,,,,,,94.8,,,9.8,,восточный,,,3,,,,,,,,0.3,,,,,4.0,741,,,10.4,,,,10.0,
1601265600,"Понедельник, 28 сентября
04:00 (UTC)",,,,,,,,,,,94.2,,,,,юго-восточный,,,3,,,,,,,,,,,,,,742,,,10.7,,,,,
1601269200,"Понедельник, 28 сентября
05:00 (UTC)",,,,,,,,,,,94.2,,,,,юго-восточный,,,3,,,,,,,,,,,,,,742,,,10.6,,,,,
1601272800,"Понедельник, 28 сентября
06:00 (UTC)",,,True,,,,,,,,94.8,,,9.8,,восточный,,,3,,,,9,,,,,,,,,4.0,742,,,10.6,,,,10.0,
1601276400,"Понедельник, 28 сентября
07:00 (UTC)",,,,,,,,,,,94.8,,,,,юго-восточный,,,3,,,,,,,,,,,,,,742,,,10.7,,,,,
1601280000,"Понедельник, 28 сентября
08:00 (UTC)",,,,,,,,,,,94.8,,,,,юго-восточный,,,2,,,,,,,,,,,,,,743,,,11.2,,,,,
1601283600,"Понедельник, 28 сентября
09:00 (UTC)",,,,,,,,,,,94.8,True,,,,юго-восточный,,,2,,,,,,,,,,,,,1.0,743,,,11.3,,,,10.0,
1601287200,"Понедельник, 28 сентября
10:00 (UTC)",,,,,,,,,,,94.8,,,,,юго-восточный,,,2,,,,,,,,,,,,,,743,,,11.9,,,,,
1601290800,"Понедельник, 28 сентября
11:00 (UTC)",,,,,,,,,,,94.2,,,,,южный,,,1,,,,,,,,,,,,,,744,,,12.2,,,,,
1601294400,"Понедельник, 28 сентября
12:00 (UTC)",,,,,,,,,,,91.2,,,,,южный,,,1,True,,,,,,,,,,,,4.0,744,,,12.7,,,,10.0,
1601298000,"Понедельник, 28 сентября
13:00 (UTC)",,,,,,,,,,,84.7,,,,,южный,,,2,,,,,,,,,,,,,,744,,,12.6,,,,,
1601301600,"Понедельник, 28 сентября
14:00 (UTC)",,,,,,,,,,,89.9,,,,,южный,,,2,,,,,,,,,,,,,,744,,,11.6,,,,,
1601305200,"Понедельник, 28 сентября
15:00 (UTC)",,,,,,,,,,,91.1,,,,,южный,,,1,True,,,2,,,,,,,,,4.0,745,,,11.1,,,,10.0,
1601308800,"Понедельник, 28 сентября
16:00 (UTC)",,,,,,,,,,,92.9,,,,,южный,,,2,,,,,,,,,,,,,,745,,,10.7,,,,,
1601312400,"Понедельник, 28 сентября
17:00 (UTC)",,,,,,,,,,,93.5,,,,,южный,,,1,,,,,,,,,,,,,,745,,,10.3,,,,,
1601316000,"Понедельник, 28 сентября
18:00 (UTC)",,,True,,,,,,,,94.1,,,,,,,13.4,0,,,,0.9,,,,,,,,,4.0,746,,,10.0,,,,10.0,
1601319600,"Понедельник, 28 сентября
19:00 (UTC)",,,,,,,,,,,94.1,,,,,юго-восточный,,,1,,,,,,,,,,,,,,746,,,9.9,,,,,
1601323200,"Понедельник, 28 сентября
20:00 (UTC)",,,,,,,,,,,94.8,,,,,юго-восточный,,,1,,,,,,,,,,,,,,746,,,10.1,,,,,
1601326800,"Понедельник, 28 сентября
21:00 (UTC)",,,,,,,,,,,94.8,,,,,юго-восточный,,,1,,,,,,,,,True,,,,4.0,746,,,9.7,,,,7.0,
1601330400,"Понедельник, 28 сентября
22:00 (UTC)",,,,,,,,,,,96.0,,,,,,,,0,,,,,,,,,,,,,,746,,,8.0,,,,,
1601334000,"Понедельник, 28 сентября
23:00 (UTC)",,,,,,,,,,,96.6,,,,,,,,0,,,,,,,,,,,,,,746,,,7.2,,,,,
1601337600,"Вторник, 29 сентября
00:00 (UTC)",,,,,,,,,,,96.6,,,,,,,,0,,,,,,,,,True,,,,4.0,746,,,6.6,,,,0.0,
1601341200,"Вторник, 29 сентября
01:00 (UTC)",,,,,,,,,,,97.3,,,,,,,,0,,,,,,,,,,,,,,746,,,6.2,,,,,
1601344800,"Вторник, 29 сентября
02:00 (UTC)",,,,,,,,,,,97.3,,,,,восточный,,,1,,,,,,,,,,,,,,746,,,5.4,,,,,
1601348400,"Вторник, 29 сентября
03:00 (UTC)",,,,,,,,,,,97.9,,,5.3,,восточный,,,1,,,,0.6,True,,,10,,,,,0.0,746,,,5.5,,,,0.0,
1601352000,"Вторник, 29 сентября
04:00 (UTC)",,,,,,,,,,,97.2,,,,,,,,0,,,,,,,,,,,,,,746,,,4.6,,,,,
1601355600,"Вторник, 29 сентября
05:00 (UTC)",,,,,,,,,,,97.3,,,,,,,,0,,,,,,,,,,,,,,745,,,5.9,,,,,
1601359200,"Вторник, 29 сентября
06:00 (UTC)",,,,,,,,,,,96.0,,,4.6,,восточный,,,2,,,,0.3,,,,,True,,,,2.0,745,,,8.7,,,,7.0,
1601362800,"Вторник, 29 сентября
07:00 (UTC)",,,,,,,,,,,91.6,,,,,восточный,,,3,,,,,,,,,,,,,,745,,,9.8,,,,,
1601366400,"Вторник, 29 сентября
08:00 (UTC)",,,,,,,,,,,78.8,,,,,восточный,,,3,,,,,,,,,,,,,,745,,,13.1,,,,,
1601370000,"Вторник, 29 сентября
09:00 (UTC)",,,,,,,,,,,74.8,,,,,восточный,,,2,,,,,,,,,,,,,10.0,745,,,13.8,,,,7.0,
1601373600,"Вторник, 29 сентября
10:00 (UTC)",,,,,,,,,,,70.3,,,,,восточный,,,2,,,,,,,,,,,,,,745,,,16.2,,,,,
1601377200,"Вторник, 29 сентября
11:00 (UTC)",,,,,,,,,,,73.2,,,,,восточный,,,2,,,,,,,,,,,,,,744,,,16.2,,,,,
1601380800,"Вторник, 29 сентября
12:00 (UTC)",,,,,,,,,,,75.6,,,,,восточный,,,3,,,,,,,,,,,,,10.0,743,,,16.1,,,,7.0,
1601384400,"Вторник, 29 сентября
13:00 (UTC)",,,,,,,,,,,79.0,,,,,восточный,,,4,,,,,,,,,,,,,,743,,,14.8,,,,,
1601388000,"Вторник, 29 сентября
14:00 (UTC)",,,,,,,,,,,79.4,,,,,восточный,,,3,,,,,,,,,,,,,,743,,,14.1,,,,,
1601391600,"Вторник, 29 сентября
15:00 (UTC)",,,,,,,,,,,83.7,,,,,восточный,,,3,,,,0,,,,,,,,,10.0,743,,,13.2,,,,7.0,
1601395200,"Вторник, 29 сентября
16:00 (UTC)",,,,,,,,,,,85.9,,,,,восточный,,,3,,,,,,,,,,,,,,743,,,13.0,,,,,
1601398800,"Вторник, 29 сентября
17:00 (UTC)",,,,,,,,,,,85.3,,,,,восточный,,,3,,,,,,,,,,,,,,743,,,12.9,,,,,
1601402400,"Вторник, 29 сентября
18:00 (UTC)",,,,,,,,,,,85.3,,,,,восточный,,16.7,3,,,,0,,,,,,,,,10.0,743,,,12.5,,,,7.0,
1601406000,"Вторник, 29 сентября
19:00 (UTC)",,,,,,,,,,,84.1,,,,,восточный,,,3,,,,,,,,,,,,,,743,,,11.9,,,,,
1601409600,"Вторник, 29 сентября
20:00 (UTC)",,,,,,,,,,,81.8,,,,,восточный,,,3,,,,,,,,,,,,,,743,,,11.6,,,,,
1601413200,"Вторник, 29 сентября
21:00 (UTC)",,,,,,,,,,,81.2,,,,,восточный,,,3,,,,,,,,,,,,,10.0,743,,,11.2,,,,7.0,
1601416800,"Вторник, 29 сентября
22:00 (UTC)",,,,,,,,,,,81.1,,,,,восточный,,,3,,,,,,,,,,,,,,742,,,10.5,,,,,
1601420400,"Вторник, 29 сентября
23:00 (UTC)",,,,,,,,,,,76.8,,,,,восточный,,,3,,,,,,,,,,,,,,742,,,10.9,,,,,
1601424000,"Среда, 30 сентября
00:00 (UTC)",,,,,,,,,,,77.3,,,,,восточный,,,3,,,,,,,,,,,,,10.0,742,,,10.3,,,,4.0,
1601427600,"Среда, 30 сентября
01:00 (UTC)",,,,,,,,,,,78.3,,,,,восточный,,,3,,,,,,,,,,,,,,742,,,10.0,,,,,
1601431200,"Среда, 30 сентября
02:00 (UTC)",,,,,,,,,,,78.2,,,,,восточный,,,3,,,,,,,,,,,,,,742,,,9.4,,,,,
1601434800,"Среда, 30 сентября
03:00 (UTC)",,,,,,,,,,,78.7,,,9.0,,восточный,,,3,,,,0,,,,0.3,,,,,10.0,742,,,9.0,,,,5.0,
1601438400,"Среда, 30 сентября
04:00 (UTC)",,,,,,,,,,,78.1,,,,,восточный,,,3,,,,,,,,,,,,,,742,,,8.7,,,,,
1601442000,"Среда, 30 сентября
05:00 (UTC)",,,,,,,,,,,77.5,,,,,восточный,,,3,,,,,,,,,,,,,,742,,,8.6,,,,,
1601445600,"Среда, 30 сентября
06:00 (UTC)",,,,,,,,,,,75.0,,,8.5,,восточный,,,3,,,,0,,,,,,,,,10.0,742,,,9.2,,,,10.0,
1601449200,"Среда, 30 сентября
07:00 (UTC)",,,,,,,,,,,73.1,,,,,восточный,,,3,,,,,,,,,,,,,,742,,,9.9,,,,,
1601456400,"Среда, 30 сентября
09:00 (UTC)",,,,,,,,,,,49.8,,,,,восточный,,,5,,,,,,,,,,,,,10.0,741,,,15.0,,,,9.0,
1601460000,"Среда, 30 сентября
10:00 (UTC)",,,,,,,,,,,47.1,,,,,восточный,,,4,,,,,,,,,,,,,,741,,,16.2,,,,,
1601463600,"Среда, 30 сентября
11:00 (UTC)",,,,,,,,,,,40.1,,,,,восточный,,,5,,,,,,,,,,,,,,741,,,17.5,,,,,
1601467200,"Среда, 30 сентября
12:00 (UTC)",,10.0,,,,,,,,,40.1,,,,,восточный,,,5,,,,,,,,,,,,,10.0,741,,,17.3,,,,9.0,
1601470800,"Среда, 30 сентября
13:00 (UTC)",,,,,,,,,,,40.6,,,,,восточный,,,5,,,,,,,,,,,,,,741,,,17.2,,,,,
1601474400,"Среда, 30 сентября
14:00 (UTC)",,,,,,,,,,,42.8,,,,,восточный,,,4,,,,,,,,,,,,,,741,,,16.7,,,,,
1601478000,"Среда, 30 сентября
15:00 (UTC)",,,,,,,,,,,45.4,,,,,восточный,,,3,,,,0,,,,,,,,,10.0,741,,,15.0,,,,9.0,
1601481600,"Среда, 30 сентября
16:00 (UTC)",,,,,,,,,,,51.8,,,,,восточный,,,3,,,,,,,,,,,,,,742,,,13.3,,,,,
1601485200,"Среда, 30 сентября
17:00 (UTC)",,,,,,,,,,,53.1,,,,,восточный,,,4,,,,,,,,,,,,,,742,,,12.6,,,,,
1601488800,"Среда, 30 сентября
18:00 (UTC)",,,,,,,,,,,55.2,,,,,восточный,,17.6,4,,,,0,,,,,,,,,10.0,742,,,11.9,,,,9.0,
1601492400,"Среда, 30 сентября
19:00 (UTC)",,,,,,,,,,,58.6,,,,,восточный,,,3,,,,,,,,,,,,,,742,,,11.0,,,,,
1601496000,"Среда, 30 сентября
20:00 (UTC)",,,,,,,,,,,59.4,,,,,восточный,,,4,,,,,,,,,,,,,,742,,,10.8,,,,,
1601499600,"Среда, 30 сентября
21:00 (UTC)",,,,,,,,,,,61.0,,,,,восточный,,,4,,,,,,,,,,,,,10.0,742,,,10.4,,,,7.0,
1601503200,"Среда, 30 сентября
22:00 (UTC)",,,,,,,,,,,61.3,,,,,восточный,,,4,,,,,,,,,,,,,,742,,,10.1,,,,,
1601506800,"Среда, 30 сентября
23:00 (UTC)",,,,,,,,,,,62.2,,,,,восточный,,,4,,,,,,,,,,,,,,742,,,10.0,,,,,
1601510400,"Четверг, 1 октября
00:00 (UTC)",,,,,,,,,,,61.7,,,,,восточный,,,4,,,,,,,,,,,,,10.0,742,,,10.0,,,,9.0,
1601514000,"Четверг, 1 октября
01:00 (UTC)",,,,,,,,,,,63.0,,,,,восточный,,,4,,,,,,,,,,,,,,742,,,9.7,,,,,
