timestamp,date,Морось (незамерзающая) умеренная непрерывная,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,"Высота снежного покрова, см",Ливневый дождь,"Осадки за 24 часа, мм",Дымка (видимость больше 1 км),Ливневой дождь слабый,Туман без изменений (небо не видно),Туман ослабел (небо не видно),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Туман начался (усилился). Небо не видно,Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %","Минимальная температура, °C",Количество облаков не изменилось,Туман без изменений (небо видно),Направление ветра,Балл общей облачности,Гроза,Ливневой снег слабый,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1601704800,"Суббота, 3 октября
06:00 (UTC)",,,,,,,,,,,,,,50.0,730.0,,,,5.3,,32.7,,,,северный,4.0,,,,1.0
1601715600,"Суббота, 3 октября
09:00 (UTC)",,,,,,,,,,,,,,50.0,730.0,,,,4.8,,32.3,,,,северо-восточный,0.0,,,,1.0
1601726400,"Суббота, 3 октября
12:00 (UTC)",,,,,0,,,,,,,,,,729.0,,,,1.4,,45.1,,,,восточный,0.0,,,6.1,1.0
1601737200,"Суббота, 3 октября
15:00 (UTC)",,,,,,,,,,,,,,,729.0,,,,-1.5,,64.6,,,,восточный,0.0,,,,1.0
1601748000,"Суббота, 3 октября
18:00 (UTC)",,,,,,,,,,,,,,,729.0,,,,-3.3,,69.9,,,,восточный,0.0,,,,2.0
1601758800,"Суббота, 3 октября
21:00 (UTC)",,,,,,,,,,,,,,,729.0,,,,-4.5,,74.7,,,,восточный,0.0,,,,2.0
1601769600,"Воскресенье, 4 октября
00:00 (UTC)",,,,,0,,,,0,,,,,50.0,728.0,,,,-4.1,,72.0,-5.1,,,восточный,2.0,,,,2.0
1601780400,"Воскресенье, 4 октября
03:00 (UTC)",,,,,,,,,,,,,,50.0,728.0,,,,4.1,,60.7,,,,юго-восточный,10.0,,,,2.0
1601791200,"Воскресенье, 4 октября
06:00 (UTC)",,,,,,,,,,,,,,50.0,727.0,,,,8.3,,46.8,,,,восточный,10.0,,,,1.0
1601802000,"Воскресенье, 4 октября
09:00 (UTC)",,,,,,,,,,,,,,50.0,727.0,,,,8.4,,31.1,,,,юго-восточный,2.0,,,,1.0
1601812800,"Воскресенье, 4 октября
12:00 (UTC)",,,,,0,,,,,,,,,,727.0,,,,4.0,,54.7,,,,южный,9.0,,,9.6,1.0
1601823600,"Воскресенье, 4 октября
15:00 (UTC)",,,,,,,,,,,,,,,727.0,,,,2.5,,72.7,,,,юго-восточный,2.0,,,,2.0
1601834400,"Воскресенье, 4 октября
18:00 (UTC)",,,,,,,,,,,,,,,726.0,,,,0.8,,75.1,,,,юго-восточный,0.0,,,,2.0
1601845200,"Воскресенье, 4 октября
21:00 (UTC)",,,,,,,,,,,,,,,726.0,,,,-0.3,,74.4,,,,юго-восточный,0.0,,,,2.0
1601856000,"Понедельник, 5 октября
00:00 (UTC)",,,,,0,,,,0,,,,,50.0,725.0,,,,0.9,,62.7,-1.1,,,юго-восточный,2.0,,,,2.0
1601866800,"Понедельник, 5 октября
03:00 (UTC)",,,,,,,,,,,,,,50.0,725.0,,,,7.1,,53.5,,,,юго-восточный,0.0,,,,4.0
1601877600,"Понедельник, 5 октября
06:00 (UTC)",,,,,,,,,,,,,,50.0,724.0,,,,12.3,,35.1,,,,юго-восточный,0.0,,,,3.0
1601888400,"Понедельник, 5 октября
09:00 (UTC)",,,,,,,,,,,,,,50.0,723.0,,,,11.7,,29.8,,,,юго-восточный,0.0,,,,2.0
1601899200,"Понедельник, 5 октября
12:00 (UTC)",,,,,0,,,,,,,,,,723.0,,,,5.7,,49.7,,,,южный,0.0,,,13.1,2.0
1601910000,"Понедельник, 5 октября
15:00 (UTC)",,,,,,,,,,,,,,,723.0,,,,3.9,,69.3,,,,юго-восточный,0.0,,,,2.0
1601920800,"Понедельник, 5 октября
18:00 (UTC)",,,,,,,,,,,,,,,723.0,,,,-0.1,,70.6,,,,восточный,0.0,,,,1.0
1601931600,"Понедельник, 5 октября
21:00 (UTC)",,,,,,,,,,,,,,,723.0,,,,-1.4,,78.2,,,,восточный,0.0,,,,2.0
1601942400,"Вторник, 6 октября
00:00 (UTC)",,,,,0,,,,0,,,,,50.0,723.0,,,,-1.7,,75.3,-2.1,,,восточный,0.0,,,,1.0
