timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Ливневый дождь,Гроза сильная (возможен дождь или снег),Дождь (незамерзающий) умеренный с перерывами,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,"Минимальная температура, °C",Направление ветра,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),Ливневой снег умеренный или сильный,Зарница,"Осадки за 12 часов, мм","Высота снежного покрова, см","Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),Туман без изменений (небо не видно),Снежная крупа (возможно с дождем) слабая,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.","Гроза, дождь умеренный или сильный",Ливневой дождь умеренный или сильный,"Температура воздуха, °C","Гроза, дождь слабый",Количество облаков не изменилось,Балл общей облачности,Ливневой снег слабый
1596045600,"Среда, 29 июля
18:00 (UTC)",,,,,,,,82.2,,,южный,,,1,,,,,,,,,,,10.0,703,,,19.0,,,7.0,
1596056400,"Среда, 29 июля
21:00 (UTC)",,,,,,,,84.7,,,,,,0,,,,,,,,,,,10.0,703,,,17.5,,,6.0,
1596067200,"Четверг, 30 июля
00:00 (UTC)",,,,,,,,84.1,,,южный,,,1,,,,,,,,,,,20.0,703,,,17.2,,,9.0,
1596078000,"Четверг, 30 июля
03:00 (UTC)",,,,,,,,80.0,,16.6,юго-восточный,,,1,,,,0,,0,,,,,20.0,704,,,18.0,,,10.0,
1596088800,"Четверг, 30 июля
06:00 (UTC)",,,,,,,,59.7,,,юго-восточный,,,1,,,,,,,,,,,20.0,704,,,23.6,,,5.0,
1596099600,"Четверг, 30 июля
09:00 (UTC)",,,,,,,,39.9,,,восточный,,,2,,,,,,,,,,,20.0,703,,,26.3,,,6.0,
1596153600,"Пятница, 31 июля
00:00 (UTC)",,,,,,,,74.8,,,южный,,,1,,,,,,,,,,,10.0,702,,,16.9,,,0.0,
1596164400,"Пятница, 31 июля
03:00 (UTC)",,,,,,,,68.6,,16.8,южный,,,1,,,,0,,0,,,,,20.0,701,,,18.8,,,1.0,
1596175200,"Пятница, 31 июля
06:00 (UTC)",,,,,,,,43.6,,,западный,,,1,,,,,,,,,,,20.0,700,,,25.6,,,2.0,
1596186000,"Пятница, 31 июля
09:00 (UTC)",,,,,,,,35.7,,,северо-западный,,,1,,,,,,,,,,,20.0,700,,,28.3,,,2.0,
1596196800,"Пятница, 31 июля
12:00 (UTC)",,,,,,,,32.4,,,западный,,,2,,,,,,,,,,,20.0,699,,,30.1,,,6.0,
1596207600,"Пятница, 31 июля
15:00 (UTC)",,,,,,,,32.7,,,западный,,30.6,1,,,,0,,,,,,,20.0,698,,,27.4,,,6.0,
1596218400,"Пятница, 31 июля
18:00 (UTC)",,,,,,,,62.0,,,южный,,,1,,,,,,,,,,,10.0,698,,,21.7,,,2.0,
1596229200,"Пятница, 31 июля
21:00 (UTC)",,,,,,,,65.4,,,южный,,,2,,,,,,,,,,,10.0,697,,,20.3,,,6.0,
1596240000,"Суббота, 1 августа
00:00 (UTC)",,,,,,,,66.9,,,южный,,,1,,,,,,,,,,,10.0,697,,,19.1,,,7.0,
1596250800,"Суббота, 1 августа
03:00 (UTC)",,,,,,,,65.5,,17.5,южный,,,2,,,,0,,0,,,,,50.0,696,,,19.0,,,0.0,
1596261600,"Суббота, 1 августа
06:00 (UTC)",,,,,,,,34.9,,,юго-восточный,,,1,,,,,,,,,,,50.0,694,,,27.0,,,1.0,
1596272400,"Суббота, 1 августа
09:00 (UTC)",,,,,,,,32.0,,,северо-западный,,,3,,,,,,,,,,,50.0,694,,,29.5,,,2.0,
1596283200,"Суббота, 1 августа
12:00 (UTC)",,,,,,,,30.7,,,западный,,,2,,,,,,,,,,,20.0,694,,,29.9,,,7.0,
1596294000,"Суббота, 1 августа
15:00 (UTC)",True,,,,,,,56.1,,,западный,,31.8,4,,,,менее 0.1,,,,,,,20.0,695,,,24.2,,,10.0,
1596304800,"Суббота, 1 августа
18:00 (UTC)",,,,,,,,92.2,,,восточный,,,2,,,,,,,True,,,,4.0,696,,,18.9,,,10.0,
1596315600,"Суббота, 1 августа
21:00 (UTC)",,,,,,,,93.2,,,западный,,,1,,,,,,,True,,,,4.0,697,,,16.7,,,10.0,
1596326400,"Воскресенье, 2 августа
00:00 (UTC)",,,,True,,,,93.2,,,восточный,,,1,,,,,,,,,,,4.0,696,,,16.4,,,10.0,
1596337200,"Воскресенье, 2 августа
03:00 (UTC)",,,,,,,,93.2,,16.1,,,,0,,,,58,,58,,,,,10.0,696,,,16.8,,,10.0,
1596348000,"Воскресенье, 2 августа
06:00 (UTC)",,,,,,,,82.2,,,западный,,,1,,,,,,,,,,,10.0,697,,,19.2,,,10.0,
1596358800,"Воскресенье, 2 августа
09:00 (UTC)",,,,,,,,66.7,,,северный,,,1,,,,,,,,,,,10.0,697,,,22.4,,,9.0,
1596369600,"Воскресенье, 2 августа
12:00 (UTC)",,,,,,,,68.0,,,северный,,,2,,,,,,,,,,,10.0,696,,,22.4,,,9.0,
1596380400,"Воскресенье, 2 августа
15:00 (UTC)",,,,,,,,83.8,,,северо-восточный,,23.5,2,,,,0.3,,,True,,,,4.0,697,,,19.3,,,10.0,
1596391200,"Воскресенье, 2 августа
18:00 (UTC)",,,,,,,,90.9,,,северо-западный,,,2,,,,,,,,,,,10.0,698,,,17.7,,True,10.0,
1596402000,"Воскресенье, 2 августа
21:00 (UTC)",,10.0,,,,,,93.1,,,северо-западный,,,1,,,,,,,True,,,,10.0,700,,,14.9,,,10.0,
1596412800,"Понедельник, 3 августа
00:00 (UTC)",,,,,,,,93.1,,,западный,,,2,,,,,,,,,,,10.0,701,,True,13.6,,,10.0,
1596423600,"Понедельник, 3 августа
03:00 (UTC)",,,,,,,,91.9,,13.4,южный,,,1,,,,27,,27,True,,,,10.0,701,,,13.7,,,10.0,
1596434400,"Понедельник, 3 августа
06:00 (UTC)",,,,,,,,78.8,,,южный,,,1,,,,,,,,,,,20.0,701,,,17.0,,True,9.0,
1596445200,"Понедельник, 3 августа
09:00 (UTC)",,,,,,,,45.9,,,северо-западный,,,2,,,,,,,,,,,20.0,701,,,22.2,,,6.0,
1596456000,"Понедельник, 3 августа
12:00 (UTC)",,,,,,,,38.7,,,восточный,,,2,,,,,,,,,,,20.0,701,,,22.9,,,5.0,
1596466800,"Понедельник, 3 августа
15:00 (UTC)",,,,,,,,46.1,,,северо-восточный,,24.3,1,,,,менее 0.1,,,,,,,20.0,701,,,22.0,,,7.0,
1596477600,"Понедельник, 3 августа
18:00 (UTC)",,,,,,,,75.4,,,южный,,,1,,,,,,,,,,,10.0,702,,,17.7,,,6.0,
1596488400,"Понедельник, 3 августа
21:00 (UTC)",,,,,,,,81.8,,,южный,,,1,,,,,,,,,,,10.0,702,,,15.5,,,6.0,
1596499200,"Вторник, 4 августа
00:00 (UTC)",,,,,,,,78.0,,,южный,,,1,,,,,,,,,,,10.0,701,,,14.8,,,0.0,
1596510000,"Вторник, 4 августа
03:00 (UTC)",,,,,,,,69.8,,14.0,южный,,,1,,,,0,,менее 0.1,,,,,50.0,702,,,15.8,,,0.0,
1596520800,"Вторник, 4 августа
06:00 (UTC)",,,,,,,,40.5,,,северный,,,1,,,,,,,,,,,20.0,702,,,22.6,,,2.0,
1596531600,"Вторник, 4 августа
09:00 (UTC)",,,,,,,,36.3,,,южный,,,1,,,,,,,,,,,20.0,701,,,24.3,,,4.0,
1596542400,"Вторник, 4 августа
12:00 (UTC)",,,,,,,,35.4,,,северо-восточный,,,2,,,,,,,,,,,20.0,700,,,24.5,,,7.0,
1596553200,"Вторник, 4 августа
15:00 (UTC)",,,,,,,,35.4,,,северный,,26.8,1,,,,0,,,,,,,20.0,700,,,24.6,,,2.0,
1596564000,"Вторник, 4 августа
18:00 (UTC)",,,,,,,,68.2,,,южный,,,1,,,,,,,,,,,10.0,700,,,19.0,,,7.0,
1596574800,"Вторник, 4 августа
21:00 (UTC)",,,,,,,,71.0,,,южный,,,1,,,,,,,,,,,10.0,700,,,17.1,,,6.0,
1596585600,"Среда, 5 августа
00:00 (UTC)",,,,,,,,68.9,,,юго-восточный,,,2,,,,,,,,,,,10.0,699,,,15.9,,,0.0,
1596596400,"Среда, 5 августа
03:00 (UTC)",,,,,,,,64.1,,15.3,юго-восточный,,,2,,,,0,,0,,,,,20.0,699,,,16.4,,,2.0,
1596607200,"Среда, 5 августа
06:00 (UTC)",,,,,,,,45.0,,,северо-западный,,,2,,,,,,,,,,,50.0,699,,,21.4,,,1.0,
1596618000,"Среда, 5 августа
09:00 (UTC)",,,,,,,,31.1,,,западный,,,2,,,,,,,,,,,50.0,699,,,24.7,,,1.0,
1596628800,"Среда, 5 августа
12:00 (UTC)",,,,,,,,29.4,,,северо-западный,,,3,,,,,,,,,,,50.0,699,,,25.3,,,0.0,
1596639600,"Среда, 5 августа
15:00 (UTC)",,,,,,,,29.7,,,западный,,26.3,2,,,,0,,,,,,,50.0,699,,,24.2,,,2.0,
1596650400,"Среда, 5 августа
18:00 (UTC)",,,,,,,,59.9,,,южный,,,2,,,,,,,,,,,10.0,700,,,17.9,,,2.0,
1596661200,"Среда, 5 августа
21:00 (UTC)",,,,,,,,64.8,,,южный,,,2,,,,,,,,,,,10.0,700,,,15.8,,,0.0,
1596672000,"Четверг, 6 августа
00:00 (UTC)",,,,,,,,57.5,,,юго-восточный,,,2,,,,,,,,,,,10.0,700,,,16.3,,,5.0,
1596682800,"Четверг, 6 августа
03:00 (UTC)",,,,,,,,54.3,,15.3,юго-восточный,,,2,,,,0,,0,,,,,50.0,701,,,17.0,,,7.0,
1596693600,"Четверг, 6 августа
06:00 (UTC)",,,,,,,,50.1,,,южный,,,1,,,,,,,,,,,20.0,701,,,21.4,,True,6.0,
1596704400,"Четверг, 6 августа
09:00 (UTC)",,,,,,,,41.6,,,северный,,,2,,,,,,,,,,,20.0,701,,,25.7,,,2.0,
1596715200,"Четверг, 6 августа
12:00 (UTC)",,,,,,,,34.8,,,северо-западный,,,1,,,,,,,,,,,20.0,701,,,27.5,,,4.0,
1596726000,"Четверг, 6 августа
15:00 (UTC)",,,,,,,,45.9,,,юго-западный,,27.9,1,,,,0.5,,,,,,,20.0,701,,,24.4,,,9.0,
1596736800,"Четверг, 6 августа
18:00 (UTC)",,,,,,,,70.1,,,южный,,,1,,,,,,,,,,,10.0,702,,,19.5,,,7.0,
1596747600,"Четверг, 6 августа
21:00 (UTC)",,,,,,,,68.2,,,южный,,,1,,,,,,,,,,,10.0,702,,,19.0,,,9.0,
1596758400,"Пятница, 7 августа
00:00 (UTC)",,,,,,,,63.8,,,юго-восточный,,,3,,,,,,,,,,,10.0,702,,,18.9,,,0.0,
1596769200,"Пятница, 7 августа
03:00 (UTC)",,,,,,,,62.0,,17.8,юго-восточный,,,3,,,,0,,0.5,,,,,20.0,702,,,18.4,,,0.0,
1596780000,"Пятница, 7 августа
06:00 (UTC)",,,,,,,,40.4,,,юго-западный,,,1,,,,,,,,,,,20.0,703,,,26.1,,,1.0,
1596790800,"Пятница, 7 августа
09:00 (UTC)",,,,,,,,33.4,,,северный,,,2,,,,,,,,,,,50.0,702,,,28.1,,,2.0,
1596801600,"Пятница, 7 августа
12:00 (UTC)",,,,,,,,24.3,,,западный,,,2,,,,,,,,,,,50.0,701,,,30.1,,,2.0,
1596812400,"Пятница, 7 августа
15:00 (UTC)",,,,,,,,25.5,,,западный,,30.6,1,,,,0,,,,,,,20.0,701,,,29.0,,,2.0,
1596823200,"Пятница, 7 августа
18:00 (UTC)",,,,,,,,44.9,,,южный,,,2,,,,,,,,,,,10.0,701,,,22.0,,,0.0,
1596834000,"Пятница, 7 августа
21:00 (UTC)",,,,,,,,40.8,,,юго-восточный,,,3,,,,,,,,,,,10.0,701,,,21.0,,,0.0,
1596844800,"Суббота, 8 августа
00:00 (UTC)",,,,,,,,40.9,,,юго-восточный,,,4,,,,,,,,,,,10.0,700,,,20.2,,,0.0,
1596855600,"Суббота, 8 августа
03:00 (UTC)",,,,,,,,40.0,,19.5,юго-восточный,,,3,,,,0,,0,,,,,20.0,700,,,20.1,,,7.0,
1596866400,"Суббота, 8 августа
06:00 (UTC)",,,,,,,,36.7,,,южный,,,2,,,,,,,,,,,50.0,699,,,26.5,,,2.0,
1596877200,"Суббота, 8 августа
09:00 (UTC)",,,,,,,,23.3,,,северо-восточный,,,2,,,,,,,,,,,20.0,698,,,30.8,,,5.0,
1596888000,"Суббота, 8 августа
12:00 (UTC)",,,,,,,,20.8,,,северо-восточный,,,2,,,,,,,,,,,20.0,697,,,31.5,,,2.0,
1596898800,"Суббота, 8 августа
15:00 (UTC)",,,,,,,,26.6,,,восточный,,32.2,2,,,,0,,,,,,,20.0,697,,,29.8,,,4.0,
1596909600,"Суббота, 8 августа
18:00 (UTC)",,,,,,,,52.1,,,южный,,,1,,,,,,,,,,,10.0,697,,,22.4,,,2.0,
1596920400,"Суббота, 8 августа
21:00 (UTC)",,,,,,,,46.4,,,юго-восточный,,,2,,,,,,,,,,,10.0,696,,,21.7,,,0.0,
1596931200,"Воскресенье, 9 августа
00:00 (UTC)",,,,,,,,47.9,,,южный,,,2,,,,,,,,,,,10.0,696,,,20.4,,,0.0,
1596942000,"Воскресенье, 9 августа
03:00 (UTC)",,,,,,,,55.5,,17.6,южный,,,1,,,,0,,0,,,,,50.0,696,,,19.1,,,0.0,
1596952800,"Воскресенье, 9 августа
06:00 (UTC)",,,,,,,,41.5,,,северо-западный,,,1,,,,,,,,,,,50.0,696,,,25.3,,,1.0,
1596963600,"Воскресенье, 9 августа
09:00 (UTC)",,,,,,,,38.0,,,северо-западный,,,2,,,,,,,,,,,20.0,696,,,27.6,,,2.0,
1596974400,"Воскресенье, 9 августа
12:00 (UTC)",,,,,,,,39.3,,,северо-восточный,,,1,,,,,,,,,,,20.0,696,,,27.9,,,9.0,
1596985200,"Воскресенье, 9 августа
15:00 (UTC)",,,,,,,,85.1,,,южный,,29.4,1,,,,3,,,True,,,,20.0,696,,,21.2,,,7.0,
1596996000,"Воскресенье, 9 августа
18:00 (UTC)",,,,,,,,86.1,,,юго-восточный,,,1,,,,,,,,,,,10.0,698,,,20.5,,True,7.0,
1597006800,"Воскресенье, 9 августа
21:00 (UTC)",,,,,,,,84.9,,,западный,,,1,,,,,,,,,,,10.0,698,,,19.0,,,10.0,
1597017600,"Понедельник, 10 августа
00:00 (UTC)",,,,,,,,88.0,,,юго-западный,,,1,,,,,,,,,,,10.0,697,,,17.3,,,7.0,
1597028400,"Понедельник, 10 августа
03:00 (UTC)",,,,,,,,85.8,,16.1,южный,,,1,,,,менее 0.1,,3,,,,,20.0,698,,,17.2,,,5.0,
1597039200,"Понедельник, 10 августа
06:00 (UTC)",,,,,,,,65.4,,,,,,0,,,,,,,,,,,20.0,698,,,22.3,,,10.0,
1597050000,"Понедельник, 10 августа
09:00 (UTC)",,,,,,,,53.1,,,западный,,,2,,,,,,,,,,,20.0,698,,,25.1,,,9.0,
1597060800,"Понедельник, 10 августа
12:00 (UTC)",,,,,,,,51.0,,,юго-восточный,,,2,,,,,,,,,,,20.0,698,,,25.7,,,10.0,
1597071600,"Понедельник, 10 августа
15:00 (UTC)",,,,,,,,54.4,,,западный,,27.1,1,,,,0,,,,,,,20.0,698,,,24.6,,,7.0,
1597082400,"Понедельник, 10 августа
18:00 (UTC)",,,,,,,True,69.1,,,северо-западный,,,2,,,,,,,,,,,10.0,699,,,21.4,,,10.0,
1597093200,"Понедельник, 10 августа
21:00 (UTC)",,,,True,,,,86.5,,,южный,,,1,,,,,,,,,,,10.0,698,,,18.4,,,10.0,
1597104000,"Вторник, 11 августа
00:00 (UTC)",,,,,,,,89.2,,,южный,,,1,,,,,,,True,,,,10.0,698,,,17.8,,,10.0,
1597114800,"Вторник, 11 августа
03:00 (UTC)",,,,,,,,86.9,,17.3,юго-восточный,,,3,,,,7,,7,,,,,10.0,699,,True,17.4,,,10.0,
1597125600,"Вторник, 11 августа
06:00 (UTC)",,,,,,,,80.2,,17.1,южный,,,1,,,,,,,,,,,20.0,698,,,19.6,,True,9.0,
1597136400,"Вторник, 11 августа
09:00 (UTC)",,,,,,,,66.7,,,западный,,,1,,,,,,,,,,,10.0,698,,,22.3,,,10.0,
1597147200,"Вторник, 11 августа
12:00 (UTC)",,,,,,,,87.7,,,,,,0,,,,,,,True,,,,4.0,699,,,19.4,,,10.0,
1597158000,"Вторник, 11 августа
15:00 (UTC)",,,,,,,,87.0,,,,,22.8,0,,,,5,,,,,,,10.0,699,,,18.3,,True,10.0,
1597168800,"Вторник, 11 августа
18:00 (UTC)",,,,,,,,86.9,,,южный,,,1,,,,,,,,,,,10.0,700,,,17.6,,True,9.0,
1597179600,"Вторник, 11 августа
21:00 (UTC)",,,,,,,,85.7,,,южный,,,1,,,,,,,,,,,10.0,699,,,16.6,,,7.0,
1597190400,"Среда, 12 августа
00:00 (UTC)",,,,,,,,86.2,,,южный,,,1,,,,,,,,,,,10.0,699,,,16.0,,,9.0,
1597201200,"Среда, 12 августа
03:00 (UTC)",,,,,,,,81.4,,15.8,юго-восточный,,,2,,,,менее 0.1,,5,,,,,20.0,699,,,16.6,,,9.0,
1597212000,"Среда, 12 августа
06:00 (UTC)",,,,,,,,53.8,,,южный,,,1,,,,,,,,,,,20.0,699,,,23.6,,,7.0,
1597222800,"Среда, 12 августа
09:00 (UTC)",,,,,,,,35.7,,,северный,,,2,,,,,,,,,,,20.0,699,,,26.5,,,2.0,
1597233600,"Среда, 12 августа
12:00 (UTC)",,,,,,,,26.8,,,северо-западный,,,2,,,,,,,,,,,20.0,699,,,28.3,,,6.0,
1597244400,"Среда, 12 августа
15:00 (UTC)",,,,,,,,39.8,,,южный,,28.9,1,,,,0,,,,,,,20.0,699,,,24.9,,,7.0,
1597255200,"Среда, 12 августа
18:00 (UTC)",,,,,,,,60.2,,,юго-восточный,,,2,,,,,,,,,,,10.0,699,,,21.0,,,7.0,
1597266000,"Среда, 12 августа
21:00 (UTC)",,,,,,,,60.9,,,южный,,,2,,,,,,,,,,,10.0,699,,,20.6,,,5.0,
1597276800,"Четверг, 13 августа
00:00 (UTC)",,,,,,,,76.4,,,южный,,,1,,,,,,,,,,,10.0,699,,,17.4,,,2.0,
1597287600,"Четверг, 13 августа
03:00 (UTC)",,,,,,,,75.2,,15.8,южный,,,2,,,,0,,0,,,,,20.0,700,,,16.6,,,9.0,
1597298400,"Четверг, 13 августа
06:00 (UTC)",,,,,,,,49.4,,,юго-восточный,,,1,,,,,,,,,,,20.0,699,,,23.6,,,5.0,
1597309200,"Четверг, 13 августа
09:00 (UTC)",,,,,,,,42.7,,,западный,,,2,,,,,,,,,,,20.0,698,,,24.7,,,5.0,
1597320000,"Четверг, 13 августа
12:00 (UTC)",,,,,,,,42.1,,,юго-восточный,,,1,,,,,,,,,,,20.0,698,,,25.4,,,7.0,
1597330800,"Четверг, 13 августа
15:00 (UTC)",,,,,,,,65.7,,,западный,,27.4,4,,,,0,,,,,,,10.0,699,,,20.0,,,10.0,
1597341600,"Четверг, 13 августа
18:00 (UTC)",,,,,,,,90.3,,,южный,,,1,,,,,,,True,,,,10.0,701,,,16.5,,,10.0,
1597352400,"Четверг, 13 августа
21:00 (UTC)",,,,,,,,85.7,,,южный,,,2,,,,,,,,,,,10.0,700,,,16.3,,True,10.0,
1597363200,"Пятница, 14 августа
00:00 (UTC)",,,,,,,,79.8,,,юго-восточный,,,2,,,,,,,,,,,10.0,699,,,16.8,,True,10.0,
1597374000,"Пятница, 14 августа
03:00 (UTC)",,,,,,,,86.2,,15.8,,,,0,,,,5,,5,,,,,20.0,699,,,16.0,,,9.0,
1597384800,"Пятница, 14 августа
06:00 (UTC)",,,,,,,,65.3,,,западный,,,2,,,,,,,,,,,20.0,699,,,20.0,,,9.0,
1597395600,"Пятница, 14 августа
09:00 (UTC)",,,,,,,,59.8,,,северо-восточный,,,1,,,,,,,,,,,20.0,699,,,21.0,,,10.0,
1597406400,"Пятница, 14 августа
12:00 (UTC)",,,,,,,,67.6,,,южный,,,1,,,,,,,,,,,20.0,698,,,20.6,,,10.0,
1597417200,"Пятница, 14 августа
15:00 (UTC)",,,,,,,,68.3,,,южный,,21.9,1,,,,0,,,,,,,10.0,698,,,19.9,,,10.0,
1597428000,"Пятница, 14 августа
18:00 (UTC)",,,,,,,,86.8,,,западный,,,2,,,,,,,True,,,,10.0,700,,,16.2,,,10.0,
1597438800,"Пятница, 14 августа
21:00 (UTC)",,,,,,,,90.7,,,,,,0,,,,,,,True,,,,10.0,700,,,14.5,,,10.0,
1597449600,"Суббота, 15 августа
00:00 (UTC)",,,,,,,,84.4,,,южный,,,1,,,,,,,,,,,10.0,700,,,14.2,,True,10.0,
1597460400,"Суббота, 15 августа
03:00 (UTC)",,,,,,,,83.8,,13.8,восточный,,,1,,,,8,,8,,,,,10.0,700,,,14.2,,,10.0,
1597471200,"Суббота, 15 августа
06:00 (UTC)",,,,,,,,56.4,,,западный,,,1,,,,,,,,,,,20.0,700,,,19.7,,,2.0,
1597482000,"Суббота, 15 августа
09:00 (UTC)",,,,,,,,42.0,,,северо-восточный,,,2,,,,,,,,,,,20.0,700,,,22.0,,,5.0,
1597492800,"Суббота, 15 августа
12:00 (UTC)",,,,,,,,38.4,,,восточный,,,1,,,,,,,,,,,20.0,700,,,23.7,,,6.0,
1597503600,"Суббота, 15 августа
15:00 (UTC)",,,,,,,,59.1,,,,,23.9,0,,,,0,,,,,,,20.0,700,,,19.7,,,10.0,
1597514400,"Суббота, 15 августа
18:00 (UTC)",,,,,,,,68.4,,,южный,,,1,,,,,,,,,,,10.0,701,,,17.8,,,9.0,
1597525200,"Суббота, 15 августа
21:00 (UTC)",,,,,,,,76.2,,,юго-восточный,,,1,,,,,,,,,,,10.0,700,,,16.6,,,10.0,
1597536000,"Воскресенье, 16 августа
00:00 (UTC)",,,,,,,,78.0,,,,,,0,,,,,,,,,,,10.0,700,,,15.2,,,10.0,
1597546800,"Воскресенье, 16 августа
03:00 (UTC)",,,,,,,,69.6,,14.7,западный,,,2,,,,0,,0,,,,,20.0,701,,,14.7,,,9.0,
1597557600,"Воскресенье, 16 августа
06:00 (UTC)",,,,,,,,46.2,,,северо-западный,,,1,,,,,,,,,,,20.0,700,,,19.0,,,2.0,
1597568400,"Воскресенье, 16 августа
09:00 (UTC)",,,,,,,,49.8,,,восточный,,,1,,,,,,,,,,,10.0,700,,,20.0,,,10.0,
1597579200,"Воскресенье, 16 августа
12:00 (UTC)",,,,,,,,41.3,,,северо-западный,,,1,,,,,,,,,,,10.0,700,,,22.6,,,7.0,
1597590000,"Воскресенье, 16 августа
15:00 (UTC)",,,,,,,,56.0,,,восточный,,22.8,2,,,,0,,,,,,,10.0,700,,,19.6,,,9.0,
1597600800,"Воскресенье, 16 августа
18:00 (UTC)",,,,,,,,66.0,,,южный,,,1,,,,,,,,,,,10.0,701,,,17.3,,,9.0,
1597611600,"Воскресенье, 16 августа
21:00 (UTC)",,,,,,,,76.1,,,юго-восточный,,,1,,,,,,,,,,,10.0,701,,,16.0,,,10.0,
1597622400,"Понедельник, 17 августа
00:00 (UTC)",,,,,,,,74.1,,,западный,,,2,,,,,,,,,,,10.0,701,,,15.9,,,10.0,
1597633200,"Понедельник, 17 августа
03:00 (UTC)",,,,,,,,66.4,,14.4,,,,0,,,,0,,0,,,,,10.0,702,,,15.0,,,9.0,
1597644000,"Понедельник, 17 августа
06:00 (UTC)",,,,,,,,40.5,,,северный,,,1,,,,,,,,,,,20.0,702,,,18.8,,,1.0,
1597654800,"Понедельник, 17 августа
09:00 (UTC)",,,,,,,,39.9,,,северный,,,2,,,,,,,,,,,20.0,701,,,21.7,,,2.0,
1597665600,"Понедельник, 17 августа
12:00 (UTC)",,,,,,,,38.9,,,северный,,,1,,,,,,,,,,,20.0,701,,,23.7,,,5.0,
1597676400,"Понедельник, 17 августа
15:00 (UTC)",,,,,,,,53.2,,,,,24.4,0,,,,0,,,,,,,20.0,701,,,21.2,,,7.0,
1597687200,"Понедельник, 17 августа
18:00 (UTC)",,,,,,,,72.9,,,южный,,,1,,,,,,,,,,,10.0,701,,,17.0,,,5.0,
1597698000,"Понедельник, 17 августа
21:00 (UTC)",,,,,,,,78.0,,,южный,,,1,,,,,,,,,,,10.0,701,,,15.1,,,2.0,
1597708800,"Вторник, 18 августа
00:00 (UTC)",,,,,,,,73.5,,,южный,,,2,,,,,,,,,,,10.0,701,,,14.9,,,2.0,
1597719600,"Вторник, 18 августа
03:00 (UTC)",,,,,,,,71.5,,13.7,южный,,,2,,,,0,,0,,,,,50.0,700,,,14.8,,,2.0,
1597730400,"Вторник, 18 августа
06:00 (UTC)",,,,,,,,41.6,,,южный,,,1,,,,,,,,,,,50.0,700,,,22.6,,,2.0,
1597741200,"Вторник, 18 августа
09:00 (UTC)",,,,,,,,28.1,,,северный,,,2,,,,,,,,,,,50.0,699,,,25.0,,,1.0,
1597752000,"Вторник, 18 августа
12:00 (UTC)",,,,,,,,29.8,,,восточный,,,2,,,,,,,,,,,20.0,698,,,25.9,,,2.0,
1597762800,"Вторник, 18 августа
15:00 (UTC)",,,,,,,,30.6,,,восточный,,26.7,2,,,,0,,,,,,,50.0,698,,,24.4,,,1.0,
1597773600,"Вторник, 18 августа
18:00 (UTC)",,,,,,,,55.0,,,южный,,,1,,,,,,,,,,,10.0,699,,,18.4,,,2.0,
1597784400,"Вторник, 18 августа
21:00 (UTC)",,,,,,,,58.2,,,южный,,,1,,,,,,,,,,,10.0,698,,,17.4,,,5.0,
1597795200,"Среда, 19 августа
00:00 (UTC)",,,,,,,,67.4,,,южный,,,1,,,,,,,,,,,10.0,698,,,15.3,,,0.0,
1597806000,"Среда, 19 августа
03:00 (UTC)",,,,,,,,64.4,,14.7,южный,,,1,,,,0,,0,,,,,50.0,698,,,15.9,,,0.0,
1597816800,"Среда, 19 августа
06:00 (UTC)",,,,,,,,38.9,,,западный,,,1,,,,,,,,,,,50.0,697,,,23.6,,,0.0,
1597827600,"Среда, 19 августа
09:00 (UTC)",,,,,,,,33.7,,,восточный,,,2,,,,,,,,,,,50.0,697,,,26.2,,,1.0,
1597838400,"Среда, 19 августа
12:00 (UTC)",,,,,,,,32.3,,,восточный,,,2,,,,,,,,,,,50.0,696,,,27.3,,,2.0,
1597849200,"Среда, 19 августа
15:00 (UTC)",,,,,,,,32.8,,,восточный,,27.7,2,,,,0,,,,,,,50.0,696,,,26.0,,,2.0,
1597860000,"Среда, 19 августа
18:00 (UTC)",,,,,,,,66.0,,,южный,,,1,,,,,,,,,,,10.0,697,,,19.2,,,0.0,
1597870800,"Среда, 19 августа
21:00 (UTC)",,,,,,,,62.5,,,южный,,,2,,,,,,,,,,,10.0,697,,,18.7,,,0.0,
1597881600,"Четверг, 20 августа
00:00 (UTC)",,,,,,,,67.0,,,южный,,,1,,,,,,,,,,,10.0,697,,,17.5,,,0.0,
1597892400,"Четверг, 20 августа
03:00 (UTC)",,,,,,,,62.4,,17.0,южный,,,1,,,,0,,0,,,,,50.0,697,,,18.2,,,0.0,
1597903200,"Четверг, 20 августа
06:00 (UTC)",,,,,,,,43.5,,,,,,0,,,,,,,,,,,50.0,697,,,25.3,,,0.0,
1597914000,"Четверг, 20 августа
09:00 (UTC)",,,,,,,,38.5,,,восточный,,,2,,,,,,,,,,,20.0,696,,,27.6,,,1.0,
1597924800,"Четверг, 20 августа
12:00 (UTC)",,,,,,,,44.0,,,восточный,,,2,,,,,,,,,,,20.0,696,,,27.1,,,4.0,
