timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Ливневый дождь со снегом,Ливневый дождь,Количество облаков уменьшилось,Дождь (незамерзающий) слабый с перерывами,Дождь (незамерзающий) умеренный непрерывный,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,Град,"Минимальная температура, °C",Направление ветра,Гроза,"Максимальная температура, °C",Дождь со снегом (ледяной дождь),"Средняя скорость ветра, м/с",Дождь (незамерзающий),Зарница,"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,"Высота снежного покрова, см",Количество облаков увеличилось,"Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Снег умеренный непрерывный,"Температура воздуха, °C",Снег сильный непрерывный,Снег слабый непрерывный,Количество облаков не изменилось,Балл общей облачности
1596477600,"Понедельник, 3 августа
18:00 (UTC)",,,,,,,,,,64.5,,,,северный,,,,1,,,,,,,,,,10.0,747,,18.3,,,,0.0
1596488400,"Понедельник, 3 августа
21:00 (UTC)",,,,,,,,,,93.0,,,,,,,,0,,,,,,,,,,10.0,747,,11.9,,,,0.0
1596499200,"Вторник, 4 августа
00:00 (UTC)",,,,,,,,,,96.1,,,,,,,,0,,,,,,,,,,10.0,748,,10.1,,,,0.0
1596510000,"Вторник, 4 августа
03:00 (UTC)",,,,,,,,,,83.7,,,9.7,северо-восточный,,,,1,,,0,,,,0,,,10.0,749,,13.7,,,,0.0
1596520800,"Вторник, 4 августа
06:00 (UTC)",,,,,,,,,,57.1,,,,северо-восточный,,,,2,,,,,,,,,,10.0,749,,19.5,,,,0.0
1596531600,"Вторник, 4 августа
09:00 (UTC)",,,,,,,,,,38.7,,,,северо-восточный,,,,3,,,,,,,,,,10.0,748,,23.1,,,,5.0
1596542400,"Вторник, 4 августа
12:00 (UTC)",,11.0,,,,,,,,35.5,,,,северо-восточный,,,,3,,,,,,,,,,10.0,748,,24.1,,,,4.0
1596553200,"Вторник, 4 августа
15:00 (UTC)",,10.0,,,,,,,,38.5,,,,северо-восточный,,24.4,,3,,,0,,,,,,,10.0,748,,23.1,,,,2.0
1596564000,"Вторник, 4 августа
18:00 (UTC)",,,,,,,,,,53.5,,,,северо-восточный,,,,2,,,,,,,,,,10.0,748,,19.8,,,,2.0
1596574800,"Вторник, 4 августа
21:00 (UTC)",,,,,,,,,,68.2,,,,северо-восточный,,,,2,,,,,,,,,,10.0,748,,16.8,,,,0.0
1596585600,"Среда, 5 августа
00:00 (UTC)",,,,,,,,,,67.6,,,,северо-восточный,,,,3,,,,,,,,,,10.0,748,,16.4,,,,7.0
1596596400,"Среда, 5 августа
03:00 (UTC)",,,,,,,,,,67.6,,,15.5,северо-восточный,,,,2,,,0,,,,0,,,10.0,748,,16.5,,,,7.0
1596607200,"Среда, 5 августа
06:00 (UTC)",,,,,,,,,,60.1,,,,северо-восточный,,,,2,,,,,,,,,,10.0,747,,20.6,,,,4.0
1596618000,"Среда, 5 августа
09:00 (UTC)",,,,,,,,,,54.4,,,,северный,,,,2,,,,,,,,,,10.0,747,,24.5,,,,7.0
1596628800,"Среда, 5 августа
12:00 (UTC)",,,,,,,,,,45.6,,,,северо-восточный,,,,2,,,,,,,,,,10.0,747,,27.9,,,,7.0
1596639600,"Среда, 5 августа
15:00 (UTC)",,,,,,,,,,48.7,,,,северо-восточный,,28.2,,3,,,0,,,,,,,10.0,747,,27.0,,,,2.0
1596650400,"Среда, 5 августа
18:00 (UTC)",,,,,,,,,,62.5,,,,северо-восточный,,,,3,,,,,,,,,,10.0,748,,23.9,,,,0.0
1596661200,"Среда, 5 августа
21:00 (UTC)",,,,,,,,,,74.9,,,,северо-восточный,,,,3,,,,,,,,,,10.0,748,,20.7,,,,1.0
1596672000,"Четверг, 6 августа
00:00 (UTC)",,,,,,,,,,80.2,,,,северо-восточный,,,,2,,,,,,,,,,10.0,748,,19.4,,,,0.0
1596682800,"Четверг, 6 августа
03:00 (UTC)",,,,,,,,,,81.7,,,18.3,северо-восточный,,,,1,,,0,,,,0,,,10.0,749,,19.3,,,,0.0
1596693600,"Четверг, 6 августа
06:00 (UTC)",,,,,,,,,,71.3,,,,северо-восточный,,,,2,,,,,,,,,,10.0,749,,23.6,,,,0.0
1596704400,"Четверг, 6 августа
09:00 (UTC)",,,,,,,,,,51.9,,,,восточный,,,,3,,,,,,,,,,10.0,748,,29.5,,,,2.0
1596715200,"Четверг, 6 августа
12:00 (UTC)",,,,,,,,,,36.1,,,,северо-восточный,,,,3,,,,,,,,,,10.0,748,,31.4,,,,6.0
1596726000,"Четверг, 6 августа
15:00 (UTC)",,,,,,,,,,40.7,,,,северо-восточный,,32.1,,3,,,0,,,,,,,10.0,748,,30.2,,,,4.0
1596736800,"Четверг, 6 августа
18:00 (UTC)",,,,,,,,,,59.4,,,,северный,,,,1,,,,,,,,,,10.0,748,,25.9,,,,7.0
1596747600,"Четверг, 6 августа
21:00 (UTC)",,,,,,,,,,71.6,,,,северо-восточный,,,,2,,,,,,,,,,10.0,748,,22.9,,,,6.0
1596758400,"Пятница, 7 августа
00:00 (UTC)",,,,,,,,,,76.8,,,,северный,,,,2,,,,,,,,,,10.0,748,,20.4,,,,0.0
1596769200,"Пятница, 7 августа
03:00 (UTC)",,,,,,,,,,72.9,,,19.1,северный,,,,1,,,0,,,,0,,,10.0,748,,19.7,,,,0.0
1596780000,"Пятница, 7 августа
06:00 (UTC)",,,,,,,,,,52.5,,,,северо-восточный,,,,3,,,,,,,,,,10.0,748,,23.8,,,,4.0
1596790800,"Пятница, 7 августа
09:00 (UTC)",,,,,,,,,,40.6,,,,северный,,,,3,,,,,,,,,,10.0,748,,26.8,,,,9.0
1596801600,"Пятница, 7 августа
12:00 (UTC)",,10.0,,,,,,,,40.2,,,,северный,,,,3,,,,,,,,,,10.0,747,,28.2,,,,7.0
1596812400,"Пятница, 7 августа
15:00 (UTC)",,,,,,,,,,50.4,,,,северный,,28.5,,3,,,0,,,,,,,50.0,747,,26.2,,,,7.0
1596823200,"Пятница, 7 августа
18:00 (UTC)",,,,,,,,,,58.7,,,,северный,,,,2,,,,,,,,,,10.0,748,,22.7,,,,6.0
1596834000,"Пятница, 7 августа
21:00 (UTC)",,,,,,,,,,65.5,,,,северный,,,,1,,,,,,,,,,10.0,748,,18.9,,,,2.0
1596844800,"Суббота, 8 августа
00:00 (UTC)",,,,,,,,,,71.4,,,,северный,,,,2,,,,,,,,,,10.0,748,,16.6,,,,0.0
1596855600,"Суббота, 8 августа
03:00 (UTC)",,,,,,,,,,76.1,,,15.3,северный,,,,2,,,0,,,,0,,,10.0,748,,15.9,,,,0.0
1596866400,"Суббота, 8 августа
06:00 (UTC)",,,,,,,,,,57.9,,,,северо-восточный,,,,3,,,,,,,,,,10.0,748,,20.9,,,,5.0
1596877200,"Суббота, 8 августа
09:00 (UTC)",,,,,,,,,,40.2,,,,северный,,,,3,,,,,,,,,,10.0,747,,23.7,,,,7.0
1596888000,"Суббота, 8 августа
12:00 (UTC)",,10.0,,,,,,,,34.2,,,,северный,,,,4,,,,,,,,,,10.0,746,,23.9,,,,9.0
1596898800,"Суббота, 8 августа
15:00 (UTC)",,10.0,,,,,,,,43.5,,,,северо-восточный,,24.8,,2,,,0,,,,,,,10.0,745,,22.4,,,,9.0
1596909600,"Суббота, 8 августа
18:00 (UTC)",,,,,,,,,,57.2,,,,северный,,,,2,,,,,,,,,,10.0,745,,19.9,,,,7.0
1596920400,"Суббота, 8 августа
21:00 (UTC)",,,,,,,,,,72.3,,,,северный,,,,1,,,,,,,,,,10.0,745,,16.4,,,,2.0
1596931200,"Воскресенье, 9 августа
00:00 (UTC)",,,,,,,,,,80.0,,,,северо-западный,,,,1,,,,,,,,,,10.0,744,,14.4,,,,0.0
1596942000,"Воскресенье, 9 августа
03:00 (UTC)",,,,,,,,,,80.0,,,13.4,северный,,,,1,,,0,,,,0,,,10.0,744,,14.2,,,,0.0
1596952800,"Воскресенье, 9 августа
06:00 (UTC)",,,,,,,,,,61.0,,,,северный,,,,2,,,,,,,,,,10.0,744,,19.4,,,,7.0
1596963600,"Воскресенье, 9 августа
09:00 (UTC)",,,,,,,,,,48.3,,,,северный,,,,3,,,,,,,,,,10.0,743,,22.0,,,,7.0
1596974400,"Воскресенье, 9 августа
12:00 (UTC)",,10.0,,,,,,,,38.1,,,,северный,,,,4,,,,,,,,,,,743,,23.7,,,,
1596985200,"Воскресенье, 9 августа
15:00 (UTC)",,,,,,,,,,36.2,,,,северный,,24.4,,2,,,0,,,,,,,10.0,743,,23.3,,,,4.0
1596996000,"Воскресенье, 9 августа
18:00 (UTC)",,,,,,,,,,51.0,,,,северный,,,,1,,,,,,,,,,10.0,743,,19.6,,,,0.0
1597006800,"Воскресенье, 9 августа
21:00 (UTC)",,,,,,,,,,78.3,,,,,,,,0,,,,,,,,,,10.0,743,,13.3,,,,0.0
1597017600,"Понедельник, 10 августа
00:00 (UTC)",,,,,,,,,,84.0,,,,юго-западный,,,,1,,,,,,,,,,10.0,744,,11.5,,,,0.0
1597028400,"Понедельник, 10 августа
03:00 (UTC)",,,,,,,,,,84.7,,,10.5,западный,,,,1,,,0,,,,0,,,10.0,744,,12.1,,,,0.0
1597039200,"Понедельник, 10 августа
06:00 (UTC)",,,,,,,,,,60.7,,,,северо-западный,,,,2,,,,,,,,,,10.0,744,,19.9,,,,0.0
1597050000,"Понедельник, 10 августа
09:00 (UTC)",,,,,,,,,,46.6,,,,северо-западный,,,,4,,,,,,,,,,10.0,744,,21.6,,,,5.0
1597060800,"Понедельник, 10 августа
12:00 (UTC)",,,,,,,,,,35.8,,,,северный,,,,3,,,,,,,,,,10.0,743,,22.8,,,,4.0
1597071600,"Понедельник, 10 августа
15:00 (UTC)",,,,,,,,,,35.9,,,,северо-восточный,,23.7,,3,,,0,,,,,,,10.0,744,,21.3,,,,1.0
1597082400,"Понедельник, 10 августа
18:00 (UTC)",,,,,,,,,,50.1,,,,северный,,,,1,,,,,,,,,,10.0,744,,17.4,,,,1.0
1597093200,"Понедельник, 10 августа
21:00 (UTC)",,,,,,,,,,75.9,,,,,,,,0,,,,,,,,,,10.0,745,,11.4,,,,0.0
1597104000,"Вторник, 11 августа
00:00 (UTC)",,,,,,,,,,85.5,,,,юго-западный,,,,1,,,,,,,,,,10.0,745,,8.7,,,,0.0
1597114800,"Вторник, 11 августа
03:00 (UTC)",,,,,,,,,,87.9,,,7.4,западный,,,,1,,,0,,,,0,,,10.0,745,,9.3,,,,0.0
1597125600,"Вторник, 11 августа
06:00 (UTC)",,,,,,,,,,53.5,,,,восточный,,,,2,,,,,,,,,,10.0,745,,18.3,,,,0.0
1597136400,"Вторник, 11 августа
09:00 (UTC)",,,,,,,,,,41.3,,,,северо-восточный,,,,2,,,,,,,,,,10.0,744,,21.6,,,,0.0
1597147200,"Вторник, 11 августа
12:00 (UTC)",,,,,,,,,,35.7,,,,юго-западный,,,,1,,,,,,,,,,10.0,744,,23.9,,,,4.0
1597158000,"Вторник, 11 августа
15:00 (UTC)",,,,,,,,,,40.2,,,,восточный,,24.6,,2,,,0,,,,,,,10.0,743,,23.4,,,,4.0
1597168800,"Вторник, 11 августа
18:00 (UTC)",,,,,,,,,,66.5,,,,западный,,,,1,,,,,,,,,,10.0,743,,17.2,,,,4.0
1597179600,"Вторник, 11 августа
21:00 (UTC)",,,,,,,,,,83.2,,,,южный,,,,1,,,,,,,,,,10.0,743,,13.8,,,,2.0
1597190400,"Среда, 12 августа
00:00 (UTC)",,,True,,,,,,,84.9,,,,юго-западный,,,,1,,,,,,,,,,10.0,743,,14.5,,,,10.0
1597201200,"Среда, 12 августа
03:00 (UTC)",,,True,,,,,,,95.6,,,13.8,южный,,,,1,,,2,,,,2,,,4.0,743,,14.3,,,,10.0
1597212000,"Среда, 12 августа
06:00 (UTC)",,,,,,,,,,80.5,,,,юго-западный,,,,1,True,,,,,,,,,10.0,742,,17.8,,,,7.0
1597222800,"Среда, 12 августа
09:00 (UTC)",,,,,,,,,,65.5,,,,юго-западный,,,,3,,,,,,,,,,10.0,742,,20.9,,,,9.0
1597233600,"Среда, 12 августа
12:00 (UTC)",,,,,,,,,,63.4,,,,юго-западный,,,,3,,,,,,,,,,10.0,742,,20.9,,,,9.0
1597244400,"Среда, 12 августа
15:00 (UTC)",,,True,,,,,,,79.6,,,,западный,,21.8,,2,,,1,,,,,,,4.0,742,,18.6,,,,10.0
1597255200,"Среда, 12 августа
18:00 (UTC)",,,,,,,,,,92.7,,,,южный,,,,1,True,,,,,,,,,10.0,741,,17.1,,,,10.0
1597266000,"Среда, 12 августа
21:00 (UTC)",,,True,,,,,,,95.6,,,,,,,,0,,,,,,,,,,4.0,741,,16.0,,,,10.0
1597276800,"Четверг, 13 августа
00:00 (UTC)",,,,,,,,,,94.4,,,,западный,,,,1,,,,,,,,,,10.0,740,,15.5,,,True,10.0
1597287600,"Четверг, 13 августа
03:00 (UTC)",,,,,,,,,,95.6,,,14.2,северо-восточный,,,,1,,,2,,,,4,,True,4.0,739,,14.2,,,,9.0
1597298400,"Четверг, 13 августа
06:00 (UTC)",,,,,,,,,,89.6,,,,северо-западный,,,,2,,,,,,,,,,10.0,739,,15.7,,,True,10.0
1597309200,"Четверг, 13 августа
09:00 (UTC)",,,,,,,,,,66.8,,,,северо-западный,,,,3,,,,,,,,,,10.0,739,,19.0,,,True,7.0
1597320000,"Четверг, 13 августа
12:00 (UTC)",,,,,,,,,,53.5,,,,северо-западный,,,,2,,,,,,,,,,10.0,738,,19.8,,,,7.0
1597330800,"Четверг, 13 августа
15:00 (UTC)",,11.0,,,,,,,,67.6,,,,западный,,20.3,,3,,,4,,,,,,,10.0,738,,18.4,,,True,6.0
1597341600,"Четверг, 13 августа
18:00 (UTC)",,,,,,,,,,84.9,,,,юго-западный,,,,2,,,,,,,,,,10.0,739,,14.0,,,True,7.0
1597352400,"Четверг, 13 августа
21:00 (UTC)",,,,,,,,,,95.5,,,,юго-западный,,,,2,,,,,,,,,,10.0,738,,11.9,,,,9.0
1597363200,"Пятница, 14 августа
00:00 (UTC)",,,,,,,True,,,95.5,,,,западный,,,,2,,,,,,,,,,4.0,738,,12.6,,,,10.0
1597374000,"Пятница, 14 августа
03:00 (UTC)",,,True,,,,,,,95.5,,,11.7,западный,,,,2,,,0.6,,,,5,,,4.0,737,,12.1,,,,10.0
1597384800,"Пятница, 14 августа
06:00 (UTC)",,,True,,,,,,,90.1,,,,северный,,,,2,,,,,,,,,,4.0,737,,13.8,,,,10.0
1597395600,"Пятница, 14 августа
09:00 (UTC)",,,True,,,,,,,92.5,,,,северный,,,,1,,,,,,,,,,4.0,738,,14.6,,,,10.0
1597406400,"Пятница, 14 августа
12:00 (UTC)",,10.0,,,,,,,,81.2,,,,северо-западный,,,,4,True,,,,,,,,,10.0,739,,15.1,,,,10.0
1597417200,"Пятница, 14 августа
15:00 (UTC)",,,,,True,,,,,93.0,,,,северо-западный,,16.3,,4,,,7,,,,,,,10.0,739,,13.2,,,,10.0
1597428000,"Пятница, 14 августа
18:00 (UTC)",,11.0,,,,,,,,93.6,True,,,северный,,,,3,,,,,,,,,,4.0,740,,11.2,,,,10.0
1597438800,"Пятница, 14 августа
21:00 (UTC)",,,,,,,,,,93.5,True,,,северный,,,,3,,,,,,,,,,4.0,741,,10.8,,,,10.0
1597449600,"Суббота, 15 августа
00:00 (UTC)",,,True,,,,,,,94.8,,,,северный,,,,2,,,,,,,,,,4.0,741,,10.6,,,,10.0
1597460400,"Суббота, 15 августа
03:00 (UTC)",,10.0,,,,,,,,90.5,,,10.5,северный,,,,4,True,,1,,,,8,,,10.0,741,,10.8,,,,10.0
1597471200,"Суббота, 15 августа
06:00 (UTC)",,,,,,,,,,86.9,,,,северо-западный,,,,3,,,,,,,,,,10.0,742,,11.5,,,True,10.0
1597482000,"Суббота, 15 августа
09:00 (UTC)",,,True,,,,,,,83.6,,,,северный,,,,3,,,,,,,,,,4.0,742,,12.1,,,,10.0
1597492800,"Суббота, 15 августа
12:00 (UTC)",,,True,,,,,,,87.6,,,,северный,,,,3,,,,,,,,,,4.0,743,,12.3,,,,10.0
1597503600,"Суббота, 15 августа
15:00 (UTC)",,,,,,,,,,70.4,,,,северо-западный,,14.3,,2,,,0.4,,,,,,,10.0,743,,14.3,,,True,10.0
1597514400,"Суббота, 15 августа
18:00 (UTC)",,,,,,True,,,,69.3,,,,северо-западный,,,,3,,,,,,,,,,10.0,743,,13.5,,,,6.0
1597525200,"Суббота, 15 августа
21:00 (UTC)",,,,,,,,,,74.9,,,,северо-западный,,,,2,,,,,,,,,,10.0,743,,11.9,,,,2.0
1597536000,"Воскресенье, 16 августа
00:00 (UTC)",,,,,,,,,,77.8,,,,западный,,,,1,,,,,,,,,,10.0,742,,10.4,,,,4.0
1597546800,"Воскресенье, 16 августа
03:00 (UTC)",,,,,,,,,,85.0,,,8.7,юго-западный,,,,2,,,0,,,,0,,,10.0,743,,9.9,,,,7.0
1597557600,"Воскресенье, 16 августа
06:00 (UTC)",,,,,,,,,,67.2,,,,северный,,,,2,,,,,,,,,,10.0,743,,14.4,,,,7.0
1597568400,"Воскресенье, 16 августа
09:00 (UTC)",,10.0,,,,,,,,45.4,,,,северо-западный,,,,5,,,,,,,,,,10.0,742,,18.4,,,,6.0
1597579200,"Воскресенье, 16 августа
12:00 (UTC)",,10.0,,,,,,,,43.6,,,,северный,,,,3,,,,,,,,,,10.0,742,,19.4,,,,7.0
1597590000,"Воскресенье, 16 августа
15:00 (UTC)",,,,,,,,,,38.6,,,,северный,,20.3,,2,,,0,,,,,,,10.0,742,,19.8,,,,7.0
1597600800,"Воскресенье, 16 августа
18:00 (UTC)",,,,,,,,,,74.4,,,,юго-западный,,,,1,,,,,,,,,,10.0,742,,12.0,,,,4.0
1597611600,"Воскресенье, 16 августа
21:00 (UTC)",,,,,,,,,,78.4,,,,юго-западный,,,,2,,,,,,,,,,10.0,742,,10.6,,,,6.0
1597622400,"Понедельник, 17 августа
00:00 (UTC)",,,,,,,,,,82.3,,,,западный,,,,2,,,,,,,,,,10.0,741,,11.0,,,,7.0
1597633200,"Понедельник, 17 августа
03:00 (UTC)",,,,,,,,,,83.6,,,10.4,юго-западный,,,,2,,,0,,,,0,,,10.0,740,,12.7,,,,9.0
1597644000,"Понедельник, 17 августа
06:00 (UTC)",,,,,,,True,,,79.2,,,,западный,,,,3,,,,,,,,,,4.0,739,,16.2,,,,9.0
1597654800,"Понедельник, 17 августа
09:00 (UTC)",,10.0,,,,True,,,,61.4,,,,северо-западный,,,,4,,,,,,,,,,10.0,738,,22.5,,,,7.0
1597665600,"Понедельник, 17 августа
12:00 (UTC)",,12.0,,,,True,,,,41.4,,,,северо-западный,,,,6,,,,,,,,,,10.0,738,,24.1,,,,4.0
1597676400,"Понедельник, 17 августа
15:00 (UTC)",,12.0,,,,,,,,42.7,,,,северо-западный,,24.2,,3,,,менее 0.1,,,,,,,10.0,739,,22.4,,,,1.0
1597687200,"Понедельник, 17 августа
18:00 (UTC)",,,,,,,,,,59.5,,,,северный,,,,2,,,,,,,,,,10.0,740,,17.9,,,,0.0
1597698000,"Понедельник, 17 августа
21:00 (UTC)",,,,,,,,,,80.7,,,,юго-западный,,,,1,,,,,,,,,,10.0,741,,11.5,,,,0.0
1597708800,"Вторник, 18 августа
00:00 (UTC)",,,,,,,,,,88.5,,,,юго-западный,,,,1,,,,,,,,,,10.0,742,,8.9,,,,0.0
1597719600,"Вторник, 18 августа
03:00 (UTC)",,,,,,,,,,89.1,,,7.1,юго-западный,,,,1,,,0,,,,менее 0.1,,,10.0,742,,8.7,,,,0.0
1597730400,"Вторник, 18 августа
06:00 (UTC)",,,,,,,,,,49.2,,,,северо-западный,,,,2,,,,,,,,,,10.0,743,,16.8,,,,0.0
1597741200,"Вторник, 18 августа
09:00 (UTC)",,,,,,,,,,35.8,,,,северный,,,,3,,,,,,,,,,10.0,743,,19.1,,,,2.0
1597752000,"Вторник, 18 августа
12:00 (UTC)",,,,,,,,,,30.7,,,,северо-западный,,,,3,,,,,,,,,,10.0,742,,21.1,,,,0.0
1597762800,"Вторник, 18 августа
15:00 (UTC)",,,,,,,,,,32.0,,,,северный,,21.5,,1,,,0,,,,,,,10.0,742,,21.0,,,,4.0
1597773600,"Вторник, 18 августа
18:00 (UTC)",,,,,,,,,,72.0,,,,северный,,,,1,,,,,,,,,,10.0,743,,12.1,,,,0.0
1597784400,"Вторник, 18 августа
21:00 (UTC)",,,,,,,,,,83.1,,,,юго-западный,,,,1,,,,,,,,,,10.0,743,,8.7,,,,0.0
1597795200,"Среда, 19 августа
00:00 (UTC)",,,,,,,,,,88.3,,,,,,,,0,,,,,,,,,,10.0,743,,7.3,,,,6.0
1597806000,"Среда, 19 августа
03:00 (UTC)",,,,,,,,,,84.9,,,7.2,южный,,,,1,,,0,,,,0,,,10.0,743,,9.1,,,,7.0
1597816800,"Среда, 19 августа
06:00 (UTC)",,,,,,,,,,57.7,,,,юго-восточный,,,,1,,,,,,,,,,10.0,743,,17.0,,,,6.0
1597827600,"Среда, 19 августа
09:00 (UTC)",,,,,,,,,,44.2,,,,северный,,,,2,,,,,,,,,,10.0,742,,20.6,,,,7.0
1597838400,"Среда, 19 августа
12:00 (UTC)",,,,,,,,,,40.0,,,,северо-восточный,,,,2,,,,,,,,,,10.0,742,,20.8,,,,7.0
1597849200,"Среда, 19 августа
15:00 (UTC)",,,,,,,,,,39.5,,,,северо-восточный,,21.5,,2,,,0,,,,,,,10.0,743,,19.2,,,,4.0
1597860000,"Среда, 19 августа
18:00 (UTC)",,,,,,,,,,59.9,,,,северо-восточный,,,,1,,,,,,,,,,10.0,744,,14.8,,,,2.0
1597870800,"Среда, 19 августа
21:00 (UTC)",,,,,,,,,,86.7,,,,,,,,0,,,,,,,,,,10.0,744,,9.1,,,,0.0
1597881600,"Четверг, 20 августа
00:00 (UTC)",,,,,,,,,,94.6,,,,,,,,0,,,,,,,,,,10.0,745,,6.8,,,,0.0
1597892400,"Четверг, 20 августа
03:00 (UTC)",,,,,,,,,,96.6,,,5.3,,,,,0,,,0,,,,0,,,10.0,745,,7.7,,,,0.0
1597903200,"Четверг, 20 августа
06:00 (UTC)",,,,,,,,,,59.3,,,,северный,,,,1,,,,,,,,,,10.0,746,,15.4,,,,0.0
1597914000,"Четверг, 20 августа
09:00 (UTC)",,,,,,,,,,37.4,,,,северный,,,,2,,,,,,,,,,10.0,745,,18.4,,,,7.0
1597924800,"Четверг, 20 августа
12:00 (UTC)",,,,,,,,,,34.0,,,,северный,,,,2,,,,,,,,,,10.0,745,,19.7,,,,7.0
1597935600,"Четверг, 20 августа
15:00 (UTC)",,,,,,,,,,35.2,,,,северо-западный,,20.1,,2,,,0,,,,,,,10.0,745,,18.9,,,,0.0
1597946400,"Четверг, 20 августа
18:00 (UTC)",,,,,,,,,,70.8,,,,,,,,0,,,,,,,,,,10.0,746,,11.1,,,,0.0
1597957200,"Четверг, 20 августа
21:00 (UTC)",,,,,,,,,,85.3,,,,,,,,0,,,,,,,,,,10.0,746,,7.4,,,,0.0
1597968000,"Пятница, 21 августа
00:00 (UTC)",,,,,,,,,,88.8,,,,,,,,0,,,,,,,,,,10.0,747,,5.8,,,,0.0
1597978800,"Пятница, 21 августа
03:00 (UTC)",,,,,,,,,,93.3,,,4.5,,,,,0,,,0,,,,0,,,10.0,747,,6.1,,,,0.0
1597989600,"Пятница, 21 августа
06:00 (UTC)",,,,,,,,,,52.4,,,,северо-восточный,,,,2,,,,,,,,,,10.0,748,,15.5,,,,0.0
1598000400,"Пятница, 21 августа
09:00 (UTC)",,,,,,,,,,40.2,,,,северо-восточный,,,,2,,,,,,,,,,10.0,747,,18.6,,,,2.0
1598011200,"Пятница, 21 августа
12:00 (UTC)",,,,,,,,,,37.0,,,,северо-восточный,,,,2,,,,,,,,,,10.0,746,,20.7,,,,4.0
1598022000,"Пятница, 21 августа
15:00 (UTC)",,,,,,,,,,41.9,,,,северо-восточный,,21.4,,2,,,0,,,,,,,10.0,746,,19.7,,,,6.0
1598032800,"Пятница, 21 августа
18:00 (UTC)",,,,,,,,,,74.6,,,,,,,,0,,,,,,,,,,10.0,747,,12.7,,,,5.0
1598043600,"Пятница, 21 августа
21:00 (UTC)",,,,,,,,,,85.0,,,,юго-западный,,,,1,,,,,,,,,,10.0,747,,10.0,,,,2.0
1598054400,"Суббота, 22 августа
00:00 (UTC)",,,,,,,,,,85.6,,,,юго-западный,,,,1,,,,,,,,,,10.0,747,,9.6,,,,7.0
1598065200,"Суббота, 22 августа
03:00 (UTC)",,,,,,,,,,84.5,,,8.9,,,,,0,,,0,,,,0,,,10.0,747,,10.3,,,,9.0
1598076000,"Суббота, 22 августа
06:00 (UTC)",,,,,,,,,,50.6,,,,северо-восточный,,,,1,,,,,,,,,,10.0,747,,18.0,,,,2.0
1598086800,"Суббота, 22 августа
09:00 (UTC)",,,,,,,,,,36.2,,,,северный,,,,2,,,,,,,,,,10.0,747,,21.4,,,,4.0
1598097600,"Суббота, 22 августа
12:00 (UTC)",,,,,,,,,,32.8,,,,северный,,,,2,,,,,,,,,,10.0,746,,23.0,,,,6.0
1598108400,"Суббота, 22 августа
15:00 (UTC)",,,,,,,,,,48.7,,,,северо-восточный,,23.0,,2,,,0,,,,,,,10.0,747,,19.9,,,,7.0
1598119200,"Суббота, 22 августа
18:00 (UTC)",,,,,,,,,,58.2,,,,северо-восточный,,,,1,,,,,,,,,,10.0,747,,17.4,,,,7.0
1598130000,"Суббота, 22 августа
21:00 (UTC)",,,,,,,,,,88.6,,,,,,,,0,,,,,,,,,,10.0,747,,10.8,,,,0.0
1598140800,"Воскресенье, 23 августа
00:00 (UTC)",,,,,,,,,,95.4,,,,,,,,0,,,,,,,,,True,4.0,747,,8.6,,,,0.0
1598151600,"Воскресенье, 23 августа
03:00 (UTC)",,,,,,,,,,95.3,,,6.9,,,,,0,,,0,,,,0,,True,4.0,748,,8.2,,,,0.0
1598162400,"Воскресенье, 23 августа
06:00 (UTC)",,,,,,,,,,55.3,,,,северо-восточный,,,,1,,,,,,,,,,10.0,748,,18.1,,,,0.0
1598173200,"Воскресенье, 23 августа
09:00 (UTC)",,,,,,,,,,43.6,,,,северный,,,,2,,,,,,,,,,10.0,747,,21.7,,,,6.0
1598184000,"Воскресенье, 23 августа
12:00 (UTC)",,,,,,,,,,37.4,,,,северный,,,,2,,,,,,,,,,10.0,747,,23.0,,,,4.0
1598194800,"Воскресенье, 23 августа
15:00 (UTC)",,,,,,,,,,40.3,,,,восточный,,23.1,,1,,,0,,,,,,,10.0,746,,22.0,,,,1.0
1598205600,"Воскресенье, 23 августа
18:00 (UTC)",,,,,,,,,,76.8,,,,,,,,0,,,,,,,,,,10.0,747,,14.1,,,,0.0
1598216400,"Воскресенье, 23 августа
21:00 (UTC)",,,,,,,,,,85.1,,,,юго-западный,,,,1,,,,,,,,,,10.0,747,,10.5,,,,0.0
1598227200,"Понедельник, 24 августа
00:00 (UTC)",,,,,,,,,,89.1,,,,западный,,,,1,,,,,,,,,,10.0,747,,9.5,,,,0.0
1598238000,"Понедельник, 24 августа
03:00 (UTC)",,,,,,,,,,91.6,,,8.0,юго-западный,,,,1,,,0,,,,0,,,10.0,747,,9.3,,,,4.0
1598248800,"Понедельник, 24 августа
06:00 (UTC)",,,,,,,,,,54.3,,,,западный,,,,1,,,,,,,,,,10.0,747,,20.0,,,,2.0
1598259600,"Понедельник, 24 августа
09:00 (UTC)",,,,,,,,,,33.1,,,,юго-западный,,,,2,,,,,,,,,,10.0,746,,24.9,,,,4.0
